"행정구역","2021년03월_계_총인구수","2021년03월_계_연령구간인구수","2021년03월_계_0~9세","2021년03월_계_10~19세","2021년03월_계_20~29세","2021년03월_계_30~39세","2021년03월_계_40~49세","2021년03월_계_50~59세","2021년03월_계_60~69세","2021년03월_계_70~79세","2021년03월_계_80~89세","2021년03월_계_90~99세","2021년03월_계_100세 이상","2021년03월_남_총인구수","2021년03월_남_연령구간인구수","2021년03월_남_0~9세","2021년03월_남_10~19세","2021년03월_남_20~29세","2021년03월_남_30~39세","2021년03월_남_40~49세","2021년03월_남_50~59세","2021년03월_남_60~69세","2021년03월_남_70~79세","2021년03월_남_80~89세","2021년03월_남_90~99세","2021년03월_남_100세 이상","2021년03월_여_총인구수","2021년03월_여_연령구간인구수","2021년03월_여_0~9세","2021년03월_여_10~19세","2021년03월_여_20~29세","2021년03월_여_30~39세","2021년03월_여_40~49세","2021년03월_여_50~59세","2021년03월_여_60~69세","2021년03월_여_70~79세","2021년03월_여_80~89세","2021년03월_여_90~99세","2021년03월_여_100세 이상"
"강원도 영월군 (4275000000)","38,458","38,458","1,641","2,934","3,183","2,725","4,510","7,251","8,222","4,830","2,777","358","27","19,895","19,895","864","1,596","1,855","1,481","2,468","4,026","4,286","2,206","1,001","102","10","18,563","18,563","777","1,338","1,328","1,244","2,042","3,225","3,936","2,624","1,776","256","17"
"강원도 영월군 영월읍(4275025000)","21,028","21,028","1,270","2,186","2,257","1,850","2,927","3,758","3,435","2,095","1,103","141","6","10,765","10,765","672","1,198","1,291","965","1,497","2,057","1,737","914","394","38","2","10,263","10,263","598","988","966","885","1,430","1,701","1,698","1,181","709","103","4"
"강원도 영월군 상동읍(4275025300)","1,075","1,075","18","29","47","48","100","210","272","206","133","12","0","559","559","11","16","31","25","67","128","139","93","48","1","0","516","516","7","13","16","23","33","82","133","113","85","11","0"
"강원도 영월군 중동면(4275031000)","1,455","1,455","26","53","66","60","112","327","384","257","154","16","0","760","760","11","24","44","39","70","184","225","106","51","6","0","695","695","15","29","22","21","42","143","159","151","103","10","0"
"강원도 영월군 김삿갓면(4275032500)","1,720","1,720","29","74","78","62","152","397","491","260","155","22","0","892","892","15","39","48","35","84","212","263","133","58","5","0","828","828","14","35","30","27","68","185","228","127","97","17","0"
"강원도 영월군 북면(4275033000)","2,133","2,133","35","92","124","107","197","428","566","343","208","26","7","1,112","1,112","19","38","78","60","125","246","306","153","77","7","3","1,021","1,021","16","54","46","47","72","182","260","190","131","19","4"
"강원도 영월군 남면(4275034000)","2,259","2,259","42","104","115","117","221","424","647","344","211","29","5","1,190","1,190","19","58","71","75","137","250","341","166","64","7","2","1,069","1,069","23","46","44","42","84","174","306","178","147","22","3"
"강원도 영월군 한반도면(4275035500)","1,233","1,233","40","39","102","81","121","266","310","163","99","11","1","687","687","21","24","64","44","71","168","168","86","38","3","0","546","546","19","15","38","37","50","98","142","77","61","8","1"
"강원도 영월군 한반도면쌍용출장소(4275035900)","1,737","1,737","53","64","96","120","177","315","430","281","172","28","1","940","940","31","28","57","84","123","188","226","126","65","11","1","797","797","22","36","39","36","54","127","204","155","107","17","0"
"강원도 영월군 주천면(4275036000)","3,786","3,786","89","208","216","187","325","730","1,053","536","388","48","6","1,943","1,943","46","125","123","106","186","387","558","254","140","16","2","1,843","1,843","43","83","93","81","139","343","495","282","248","32","4"
"강원도 영월군 무릉도원면(4275038000)","2,032","2,032","39","85","82","93","178","396","634","345","154","25","1","1,047","1,047","19","46","48","48","108","206","323","175","66","8","0","985","985","20","39","34","45","70","190","311","170","88","17","1"
