"행정구역","2020년11월_계_총인구수","2020년11월_계_연령구간인구수","2020년11월_계_0~9세","2020년11월_계_10~19세","2020년11월_계_20~29세","2020년11월_계_30~39세","2020년11월_계_40~49세","2020년11월_계_50~59세","2020년11월_계_60~69세","2020년11월_계_70~79세","2020년11월_계_80~89세","2020년11월_계_90~99세","2020년11월_계_100세 이상","2020년11월_남_총인구수","2020년11월_남_연령구간인구수","2020년11월_남_0~9세","2020년11월_남_10~19세","2020년11월_남_20~29세","2020년11월_남_30~39세","2020년11월_남_40~49세","2020년11월_남_50~59세","2020년11월_남_60~69세","2020년11월_남_70~79세","2020년11월_남_80~89세","2020년11월_남_90~99세","2020년11월_남_100세 이상","2020년11월_여_총인구수","2020년11월_여_연령구간인구수","2020년11월_여_0~9세","2020년11월_여_10~19세","2020년11월_여_20~29세","2020년11월_여_30~39세","2020년11월_여_40~49세","2020년11월_여_50~59세","2020년11월_여_60~69세","2020년11월_여_70~79세","2020년11월_여_80~89세","2020년11월_여_90~99세","2020년11월_여_100세 이상"
"전국  (0000000000)","51,834,302","51,834,302","3,984,472","4,807,963","6,804,936","6,884,029","8,305,172","8,653,322","6,707,084","3,693,926","1,720,296","251,328","21,774","25,844,667","25,844,667","2,043,177","2,486,789","3,573,644","3,546,511","4,219,100","4,367,091","3,280,340","1,661,611","604,332","56,764","5,308","25,989,635","25,989,635","1,941,295","2,321,174","3,231,292","3,337,518","4,086,072","4,286,231","3,426,744","2,032,315","1,115,964","194,564","16,466"
"서울특별시  (1100000000)","9,679,771","9,679,771","627,357","785,233","1,461,133","1,478,727","1,531,956","1,526,471","1,239,857","703,243","276,533","42,535","6,726","4,708,321","4,708,321","322,150","402,968","708,862","739,692","758,623","749,975","585,409","320,133","107,577","11,164","1,768","4,971,450","4,971,450","305,207","382,265","752,271","739,035","773,333","776,496","654,448","383,110","168,956","31,371","4,958"
"부산광역시  (2600000000)","3,395,514","3,395,514","233,339","272,860","431,909","420,436","512,124","570,554","529,755","292,861","114,826","14,969","1,881","1,663,055","1,663,055","119,651","141,060","225,107","215,058","257,696","276,797","250,776","131,981","41,233","3,280","416","1,732,459","1,732,459","113,688","131,800","206,802","205,378","254,428","293,757","278,979","160,880","73,593","11,689","1,465"
"대구광역시  (2700000000)","2,421,859","2,421,859","178,930","226,927","322,503","295,408","384,997","426,294","324,511","175,011","77,193","9,355","730","1,195,081","1,195,081","91,649","118,587","172,473","153,596","189,849","208,679","154,521","76,427","27,066","2,058","176","1,226,778","1,226,778","87,281","108,340","150,030","141,812","195,148","217,615","169,990","98,584","50,127","7,297","554"
"인천광역시  (2800000000)","2,942,307","2,942,307","229,469","274,765","401,509","406,373","484,427","512,755","365,387","177,282","77,078","12,301","961","1,473,795","1,473,795","117,812","141,315","209,376","210,123","247,531","256,431","181,049","80,775","26,471","2,656","256","1,468,512","1,468,512","111,657","133,450","192,133","196,250","236,896","256,324","184,338","96,507","50,607","9,645","705"
"광주광역시  (2900000000)","1,451,993","1,451,993","120,143","157,750","209,837","186,451","241,635","233,918","163,259","93,224","39,530","5,826","420","718,370","718,370","61,716","81,788","109,568","95,156","119,919","115,948","77,787","41,285","13,900","1,249","54","733,623","733,623","58,427","75,962","100,269","91,295","121,716","117,970","85,472","51,939","25,630","4,577","366"
"대전광역시  (3000000000)","1,465,893","1,465,893","115,090","147,075","212,799","194,743","237,874","242,533","178,117","91,142","40,310","5,846","364","731,701","731,701","59,078","76,123","111,566","101,563","118,585","120,929","86,615","41,385","14,408","1,362","87","734,192","734,192","56,012","70,952","101,233","93,180","119,289","121,604","91,502","49,757","25,902","4,484","277"
"울산광역시  (3100000000)","1,137,345","1,137,345","98,943","112,596","145,257","152,323","188,183","209,890","144,424","59,874","22,602","3,081","172","584,305","584,305","50,834","59,281","81,504","80,872","95,742","106,843","72,840","28,376","7,459","520","34","553,040","553,040","48,109","53,315","63,753","71,451","92,441","103,047","71,584","31,498","15,143","2,561","138"
"세종특별자치시  (3600000000)","353,430","353,430","47,222","42,306","36,994","61,240","68,318","44,970","29,785","14,286","7,080","1,177","52","176,336","176,336","24,193","21,207","18,805","29,868","34,925","23,384","14,738","6,548","2,398","259","11","177,094","177,094","23,029","21,099","18,189","31,372","33,393","21,586","15,047","7,738","4,682","918","41"
"경기도  (4100000000)","13,413,459","13,413,459","1,148,218","1,332,593","1,804,745","1,906,454","2,298,870","2,234,028","1,521,458","764,570","346,189","52,032","4,302","6,748,061","6,748,061","587,954","685,381","950,169","982,103","1,168,172","1,132,149","756,203","346,710","125,663","12,399","1,158","6,665,398","6,665,398","560,264","647,212","854,576","924,351","1,130,698","1,101,879","765,255","417,860","220,526","39,633","3,144"
