"행정구역","2021년02월_계_총인구수","2021년02월_계_연령구간인구수","2021년02월_계_0~9세","2021년02월_계_10~19세","2021년02월_계_20~29세","2021년02월_계_30~39세","2021년02월_계_40~49세","2021년02월_계_50~59세","2021년02월_계_60~69세","2021년02월_계_70~79세","2021년02월_계_80~89세","2021년02월_계_90~99세","2021년02월_계_100세 이상","2021년02월_남_총인구수","2021년02월_남_연령구간인구수","2021년02월_남_0~9세","2021년02월_남_10~19세","2021년02월_남_20~29세","2021년02월_남_30~39세","2021년02월_남_40~49세","2021년02월_남_50~59세","2021년02월_남_60~69세","2021년02월_남_70~79세","2021년02월_남_80~89세","2021년02월_남_90~99세","2021년02월_남_100세 이상","2021년02월_여_총인구수","2021년02월_여_연령구간인구수","2021년02월_여_0~9세","2021년02월_여_10~19세","2021년02월_여_20~29세","2021년02월_여_30~39세","2021년02월_여_40~49세","2021년02월_여_50~59세","2021년02월_여_60~69세","2021년02월_여_70~79세","2021년02월_여_80~89세","2021년02월_여_90~99세","2021년02월_여_100세 이상"
"서울특별시 강서구 (1150000000)","579,082","579,082","38,825","44,382","86,549","98,584","90,810","85,914","77,101","39,089","15,035","2,547","246","279,269","279,269","19,829","22,671","39,989","49,969","45,553","41,149","35,760","18,259","5,440","574","76","299,813","299,813","18,996","21,711","46,560","48,615","45,257","44,765","41,341","20,830","9,595","1,973","170"
"서울특별시 강서구 염창동(1150051000)","41,973","41,973","4,087","4,539","5,581","7,324","7,666","5,948","4,256","1,764","698","99","11","20,327","20,327","2,108","2,324","2,565","3,459","3,747","2,919","2,100","834","248","23","0","21,646","21,646","1,979","2,215","3,016","3,865","3,919","3,029","2,156","930","450","76","11"
"서울특별시 강서구 등촌제1동(1150052000)","24,231","24,231","1,302","1,333","5,012","6,073","3,243","3,055","2,269","1,139","663","135","7","11,362","11,362","677","767","2,013","2,947","1,605","1,472","1,078","514","242","44","3","12,869","12,869","625","566","2,999","3,126","1,638","1,583","1,191","625","421","91","4"
"서울특별시 강서구 등촌제2동(1150053000)","20,867","20,867","1,282","1,614","3,243","3,500","3,058","3,392","2,877","1,364","449","86","2","10,226","10,226","676","900","1,618","1,776","1,491","1,562","1,346","673","167","17","0","10,641","10,641","606","714","1,625","1,724","1,567","1,830","1,531","691","282","69","2"
"서울특별시 강서구 등촌제3동(1150053500)","31,316","31,316","1,679","2,035","4,090","4,631","3,890","5,336","5,325","2,550","1,466","302","12","14,886","14,886","856","1,061","2,096","2,385","1,861","2,444","2,486","1,144","464","84","5","16,430","16,430","823","974","1,994","2,246","2,029","2,892","2,839","1,406","1,002","218","7"
"서울특별시 강서구 화곡제1동(1150054000)","52,287","52,287","2,673","2,478","9,392","10,519","7,521","7,435","7,085","3,794","1,200","168","22","25,409","25,409","1,354","1,260","4,222","5,603","3,939","3,499","3,179","1,843","461","40","9","26,878","26,878","1,319","1,218","5,170","4,916","3,582","3,936","3,906","1,951","739","128","13"
"서울특별시 강서구 화곡제2동(1150055000)","18,366","18,366","1,209","1,407","2,606","2,888","3,094","2,870","2,473","1,345","399","68","7","8,957","8,957","612","705","1,319","1,521","1,573","1,355","1,076","624","159","11","2","9,409","9,409","597","702","1,287","1,367","1,521","1,515","1,397","721","240","57","5"
"서울특별시 강서구 화곡제3동(1150056000)","21,599","21,599","1,276","1,638","3,087","3,109","3,244","3,309","3,449","1,775","589","98","25","10,396","10,396","693","832","1,461","1,559","1,560","1,569","1,605","879","210","22","6","11,203","11,203","583","806","1,626","1,550","1,684","1,740","1,844","896","379","76","19"
"서울특별시 강서구 화곡제4동(1150057000)","21,026","21,026","1,131","1,371","2,973","3,331","3,264","3,409","3,188","1,655","606","91","7","10,271","10,271","580","712","1,515","1,741","1,687","1,614","1,416","751","236","17","2","10,755","10,755","551","659","1,458","1,590","1,577","1,795","1,772","904","370","74","5"
"서울특별시 강서구 화곡본동(1150059000)","34,550","34,550","2,200","2,398","5,963","6,357","5,534","4,880","4,273","2,116","692","128","9","16,852","16,852","1,135","1,292","2,763","3,394","2,840","2,314","1,850","968","267","27","2","17,698","17,698","1,065","1,106","3,200","2,963","2,694","2,566","2,423","1,148","425","101","7"
"서울특별시 강서구 화곡제6동(1150059100)","24,895","24,895","1,220","1,649","4,267","4,197","3,660","3,952","3,653","1,640","555","95","7","12,119","12,119","604","921","2,005","2,152","1,856","1,864","1,703","802","194","17","1","12,776","12,776","616","728","2,262","2,045","1,804","2,088","1,950","838","361","78","6"
"서울특별시 강서구 화곡제8동(1150059300)","25,011","25,011","1,304","1,606","3,854","4,170","3,984","3,727","3,569","2,084","624","81","8","12,020","12,020","651","806","1,888","2,172","2,025","1,681","1,538","983","255","18","3","12,991","12,991","653","800","1,966","1,998","1,959","2,046","2,031","1,101","369","63","5"
"서울특별시 강서구 가양제1동(1150060300)","34,165","34,165","1,681","1,902","8,294","8,398","4,611","4,244","3,269","1,180","500","81","5","15,732","15,732","886","957","2,801","4,198","2,417","2,039","1,658","570","183","22","1","18,433","18,433","795","945","5,493","4,200","2,194","2,205","1,611","610","317","59","4"
"서울특별시 강서구 가양제2동(1150060400)","14,340","14,340","492","463","1,653","2,387","1,493","2,155","3,240","1,546","765","142","4","6,785","6,785","240","244","749","1,226","765","998","1,607","700","225","29","2","7,555","7,555","252","219","904","1,161","728","1,157","1,633","846","540","113","2"
"서울특별시 강서구 가양제3동(1150060500)","15,406","15,406","704","579","1,803","3,099","1,913","2,281","2,690","1,564","655","115","3","7,180","7,180","365","288","865","1,550","1,004","1,068","1,183","635","203","18","1","8,226","8,226","339","291","938","1,549","909","1,213","1,507","929","452","97","2"
"서울특별시 강서구 발산제1동(1150061100)","37,117","37,117","3,347","4,942","4,611","4,294","7,237","5,730","3,894","2,143","772","135","12","17,608","17,608","1,733","2,367","2,279","2,028","3,440","2,749","1,737","968","284","20","3","19,509","19,509","1,614","2,575","2,332","2,266","3,797","2,981","2,157","1,175","488","115","9"
"서울특별시 강서구 우장산동(1150061500)","43,596","43,596","3,720","5,457","5,283","5,475","8,583","6,571","5,003","2,574","776","131","23","20,818","20,818","1,849","2,649","2,502","2,605","3,992","3,287","2,316","1,271","310","31","6","22,778","22,778","1,871","2,808","2,781","2,870","4,591","3,284","2,687","1,303","466","100","17"
"서울특별시 강서구 공항동(1150062000)","27,733","27,733","2,865","1,814","3,754","5,173","4,477","3,839","3,308","1,701","673","101","28","14,061","14,061","1,465","919","1,902","2,685","2,414","1,962","1,602","813","274","14","11","13,672","13,672","1,400","895","1,852","2,488","2,063","1,877","1,706","888","399","87","17"
"서울특별시 강서구 방화제1동(1150063000)","44,041","44,041","4,160","4,235","5,271","6,371","7,657","6,517","5,707","2,840","1,089","179","15","21,464","21,464","2,059","2,136","2,541","3,122","3,873","3,181","2,730","1,372","399","45","6","22,577","22,577","2,101","2,099","2,730","3,249","3,784","3,336","2,977","1,468","690","134","9"
"서울특별시 강서구 방화제2동(1150064000)","23,318","23,318","1,161","1,436","3,297","3,606","3,226","3,709","3,673","2,155","904","124","27","11,517","11,517","604","755","1,593","1,936","1,709","1,867","1,731","954","325","32","11","11,801","11,801","557","681","1,704","1,670","1,517","1,842","1,942","1,201","579","92","16"
"서울특별시 강서구 방화제3동(1150064100)","23,245","23,245","1,332","1,486","2,515","3,682","3,455","3,555","3,900","2,160","960","188","12","11,279","11,279","682","776","1,292","1,910","1,755","1,705","1,819","961","334","43","2","11,966","11,966","650","710","1,223","1,772","1,700","1,850","2,081","1,199","626","145","10"
