"ÇàÁ¤±¸¿ª","2020³â10¿ù_°è_ÃÑÀÎ±¸¼ö","2020³â10¿ù_°è_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â10¿ù_°è_0~9¼¼","2020³â10¿ù_°è_10~19¼¼","2020³â10¿ù_°è_20~29¼¼","2020³â10¿ù_°è_30~39¼¼","2020³â10¿ù_°è_40~49¼¼","2020³â10¿ù_°è_50~59¼¼","2020³â10¿ù_°è_60~69¼¼","2020³â10¿ù_°è_70~79¼¼","2020³â10¿ù_°è_80~89¼¼","2020³â10¿ù_°è_90~99¼¼","2020³â10¿ù_°è_100¼¼ ÀÌ»ó","2020³â10¿ù_³²_ÃÑÀÎ±¸¼ö","2020³â10¿ù_³²_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â10¿ù_³²_0~9¼¼","2020³â10¿ù_³²_10~19¼¼","2020³â10¿ù_³²_20~29¼¼","2020³â10¿ù_³²_30~39¼¼","2020³â10¿ù_³²_40~49¼¼","2020³â10¿ù_³²_50~59¼¼","2020³â10¿ù_³²_60~69¼¼","2020³â10¿ù_³²_70~79¼¼","2020³â10¿ù_³²_80~89¼¼","2020³â10¿ù_³²_90~99¼¼","2020³â10¿ù_³²_100¼¼ ÀÌ»ó","2020³â10¿ù_¿©_ÃÑÀÎ±¸¼ö","2020³â10¿ù_¿©_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â10¿ù_¿©_0~9¼¼","2020³â10¿ù_¿©_10~19¼¼","2020³â10¿ù_¿©_20~29¼¼","2020³â10¿ù_¿©_30~39¼¼","2020³â10¿ù_¿©_40~49¼¼","2020³â10¿ù_¿©_50~59¼¼","2020³â10¿ù_¿©_60~69¼¼","2020³â10¿ù_¿©_70~79¼¼","2020³â10¿ù_¿©_80~89¼¼","2020³â10¿ù_¿©_90~99¼¼","2020³â10¿ù_¿©_100¼¼ ÀÌ»ó"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿î¾Ï3µ¿(2917060300)","13,529","13,529","943","1,450","2,042","1,556","1,939","2,437","1,883","850","371","54","4","6,517","6,517","471","782","1,109","779","898","1,096","871","379","123","8","1","7,012","7,012","472","668","933","777","1,041","1,341","1,012","471","248","46","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µ¿¸²µ¿(2917061500)","23,468","23,468","2,228","2,357","3,091","3,573","3,825","3,806","2,718","1,342","452","74","2","11,593","11,593","1,137","1,263","1,640","1,814","1,934","1,777","1,222","638","148","19","1","11,875","11,875","1,091","1,094","1,451","1,759","1,891","2,029","1,496","704","304","55","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ì»êµ¿(2917062000)","10,789","10,789","410","699","1,371","1,011","1,321","1,858","2,077","1,386","563","80","13","5,258","5,258","211","380","705","561","722","928","950","595","192","11","3","5,531","5,531","199","319","666","450","599","930","1,127","791","371","69","10"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ Ç³Çâµ¿(2917063500)","6,052","6,052","550","532","747","832","962","919","759","513","206","30","2","3,011","3,011","275","266","401","433","504","490","341","227","71","3","0","3,041","3,041","275","266","346","399","458","429","418","286","135","27","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®È­µ¿(2917065000)","19,038","19,038","1,455","1,504","2,353","2,669","2,678","3,203","2,753","1,635","680","98","10","9,353","9,353","715","819","1,253","1,384","1,409","1,522","1,279","726","226","19","1","9,685","9,685","740","685","1,100","1,285","1,269","1,681","1,474","909","454","79","9"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï1µ¿(2917065600)","16,527","16,527","1,130","1,966","2,488","1,673","2,537","3,064","2,160","1,024","427","57","1","8,081","8,081","550","1,026","1,328","850","1,190","1,431","1,070","470","154","12","0","8,446","8,446","580","940","1,160","823","1,347","1,633","1,090","554","273","45","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï2µ¿(2917065700)","16,343","16,343","1,163","1,520","2,631","2,049","2,470","2,660","2,067","1,195","515","72","1","7,777","7,777","581","783","1,347","1,077","1,202","1,205","915","465","184","18","0","8,566","8,566","582","737","1,284","972","1,268","1,455","1,152","730","331","54","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï1µ¿(2917066100)","8,012","8,012","321","660","1,132","816","1,059","1,412","1,293","925","339","52","3","4,008","4,008","177","334","615","458","559","699","570","447","135","14","0","4,004","4,004","144","326","517","358","500","713","723","478","204","38","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï2µ¿(2917066200)","16,568","16,568","943","1,416","2,372","1,882","2,256","2,982","2,628","1,479","532","74","4","8,221","8,221","471","741","1,245","1,025","1,162","1,436","1,225","702","201","13","0","8,347","8,347","472","675","1,127","857","1,094","1,546","1,403","777","331","61","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï3µ¿(2917066300)","13,989","13,989","492","863","1,673","1,331","1,654","2,690","2,757","1,638","780","103","8","6,706","6,706","242","446","865","731","871","1,320","1,334","654","224","19","0","7,283","7,283","250","417","808","600","783","1,370","1,423","984","556","84","8"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ »ï°¢µ¿(2917066600)","14,479","14,479","1,007","1,726","2,376","1,714","2,474","2,672","1,491","708","266","45","0","7,479","7,479","541","967","1,324","897","1,197","1,375","753","325","93","7","0","7,000","7,000","466","759","1,052","817","1,277","1,297","738","383","173","38","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÀÏ°îµ¿(2917066900)","30,553","30,553","2,473","4,720","4,799","2,962","5,821","5,606","2,306","1,168","610","85","3","14,939","14,939","1,298","2,550","2,567","1,403","2,525","2,769","1,143","463","195","24","2","15,614","15,614","1,175","2,170","2,232","1,559","3,296","2,837","1,163","705","415","61","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¸Å°îµ¿(2917067300)","14,242","14,242","1,228","1,765","2,027","1,716","2,338","2,467","1,551","743","354","50","3","6,993","6,993","625","965","1,116","861","1,066","1,129","767","337","118","9","0","7,249","7,249","603","800","911","855","1,272","1,338","784","406","236","41","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡1µ¿(2917067600)","11,452","11,452","682","1,089","1,886","1,254","1,713","2,194","1,518","786","281","43","6","5,772","5,772","336","576","998","668","868","1,111","763","358","86","8","0","5,680","5,680","346","513","888","586","845","1,083","755","428","195","35","6"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡2µ¿(2917067700)","12,801","12,801","521","827","1,955","1,494","1,610","2,519","2,137","1,101","559","76","2","6,278","6,278","245","464","1,034","822","838","1,181","1,051","474","158","11","0","6,523","6,523","276","363","921","672","772","1,338","1,086","627","401","65","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¼®°îµ¿(2917068500)","2,685","2,685","71","147","256","222","259","552","557","373","209","35","4","1,401","1,401","34","92","145","131","157","309","292","164","70","7","0","1,284","1,284","37","55","111","91","102","243","265","209","139","28","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ °Ç±¹µ¿(2917069500)","22,635","22,635","2,732","2,563","2,818","3,623","4,053","3,346","1,942","989","490","74","5","11,415","11,415","1,407","1,338","1,487","1,846","2,038","1,728","991","434","135","11","0","11,220","11,220","1,325","1,225","1,331","1,777","2,015","1,618","951","555","355","63","5"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¾ç»êµ¿(2917069600)","38,248","38,248","4,019","4,208","5,224","6,038","6,683","5,873","3,599","1,765","730","105","4","19,233","19,233","2,100","2,136","2,739","3,142","3,425","2,897","1,753","781","238","22","0","19,015","19,015","1,919","2,072","2,485","2,896","3,258","2,976","1,846","984","492","83","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ½Å¿ëµ¿(2917069700)","29,862","29,862","4,647","3,837","3,087","5,407","6,275","3,649","1,862","753","295","48","2","14,767","14,767","2,397","1,985","1,590","2,581","3,205","1,742","848","319","93","7","0","15,095","15,095","2,250","1,852","1,497","2,826","3,070","1,907","1,014","434","202","41","2"
