"행정구역","2021년12월_계_총인구수","2021년12월_계_연령구간인구수","2021년12월_계_0~9세","2021년12월_계_10~19세","2021년12월_계_20~29세","2021년12월_계_30~39세","2021년12월_계_40~49세","2021년12월_계_50~59세","2021년12월_계_60~69세","2021년12월_계_70~79세","2021년12월_계_80~89세","2021년12월_계_90~99세","2021년12월_계_100세 이상","2021년12월_남_총인구수","2021년12월_남_연령구간인구수","2021년12월_남_0~9세","2021년12월_남_10~19세","2021년12월_남_20~29세","2021년12월_남_30~39세","2021년12월_남_40~49세","2021년12월_남_50~59세","2021년12월_남_60~69세","2021년12월_남_70~79세","2021년12월_남_80~89세","2021년12월_남_90~99세","2021년12월_남_100세 이상","2021년12월_여_총인구수","2021년12월_여_연령구간인구수","2021년12월_여_0~9세","2021년12월_여_10~19세","2021년12월_여_20~29세","2021년12월_여_30~39세","2021년12월_여_40~49세","2021년12월_여_50~59세","2021년12월_여_60~69세","2021년12월_여_70~79세","2021년12월_여_80~89세","2021년12월_여_90~99세","2021년12월_여_100세 이상"
"전라북도 전주시 (4511000000)","657,269","657,269","51,443","70,071","92,498","80,960","104,928","107,276","81,129","44,980","20,859","3,054","71","323,427","323,427","26,377","36,190","48,638","40,969","51,382","52,882","38,507","20,101","7,665","708","8","333,842","333,842","25,066","33,881","43,860","39,991","53,546","54,394","42,622","24,879","13,194","2,346","63"
"전라북도 전주시 완산구 (4511100000)","335,804","335,804","23,057","34,610","48,640","39,088","51,369","57,172","44,491","24,351","11,256","1,728","42","163,494","163,494","11,884","18,004","25,258","19,786","24,636","27,689","20,880","10,886","4,075","392","4","172,310","172,310","11,173","16,606","23,382","19,302","26,733","29,483","23,611","13,465","7,181","1,336","38"
"전라북도 전주시 완산구 중앙동(4511151000)","7,398","7,398","317","454","816","771","868","1,206","1,440","964","489","72","1","3,707","3,707","172","228","443","409","469","631","684","447","204","20","0","3,691","3,691","145","226","373","362","399","575","756","517","285","52","1"
"전라북도 전주시 완산구 풍남동(4511153000)","4,023","4,023","100","145","378","355","472","646","864","678","330","55","0","1,996","1,996","52","80","205","203","291","340","393","287","134","11","0","2,027","2,027","48","65","173","152","181","306","471","391","196","44","0"
"전라북도 전주시 완산구 노송동(4511160500)","11,917","11,917","554","749","1,341","1,238","1,610","1,883","2,113","1,534","770","121","4","5,825","5,825","297","397","717","635","860","941","958","682","305","32","1","6,092","6,092","257","352","624","603","750","942","1,155","852","465","89","3"
"전라북도 전주시 완산구 완산동(4511163500)","5,414","5,414","279","358","587","542","708","863","919","724","382","51","1","2,663","2,663","150","189","295","289","385","467","441","309","125","13","0","2,751","2,751","129","169","292","253","323","396","478","415","257","38","1"
"전라북도 전주시 완산구 동서학동(4511165000)","6,269","6,269","257","421","656","525","762","1,043","1,285","816","437","66","1","3,105","3,105","131","229","349","289","401","548","605","383","157","13","0","3,164","3,164","126","192","307","236","361","495","680","433","280","53","1"
"전라북도 전주시 완산구 서서학동(4511166000)","8,619","8,619","282","603","1,021","721","1,127","1,505","1,699","1,119","488","53","1","4,222","4,222","156","304","565","383","610","775","752","497","169","11","0","4,397","4,397","126","299","456","338","517","730","947","622","319","42","1"
"전라북도 전주시 완산구 중화산1동(4511167100)","14,335","14,335","850","1,275","2,206","1,586","1,913","2,405","2,249","1,190","577","83","1","6,896","6,896","449","694","1,112","809","898","1,084","1,033","556","231","30","0","7,439","7,439","401","581","1,094","777","1,015","1,321","1,216","634","346","53","1"
"전라북도 전주시 완산구 중화산2동(4511167200)","19,688","19,688","1,304","2,583","3,274","2,387","3,329","3,353","2,035","924","422","74","3","9,833","9,833","660","1,352","1,684","1,245","1,571","1,696","1,001","452","156","16","0","9,855","9,855","644","1,231","1,590","1,142","1,758","1,657","1,034","472","266","58","3"
"전라북도 전주시 완산구 서신동(4511168000)","40,880","40,880","3,185","4,776","6,242","5,195","6,726","7,122","4,244","2,185","1,075","129","1","19,831","19,831","1,633","2,451","3,181","2,586","3,083","3,448","2,042","958","415","34","0","21,049","21,049","1,552","2,325","3,061","2,609","3,643","3,674","2,202","1,227","660","95","1"
"전라북도 전주시 완산구 평화1동(4511169100)","12,874","12,874","528","818","1,379","1,269","1,669","2,220","2,415","1,642","804","128","2","6,199","6,199","286","443","743","701","902","1,097","1,119","634","250","23","1","6,675","6,675","242","375","636","568","767","1,123","1,296","1,008","554","105","1"
