"행정구역","2021년03월_계_총인구수","2021년03월_계_연령구간인구수","2021년03월_계_0~9세","2021년03월_계_10~19세","2021년03월_계_20~29세","2021년03월_계_30~39세","2021년03월_계_40~49세","2021년03월_계_50~59세","2021년03월_계_60~69세","2021년03월_계_70~79세","2021년03월_계_80~89세","2021년03월_계_90~99세","2021년03월_계_100세 이상","2021년03월_남_총인구수","2021년03월_남_연령구간인구수","2021년03월_남_0~9세","2021년03월_남_10~19세","2021년03월_남_20~29세","2021년03월_남_30~39세","2021년03월_남_40~49세","2021년03월_남_50~59세","2021년03월_남_60~69세","2021년03월_남_70~79세","2021년03월_남_80~89세","2021년03월_남_90~99세","2021년03월_남_100세 이상","2021년03월_여_총인구수","2021년03월_여_연령구간인구수","2021년03월_여_0~9세","2021년03월_여_10~19세","2021년03월_여_20~29세","2021년03월_여_30~39세","2021년03월_여_40~49세","2021년03월_여_50~59세","2021년03월_여_60~69세","2021년03월_여_70~79세","2021년03월_여_80~89세","2021년03월_여_90~99세","2021년03월_여_100세 이상"
"전국  (0000000000)","51,705,905","51,705,905","3,908,794","4,761,113","6,767,952","6,812,701","8,250,451","8,613,059","6,876,287","3,694,544","1,756,509","252,860","11,635","25,787,390","25,787,390","2,004,358","2,461,124","3,553,434","3,512,198","4,194,134","4,350,790","3,365,650","1,667,451","619,697","56,059","2,495","25,918,515","25,918,515","1,904,436","2,299,989","3,214,518","3,300,503","4,056,317","4,262,269","3,510,637","2,027,093","1,136,812","196,801","9,140"
"서울특별시  (1100000000)","9,598,484","9,598,484","611,000","773,744","1,450,425","1,460,545","1,511,822","1,513,916","1,255,009","698,222","280,381","40,690","2,730","4,667,524","4,667,524","313,593","396,480","701,692","730,024","749,245","744,903","592,801","318,342","109,404","10,337","703","4,930,960","4,930,960","297,407","377,264","748,733","730,521","762,577","769,013","662,208","379,880","170,977","30,353","2,027"
"부산광역시  (2600000000)","3,372,399","3,372,399","228,788","269,772","427,087","413,824","507,745","562,268","536,731","293,083","117,687","14,652","762","1,651,804","1,651,804","117,397","139,207","222,299","211,834","255,985","273,191","253,865","132,317","42,457","3,105","147","1,720,595","1,720,595","111,391","130,565","204,788","201,990","251,760","289,077","282,866","160,766","75,230","11,547","615"
"대구광역시  (2700000000)","2,408,875","2,408,875","175,023","223,056","318,439","290,921","380,397","422,961","332,302","176,041","79,451","9,757","527","1,188,070","1,188,070","89,724","116,435","169,898","151,679","187,691","207,246","158,081","77,066","28,025","2,107","118","1,220,805","1,220,805","85,299","106,621","148,541","139,242","192,706","215,715","174,221","98,975","51,426","7,650","409"
"인천광역시  (2800000000)","2,936,461","2,936,461","224,970","272,731","397,817","402,590","481,697","510,040","377,343","177,632","78,689","12,430","522","1,470,750","1,470,750","115,534","140,296","207,288","208,208","246,409","254,889","186,974","81,174","27,220","2,632","126","1,465,711","1,465,711","109,436","132,435","190,529","194,382","235,288","255,151","190,369","96,458","51,469","9,798","396"
"광주광역시  (2900000000)","1,445,473","1,445,473","117,808","155,277","208,324","184,137","239,690","233,891","165,964","93,656","40,468","5,966","292","715,226","715,226","60,518","80,441","108,861","94,061","118,954","116,034","79,138","41,585","14,328","1,269","37","730,247","730,247","57,290","74,836","99,463","90,076","120,736","117,857","86,826","52,071","26,140","4,697","255"
"대전광역시  (3000000000)","1,458,463","1,458,463","112,297","145,010","211,498","192,338","235,062","240,184","183,343","91,414","41,193","5,920","204","728,075","728,075","57,718","74,958","110,997","100,467","117,325","119,734","89,062","41,615","14,798","1,363","38","730,388","730,388","54,579","70,052","100,501","91,871","117,737","120,450","94,281","49,799","26,395","4,557","166"
"울산광역시  (3100000000)","1,129,254","1,129,254","96,422","111,038","142,413","149,430","186,357","207,808","148,776","60,792","23,060","3,070","88","580,424","580,424","49,576","58,467","80,049","79,487","95,078","105,688","74,951","28,925","7,685","507","11","548,830","548,830","46,846","52,571","62,364","69,943","91,279","102,120","73,825","31,867","15,375","2,563","77"
"세종특별자치시  (3600000000)","360,462","360,462","47,300","43,522","37,866","61,515","70,075","45,953","31,270","14,451","7,245","1,228","37","180,030","180,030","24,191","21,879","19,340","30,060","35,685","23,984","15,478","6,688","2,455","263","7","180,432","180,432","23,109","21,643","18,526","31,455","34,390","21,969","15,792","7,763","4,790","965","30"
"경기도  (4100000000)","13,465,837","13,465,837","1,134,030","1,325,112","1,811,928","1,902,623","2,298,082","2,241,613","1,574,976","767,454","355,003","52,598","2,418","6,776,866","6,776,866","580,656","681,134","954,223","981,307","1,169,016","1,136,118","783,261","348,918","129,226","12,419","588","6,688,971","6,688,971","553,374","643,978","857,705","921,316","1,129,066","1,105,495","791,715","418,536","225,777","40,179","1,830"
"강원도  (4200000000)","1,536,399","1,536,399","104,267","136,144","177,773","164,474","222,044","265,217","246,701","134,639","73,365","11,279","496","773,248","773,248","53,356","70,800","100,001","86,463","113,993","136,665","122,776","60,508","26,078","2,481","127","763,151","763,151","50,911","65,344","77,772","78,011","108,051","128,552","123,925","74,131","47,287","8,798","369"
"충청북도  (4300000000)","1,595,714","1,595,714","121,435","147,917","197,273","192,814","239,437","270,956","229,572","120,213","66,515","9,260","322","809,457","809,457","62,073","76,956","109,843","102,529","124,152","139,496","115,081","54,292","22,934","2,025","76","786,257","786,257","59,362","70,961","87,430","90,285","115,285","131,460","114,491","65,921","43,581","7,235","246"
"충청남도  (4400000000)","2,115,823","2,115,823","169,781","201,595","240,801","265,022","327,135","337,907","286,395","171,028","101,096","14,544","519","1,080,841","1,080,841","86,924","104,686","132,916","142,787","174,570","178,806","143,402","77,776","35,483","3,403","88","1,034,982","1,034,982","82,857","96,909","107,885","122,235","152,565","159,101","142,993","93,252","65,613","11,141","431"
"전라북도  (4500000000)","1,797,450","1,797,450","126,003","173,148","209,743","186,504","266,068","298,408","260,057","170,491","92,542","13,931","555","893,974","893,974","64,662","89,712","113,372","96,316","137,030","154,577","128,577","75,507","31,060","3,064","97","903,476","903,476","61,341","83,436","96,371","90,188","129,038","143,831","131,480","94,984","61,482","10,867","458"
"전라남도  (4600000000)","1,844,811","1,844,811","129,808","165,694","198,940","183,333","258,097","312,636","275,866","191,873","111,394","16,503","667","927,884","927,884","66,099","86,006","111,245","96,542","137,910","167,901","139,161","84,444","35,212","3,282","82","916,927","916,927","63,709","79,688","87,695","86,791","120,187","144,735","136,705","107,429","76,182","13,221","585"
"경상북도  (4700000000)","2,635,563","2,635,563","186,212","224,849","281,752","287,291","381,224","457,121","417,995","241,666","137,445","19,293","715","1,327,990","1,327,990","96,026","118,190","159,753","153,340","198,786","236,757","207,695","108,170","45,250","3,903","120","1,307,573","1,307,573","90,186","106,659","121,999","133,951","182,438","220,364","210,300","133,496","92,195","15,390","595"
"경상남도  (4800000000)","3,330,463","3,330,463","263,754","322,143","373,828","393,463","533,259","579,448","473,178","246,385","126,739","17,680","586","1,677,021","1,677,021","135,499","168,658","208,326","205,771","274,572","296,162","235,216","109,456","39,941","3,305","115","1,653,442","1,653,442","128,255","153,485","165,502","187,692","258,687","283,286","237,962","136,929","86,798","14,375","471"
"제주특별자치도  (5000000000)","673,974","673,974","59,896","70,361","82,045","81,877","112,260","112,732","80,809","45,504","24,236","4,059","195","338,206","338,206","30,812","36,819","43,331","41,323","57,733","58,639","40,131","20,668","8,141","594","15","335,768","335,768","29,084","33,542","38,714","40,554","54,527","54,093","40,678","24,836","16,095","3,465","180"
