"행정구역","2020년08월_계_총인구수","2020년08월_계_연령구간인구수","2020년08월_계_0~9세","2020년08월_계_10~19세","2020년08월_계_20~29세","2020년08월_계_30~39세","2020년08월_계_40~49세","2020년08월_계_50~59세","2020년08월_계_60~69세","2020년08월_계_70~79세","2020년08월_계_80~89세","2020년08월_계_90~99세","2020년08월_계_100세 이상","2020년08월_남_총인구수","2020년08월_남_연령구간인구수","2020년08월_남_0~9세","2020년08월_남_10~19세","2020년08월_남_20~29세","2020년08월_남_30~39세","2020년08월_남_40~49세","2020년08월_남_50~59세","2020년08월_남_60~69세","2020년08월_남_70~79세","2020년08월_남_80~89세","2020년08월_남_90~99세","2020년08월_남_100세 이상","2020년08월_여_총인구수","2020년08월_여_연령구간인구수","2020년08월_여_0~9세","2020년08월_여_10~19세","2020년08월_여_20~29세","2020년08월_여_30~39세","2020년08월_여_40~49세","2020년08월_여_50~59세","2020년08월_여_60~69세","2020년08월_여_70~79세","2020년08월_여_80~89세","2020년08월_여_90~99세","2020년08월_여_100세 이상"
"경상북도 영주시 (4721000000)","103,652","103,652","6,258","9,005","9,727","8,671","14,074","18,161","18,029","11,945","6,749","974","59","51,379","51,379","3,221","4,713","5,710","4,639","7,284","9,255","8,633","5,337","2,367","207","13","52,273","52,273","3,037","4,292","4,017","4,032","6,790","8,906","9,396","6,608","4,382","767","46"
"경상북도 영주시 풍기읍(4721025000)","10,645","10,645","466","724","937","734","1,257","1,905","2,240","1,449","784","137","12","5,233","5,233","243","363","587","390","670","942","1,099","635","272","28","4","5,412","5,412","223","361","350","344","587","963","1,141","814","512","109","8"
"경상북도 영주시 이산면(4721031000)","2,383","2,383","56","102","198","120","185","499","531","358","295","38","1","1,229","1,229","30","50","127","73","107","281","274","173","103","11","0","1,154","1,154","26","52","71","47","78","218","257","185","192","27","1"
"경상북도 영주시 평은면(4721032000)","1,462","1,462","26","59","83","53","104","260","338","288","216","33","2","738","738","17","28","54","31","71","146","172","136","73","10","0","724","724","9","31","29","22","33","114","166","152","143","23","2"
"경상북도 영주시 문수면(4721033000)","1,973","1,973","57","92","153","105","182","330","448","316","244","44","2","1,004","1,004","29","49","98","64","114","176","241","149","77","7","0","969","969","28","43","55","41","68","154","207","167","167","37","2"
"경상북도 영주시 장수면(4721034000)","2,218","2,218","56","116","151","118","201","361","507","388","265","52","3","1,130","1,130","32","61","95","78","117","193","269","175","99","11","0","1,088","1,088","24","55","56","40","84","168","238","213","166","41","3"
"경상북도 영주시 안정면(4721035000)","3,092","3,092","89","133","217","165","270","521","713","545","381","57","1","1,566","1,566","46","72","140","107","169","273","363","259","128","9","0","1,526","1,526","43","61","77","58","101","248","350","286","253","48","1"
"경상북도 영주시 봉현면(4721036000)","2,800","2,800","76","138","173","129","283","530","709","460","256","40","6","1,429","1,429","40","68","110","72","178","277","354","231","85","12","2","1,371","1,371","36","70","63","57","105","253","355","229","171","28","4"
"경상북도 영주시 순흥면(4721037000)","2,041","2,041","40","87","145","92","144","383","535","348","224","42","1","1,015","1,015","23","44","96","54","79","201","270","158","83","6","1","1,026","1,026","17","43","49","38","65","182","265","190","141","36","0"
"경상북도 영주시 단산면(4721038000)","1,916","1,916","28","66","105","84","160","352","467","339","274","40","1","956","956","16","38","72","52","99","180","255","146","88","9","1","960","960","12","28","33","32","61","172","212","193","186","31","0"
"경상북도 영주시 부석면(4721039000)","3,141","3,141","53","133","137","147","214","613","813","593","384","50","4","1,554","1,554","28","75","70","86","135","329","404","280","139","7","1","1,587","1,587","25","58","67","61","79","284","409","313","245","43","3"
"경상북도 영주시 상망동(4721051000)","8,026","8,026","513","988","799","607","1,313","1,393","1,139","800","395","76","3","4,005","4,005","264","527","476","322","633","734","542","349","149","9","0","4,021","4,021","249","461","323","285","680","659","597","451","246","67","3"
"경상북도 영주시 하망동(4721052500)","6,189","6,189","347","609","614","458","874","1,124","1,022","729","370","39","3","2,966","2,966","178","302","353","251","431","573","452","290","127","8","1","3,223","3,223","169","307","261","207","443","551","570","439","243","31","2"
"경상북도 영주시 영주1동(4721055000)","4,126","4,126","182","289","318","307","493","714","861","595","325","38","4","2,005","2,005","102","131","193","169","257","386","391","249","115","11","1","2,121","2,121","80","158","125","138","236","328","470","346","210","27","3"
"경상북도 영주시 영주2동(4721056000)","3,585","3,585","165","258","302","261","421","647","735","522","242","31","1","1,710","1,710","94","140","166","129","207","333","317","233","85","6","0","1,875","1,875","71","118","136","132","214","314","418","289","157","25","1"
"경상북도 영주시 휴천1동(4721059000)","6,694","6,694","502","880","699","550","1,160","1,198","833","568","272","30","2","3,336","3,336","253","466","430","275","556","622","368","264","92","10","0","3,358","3,358","249","414","269","275","604","576","465","304","180","20","2"
"경상북도 영주시 휴천2동(4721060000)","8,274","8,274","458","623","947","711","1,071","1,600","1,437","935","436","52","4","4,062","4,062","212","350","527","382","544","764","654","434","181","13","1","4,212","4,212","246","273","420","329","527","836","783","501","255","39","3"
"경상북도 영주시 휴천3동(4721061000)","8,123","8,123","468","730","992","646","1,092","1,619","1,363","781","372","58","2","4,065","4,065","238","405","591","354","528","803","637","355","138","16","0","4,058","4,058","230","325","401","292","564","816","726","426","234","42","2"
"경상북도 영주시 가흥1동(4721062000)","18,950","18,950","2,125","2,143","1,928","2,595","3,388","2,718","2,125","1,234","619","72","3","9,510","9,510","1,097","1,105","1,088","1,331","1,762","1,381","995","522","212","16","1","9,440","9,440","1,028","1,038","840","1,264","1,626","1,337","1,130","712","407","56","2"
"경상북도 영주시 가흥2동(4721063000)","8,014","8,014","551","835","829","789","1,262","1,394","1,213","697","395","45","4","3,866","3,866","279","439","437","419","627","661","576","299","121","8","0","4,148","4,148","272","396","392","370","635","733","637","398","274","37","4"
