"행정구역","2020년05월_계_총인구수","2020년05월_계_연령구간인구수","2020년05월_계_0~9세","2020년05월_계_10~19세","2020년05월_계_20~29세","2020년05월_계_30~39세","2020년05월_계_40~49세","2020년05월_계_50~59세","2020년05월_계_60~69세","2020년05월_계_70~79세","2020년05월_계_80~89세","2020년05월_계_90~99세","2020년05월_계_100세 이상","2020년05월_남_총인구수","2020년05월_남_연령구간인구수","2020년05월_남_0~9세","2020년05월_남_10~19세","2020년05월_남_20~29세","2020년05월_남_30~39세","2020년05월_남_40~49세","2020년05월_남_50~59세","2020년05월_남_60~69세","2020년05월_남_70~79세","2020년05월_남_80~89세","2020년05월_남_90~99세","2020년05월_남_100세 이상","2020년05월_여_총인구수","2020년05월_여_연령구간인구수","2020년05월_여_0~9세","2020년05월_여_10~19세","2020년05월_여_20~29세","2020년05월_여_30~39세","2020년05월_여_40~49세","2020년05월_여_50~59세","2020년05월_여_60~69세","2020년05월_여_70~79세","2020년05월_여_80~89세","2020년05월_여_90~99세","2020년05월_여_100세 이상"
"인천광역시 강화군 (2871000000)","69,102","69,102","3,293","4,696","5,517","5,415","7,867","12,135","13,759","10,070","5,537","776","37","34,656","34,656","1,713","2,419","3,198","2,849","4,282","6,233","6,835","4,753","2,173","192","9","34,446","34,446","1,580","2,277","2,319","2,566","3,585","5,902","6,924","5,317","3,364","584","28"
"인천광역시 강화군 강화읍(2871025000)","22,749","22,749","1,455","2,224","2,336","2,199","3,265","3,833","3,514","2,483","1,256","171","13","11,258","11,258","760","1,120","1,337","1,141","1,663","1,933","1,700","1,098","460","42","4","11,491","11,491","695","1,104","999","1,058","1,602","1,900","1,814","1,385","796","129","9"
"인천광역시 강화군 선원면(2871031000)","7,748","7,748","521","657","715","686","1,057","1,361","1,344","853","474","79","1","3,872","3,872","263","337","422","329","549","694","673","409","175","21","0","3,876","3,876","258","320","293","357","508","667","671","444","299","58","1"
"인천광역시 강화군 불은면(2871032000)","4,893","4,893","182","216","319","331","443","875","1,205","779","459","81","3","2,473","2,473","78","112","189","178","251","443","616","397","190","19","0","2,420","2,420","104","104","130","153","192","432","589","382","269","62","3"
"인천광역시 강화군 길상면(2871033000)","6,944","6,944","317","402","527","604","745","1,367","1,519","953","437","70","3","3,521","3,521","162","212","315","308","422","690","745","483","169","13","2","3,423","3,423","155","190","212","296","323","677","774","470","268","57","1"
"인천광역시 강화군 화도면(2871034000)","4,505","4,505","157","206","285","321","389","790","1,126","760","401","68","2","2,286","2,286","73","120","158","191","226","384","574","371","167","22","0","2,219","2,219","84","86","127","130","163","406","552","389","234","46","2"
"인천광역시 강화군 양도면(2871035000)","4,205","4,205","153","236","255","242","442","750","933","703","425","63","3","2,096","2,096","84","126","150","128","248","387","462","326","168","16","1","2,109","2,109","69","110","105","114","194","363","471","377","257","47","2"
"인천광역시 강화군 내가면(2871036000)","3,107","3,107","69","132","199","188","290","541","738","610","310","29","1","1,530","1,530","44","66","112","102","165","261","362","286","122","9","1","1,577","1,577","25","66","87","86","125","280","376","324","188","20","0"
"인천광역시 강화군 하점면(2871037000)","4,093","4,093","120","164","246","235","364","648","929","814","510","59","4","2,083","2,083","63","87","152","125","217","354","475","382","220","8","0","2,010","2,010","57","77","94","110","147","294","454","432","290","51","4"
"인천광역시 강화군 양사면(2871038000)","1,851","1,851","52","77","92","81","152","342","428","370","231","26","0","928","928","30","35","54","47","83","198","208","172","96","5","0","923","923","22","42","38","34","69","144","220","198","135","21","0"
"인천광역시 강화군 송해면(2871039000)","3,184","3,184","124","136","217","211","280","543","665","594","375","35","4","1,585","1,585","64","67","115","121","180","294","316","282","137","9","0","1,599","1,599","60","69","102","90","100","249","349","312","238","26","4"
"인천광역시 강화군 교동면(2871040000)","2,919","2,919","69","119","176","165","203","547","628","617","341","52","2","1,517","1,517","44","59","112","92","138","298","325","288","144","16","1","1,402","1,402","25","60","64","73","65","249","303","329","197","36","1"
"인천광역시 강화군 삼산면(2871041000)","2,259","2,259","63","112","122","125","201","408","550","406","236","35","1","1,171","1,171","40","71","67","73","114","224","286","193","95","8","0","1,088","1,088","23","41","55","52","87","184","264","213","141","27","1"
"인천광역시 강화군 서도면(2871042000)","382","382","5","12","20","19","23","75","106","66","52","4","0","193","193","4","6","10","10","16","41","51","36","16","3","0","189","189","1","6","10","9","7","34","55","30","36","1","0"
"인천광역시 강화군 서도면볼음출장소(2871042500)","263","263","6","3","8","8","13","55","74","62","30","4","0","143","143","4","1","5","4","10","32","42","30","14","1","0","120","120","2","2","3","4","3","23","32","32","16","3","0"
