"행정구역","2021년08월_계_총인구수","2021년08월_계_연령구간인구수","2021년08월_계_0~9세","2021년08월_계_10~19세","2021년08월_계_20~29세","2021년08월_계_30~39세","2021년08월_계_40~49세","2021년08월_계_50~59세","2021년08월_계_60~69세","2021년08월_계_70~79세","2021년08월_계_80~89세","2021년08월_계_90~99세","2021년08월_계_100세 이상","2021년08월_남_총인구수","2021년08월_남_연령구간인구수","2021년08월_남_0~9세","2021년08월_남_10~19세","2021년08월_남_20~29세","2021년08월_남_30~39세","2021년08월_남_40~49세","2021년08월_남_50~59세","2021년08월_남_60~69세","2021년08월_남_70~79세","2021년08월_남_80~89세","2021년08월_남_90~99세","2021년08월_남_100세 이상","2021년08월_여_총인구수","2021년08월_여_연령구간인구수","2021년08월_여_0~9세","2021년08월_여_10~19세","2021년08월_여_20~29세","2021년08월_여_30~39세","2021년08월_여_40~49세","2021년08월_여_50~59세","2021년08월_여_60~69세","2021년08월_여_70~79세","2021년08월_여_80~89세","2021년08월_여_90~99세","2021년08월_여_100세 이상"
"서울특별시 강북구 (1130500000)","301,430","301,430","14,585","21,170","41,696","37,470","44,716","51,628","47,091","29,411","12,179","1,436","48","146,919","146,919","7,522","10,844","20,540","19,586","22,955","25,506","21,979","12,704","4,883","385","15","154,511","154,511","7,063","10,326","21,156","17,884","21,761","26,122","25,112","16,707","7,296","1,051","33"
"서울특별시 강북구 삼양동(1130553400)","23,910","23,910","1,210","1,900","3,102","2,875","3,472","4,318","3,832","2,207","871","118","5","11,916","11,916","627","1,004","1,615","1,509","1,777","2,181","1,821","1,010","337","32","3","11,994","11,994","583","896","1,487","1,366","1,695","2,137","2,011","1,197","534","86","2"
"서울특별시 강북구 미아동(1130553500)","21,704","21,704","710","1,279","3,757","2,860","2,927","3,737","3,435","2,031","875","92","1","10,474","10,474","369","665","1,657","1,514","1,532","1,821","1,677","877","342","20","0","11,230","11,230","341","614","2,100","1,346","1,395","1,916","1,758","1,154","533","72","1"
"서울특별시 강북구 송중동(1130554500)","29,772","29,772","1,472","1,983","4,210","4,011","4,423","5,095","4,683","2,712","1,059","119","5","14,291","14,291","756","948","2,068","2,016","2,246","2,425","2,161","1,184","455","30","2","15,481","15,481","716","1,035","2,142","1,995","2,177","2,670","2,522","1,528","604","89","3"
"서울특별시 강북구 송천동(1130555500)","26,666","26,666","995","1,564","3,485","3,153","3,739","4,906","4,694","2,851","1,141","129","9","13,266","13,266","498","796","1,783","1,672","2,002","2,484","2,292","1,254","446","37","2","13,400","13,400","497","768","1,702","1,481","1,737","2,422","2,402","1,597","695","92","7"
"서울특별시 강북구 삼각산동(1130557500)","31,368","31,368","2,824","3,931","3,318","3,640","6,290","5,010","3,436","1,978","838","98","5","15,059","15,059","1,458","1,991","1,650","1,682","3,036","2,516","1,560","848","297","20","1","16,309","16,309","1,366","1,940","1,668","1,958","3,254","2,494","1,876","1,130","541","78","4"
"서울특별시 강북구 번1동(1130559500)","18,513","18,513","625","1,034","3,190","2,658","2,777","3,071","2,702","1,719","663","73","1","9,362","9,362","323","534","1,602","1,439","1,477","1,620","1,281","776","285","25","0","9,151","9,151","302","500","1,588","1,219","1,300","1,451","1,421","943","378","48","1"
"서울특별시 강북구 번2동(1130560300)","15,988","15,988","626","1,014","2,173","1,725","2,286","2,708","2,702","1,958","722","72","2","7,753","7,753","335","534","1,127","956","1,162","1,337","1,231","788","266","17","0","8,235","8,235","291","480","1,046","769","1,124","1,371","1,471","1,170","456","55","2"
"서울특별시 강북구 번3동(1130560800)","17,036","17,036","890","1,268","1,850","1,658","2,491","2,781","2,717","2,454","840","84","3","7,994","7,994","449","643","946","859","1,247","1,361","1,208","932","332","16","1","9,042","9,042","441","625","904","799","1,244","1,420","1,509","1,522","508","68","2"
"서울특별시 강북구 수유1동(1130561500)","20,726","20,726","948","1,306","3,009","2,729","2,901","3,507","3,383","1,959","871","110","3","10,239","10,239","486","652","1,508","1,478","1,551","1,715","1,590","866","356","37","0","10,487","10,487","462","654","1,501","1,251","1,350","1,792","1,793","1,093","515","73","3"
"서울특별시 강북구 수유2동(1130562500)","21,365","21,365","1,017","1,384","2,934","2,503","2,997","3,727","3,484","2,143","1,044","131","1","10,210","10,210","533","740","1,401","1,317","1,499","1,780","1,584","904","411","40","1","11,155","11,155","484","644","1,533","1,186","1,498","1,947","1,900","1,239","633","91","0"
"서울특별시 강북구 수유3동(1130563500)","23,151","23,151","766","1,089","4,158","3,337","3,225","3,959","3,512","2,129","880","94","2","11,529","11,529","392","595","1,984","1,821","1,723","2,016","1,630","958","376","34","0","11,622","11,622","374","494","2,174","1,516","1,502","1,943","1,882","1,171","504","60","2"
"서울특별시 강북구 우이동(1130564500)","20,608","20,608","1,047","1,358","2,580","2,559","2,910","3,534","3,370","2,127","991","127","5","10,008","10,008","543","712","1,219","1,353","1,512","1,738","1,547","927","420","35","2","10,600","10,600","504","646","1,361","1,206","1,398","1,796","1,823","1,200","571","92","3"
"서울특별시 강북구 인수동(1130566000)","30,623","30,623","1,455","2,060","3,930","3,762","4,278","5,275","5,141","3,143","1,384","189","6","14,818","14,818","753","1,030","1,980","1,970","2,191","2,512","2,397","1,380","560","42","3","15,805","15,805","702","1,030","1,950","1,792","2,087","2,763","2,744","1,763","824","147","3"
