"행정구역","2021년03월_계_총인구수","2021년03월_계_연령구간인구수","2021년03월_계_0~9세","2021년03월_계_10~19세","2021년03월_계_20~29세","2021년03월_계_30~39세","2021년03월_계_40~49세","2021년03월_계_50~59세","2021년03월_계_60~69세","2021년03월_계_70~79세","2021년03월_계_80~89세","2021년03월_계_90~99세","2021년03월_계_100세 이상","2021년03월_남_총인구수","2021년03월_남_연령구간인구수","2021년03월_남_0~9세","2021년03월_남_10~19세","2021년03월_남_20~29세","2021년03월_남_30~39세","2021년03월_남_40~49세","2021년03월_남_50~59세","2021년03월_남_60~69세","2021년03월_남_70~79세","2021년03월_남_80~89세","2021년03월_남_90~99세","2021년03월_남_100세 이상","2021년03월_여_총인구수","2021년03월_여_연령구간인구수","2021년03월_여_0~9세","2021년03월_여_10~19세","2021년03월_여_20~29세","2021년03월_여_30~39세","2021년03월_여_40~49세","2021년03월_여_50~59세","2021년03월_여_60~69세","2021년03월_여_70~79세","2021년03월_여_80~89세","2021년03월_여_90~99세","2021년03월_여_100세 이상"
"경상남도 김해시 (4825000000)","540,863","540,863","48,368","60,774","68,649","68,505","97,838","97,199","59,908","26,494","11,662","1,415","51","273,581","273,581","24,653","31,587","37,447","35,288","48,670","49,861","30,601","11,561","3,640","260","13","267,282","267,282","23,715","29,187","31,202","33,217","49,168","47,338","29,307","14,933","8,022","1,155","38"
"경상남도 김해시 진영읍(4825025000)","55,730","55,730","6,395","6,074","5,351","8,667","10,885","8,311","6,065","2,641","1,185","152","4","28,730","28,730","3,289","3,169","2,971","4,487","5,861","4,310","3,021","1,206","388","27","1","27,000","27,000","3,106","2,905","2,380","4,180","5,024","4,001","3,044","1,435","797","125","3"
"경상남도 김해시 주촌면(4825032000)","18,251","18,251","2,799","1,261","2,136","4,004","2,965","2,735","1,552","488","280","31","0","9,321","9,321","1,413","649","1,076","2,050","1,555","1,380","876","237","79","6","0","8,930","8,930","1,386","612","1,060","1,954","1,410","1,355","676","251","201","25","0"
"경상남도 김해시 진례면(4825033000)","6,500","6,500","221","312","598","530","786","1,445","1,399","747","390","72","0","3,559","3,559","124","172","384","291","496","833","764","346","140","9","0","2,941","2,941","97","140","214","239","290","612","635","401","250","63","0"
"경상남도 김해시 한림면(4825034000)","7,471","7,471","186","308","608","570","694","1,571","1,837","1,017","606","74","0","4,072","4,072","102","183","392","367","448","912","1,000","488","172","8","0","3,399","3,399","84","125","216","203","246","659","837","529","434","66","0"
"경상남도 김해시 생림면(4825035000)","3,815","3,815","86","119","307","254","349","821","961","579","307","32","0","2,035","2,035","55","62","188","155","216","455","525","270","103","6","0","1,780","1,780","31","57","119","99","133","366","436","309","204","26","0"
"경상남도 김해시 상동면(4825036000)","3,139","3,139","78","138","261","220","325","714","818","386","164","32","3","1,728","1,728","46","73","157","142","209","398","445","198","52","8","0","1,411","1,411","32","65","104","78","116","316","373","188","112","24","3"
"경상남도 김해시 대동면(4825037000)","6,013","6,013","164","211","420","406","560","1,072","1,692","965","447","75","1","3,120","3,120","79","117","263","245","325","573","899","459","146","14","0","2,893","2,893","85","94","157","161","235","499","793","506","301","61","1"
"경상남도 김해시 동상동(4825051000)","9,743","9,743","555","670","1,323","1,224","1,354","1,961","1,617","712","289","37","1","4,976","4,976","285","322","736","691","695","1,005","832","312","91","6","1","4,767","4,767","270","348","587","533","659","956","785","400","198","31","0"
"경상남도 김해시 회현동(4825052000)","9,213","9,213","607","561","1,065","1,207","1,220","1,697","1,585","866","349","50","6","4,619","4,619","320","296","593","623","641","842","788","375","131","9","1","4,594","4,594","287","265","472","584","579","855","797","491","218","41","5"
"경상남도 김해시 부원동(4825053000)","9,921","9,921","577","630","1,425","1,207","1,404","2,076","1,602","704","271","23","2","5,097","5,097","309","329","781","669","742","1,031","809","327","99","1","0","4,824","4,824","268","301","644","538","662","1,045","793","377","172","22","2"
"경상남도 김해시 내외동(4825054000)","73,735","73,735","4,700","7,566","12,259","8,373","11,691","16,254","7,995","3,172","1,556","160","9","36,773","36,773","2,474","3,901","6,665","4,391","5,456","7,957","4,210","1,260","424","33","2","36,962","36,962","2,226","3,665","5,594","3,982","6,235","8,297","3,785","1,912","1,132","127","7"
"경상남도 김해시 북부동(4825055000)","80,531","80,531","7,240","10,431","10,909","9,395","15,335","14,884","7,678","3,160","1,325","168","6","40,346","40,346","3,709","5,487","5,927","4,722","7,247","7,590","3,915","1,319","399","31","0","40,185","40,185","3,531","4,944","4,982","4,673","8,088","7,294","3,763","1,841","926","137","6"
"경상남도 김해시 칠산서부동(4825056500)","9,559","9,559","546","732","1,239","967","1,361","1,963","1,658","743","320","29","1","5,048","5,048","282","387","679","562","741","1,068","886","332","109","2","0","4,511","4,511","264","345","560","405","620","895","772","411","211","27","1"
"경상남도 김해시 활천동(4825058000)","40,264","40,264","2,522","3,823","6,019","4,315","6,289","8,689","5,389","2,220","899","99","0","20,461","20,461","1,304","2,008","3,253","2,349","3,164","4,370","2,769","957","264","23","0","19,803","19,803","1,218","1,815","2,766","1,966","3,125","4,319","2,620","1,263","635","76","0"
"경상남도 김해시 삼안동(4825059000)","33,284","33,284","1,526","3,049","5,737","2,929","4,932","7,458","4,732","1,935","896","87","3","17,030","17,030","772","1,602","3,221","1,637","2,458","3,728","2,493","824","276","18","1","16,254","16,254","754","1,447","2,516","1,292","2,474","3,730","2,239","1,111","620","69","2"
