"행정구역","2020년06월_계_총인구수","2020년06월_계_연령구간인구수","2020년06월_계_0~9세","2020년06월_계_10~19세","2020년06월_계_20~29세","2020년06월_계_30~39세","2020년06월_계_40~49세","2020년06월_계_50~59세","2020년06월_계_60~69세","2020년06월_계_70~79세","2020년06월_계_80~89세","2020년06월_계_90~99세","2020년06월_계_100세 이상","2020년06월_남_총인구수","2020년06월_남_연령구간인구수","2020년06월_남_0~9세","2020년06월_남_10~19세","2020년06월_남_20~29세","2020년06월_남_30~39세","2020년06월_남_40~49세","2020년06월_남_50~59세","2020년06월_남_60~69세","2020년06월_남_70~79세","2020년06월_남_80~89세","2020년06월_남_90~99세","2020년06월_남_100세 이상","2020년06월_여_총인구수","2020년06월_여_연령구간인구수","2020년06월_여_0~9세","2020년06월_여_10~19세","2020년06월_여_20~29세","2020년06월_여_30~39세","2020년06월_여_40~49세","2020년06월_여_50~59세","2020년06월_여_60~69세","2020년06월_여_70~79세","2020년06월_여_80~89세","2020년06월_여_90~99세","2020년06월_여_100세 이상"
"서울특별시 도봉구 (1132000000)","329,560","329,560","19,722","26,525","44,403","42,124","49,719","57,772","48,708","27,527","11,260","1,628","172","160,855","160,855","10,173","13,671","22,598","21,544","24,597","27,556","23,308","12,634","4,286","442","46","168,705","168,705","9,549","12,854","21,805","20,580","25,122","30,216","25,400","14,893","6,974","1,186","126"
"서울특별시 도봉구 창제1동(1132051100)","25,686","25,686","1,625","2,264","3,407","3,514","4,238","4,239","3,438","1,991","850","112","8","12,255","12,255","842","1,147","1,695","1,731","2,062","1,956","1,614","855","315","36","2","13,431","13,431","783","1,117","1,712","1,783","2,176","2,283","1,824","1,136","535","76","6"
"서울특별시 도봉구 창제2동(1132051200)","29,988","29,988","1,931","2,360","4,178","4,310","4,678","5,203","4,031","2,285","916","94","2","14,683","14,683","1,004","1,240","2,072","2,183","2,378","2,472","1,919","1,017","377","21","0","15,305","15,305","927","1,120","2,106","2,127","2,300","2,731","2,112","1,268","539","73","2"
"서울특별시 도봉구 창제3동(1132051300)","14,492","14,492","843","1,113","1,882","1,760","2,197","2,668","2,076","1,369","514","60","10","7,250","7,250","435","576","989","946","1,126","1,351","1,003","608","202","11","3","7,242","7,242","408","537","893","814","1,071","1,317","1,073","761","312","49","7"
"서울특별시 도봉구 창제4동(1132051400)","27,540","27,540","1,860","2,719","3,842","3,466","4,524","4,975","3,396","1,736","875","136","11","13,239","13,239","947","1,393","1,944","1,694","2,115","2,366","1,631","801","299","45","4","14,301","14,301","913","1,326","1,898","1,772","2,409","2,609","1,765","935","576","91","7"
"서울특별시 도봉구 창제5동(1132051500)","25,399","25,399","1,602","2,054","3,724","3,604","3,664","4,497","3,567","1,761","786","128","12","12,190","12,190","830","1,041","1,823","1,853","1,718","2,071","1,698","822","294","36","4","13,209","13,209","772","1,013","1,901","1,751","1,946","2,426","1,869","939","492","92","8"
"서울특별시 도봉구 도봉제1동(1132052100)","21,817","21,817","917","1,261","2,683","2,433","3,037","3,851","3,857","2,662","983","116","17","11,047","11,047","454","680","1,433","1,350","1,648","1,921","1,846","1,274","397","42","2","10,770","10,770","463","581","1,250","1,083","1,389","1,930","2,011","1,388","586","74","15"
"서울특별시 도봉구 도봉제2동(1132052200)","28,261","28,261","1,714","1,799","3,478","3,756","3,915","4,592","4,866","2,824","1,117","173","27","13,851","13,851","865","934","1,744","1,921","2,009","2,230","2,334","1,330","433","45","6","14,410","14,410","849","865","1,734","1,835","1,906","2,362","2,532","1,494","684","128","21"
"서울특별시 도봉구 쌍문제1동(1132066000)","22,003","22,003","1,254","1,699","3,111","2,659","3,327","3,724","3,254","2,053","795","109","18","10,601","10,601","650","823","1,473","1,355","1,701","1,782","1,532","949","305","24","7","11,402","11,402","604","876","1,638","1,304","1,626","1,942","1,722","1,104","490","85","11"
"서울특별시 도봉구 쌍문제2동(1132067000)","19,584","19,584","1,110","1,476","2,601","2,689","2,862","3,345","2,998","1,654","720","113","16","9,456","9,456","602","766","1,316","1,404","1,433","1,508","1,402","725","264","29","7","10,128","10,128","508","710","1,285","1,285","1,429","1,837","1,596","929","456","84","9"
