"행정구역","2020년01월_계_총인구수","2020년01월_계_연령구간인구수","2020년01월_계_0~9세","2020년01월_계_10~19세","2020년01월_계_20~29세","2020년01월_계_30~39세","2020년01월_계_40~49세","2020년01월_계_50~59세","2020년01월_계_60~69세","2020년01월_계_70~79세","2020년01월_계_80~89세","2020년01월_계_90~99세","2020년01월_계_100세 이상","2020년01월_남_총인구수","2020년01월_남_연령구간인구수","2020년01월_남_0~9세","2020년01월_남_10~19세","2020년01월_남_20~29세","2020년01월_남_30~39세","2020년01월_남_40~49세","2020년01월_남_50~59세","2020년01월_남_60~69세","2020년01월_남_70~79세","2020년01월_남_80~89세","2020년01월_남_90~99세","2020년01월_남_100세 이상","2020년01월_여_총인구수","2020년01월_여_연령구간인구수","2020년01월_여_0~9세","2020년01월_여_10~19세","2020년01월_여_20~29세","2020년01월_여_30~39세","2020년01월_여_40~49세","2020년01월_여_50~59세","2020년01월_여_60~69세","2020년01월_여_70~79세","2020년01월_여_80~89세","2020년01월_여_90~99세","2020년01월_여_100세 이상"
"경상남도 창녕군 (4874000000)","62,182","62,182","3,565","4,294","5,230","5,505","7,253","11,290","11,513","8,033","4,888","586","25","30,945","30,945","1,845","2,303","2,988","3,040","4,118","5,920","5,746","3,423","1,454","105","3","31,237","31,237","1,720","1,991","2,242","2,465","3,135","5,370","5,767","4,610","3,434","481","22"
"경상남도 창녕군 창녕읍(4874025000)","17,311","17,311","1,450","1,624","1,837","1,975","2,421","2,920","2,525","1,576","885","96","2","8,622","8,622","751","848","1,003","1,061","1,297","1,475","1,217","693","257","20","0","8,689","8,689","699","776","834","914","1,124","1,445","1,308","883","628","76","2"
"경상남도 창녕군 남지읍(4874025300)","12,366","12,366","1,041","932","994","1,325","1,745","2,185","2,037","1,307","707","87","6","6,213","6,213","535","512","560","689","1,003","1,117","1,012","558","215","11","1","6,153","6,153","506","420","434","636","742","1,068","1,025","749","492","76","5"
"경상남도 창녕군 고암면(4874031000)","2,060","2,060","67","131","129","105","145","339","389","403","304","48","0","1,032","1,032","29","87","80","60","89","179","217","170","107","14","0","1,028","1,028","38","44","49","45","56","160","172","233","197","34","0"
"경상남도 창녕군 성산면(4874032000)","1,665","1,665","35","68","104","97","147","323","389","267","211","23","1","803","803","21","51","61","52","82","170","194","117","46","9","0","862","862","14","17","43","45","65","153","195","150","165","14","1"
"경상남도 창녕군 대합면(4874033000)","3,897","3,897","115","171","291","243","390","727","810","678","419","51","2","1,991","1,991","55","106","190","137","243","435","407","274","134","9","1","1,906","1,906","60","65","101","106","147","292","403","404","285","42","1"
"경상남도 창녕군 이방면(4874034000)","2,568","2,568","74","254","146","156","190","452","539","428","300","26","3","1,221","1,221","37","103","85","93","123","235","265","184","88","7","1","1,347","1,347","37","151","61","63","67","217","274","244","212","19","2"
"경상남도 창녕군 유어면(4874035000)","1,802","1,802","42","58","91","109","148","300","419","382","222","31","0","880","880","22","25","55","74","96","174","204","156","71","3","0","922","922","20","33","36","35","52","126","215","226","151","28","0"
"경상남도 창녕군 대지면(4874036000)","2,581","2,581","143","177","202","204","305","443","485","357","237","24","4","1,333","1,333","85","98","130","114","181","256","243","146","75","5","0","1,248","1,248","58","79","72","90","124","187","242","211","162","19","4"
"경상남도 창녕군 계성면(4874037000)","2,378","2,378","71","77","180","152","204","483","513","393","273","30","2","1,178","1,178","37","40","106","95","122","273","263","160","79","3","0","1,200","1,200","34","37","74","57","82","210","250","233","194","27","2"
"경상남도 창녕군 영산면(4874038000)","5,699","5,699","235","381","545","462","660","1,172","1,110","709","381","44","0","2,872","2,872","116","212","323","264","376","605","553","310","110","3","0","2,827","2,827","119","169","222","198","284","567","557","399","271","41","0"
"경상남도 창녕군 장마면(4874039000)","1,863","1,863","41","55","97","106","146","357","402","376","252","31","0","907","907","25","32","62","65","90","193","213","146","75","6","0","956","956","16","23","35","41","56","164","189","230","177","25","0"
"경상남도 창녕군 도천면(4874040000)","2,803","2,803","104","171","225","211","295","537","610","376","237","35","2","1,363","1,363","56","81","112","131","155","281","306","161","74","6","0","1,440","1,440","48","90","113","80","140","256","304","215","163","29","2"
"경상남도 창녕군 길곡면(4874041000)","1,537","1,537","40","51","103","89","144","310","381","249","146","24","0","765","765","20","29","62","55","89","149","199","124","36","2","0","772","772","20","22","41","34","55","161","182","125","110","22","0"
"경상남도 창녕군 부곡면(4874042000)","3,652","3,652","107","144","286","271","313","742","904","532","314","36","3","1,765","1,765","56","79","159","150","172","378","453","224","87","7","0","1,887","1,887","51","65","127","121","141","364","451","308","227","29","3"
