"ÇàÁ¤±¸¿ª","2021³â01¿ù_°è_ÃÑÀÎ±¸¼ö","2021³â01¿ù_°è_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â01¿ù_°è_0~9¼¼","2021³â01¿ù_°è_10~19¼¼","2021³â01¿ù_°è_20~29¼¼","2021³â01¿ù_°è_30~39¼¼","2021³â01¿ù_°è_40~49¼¼","2021³â01¿ù_°è_50~59¼¼","2021³â01¿ù_°è_60~69¼¼","2021³â01¿ù_°è_70~79¼¼","2021³â01¿ù_°è_80~89¼¼","2021³â01¿ù_°è_90~99¼¼","2021³â01¿ù_°è_100¼¼ ÀÌ»ó","2021³â01¿ù_³²_ÃÑÀÎ±¸¼ö","2021³â01¿ù_³²_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â01¿ù_³²_0~9¼¼","2021³â01¿ù_³²_10~19¼¼","2021³â01¿ù_³²_20~29¼¼","2021³â01¿ù_³²_30~39¼¼","2021³â01¿ù_³²_40~49¼¼","2021³â01¿ù_³²_50~59¼¼","2021³â01¿ù_³²_60~69¼¼","2021³â01¿ù_³²_70~79¼¼","2021³â01¿ù_³²_80~89¼¼","2021³â01¿ù_³²_90~99¼¼","2021³â01¿ù_³²_100¼¼ ÀÌ»ó","2021³â01¿ù_¿©_ÃÑÀÎ±¸¼ö","2021³â01¿ù_¿©_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â01¿ù_¿©_0~9¼¼","2021³â01¿ù_¿©_10~19¼¼","2021³â01¿ù_¿©_20~29¼¼","2021³â01¿ù_¿©_30~39¼¼","2021³â01¿ù_¿©_40~49¼¼","2021³â01¿ù_¿©_50~59¼¼","2021³â01¿ù_¿©_60~69¼¼","2021³â01¿ù_¿©_70~79¼¼","2021³â01¿ù_¿©_80~89¼¼","2021³â01¿ù_¿©_90~99¼¼","2021³â01¿ù_¿©_100¼¼ ÀÌ»ó"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿î¾Ï3µ¿(2917060300)","13,102","13,102","899","1,420","1,940","1,487","1,895","2,346","1,859","830","367","56","3","6,293","6,293","450","760","1,056","738","883","1,050","856","367","124","8","1","6,809","6,809","449","660","884","749","1,012","1,296","1,003","463","243","48","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µ¿¸²µ¿(2917061500)","23,784","23,784","2,200","2,376","3,081","3,634","3,900","3,884","2,802","1,357","472","75","3","11,751","11,751","1,121","1,287","1,623","1,843","1,989","1,810","1,262","641","155","19","1","12,033","12,033","1,079","1,089","1,458","1,791","1,911","2,074","1,540","716","317","56","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ì»êµ¿(2917062000)","10,689","10,689","401","674","1,354","997","1,303","1,832","2,077","1,387","567","84","13","5,223","5,223","207","366","705","548","706","928","947","603","197","13","3","5,466","5,466","194","308","649","449","597","904","1,130","784","370","71","10"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ Ç³Çâµ¿(2917063500)","5,974","5,974","543","526","735","816","940","917","747","517","199","32","2","2,969","2,969","267","264","398","418","503","480","328","240","68","3","0","3,005","3,005","276","262","337","398","437","437","419","277","131","29","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®È­µ¿(2917065000)","20,255","20,255","1,556","1,605","2,501","2,863","2,900","3,387","2,921","1,695","717","98","12","9,953","9,953","772","860","1,324","1,498","1,515","1,621","1,352","753","238","18","2","10,302","10,302","784","745","1,177","1,365","1,385","1,766","1,569","942","479","80","10"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï1µ¿(2917065600)","16,305","16,305","1,099","1,921","2,427","1,632","2,461","3,043","2,178","1,049","435","59","1","7,958","7,958","524","1,005","1,296","837","1,142","1,433","1,076","476","157","12","0","8,347","8,347","575","916","1,131","795","1,319","1,610","1,102","573","278","47","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï2µ¿(2917065700)","16,070","16,070","1,112","1,471","2,612","1,991","2,400","2,613","2,087","1,195","514","74","1","7,665","7,665","558","755","1,344","1,057","1,178","1,178","920","471","184","20","0","8,405","8,405","554","716","1,268","934","1,222","1,435","1,167","724","330","54","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï1µ¿(2917066100)","7,935","7,935","296","646","1,132","777","1,052","1,399","1,303","930","343","54","3","3,977","3,977","167","340","613","426","555","690","585","447","140","14","0","3,958","3,958","129","306","519","351","497","709","718","483","203","40","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï2µ¿(2917066200)","16,338","16,338","899","1,377","2,329","1,811","2,219","2,924","2,653","1,500","540","82","4","8,119","8,119","451","723","1,244","990","1,141","1,418","1,225","706","208","13","0","8,219","8,219","448","654","1,085","821","1,078","1,506","1,428","794","332","69","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï3µ¿(2917066300)","13,870","13,870","459","856","1,636","1,301","1,627","2,658","2,776","1,646","795","108","8","6,646","6,646","225","440","838","710","861","1,315","1,341","670","225","21","0","7,224","7,224","234","416","798","591","766","1,343","1,435","976","570","87","8"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ »ï°¢µ¿(2917066600)","14,347","14,347","1,002","1,699","2,319","1,706","2,440","2,658","1,488","722","268","45","0","7,413","7,413","541","940","1,307","892","1,180","1,367","750","336","92","8","0","6,934","6,934","461","759","1,012","814","1,260","1,291","738","386","176","37","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÀÏ°îµ¿(2917066900)","30,449","30,449","2,439","4,674","4,771","2,967","5,755","5,613","2,342","1,183","617","86","2","14,878","14,878","1,278","2,521","2,563","1,406","2,495","2,771","1,153","471","196","24","0","15,571","15,571","1,161","2,153","2,208","1,561","3,260","2,842","1,189","712","421","62","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¸Å°îµ¿(2917067300)","14,100","14,100","1,198","1,737","1,992","1,684","2,295","2,478","1,545","763","353","52","3","6,940","6,940","620","952","1,098","831","1,055","1,137","774","344","120","9","0","7,160","7,160","578","785","894","853","1,240","1,341","771","419","233","43","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡1µ¿(2917067600)","11,286","11,286","661","1,047","1,840","1,269","1,659","2,153","1,536","795","278","42","6","5,712","5,712","334","554","977","679","850","1,087","774","356","93","8","0","5,574","5,574","327","493","863","590","809","1,066","762","439","185","34","6"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡2µ¿(2917067700)","12,750","12,750","504","821","1,949","1,485","1,600","2,485","2,149","1,122","555","78","2","6,232","6,232","232","459","1,025","813","825","1,164","1,059","487","157","11","0","6,518","6,518","272","362","924","672","775","1,321","1,090","635","398","67","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¼®°îµ¿(2917068500)","2,653","2,653","72","143","247","214","247","545","566","371","208","36","4","1,390","1,390","34","93","143","126","147","306","301","160","73","7","0","1,263","1,263","38","50","104","88","100","239","265","211","135","29","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ °Ç±¹µ¿(2917069500)","22,601","22,601","2,702","2,535","2,788","3,583","4,055","3,359","1,994","999","504","76","6","11,425","11,425","1,403","1,303","1,508","1,816","2,049","1,736","1,015","444","141","10","0","11,176","11,176","1,299","1,232","1,280","1,767","2,006","1,623","979","555","363","66","6"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¾ç»êµ¿(2917069600)","38,187","38,187","3,978","4,149","5,193","6,003","6,641","5,883","3,704","1,784","734","114","4","19,177","19,177","2,072","2,110","2,708","3,134","3,385","2,912","1,801","794","240","21","0","19,010","19,010","1,906","2,039","2,485","2,869","3,256","2,971","1,903","990","494","93","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ½Å¿ëµ¿(2917069700)","29,639","29,639","4,532","3,822","3,099","5,257","6,290","3,666","1,875","761","291","45","1","14,665","14,665","2,339","1,970","1,613","2,509","3,206","1,755","849","320","96","8","0","14,974","14,974","2,193","1,852","1,486","2,748","3,084","1,911","1,026","441","195","37","1"
