"행정구역","2021년02월_계_총인구수","2021년02월_계_연령구간인구수","2021년02월_계_0~9세","2021년02월_계_10~19세","2021년02월_계_20~29세","2021년02월_계_30~39세","2021년02월_계_40~49세","2021년02월_계_50~59세","2021년02월_계_60~69세","2021년02월_계_70~79세","2021년02월_계_80~89세","2021년02월_계_90~99세","2021년02월_계_100세 이상","2021년02월_남_총인구수","2021년02월_남_연령구간인구수","2021년02월_남_0~9세","2021년02월_남_10~19세","2021년02월_남_20~29세","2021년02월_남_30~39세","2021년02월_남_40~49세","2021년02월_남_50~59세","2021년02월_남_60~69세","2021년02월_남_70~79세","2021년02월_남_80~89세","2021년02월_남_90~99세","2021년02월_남_100세 이상","2021년02월_여_총인구수","2021년02월_여_연령구간인구수","2021년02월_여_0~9세","2021년02월_여_10~19세","2021년02월_여_20~29세","2021년02월_여_30~39세","2021년02월_여_40~49세","2021년02월_여_50~59세","2021년02월_여_60~69세","2021년02월_여_70~79세","2021년02월_여_80~89세","2021년02월_여_90~99세","2021년02월_여_100세 이상"
"서울특별시 서초구 (1165000000)","423,829","423,829","33,408","45,231","54,429","62,646","77,217","63,390","47,917","27,605","9,916","1,831","239","202,692","202,692","17,237","23,083","26,129","28,859","36,294","31,175","22,104","12,913","4,324","512","62","221,137","221,137","16,171","22,148","28,300","33,787","40,923","32,215","25,813","14,692","5,592","1,319","177"
"서울특별시 서초구 서초1동(1165051000)","20,878","20,878","1,480","1,947","2,789","3,545","3,808","3,003","2,382","1,343","484","94","3","10,048","10,048","769","1,010","1,330","1,630","1,830","1,460","1,130","658","199","31","1","10,830","10,830","711","937","1,459","1,915","1,978","1,543","1,252","685","285","63","2"
"서울특별시 서초구 서초2동(1165052000)","22,148","22,148","1,901","1,973","3,092","4,387","4,010","2,946","2,117","1,253","375","75","19","10,540","10,540","930","1,055","1,388","1,985","1,917","1,479","985","580","192","26","3","11,608","11,608","971","918","1,704","2,402","2,093","1,467","1,132","673","183","49","16"
"서울특별시 서초구 서초3동(1165053000)","32,158","32,158","1,766","2,840","5,213","5,490","5,111","4,896","3,703","2,182","803","136","18","15,657","15,657","933","1,641","2,431","2,608","2,425","2,404","1,745","1,059","366","40","5","16,501","16,501","833","1,199","2,782","2,882","2,686","2,492","1,958","1,123","437","96","13"
"서울특별시 서초구 서초4동(1165053100)","31,404","31,404","2,983","4,209","3,576","3,636","6,406","4,806","3,062","1,867","715","124","20","15,264","15,264","1,585","2,171","1,731","1,556","2,971","2,508","1,443","904","348","41","6","16,140","16,140","1,398","2,038","1,845","2,080","3,435","2,298","1,619","963","367","83","14"
"서울특별시 서초구 잠원동(1165054000)","28,024","28,024","2,125","3,428","3,611","3,793","5,441","4,626","2,852","1,413","590","125","20","13,452","13,452","1,128","1,743","1,731","1,736","2,491","2,337","1,358","650","233","35","10","14,572","14,572","997","1,685","1,880","2,057","2,950","2,289","1,494","763","357","90","10"
"서울특별시 서초구 반포본동(1165055000)","11,750","11,750","552","1,863","1,464","865","2,159","2,189","1,267","993","343","43","12","5,564","5,564","291","944","720","394","882","1,111","601","429","175","15","2","6,186","6,186","261","919","744","471","1,277","1,078","666","564","168","28","10"
"서울특별시 서초구 반포1동(1165056000)","32,180","32,180","3,073","3,499","4,129","5,428","6,613","4,162","2,997","1,646","518","96","19","15,553","15,553","1,529","1,804","1,859","2,498","3,302","2,163","1,400","752","217","25","4","16,627","16,627","1,544","1,695","2,270","2,930","3,311","1,999","1,597","894","301","71","15"
"서울특별시 서초구 반포2동(1165057000)","16,069","16,069","1,839","2,804","1,339","1,517","3,715","2,149","1,345","954","320","61","26","7,670","7,670","978","1,382","653","585","1,702","1,154","622","420","151","14","9","8,399","8,399","861","1,422","686","932","2,013","995","723","534","169","47","17"
"서울특별시 서초구 반포3동(1165058000)","22,406","22,406","2,001","2,964","2,503","2,620","4,559","3,539","2,260","1,328","513","103","16","10,618","10,618","1,044","1,514","1,245","1,156","2,041","1,787","1,021","575","208","26","1","11,788","11,788","957","1,450","1,258","1,464","2,518","1,752","1,239","753","305","77","15"
"서울특별시 서초구 반포4동(1165058100)","19,379","19,379","1,677","2,193","2,287","2,613","3,583","2,894","2,342","1,254","429","100","7","9,140","9,140","876","1,134","1,103","1,143","1,634","1,380","1,061","592","184","30","3","10,239","10,239","801","1,059","1,184","1,470","1,949","1,514","1,281","662","245","70","4"
"서울특별시 서초구 방배본동(1165059000)","21,062","21,062","1,499","2,753","2,666","2,418","3,951","3,431","2,283","1,335","613","105","8","9,775","9,775","767","1,282","1,259","1,063","1,745","1,714","1,063","597","254","31","0","11,287","11,287","732","1,471","1,407","1,355","2,206","1,717","1,220","738","359","74","8"
"서울특별시 서초구 방배1동(1165060000)","17,151","17,151","1,154","1,316","2,464","2,955","2,785","2,459","2,129","1,328","474","75","12","8,040","8,040","585","706","1,173","1,331","1,289","1,137","961","611","214","27","6","9,111","9,111","569","610","1,291","1,624","1,496","1,322","1,168","717","260","48","6"
"서울특별시 서초구 방배2동(1165061000)","20,164","20,164","1,172","1,621","2,832","3,130","3,098","3,142","2,863","1,652","543","97","14","9,429","9,429","593","813","1,402","1,449","1,446","1,427","1,243","781","248","26","1","10,735","10,735","579","808","1,430","1,681","1,652","1,715","1,620","871","295","71","13"
"서울특별시 서초구 방배3동(1165062000)","21,001","21,001","1,290","1,967","2,703","2,861","3,204","3,467","3,166","1,636","593","110","4","10,142","10,142","667","1,009","1,403","1,376","1,466","1,613","1,495","813","266","34","0","10,859","10,859","623","958","1,300","1,485","1,738","1,854","1,671","823","327","76","4"
"서울특별시 서초구 방배4동(1165062100)","23,715","23,715","1,665","2,618","3,165","3,577","4,290","3,577","2,407","1,645","674","85","12","10,820","10,820","820","1,193","1,395","1,587","1,926","1,719","1,100","743","316","19","2","12,895","12,895","845","1,425","1,770","1,990","2,364","1,858","1,307","902","358","66","10"
"서울특별시 서초구 양재1동(1165065100)","44,058","44,058","3,869","4,308","5,344","6,644","7,715","6,271","5,624","3,018","1,036","222","7","21,061","21,061","1,989","2,204","2,624","3,183","3,770","2,972","2,468","1,410","389","51","1","22,997","22,997","1,880","2,104","2,720","3,461","3,945","3,299","3,156","1,608","647","171","6"
"서울특별시 서초구 양재2동(1165065200)","22,345","22,345","1,414","1,612","3,337","4,496","3,711","3,342","2,650","1,303","380","90","10","11,189","11,189","776","808","1,680","2,342","1,895","1,646","1,248","612","162","15","5","11,156","11,156","638","804","1,657","2,154","1,816","1,696","1,402","691","218","75","5"
"서울특별시 서초구 내곡동(1165066000)","17,937","17,937","1,948","1,316","1,915","2,671","3,058","2,491","2,468","1,455","513","90","12","8,730","8,730","977","670","1,002","1,237","1,562","1,164","1,160","727","202","26","3","9,207","9,207","971","646","913","1,434","1,496","1,327","1,308","728","311","64","9"
