"행정구역","2021년12월_계_총인구수","2021년12월_계_연령구간인구수","2021년12월_계_0~9세","2021년12월_계_10~19세","2021년12월_계_20~29세","2021년12월_계_30~39세","2021년12월_계_40~49세","2021년12월_계_50~59세","2021년12월_계_60~69세","2021년12월_계_70~79세","2021년12월_계_80~89세","2021년12월_계_90~99세","2021년12월_계_100세 이상","2021년12월_남_총인구수","2021년12월_남_연령구간인구수","2021년12월_남_0~9세","2021년12월_남_10~19세","2021년12월_남_20~29세","2021년12월_남_30~39세","2021년12월_남_40~49세","2021년12월_남_50~59세","2021년12월_남_60~69세","2021년12월_남_70~79세","2021년12월_남_80~89세","2021년12월_남_90~99세","2021년12월_남_100세 이상","2021년12월_여_총인구수","2021년12월_여_연령구간인구수","2021년12월_여_0~9세","2021년12월_여_10~19세","2021년12월_여_20~29세","2021년12월_여_30~39세","2021년12월_여_40~49세","2021년12월_여_50~59세","2021년12월_여_60~69세","2021년12월_여_70~79세","2021년12월_여_80~89세","2021년12월_여_90~99세","2021년12월_여_100세 이상"
"전국  (0000000000)","51,638,809","51,638,809","3,760,350","4,709,316","6,655,923","6,723,435","8,166,792","8,635,211","7,164,712","3,715,084","1,835,481","264,544","7,961","25,746,684","25,746,684","1,927,798","2,431,349","3,491,682","3,472,711","4,150,248","4,366,299","3,508,745","1,683,401","654,228","58,851","1,372","25,892,125","25,892,125","1,832,552","2,277,967","3,164,241","3,250,724","4,016,544","4,268,912","3,655,967","2,031,683","1,181,253","205,693","6,589"
"서울특별시  (1100000000)","9,509,458","9,509,458","583,683","756,136","1,422,277","1,439,279","1,480,780","1,507,194","1,285,922","695,800","295,009","41,735","1,643","4,618,040","4,618,040","299,764","387,691","684,530","718,763","733,371","742,757","607,114","316,508","116,524","10,637","381","4,891,418","4,891,418","283,919","368,445","737,747","720,516","747,409","764,437","678,808","379,292","178,485","31,098","1,262"
"부산광역시  (2600000000)","3,350,380","3,350,380","219,611","266,105","415,549","405,300","502,391","554,768","548,878","298,128","123,791","15,457","402","1,639,044","1,639,044","112,744","137,079","215,370","207,947","253,509","270,303","258,914","134,692","45,094","3,330","62","1,711,336","1,711,336","106,867","129,026","200,179","197,353","248,882","284,465","289,964","163,436","78,697","12,127","340"
"대구광역시  (2700000000)","2,385,412","2,385,412","167,823","218,537","308,921","284,865","372,555","419,444","342,291","177,828","82,781","10,122","245","1,175,632","1,175,632","85,980","113,890","164,484","149,452","183,962","205,369","162,849","78,079","29,339","2,197","31","1,209,780","1,209,780","81,843","104,647","144,437","135,413","188,593","214,075","179,442","99,749","53,442","7,925","214"
"인천광역시  (2800000000)","2,948,375","2,948,375","217,384","271,131","391,051","402,091","481,066","510,969","399,128","179,244","82,853","13,041","417","1,476,373","1,476,373","111,554","139,390","203,834","208,279","246,522","255,130","197,657","82,211","28,963","2,749","84","1,472,002","1,472,002","105,830","131,741","187,217","193,812","234,544","255,839","201,471","97,033","53,890","10,292","333"
"광주광역시  (2900000000)","1,441,611","1,441,611","114,065","152,404","206,472","181,189","236,167","235,764","172,124","94,547","42,636","6,066","177","713,015","713,015","58,516","78,857","107,781","92,783","117,383","116,983","82,025","42,016","15,333","1,316","22","728,596","728,596","55,549","73,547","98,691","88,406","118,784","118,781","90,099","52,531","27,303","4,750","155"
"대전광역시  (3000000000)","1,452,251","1,452,251","107,548","142,175","209,397","189,669","231,018","240,017","190,514","92,390","43,199","6,155","169","724,626","724,626","55,295","73,527","109,664","99,378","115,072","119,967","92,406","42,139","15,747","1,405","26","727,625","727,625","52,253","68,648","99,733","90,291","115,946","120,050","98,108","50,251","27,452","4,750","143"
"울산광역시  (3100000000)","1,121,592","1,121,592","92,018","109,990","137,422","144,891","183,954","207,056","155,775","63,024","24,119","3,276","67","576,217","576,217","47,302","57,743","77,588","77,145","94,084","105,062","78,393","30,110","8,218","568","4","545,375","545,375","44,716","52,247","59,834","67,746","89,870","101,994","77,382","32,914","15,901","2,708","63"
"세종특별자치시  (3600000000)","371,895","371,895","47,063","45,794","38,510","61,719","72,764","48,876","33,522","14,775","7,557","1,288","27","185,678","185,678","23,984","23,081","19,728","30,131","36,831","25,581","16,596","6,870","2,606","263","7","186,217","186,217","23,079","22,713","18,782","31,588","35,933","23,295","16,926","7,905","4,951","1,025","20"
"경기도  (4100000000)","13,565,450","13,565,450","1,099,927","1,321,005","1,798,269","1,900,447","2,296,173","2,274,844","1,669,601","773,573","374,488","55,363","1,760","6,827,298","6,827,298","562,739","678,063","947,823","983,619","1,168,232","1,152,627","830,282","352,810","137,676","13,079","348","6,738,152","6,738,152","537,188","642,942","850,446","916,828","1,127,941","1,122,217","839,319","420,763","236,812","42,284","1,412"
