"ÇàÁ¤±¸¿ª","2021³â12¿ù_°è_ÃÑÀÎ±¸¼ö","2021³â12¿ù_°è_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â12¿ù_°è_0~9¼¼","2021³â12¿ù_°è_10~19¼¼","2021³â12¿ù_°è_20~29¼¼","2021³â12¿ù_°è_30~39¼¼","2021³â12¿ù_°è_40~49¼¼","2021³â12¿ù_°è_50~59¼¼","2021³â12¿ù_°è_60~69¼¼","2021³â12¿ù_°è_70~79¼¼","2021³â12¿ù_°è_80~89¼¼","2021³â12¿ù_°è_90~99¼¼","2021³â12¿ù_°è_100¼¼ ÀÌ»ó","2021³â12¿ù_³²_ÃÑÀÎ±¸¼ö","2021³â12¿ù_³²_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â12¿ù_³²_0~9¼¼","2021³â12¿ù_³²_10~19¼¼","2021³â12¿ù_³²_20~29¼¼","2021³â12¿ù_³²_30~39¼¼","2021³â12¿ù_³²_40~49¼¼","2021³â12¿ù_³²_50~59¼¼","2021³â12¿ù_³²_60~69¼¼","2021³â12¿ù_³²_70~79¼¼","2021³â12¿ù_³²_80~89¼¼","2021³â12¿ù_³²_90~99¼¼","2021³â12¿ù_³²_100¼¼ ÀÌ»ó","2021³â12¿ù_¿©_ÃÑÀÎ±¸¼ö","2021³â12¿ù_¿©_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â12¿ù_¿©_0~9¼¼","2021³â12¿ù_¿©_10~19¼¼","2021³â12¿ù_¿©_20~29¼¼","2021³â12¿ù_¿©_30~39¼¼","2021³â12¿ù_¿©_40~49¼¼","2021³â12¿ù_¿©_50~59¼¼","2021³â12¿ù_¿©_60~69¼¼","2021³â12¿ù_¿©_70~79¼¼","2021³â12¿ù_¿©_80~89¼¼","2021³â12¿ù_¿©_90~99¼¼","2021³â12¿ù_¿©_100¼¼ ÀÌ»ó"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿î¾Ï3µ¿(2917060300)","12,663","12,663","875","1,360","1,749","1,446","1,799","2,204","1,928","859","367","76","0","6,061","6,061","440","726","950","725","833","975","897","380","122","13","0","6,602","6,602","435","634","799","721","966","1,229","1,031","479","245","63","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µ¿¸²µ¿(2917061500)","23,375","23,375","2,095","2,232","2,969","3,438","3,830","3,868","2,925","1,406","533","74","5","11,502","11,502","1,093","1,187","1,555","1,736","1,947","1,821","1,302","651","194","15","1","11,873","11,873","1,002","1,045","1,414","1,702","1,883","2,047","1,623","755","339","59","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ì»êµ¿(2917062000)","10,290","10,290","358","635","1,285","944","1,203","1,731","2,062","1,387","594","90","1","4,990","4,990","182","338","655","515","656","876","947","609","196","16","0","5,300","5,300","176","297","630","429","547","855","1,115","778","398","74","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ Ç³Çâµ¿(2917063500)","5,738","5,738","522","503","723","745","899","875","753","476","216","25","1","2,868","2,868","255","251","392","385","475","465","356","212","75","2","0","2,870","2,870","267","252","331","360","424","410","397","264","141","23","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®È­µ¿(2917065000)","20,918","20,918","1,664","1,630","2,549","3,012","2,924","3,407","3,123","1,725","771","109","4","10,293","10,293","831","893","1,354","1,550","1,531","1,629","1,461","749","275","19","1","10,625","10,625","833","737","1,195","1,462","1,393","1,778","1,662","976","496","90","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï1µ¿(2917065600)","15,983","15,983","1,069","1,836","2,258","1,557","2,392","2,938","2,310","1,091","468","62","2","7,756","7,756","505","952","1,212","799","1,104","1,379","1,120","515","154","16","0","8,227","8,227","564","884","1,046","758","1,288","1,559","1,190","576","314","46","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï2µ¿(2917065700)","15,707","15,707","976","1,406","2,487","1,938","2,292","2,556","2,171","1,203","587","88","3","7,473","7,473","502","720","1,267","1,030","1,134","1,162","938","477","220","22","1","8,234","8,234","474","686","1,220","908","1,158","1,394","1,233","726","367","66","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï1µ¿(2917066100)","7,773","7,773","264","586","1,139","748","962","1,366","1,340","944","373","48","3","3,872","3,872","145","313","585","411","520","677","607","442","157","15","0","3,901","3,901","119","273","554","337","442","689","733","502","216","33","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï2µ¿(2917066200)","16,037","16,037","828","1,290","2,227","1,704","2,147","2,891","2,719","1,558","585","87","1","7,926","7,926","426","672","1,164","910","1,110","1,437","1,226","730","238","13","0","8,111","8,111","402","618","1,063","794","1,037","1,454","1,493","828","347","74","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï3µ¿(2917066300)","13,400","13,400","417","764","1,555","1,249","1,463","2,495","2,862","1,651","825","116","3","6,434","6,434","208","405","804","665","787","1,225","1,396","676","240","28","0","6,966","6,966","209","359","751","584","676","1,270","1,466","975","585","88","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ »ï°¢µ¿(2917066600)","14,116","14,116","936","1,625","2,198","1,661","2,317","2,676","1,596","743","314","50","0","7,270","7,270","499","907","1,248","875","1,120","1,361","796","342","112","10","0","6,846","6,846","437","718","950","786","1,197","1,315","800","401","202","40","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÀÏ°îµ¿(2917066900)","29,944","29,944","2,266","4,471","4,603","2,908","5,410","5,748","2,592","1,201","660","81","4","14,666","14,666","1,176","2,415","2,509","1,405","2,361","2,809","1,260","488","222","20","1","15,278","15,278","1,090","2,056","2,094","1,503","3,049","2,939","1,332","713","438","61","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¸Å°îµ¿(2917067300)","13,842","13,842","1,112","1,667","1,944","1,620","2,185","2,447","1,653","772","376","64","2","6,775","6,775","582","913","1,047","795","1,014","1,110","815","358","129","12","0","7,067","7,067","530","754","897","825","1,171","1,337","838","414","247","52","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡1µ¿(2917067600)","10,940","10,940","587","958","1,688","1,252","1,548","2,128","1,605","805","315","51","3","5,549","5,549","290","506","891","685","812","1,078","792","380","104","11","0","5,391","5,391","297","452","797","567","736","1,050","813","425","211","40","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡2µ¿(2917067700)","12,523","12,523","498","748","1,870","1,451","1,508","2,364","2,258","1,160","580","86","0","6,121","6,121","235","416","953","801","807","1,117","1,095","516","172","9","0","6,402","6,402","263","332","917","650","701","1,247","1,163","644","408","77","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¼®°îµ¿(2917068500)","2,519","2,519","71","121","236","217","210","489","576","359","210","29","1","1,309","1,309","36","70","140","130","121","273","309","157","66","7","0","1,210","1,210","35","51","96","87","89","216","267","202","144","22","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ °Ç±¹µ¿(2917069500)","22,423","22,423","2,635","2,529","2,698","3,370","4,017","3,427","2,128","1,016","521","79","3","11,352","11,352","1,368","1,309","1,456","1,700","2,025","1,792","1,072","466","154","9","1","11,071","11,071","1,267","1,220","1,242","1,670","1,992","1,635","1,056","550","367","70","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¾ç»êµ¿(2917069600)","37,958","37,958","3,804","4,091","5,162","5,720","6,587","5,979","3,899","1,826","757","128","5","19,080","19,080","1,989","2,079","2,717","3,029","3,339","2,970","1,873","801","255","28","0","18,878","18,878","1,815","2,012","2,445","2,691","3,248","3,009","2,026","1,025","502","100","5"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ½Å¿ëµ¿(2917069700)","29,953","29,953","4,264","3,889","3,222","5,083","6,449","3,888","2,004","815","293","45","1","14,854","14,854","2,194","2,019","1,672","2,456","3,281","1,863","931","343","91","4","0","15,099","15,099","2,070","1,870","1,550","2,627","3,168","2,025","1,073","472","202","41","1"
