"행정구역","2020년06월_계_총인구수","2020년06월_계_연령구간인구수","2020년06월_계_0~9세","2020년06월_계_10~19세","2020년06월_계_20~29세","2020년06월_계_30~39세","2020년06월_계_40~49세","2020년06월_계_50~59세","2020년06월_계_60~69세","2020년06월_계_70~79세","2020년06월_계_80~89세","2020년06월_계_90~99세","2020년06월_계_100세 이상","2020년06월_남_총인구수","2020년06월_남_연령구간인구수","2020년06월_남_0~9세","2020년06월_남_10~19세","2020년06월_남_20~29세","2020년06월_남_30~39세","2020년06월_남_40~49세","2020년06월_남_50~59세","2020년06월_남_60~69세","2020년06월_남_70~79세","2020년06월_남_80~89세","2020년06월_남_90~99세","2020년06월_남_100세 이상","2020년06월_여_총인구수","2020년06월_여_연령구간인구수","2020년06월_여_0~9세","2020년06월_여_10~19세","2020년06월_여_20~29세","2020년06월_여_30~39세","2020년06월_여_40~49세","2020년06월_여_50~59세","2020년06월_여_60~69세","2020년06월_여_70~79세","2020년06월_여_80~89세","2020년06월_여_90~99세","2020년06월_여_100세 이상"
"서울특별시 성동구 (1120000000)","297,397","297,397","21,109","20,801","45,629","49,882","46,019","47,891","35,811","20,572","8,295","1,147","241","145,258","145,258","10,778","10,396","22,571","24,498","23,069","23,911","17,364","9,186","3,103","313","69","152,139","152,139","10,331","10,405","23,058","25,384","22,950","23,980","18,447","11,386","5,192","834","172"
"서울특별시 성동구 왕십리제2동(1120052000)","17,288","17,288","1,241","1,248","2,544","2,984","2,695","2,794","2,078","1,182","439","63","20","8,415","8,415","650","630","1,236","1,495","1,337","1,352","993","526","171","18","7","8,873","8,873","591","618","1,308","1,489","1,358","1,442","1,085","656","268","45","13"
"서울특별시 성동구 왕십리도선동(1120053500)","27,304","27,304","2,441","1,652","4,435","4,841","4,069","4,472","2,954","1,628","684","106","22","13,028","13,028","1,224","841","2,062","2,276","2,038","2,123","1,479","710","241","28","6","14,276","14,276","1,217","811","2,373","2,565","2,031","2,349","1,475","918","443","78","16"
"서울특별시 성동구 마장동(1120054000)","23,094","23,094","1,252","1,730","4,459","3,256","3,141","3,786","2,933","1,737","697","85","18","11,372","11,372","637","873","2,216","1,680","1,571","1,856","1,439","801","274","22","3","11,722","11,722","615","857","2,243","1,576","1,570","1,930","1,494","936","423","63","15"
"서울특별시 성동구 사근동(1120055000)","11,901","11,901","436","877","4,492","1,634","1,141","1,294","938","756","286","36","11","6,100","6,100","228","378","2,475","904","589","639","426","333","112","10","6","5,801","5,801","208","499","2,017","730","552","655","512","423","174","26","5"
"서울특별시 성동구 행당제1동(1120056000)","14,473","14,473","1,021","1,044","2,327","2,379","2,219","2,358","1,676","983","389","69","8","6,979","6,979","519","503","1,131","1,153","1,077","1,143","842","438","152","19","2","7,494","7,494","502","541","1,196","1,226","1,142","1,215","834","545","237","50","6"
"서울특별시 성동구 행당제2동(1120057000)","24,349","24,349","1,894","2,210","3,044","3,782","4,213","3,944","2,706","1,741","696","98","21","11,425","11,425","937","1,013","1,433","1,799","2,031","1,928","1,229","752","269","26","8","12,924","12,924","957","1,197","1,611","1,983","2,182","2,016","1,477","989","427","72","13"
"서울특별시 성동구 응봉동(1120058000)","15,887","15,887","1,209","1,732","1,777","2,287","2,989","2,438","1,688","1,196","494","69","8","7,508","7,508","602","842","886","1,110","1,410","1,184","754","513","187","17","3","8,379","8,379","607","890","891","1,177","1,579","1,254","934","683","307","52","5"
"서울특별시 성동구 금호1가동(1120059000)","15,830","15,830","1,347","1,107","1,853","2,841","2,613","2,391","2,035","1,097","481","53","12","7,560","7,560","672","577","933","1,315","1,328","1,148","921","470","176","18","2","8,270","8,270","675","530","920","1,526","1,285","1,243","1,114","627","305","35","10"
"서울특별시 성동구 금호2.3가동(1120061500)","23,743","23,743","1,773","1,557","3,028","4,268","3,815","3,729","2,958","1,766","715","107","27","11,300","11,300","919","785","1,520","2,045","1,881","1,766","1,346","761","239","31","7","12,443","12,443","854","772","1,508","2,223","1,934","1,963","1,612","1,005","476","76","20"
"서울특별시 성동구 금호4가동(1120062000)","14,879","14,879","1,410","987","1,557","2,805","2,631","2,153","1,777","1,068","432","50","9","7,129","7,129","718","518","784","1,322","1,318","1,049","796","460","146","14","4","7,750","7,750","692","469","773","1,483","1,313","1,104","981","608","286","36","5"
