"행정구역","2021년03월_계_총인구수","2021년03월_계_연령구간인구수","2021년03월_계_0~9세","2021년03월_계_10~19세","2021년03월_계_20~29세","2021년03월_계_30~39세","2021년03월_계_40~49세","2021년03월_계_50~59세","2021년03월_계_60~69세","2021년03월_계_70~79세","2021년03월_계_80~89세","2021년03월_계_90~99세","2021년03월_계_100세 이상","2021년03월_남_총인구수","2021년03월_남_연령구간인구수","2021년03월_남_0~9세","2021년03월_남_10~19세","2021년03월_남_20~29세","2021년03월_남_30~39세","2021년03월_남_40~49세","2021년03월_남_50~59세","2021년03월_남_60~69세","2021년03월_남_70~79세","2021년03월_남_80~89세","2021년03월_남_90~99세","2021년03월_남_100세 이상","2021년03월_여_총인구수","2021년03월_여_연령구간인구수","2021년03월_여_0~9세","2021년03월_여_10~19세","2021년03월_여_20~29세","2021년03월_여_30~39세","2021년03월_여_40~49세","2021년03월_여_50~59세","2021년03월_여_60~69세","2021년03월_여_70~79세","2021년03월_여_80~89세","2021년03월_여_90~99세","2021년03월_여_100세 이상"
"부산광역시 동래구 (2626000000)","269,497","269,497","19,413","24,815","32,341","32,628","43,096","43,968","41,334","22,329","8,438","1,065","70","131,207","131,207","10,033","12,933","16,905","16,399","21,082","20,892","19,221","10,280","3,207","245","10","138,290","138,290","9,380","11,882","15,436","16,229","22,014","23,076","22,113","12,049","5,231","820","60"
"부산광역시 동래구 수민동(2626051000)","32,918","32,918","2,585","2,796","3,922","4,325","5,057","5,359","5,000","2,700","1,037","133","4","16,055","16,055","1,310","1,509","2,092","2,180","2,518","2,462","2,319","1,236","391","37","1","16,863","16,863","1,275","1,287","1,830","2,145","2,539","2,897","2,681","1,464","646","96","3"
"부산광역시 동래구 복산동(2626052000)","9,993","9,993","334","637","1,102","875","1,227","1,751","2,043","1,320","594","87","23","4,845","4,845","170","343","597","493","644","851","958","558","211","20","0","5,148","5,148","164","294","505","382","583","900","1,085","762","383","67","23"
"부산광역시 동래구 명륜동(2626054500)","24,940","24,940","2,662","3,230","2,484","3,062","5,088","3,619","2,639","1,488","589","78","1","12,225","12,225","1,396","1,768","1,277","1,419","2,454","1,758","1,223","684","231","15","0","12,715","12,715","1,266","1,462","1,207","1,643","2,634","1,861","1,416","804","358","63","1"
"부산광역시 동래구 온천제1동(2626055000)","19,479","19,479","1,020","1,131","3,061","3,155","3,048","3,005","2,670","1,618","684","80","7","9,241","9,241","501","566","1,382","1,590","1,475","1,468","1,267","709","261","21","1","10,238","10,238","519","565","1,679","1,565","1,573","1,537","1,403","909","423","59","6"
"부산광역시 동래구 온천제2동(2626056000)","15,049","15,049","868","1,414","1,747","1,423","2,121","2,454","2,575","1,597","729","114","7","7,278","7,278","422","752","962","745","1,018","1,153","1,198","719","281","25","3","7,771","7,771","446","662","785","678","1,103","1,301","1,377","878","448","89","4"
"부산광역시 동래구 온천제3동(2626057000)","39,042","39,042","2,595","2,881","5,533","5,372","5,665","6,605","6,025","3,114","1,123","123","6","19,131","19,131","1,328","1,508","2,802","2,777","2,805","3,109","2,846","1,445","472","38","1","19,911","19,911","1,267","1,373","2,731","2,595","2,860","3,496","3,179","1,669","651","85","5"
"부산광역시 동래구 사직제1동(2626058000)","10,785","10,785","817","1,009","1,275","1,378","1,775","1,678","1,494","917","394","46","2","5,156","5,156","425","466","673","676","861","826","648","408","164","8","1","5,629","5,629","392","543","602","702","914","852","846","509","230","38","1"
"부산광역시 동래구 사직제2동(2626059000)","27,934","27,934","2,574","4,079","3,112","2,724","5,649","4,555","3,264","1,442","467","67","1","13,502","13,502","1,313","1,990","1,692","1,263","2,596","2,256","1,562","673","149","8","0","14,432","14,432","1,261","2,089","1,420","1,461","3,053","2,299","1,702","769","318","59","1"
"부산광역시 동래구 사직제3동(2626060000)","17,490","17,490","1,510","1,786","1,779","1,947","3,208","2,552","2,570","1,547","528","63","0","8,675","8,675","864","1,002","923","932","1,629","1,265","1,160","692","202","6","0","8,815","8,815","646","784","856","1,015","1,579","1,287","1,410","855","326","57","0"
"부산광역시 동래구 안락제1동(2626074000)","14,852","14,852","790","970","1,730","1,695","2,039","2,536","2,845","1,609","564","68","6","7,325","7,325","429","520","911","897","1,057","1,218","1,308","749","220","14","2","7,527","7,527","361","450","819","798","982","1,318","1,537","860","344","54","4"
"부산광역시 동래구 안락제2동(2626075000)","27,617","27,617","1,854","2,799","3,184","3,059","4,351","4,792","4,515","2,181","777","98","7","13,467","13,467","943","1,462","1,743","1,551","2,073","2,251","2,093","1,042","283","26","0","14,150","14,150","911","1,337","1,441","1,508","2,278","2,541","2,422","1,139","494","72","7"
"부산광역시 동래구 명장제1동(2626076100)","14,426","14,426","979","1,050","1,609","1,769","1,949","2,435","2,684","1,390","506","52","3","7,000","7,000","502","494","860","894","1,002","1,120","1,262","666","186","13","1","7,426","7,426","477","556","749","875","947","1,315","1,422","724","320","39","2"
"부산광역시 동래구 명장제2동(2626076200)","14,972","14,972","825","1,033","1,803","1,844","1,919","2,627","3,010","1,406","446","56","3","7,307","7,307","430","553","991","982","950","1,155","1,377","699","156","14","0","7,665","7,665","395","480","812","862","969","1,472","1,633","707","290","42","3"
