"ÇàÁ¤±¸¿ª","2021³â07¿ù_°è_ÃÑÀÎ±¸¼ö","2021³â07¿ù_°è_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â07¿ù_°è_0~9¼¼","2021³â07¿ù_°è_10~19¼¼","2021³â07¿ù_°è_20~29¼¼","2021³â07¿ù_°è_30~39¼¼","2021³â07¿ù_°è_40~49¼¼","2021³â07¿ù_°è_50~59¼¼","2021³â07¿ù_°è_60~69¼¼","2021³â07¿ù_°è_70~79¼¼","2021³â07¿ù_°è_80~89¼¼","2021³â07¿ù_°è_90~99¼¼","2021³â07¿ù_°è_100¼¼ ÀÌ»ó","2021³â07¿ù_³²_ÃÑÀÎ±¸¼ö","2021³â07¿ù_³²_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â07¿ù_³²_0~9¼¼","2021³â07¿ù_³²_10~19¼¼","2021³â07¿ù_³²_20~29¼¼","2021³â07¿ù_³²_30~39¼¼","2021³â07¿ù_³²_40~49¼¼","2021³â07¿ù_³²_50~59¼¼","2021³â07¿ù_³²_60~69¼¼","2021³â07¿ù_³²_70~79¼¼","2021³â07¿ù_³²_80~89¼¼","2021³â07¿ù_³²_90~99¼¼","2021³â07¿ù_³²_100¼¼ ÀÌ»ó","2021³â07¿ù_¿©_ÃÑÀÎ±¸¼ö","2021³â07¿ù_¿©_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â07¿ù_¿©_0~9¼¼","2021³â07¿ù_¿©_10~19¼¼","2021³â07¿ù_¿©_20~29¼¼","2021³â07¿ù_¿©_30~39¼¼","2021³â07¿ù_¿©_40~49¼¼","2021³â07¿ù_¿©_50~59¼¼","2021³â07¿ù_¿©_60~69¼¼","2021³â07¿ù_¿©_70~79¼¼","2021³â07¿ù_¿©_80~89¼¼","2021³â07¿ù_¿©_90~99¼¼","2021³â07¿ù_¿©_100¼¼ ÀÌ»ó"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ (2917000000)","428,040","428,040","32,600","41,953","61,723","54,840","66,381","71,252","55,122","29,753","12,588","1,764","64","212,537","212,537","16,665","22,132","32,479","28,587","33,299","34,965","26,206","13,334","4,502","363","5","215,503","215,503","15,935","19,821","29,244","26,253","33,082","36,287","28,916","16,419","8,086","1,401","59"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÁßÈï1µ¿(2917051000)","4,892","4,892","237","179","917","949","620","655","675","452","186","20","2","2,525","2,525","112","100","397","507","376","381","362","205","76","8","1","2,367","2,367","125","79","520","442","244","274","313","247","110","12","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÁßÈï2µ¿(2917052000)","6,793","6,793","263","455","1,349","777","847","977","981","767","336","40","1","3,456","3,456","135","226","686","462","449","513","479","340","149","17","0","3,337","3,337","128","229","663","315","398","464","502","427","187","23","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÁßÈï3µ¿(2917053000)","4,826","4,826","253","289","923","695","708","659","631","459","189","18","2","2,542","2,542","137","157","474","411","403","372","308","199","76","5","0","2,284","2,284","116","132","449","284","305","287","323","260","113","13","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ Áß¾Óµ¿(2917055500)","3,120","3,120","79","108","471","401","376","544","564","366","166","40","5","1,661","1,661","44","47","228","239","235","320","298","175","65","9","1","1,459","1,459","35","61","243","162","141","224","266","191","101","31","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÀÓµ¿(2917057000)","8,656","8,656","635","587","1,124","1,291","1,245","1,278","1,257","875","313","49","2","4,286","4,286","336","310","568","658","659","646","556","400","146","7","0","4,370","4,370","299","277","556","633","586","632","701","475","167","42","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ½Å¾Èµ¿(2917058000)","11,937","11,937","445","688","2,241","1,789","1,570","1,873","1,729","1,087","467","44","4","6,278","6,278","220","361","1,154","1,039","932","1,015","864","492","190","11","0","5,659","5,659","225","327","1,087","750","638","858","865","595","277","33","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ëºÀµ¿(2917059000)","38,516","38,516","2,594","3,750","7,190","4,756","5,531","6,666","4,635","2,369","907","116","2","19,194","19,194","1,286","1,995","3,798","2,557","2,766","3,156","2,195","1,079","334","28","0","19,322","19,322","1,308","1,755","3,392","2,199","2,765","3,510","2,440","1,290","573","88","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿î¾Ï1µ¿(2917060100)","19,382","19,382","1,703","2,259","2,511","2,227","3,086","3,069","2,749","1,292","426","59","1","9,368","9,368","875","1,155","1,296","1,064","1,417","1,440","1,285","648","174","14","0","10,014","10,014","828","1,104","1,215","1,163","1,669","1,629","1,464","644","252","45","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿î¾Ï2µ¿(2917060200)","12,078","12,078","529","871","1,709","1,296","1,621","2,093","2,103","1,282","515","56","3","6,093","6,093","243","441","908","744","850","1,084","989","605","214","15","0","5,985","5,985","286","430","801","552","771","1,009","1,114","677","301","41","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿î¾Ï3µ¿(2917060300)","12,823","12,823","903","1,387","1,831","1,434","1,828","2,240","1,907","853","376","64","0","6,153","6,153","459","743","1,003","708","845","992","885","380","127","11","0","6,670","6,670","444","644","828","726","983","1,248","1,022","473","249","53","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µ¿¸²µ¿(2917061500)","23,532","23,532","2,151","2,275","3,039","3,505","3,882","3,843","2,864","1,389","507","73","4","11,609","11,609","1,106","1,220","1,596","1,776","1,973","1,822","1,266","651","181","17","1","11,923","11,923","1,045","1,055","1,443","1,729","1,909","2,021","1,598","738","326","56","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ì»êµ¿(2917062000)","10,456","10,456","388","650","1,326","957","1,234","1,798","2,067","1,373","579","83","1","5,088","5,088","202","346","689","527","666","912","940","596","197","13","0","5,368","5,368","186","304","637","430","568","886","1,127","777","382","70","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ Ç³Çâµ¿(2917063500)","5,820","5,820","521","516","713","778","905","896","751","498","212","28","2","2,908","2,908","261","258","389","395","484","478","339","229","72","3","0","2,912","2,912","260","258","324","383","421","418","412","269","140","25","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®È­µ¿(2917065000)","21,008","21,008","1,672","1,640","2,589","3,009","2,998","3,440","3,079","1,716","754","104","7","10,336","10,336","825","895","1,355","1,574","1,573","1,642","1,435","754","259","23","1","10,672","10,672","847","745","1,234","1,435","1,425","1,798","1,644","962","495","81","6"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï1µ¿(2917065600)","16,084","16,084","1,083","1,860","2,333","1,582","2,417","2,976","2,240","1,082","456","53","2","7,817","7,817","507","970","1,254","807","1,116","1,396","1,102","495","159","11","0","8,267","8,267","576","890","1,079","775","1,301","1,580","1,138","587","297","42","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï2µ¿(2917065700)","15,818","15,818","1,028","1,431","2,530","1,954","2,331","2,553","2,158","1,200","545","85","3","7,535","7,535","528","743","1,279","1,044","1,152","1,153","935","475","204","21","1","8,283","8,283","500","688","1,251","910","1,179","1,400","1,223","725","341","64","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï1µ¿(2917066100)","7,786","7,786","263","616","1,139","737","984","1,373","1,334","930","358","51","1","3,887","3,887","146","327","603","398","529","681","600","441","148","14","0","3,899","3,899","117","289","536","339","455","692","734","489","210","37","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï2µ¿(2917066200)","16,162","16,162","862","1,331","2,295","1,741","2,188","2,887","2,682","1,531","559","85","1","8,007","8,007","434","701","1,209","953","1,112","1,427","1,217","715","224","15","0","8,155","8,155","428","630","1,086","788","1,076","1,460","1,465","816","335","70","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï3µ¿(2917066300)","13,521","13,521","430","788","1,543","1,281","1,529","2,561","2,814","1,638","827","105","5","6,497","6,497","217","414","795","699","798","1,271","1,376","667","240","20","0","7,024","7,024","213","374","748","582","731","1,290","1,438","971","587","85","5"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ »ï°¢µ¿(2917066600)","14,173","14,173","964","1,643","2,262","1,674","2,363","2,652","1,550","730","290","45","0","7,307","7,307","519","913","1,284","867","1,136","1,362","784","336","98","8","0","6,866","6,866","445","730","978","807","1,227","1,290","766","394","192","37","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÀÏ°îµ¿(2917066900)","30,005","30,005","2,330","4,498","4,675","2,901","5,530","5,667","2,486","1,183","646","85","4","14,716","14,716","1,213","2,443","2,548","1,390","2,401","2,788","1,216","480","214","23","0","15,289","15,289","1,117","2,055","2,127","1,511","3,129","2,879","1,270","703","432","62","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¸Å°îµ¿(2917067300)","14,003","14,003","1,138","1,733","1,965","1,666","2,251","2,441","1,630","762","358","58","1","6,871","6,871","589","941","1,070","822","1,044","1,112","812","343","129","9","0","7,132","7,132","549","792","895","844","1,207","1,329","818","419","229","49","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡1µ¿(2917067600)","11,052","11,052","610","1,008","1,756","1,231","1,596","2,134","1,587","790","289","49","2","5,609","5,609","311","529","922","672","836","1,079","784","369","98","9","0","5,443","5,443","299","479","834","559","760","1,055","803","421","191","40","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡2µ¿(2917067700)","12,589","12,589","496","778","1,891","1,455","1,537","2,411","2,217","1,150","575","79","0","6,157","6,157","225","439","971","809","804","1,142","1,083","506","169","9","0","6,432","6,432","271","339","920","646","733","1,269","1,134","644","406","70","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¼®°îµ¿(2917068500)","2,543","2,543","65","123","233","207","216","516","576","358","218","29","2","1,325","1,325","31","74","137","125","123","291","310","153","76","5","0","1,218","1,218","34","49","96","82","93","225","266","205","142","24","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ °Ç±¹µ¿(2917069500)","22,498","22,498","2,662","2,540","2,743","3,460","4,050","3,360","2,077","1,009","516","79","2","11,371","11,371","1,370","1,309","1,471","1,740","2,055","1,760","1,040","464","154","8","0","11,127","11,127","1,292","1,231","1,272","1,720","1,995","1,600","1,037","545","362","71","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¾ç»êµ¿(2917069600)","37,926","37,926","3,897","4,093","5,124","5,829","6,552","5,903","3,837","1,833","731","123","4","19,066","19,066","2,060","2,076","2,693","3,062","3,322","2,918","1,858","817","237","23","0","18,860","18,860","1,837","2,017","2,431","2,767","3,230","2,985","1,979","1,016","494","100","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ½Å¿ëµ¿(2917069700)","30,041","30,041","4,399","3,857","3,301","5,258","6,386","3,787","1,942","779","287","44","1","14,875","14,875","2,274","1,999","1,702","2,538","3,243","1,812","888","320","92","7","0","15,166","15,166","2,125","1,858","1,599","2,720","3,143","1,975","1,054","459","195","37","1"
