"행정구역","2020년02월_계_총인구수","2020년02월_계_연령구간인구수","2020년02월_계_0~9세","2020년02월_계_10~19세","2020년02월_계_20~29세","2020년02월_계_30~39세","2020년02월_계_40~49세","2020년02월_계_50~59세","2020년02월_계_60~69세","2020년02월_계_70~79세","2020년02월_계_80~89세","2020년02월_계_90~99세","2020년02월_계_100세 이상","2020년02월_남_총인구수","2020년02월_남_연령구간인구수","2020년02월_남_0~9세","2020년02월_남_10~19세","2020년02월_남_20~29세","2020년02월_남_30~39세","2020년02월_남_40~49세","2020년02월_남_50~59세","2020년02월_남_60~69세","2020년02월_남_70~79세","2020년02월_남_80~89세","2020년02월_남_90~99세","2020년02월_남_100세 이상","2020년02월_여_총인구수","2020년02월_여_연령구간인구수","2020년02월_여_0~9세","2020년02월_여_10~19세","2020년02월_여_20~29세","2020년02월_여_30~39세","2020년02월_여_40~49세","2020년02월_여_50~59세","2020년02월_여_60~69세","2020년02월_여_70~79세","2020년02월_여_80~89세","2020년02월_여_90~99세","2020년02월_여_100세 이상"
"부산광역시 서구 (2614000000)","107,844","107,844","5,652","7,452","13,504","11,544","14,762","18,414","18,467","12,135","5,063","737","114","52,368","52,368","2,948","3,759","6,716","5,991","7,667","9,394","8,606","5,265","1,823","168","31","55,476","55,476","2,704","3,693","6,788","5,553","7,095","9,020","9,861","6,870","3,240","569","83"
"부산광역시 서구 동대신제1동(2614051000)","4,650","4,650","230","292","636","519","600","783","783","515","256","32","4","2,239","2,239","117","141","322","274","317","394","347","230","89","8","0","2,411","2,411","113","151","314","245","283","389","436","285","167","24","4"
"부산광역시 서구 동대신제2동(2614052000)","7,907","7,907","380","580","790","730","1,100","1,357","1,416","1,025","469","56","4","3,843","3,843","198","271","423","384","580","671","664","456","186","9","1","4,064","4,064","182","309","367","346","520","686","752","569","283","47","3"
"부산광역시 서구 동대신제3동(2614053000)","6,617","6,617","269","449","1,026","635","894","1,044","1,129","756","350","55","10","3,079","3,079","140","219","470","332","450","523","486","328","114","15","2","3,538","3,538","129","230","556","303","444","521","643","428","236","40","8"
"부산광역시 서구 서대신제1동(2614054000)","12,259","12,259","921","953","1,618","1,645","1,821","1,918","1,686","1,128","485","79","5","5,801","5,801","477","476","779","810","901","936","756","475","171","18","2","6,458","6,458","444","477","839","835","920","982","930","653","314","61","3"
"부산광역시 서구 서대신제3동(2614056000)","8,910","8,910","660","890","1,071","949","1,404","1,497","1,255","774","356","52","2","4,135","4,135","338","408","532","453","665","693","572","342","120","12","0","4,775","4,775","322","482","539","496","739","804","683","432","236","40","2"
"부산광역시 서구 서대신제4동(2614057000)","8,135","8,135","696","793","971","958","1,286","1,332","1,111","625","314","47","2","3,942","3,942","381","423","490","450","615","661","532","263","117","10","0","4,193","4,193","315","370","481","508","671","671","579","362","197","37","2"
"부산광역시 서구 부민동(2614059000)","8,048","8,048","492","598","1,577","1,056","1,096","1,135","1,113","627","292","57","5","3,849","3,849","260","297","720","526","561","560","526","270","117","10","2","4,199","4,199","232","301","857","530","535","575","587","357","175","47","3"
"부산광역시 서구 아미동(2614061500)","7,407","7,407","113","341","803","581","891","1,372","1,550","1,151","508","70","27","3,779","3,779","57","179","426","337","526","759","784","499","187","15","10","3,628","3,628","56","162","377","244","365","613","766","652","321","55","17"
"부산광역시 서구 초장동(2614063000)","4,822","4,822","131","214","443","412","650","847","1,000","753","318","45","9","2,405","2,405","62","113","233","220","383","476","484","327","92","13","2","2,417","2,417","69","101","210","192","267","371","516","426","226","32","7"
"부산광역시 서구 충무동(2614064000)","10,176","10,176","537","547","1,393","1,330","1,354","1,767","1,677","1,106","394","56","15","4,900","4,900","285","283","653","698","690","897","762","465","149","14","4","5,276","5,276","252","264","740","632","664","870","915","641","245","42","11"
"부산광역시 서구 남부민제1동(2614065000)","4,826","4,826","106","213","404","424","560","899","1,118","773","283","39","7","2,449","2,449","56","101","225","257","334","491","530","331","112","10","2","2,377","2,377","50","112","179","167","226","408","588","442","171","29","5"
"부산광역시 서구 남부민제2동(2614066000)","9,962","9,962","385","560","956","860","1,303","1,797","2,079","1,441","499","69","13","4,965","4,965","197","299","523","479","700","969","993","628","159","16","2","4,997","4,997","188","261","433","381","603","828","1,086","813","340","53","11"
"부산광역시 서구 암남동(2614068000)","14,125","14,125","732","1,022","1,816","1,445","1,803","2,666","2,550","1,461","539","80","11","6,982","6,982","380","549","920","771","945","1,364","1,170","651","210","18","4","7,143","7,143","352","473","896","674","858","1,302","1,380","810","329","62","7"
