"행정구역","2021년02월_계_총인구수","2021년02월_계_연령구간인구수","2021년02월_계_0~9세","2021년02월_계_10~19세","2021년02월_계_20~29세","2021년02월_계_30~39세","2021년02월_계_40~49세","2021년02월_계_50~59세","2021년02월_계_60~69세","2021년02월_계_70~79세","2021년02월_계_80~89세","2021년02월_계_90~99세","2021년02월_계_100세 이상","2021년02월_남_총인구수","2021년02월_남_연령구간인구수","2021년02월_남_0~9세","2021년02월_남_10~19세","2021년02월_남_20~29세","2021년02월_남_30~39세","2021년02월_남_40~49세","2021년02월_남_50~59세","2021년02월_남_60~69세","2021년02월_남_70~79세","2021년02월_남_80~89세","2021년02월_남_90~99세","2021년02월_남_100세 이상","2021년02월_여_총인구수","2021년02월_여_연령구간인구수","2021년02월_여_0~9세","2021년02월_여_10~19세","2021년02월_여_20~29세","2021년02월_여_30~39세","2021년02월_여_40~49세","2021년02월_여_50~59세","2021년02월_여_60~69세","2021년02월_여_70~79세","2021년02월_여_80~89세","2021년02월_여_90~99세","2021년02월_여_100세 이상"
"전국  (0000000000)","51,824,142","51,824,142","3,927,428","4,772,917","6,771,959","6,834,586","8,287,143","8,644,918","6,840,597","3,710,261","1,754,576","257,462","22,295","25,836,561","25,836,561","2,013,879","2,467,570","3,555,102","3,522,547","4,211,408","4,364,043","3,346,265","1,672,552","619,492","58,234","5,469","25,987,581","25,987,581","1,913,549","2,305,347","3,216,857","3,312,039","4,075,735","4,280,875","3,494,332","2,037,709","1,135,084","199,228","16,826"
"서울특별시  (1100000000)","9,648,606","9,648,606","614,701","776,296","1,449,950","1,466,661","1,523,103","1,522,829","1,255,862","706,474","282,532","43,325","6,873","4,690,282","4,690,282","315,565","398,241","701,927","733,246","754,506","748,716","592,809","321,493","110,577","11,371","1,831","4,958,324","4,958,324","299,136","378,055","748,023","733,415","768,597","774,113","663,053","384,981","171,955","31,954","5,042"
"부산광역시  (2600000000)","3,387,761","3,387,761","229,989","270,716","428,013","416,025","510,485","566,594","536,607","294,327","117,738","15,359","1,908","1,658,540","1,658,540","118,018","139,765","222,783","212,814","257,146","275,097","253,816","132,717","42,571","3,394","419","1,729,221","1,729,221","111,971","130,951","205,230","203,211","253,339","291,497","282,791","161,610","75,167","11,965","1,489"
"대구광역시  (2700000000)","2,413,191","2,413,191","175,992","224,223","319,256","291,854","381,902","424,457","330,162","175,891","79,011","9,696","747","1,190,244","1,190,244","90,171","117,111","170,285","152,032","188,481","207,880","157,160","76,952","27,861","2,135","176","1,222,947","1,222,947","85,821","107,112","148,971","139,822","193,421","216,577","173,002","98,939","51,150","7,561","571"
"인천광역시  (2800000000)","2,941,705","2,941,705","226,037","273,059","398,734","403,643","483,581","511,793","374,458","178,233","78,618","12,558","991","1,473,245","1,473,245","116,109","140,481","207,750","208,746","247,319","255,768","185,546","81,372","27,185","2,702","267","1,468,460","1,468,460","109,928","132,578","190,984","194,897","236,262","256,025","188,912","96,861","51,433","9,856","724"
"광주광역시  (2900000000)","1,447,953","1,447,953","118,272","155,985","208,358","184,837","240,549","234,091","165,368","93,874","40,228","5,961","430","716,331","716,331","60,752","80,788","108,914","94,361","119,358","116,085","78,869","41,642","14,231","1,277","54","731,622","731,622","57,520","75,197","99,444","90,476","121,191","118,006","86,499","52,232","25,997","4,684","376"
"대전광역시  (3000000000)","1,462,064","1,462,064","113,038","145,510","211,623","193,082","236,454","241,208","182,044","91,636","41,101","5,988","380","729,663","729,663","58,062","75,235","111,005","100,790","117,977","120,216","88,425","41,708","14,752","1,404","89","732,401","732,401","54,976","70,275","100,618","92,292","118,477","120,992","93,619","49,928","26,349","4,584","291"
"울산광역시  (3100000000)","1,132,953","1,132,953","97,069","111,590","143,223","150,171","187,255","208,784","147,840","60,692","23,025","3,124","180","582,190","582,190","49,895","58,762","80,445","79,809","95,488","106,202","74,454","28,894","7,660","544","37","550,763","550,763","47,174","52,828","62,778","70,362","91,767","102,582","73,386","31,798","15,365","2,580","143"
"세종특별자치시  (3600000000)","359,569","359,569","47,289","43,332","37,759","61,557","69,982","45,760","30,908","14,469","7,227","1,236","50","179,528","179,528","24,220","21,778","19,239","30,063","35,638","23,872","15,313","6,675","2,452","267","11","180,041","180,041","23,069","21,554","18,520","31,494","34,344","21,888","15,595","7,794","4,775","969","39"
"경기도  (4100000000)","13,471,758","13,471,758","1,137,876","1,326,417","1,809,124","1,904,371","2,304,741","2,244,792","1,562,484","770,026","354,104","53,410","4,413","6,777,066","6,777,066","582,577","681,663","952,514","981,717","1,171,899","1,137,406","776,618","349,722","128,993","12,768","1,189","6,694,692","6,694,692","555,299","644,754","856,610","922,654","1,132,842","1,107,386","785,866","420,304","225,111","40,642","3,224"
