"행정구역","2020년09월_계_총인구수","2020년09월_계_연령구간인구수","2020년09월_계_0~9세","2020년09월_계_10~19세","2020년09월_계_20~29세","2020년09월_계_30~39세","2020년09월_계_40~49세","2020년09월_계_50~59세","2020년09월_계_60~69세","2020년09월_계_70~79세","2020년09월_계_80~89세","2020년09월_계_90~99세","2020년09월_계_100세 이상","2020년09월_남_총인구수","2020년09월_남_연령구간인구수","2020년09월_남_0~9세","2020년09월_남_10~19세","2020년09월_남_20~29세","2020년09월_남_30~39세","2020년09월_남_40~49세","2020년09월_남_50~59세","2020년09월_남_60~69세","2020년09월_남_70~79세","2020년09월_남_80~89세","2020년09월_남_90~99세","2020년09월_남_100세 이상","2020년09월_여_총인구수","2020년09월_여_연령구간인구수","2020년09월_여_0~9세","2020년09월_여_10~19세","2020년09월_여_20~29세","2020년09월_여_30~39세","2020년09월_여_40~49세","2020년09월_여_50~59세","2020년09월_여_60~69세","2020년09월_여_70~79세","2020년09월_여_80~89세","2020년09월_여_90~99세","2020년09월_여_100세 이상"
"경상북도 예천군 (4790000000)","55,416","55,416","4,630","4,351","4,063","5,503","7,063","8,081","9,248","6,913","4,875","655","34","27,248","27,248","2,369","2,317","2,296","2,771","3,864","4,217","4,580","3,066","1,646","119","3","28,168","28,168","2,261","2,034","1,767","2,732","3,199","3,864","4,668","3,847","3,229","536","31"
"경상북도 예천군 예천읍(4790025000)","14,847","14,847","799","1,235","1,320","1,181","1,917","2,506","2,848","1,835","1,040","160","6","7,331","7,331","394","701","771","611","1,038","1,235","1,350","831","371","28","1","7,516","7,516","405","534","549","570","879","1,271","1,498","1,004","669","132","5"
"경상북도 예천군 용문면(4790031000)","2,340","2,340","75","111","95","80","186","355","501","502","390","42","3","1,163","1,163","44","64","55","43","121","205","268","219","135","9","0","1,177","1,177","31","47","40","37","65","150","233","283","255","33","3"
"경상북도 예천군 감천면(4790034000)","2,685","2,685","64","85","149","116","170","430","676","513","423","55","4","1,329","1,329","36","41","102","67","114","231","352","218","154","13","1","1,356","1,356","28","44","47","49","56","199","324","295","269","42","3"
"경상북도 예천군 보문면(4790035000)","1,721","1,721","56","58","61","81","124","262","413","347","288","31","0","849","849","28","37","34","42","85","160","218","147","90","8","0","872","872","28","21","27","39","39","102","195","200","198","23","0"
"경상북도 예천군 호명면(4790036000)","18,789","18,789","3,245","2,265","1,646","3,335","3,472","2,195","1,361","731","466","70","3","9,240","9,240","1,659","1,163","860","1,578","1,734","1,094","669","327","146","10","0","9,549","9,549","1,586","1,102","786","1,757","1,738","1,101","692","404","320","60","3"
"경상북도 예천군 유천면(4790037000)","2,549","2,549","151","110","218","223","237","331","446","425","350","56","2","1,254","1,254","82","58","137","123","160","194","197","187","104","12","0","1,295","1,295","69","52","81","100","77","137","249","238","246","44","2"
"경상북도 예천군 용궁면(4790038000)","2,471","2,471","53","90","117","114","202","381","569","533","359","49","4","1,202","1,202","26","48","64","71","137","202","276","237","132","9","0","1,269","1,269","27","42","53","43","65","179","293","296","227","40","4"
"경상북도 예천군 개포면(4790039000)","1,538","1,538","21","46","54","44","106","221","386","351","278","29","2","740","740","7","28","34","26","72","130","197","150","94","2","0","798","798","14","18","20","18","34","91","189","201","184","27","2"
"경상북도 예천군 지보면(4790040000)","2,731","2,731","50","84","91","114","205","429","679","580","442","53","4","1,340","1,340","27","43","52","74","140","244","345","269","138","7","1","1,391","1,391","23","41","39","40","65","185","334","311","304","46","3"
"경상북도 예천군 풍양면(4790041000)","3,194","3,194","55","129","199","113","252","506","726","649","504","59","2","1,536","1,536","32","65","122","80","149","275","358","274","173","8","0","1,658","1,658","23","64","77","33","103","231","368","375","331","51","2"
"경상북도 예천군 효자면(4790042000)","1,187","1,187","25","63","47","41","88","241","336","176","145","24","1","587","587","13","36","24","17","53","120","192","87","38","7","0","600","600","12","27","23","24","35","121","144","89","107","17","1"
"경상북도 예천군 은풍면(4790043000)","1,364","1,364","36","75","66","61","104","224","307","271","190","27","3","677","677","21","33","41","39","61","127","158","120","71","6","0","687","687","15","42","25","22","43","97","149","151","119","21","3"
