"행정구역","2021년12월_계_총인구수","2021년12월_계_연령구간인구수","2021년12월_계_0~9세","2021년12월_계_10~19세","2021년12월_계_20~29세","2021년12월_계_30~39세","2021년12월_계_40~49세","2021년12월_계_50~59세","2021년12월_계_60~69세","2021년12월_계_70~79세","2021년12월_계_80~89세","2021년12월_계_90~99세","2021년12월_계_100세 이상","2021년12월_남_총인구수","2021년12월_남_연령구간인구수","2021년12월_남_0~9세","2021년12월_남_10~19세","2021년12월_남_20~29세","2021년12월_남_30~39세","2021년12월_남_40~49세","2021년12월_남_50~59세","2021년12월_남_60~69세","2021년12월_남_70~79세","2021년12월_남_80~89세","2021년12월_남_90~99세","2021년12월_남_100세 이상","2021년12월_여_총인구수","2021년12월_여_연령구간인구수","2021년12월_여_0~9세","2021년12월_여_10~19세","2021년12월_여_20~29세","2021년12월_여_30~39세","2021년12월_여_40~49세","2021년12월_여_50~59세","2021년12월_여_60~69세","2021년12월_여_70~79세","2021년12월_여_80~89세","2021년12월_여_90~99세","2021년12월_여_100세 이상"
"경기도 남양주시 (4136000000)","733,798","733,798","63,527","78,293","86,336","90,426","132,228","122,453","90,900","46,068","20,519","2,934","114","365,103","365,103","32,641","40,342","44,876","44,673","66,249","62,456","44,243","21,078","7,842","682","21","368,695","368,695","30,886","37,951","41,460","45,753","65,979","59,997","46,657","24,990","12,677","2,252","93"
"경기도 남양주시 와부읍(4136025000)","60,226","60,226","3,615","7,112","7,519","5,651","10,374","11,082","7,829","4,683","2,045","304","12","29,681","29,681","1,879","3,643","3,981","2,815","4,882","5,607","3,755","2,188","840","87","4","30,545","30,545","1,736","3,469","3,538","2,836","5,492","5,475","4,074","2,495","1,205","217","8"
"경기도 남양주시 진접읍(4136025300)","93,408","93,408","7,573","11,393","10,755","9,921","17,073","15,767","11,783","6,036","2,758","336","13","47,191","47,191","3,930","5,902","5,740","4,963","8,566","8,344","5,918","2,706","1,034","87","1","46,217","46,217","3,643","5,491","5,015","4,958","8,507","7,423","5,865","3,330","1,724","249","12"
"경기도 남양주시 화도읍(4136025600)","104,016","104,016","8,145","11,379","12,166","11,779","19,480","17,986","12,875","6,857","2,955","381","13","52,008","52,008","4,199","5,971","6,387","5,903","9,792","9,324","6,194","3,015","1,124","96","3","52,008","52,008","3,946","5,408","5,779","5,876","9,688","8,662","6,681","3,842","1,831","285","10"
"경기도 남양주시 화도읍동부출장소(4136025700)","14,794","14,794","1,534","1,388","1,539","2,088","2,619","2,338","1,981","829","385","92","1","7,443","7,443","792","721","806","1,044","1,348","1,181","987","396","150","17","1","7,351","7,351","742","667","733","1,044","1,271","1,157","994","433","235","75","0"
"경기도 남양주시 진건읍(4136025900)","23,505","23,505","905","1,742","3,108","2,253","3,120","4,996","4,284","1,956","994","141","6","12,230","12,230","500","900","1,732","1,252","1,655","2,637","2,258","899","366","31","0","11,275","11,275","405","842","1,376","1,001","1,465","2,359","2,026","1,057","628","110","6"
"경기도 남양주시 오남읍(4136026200)","53,494","53,494","3,605","6,436","6,782","5,340","9,762","10,067","6,143","3,486","1,655","211","7","26,872","26,872","1,862","3,335","3,576","2,729","4,845","5,323","3,009","1,510","632","50","1","26,622","26,622","1,743","3,101","3,206","2,611","4,917","4,744","3,134","1,976","1,023","161","6"
"경기도 남양주시 퇴계원읍(4136026500)","28,863","28,863","1,549","2,471","3,837","3,194","4,066","5,527","4,828","2,226","1,031","128","6","14,392","14,392","769","1,295","2,042","1,699","2,039","2,688","2,403","1,043","381","32","1","14,471","14,471","780","1,176","1,795","1,495","2,027","2,839","2,425","1,183","650","96","5"
"경기도 남양주시 별내면(4136031000)","19,511","19,511","1,130","1,867","2,471","1,708","3,092","3,676","2,907","1,681","847","125","7","9,778","9,778","591","1,003","1,266","870","1,588","1,896","1,415","743","364","40","2","9,733","9,733","539","864","1,205","838","1,504","1,780","1,492","938","483","85","5"
"경기도 남양주시 수동면(4136034000)","8,957","8,957","303","542","802","733","981","1,800","1,999","1,129","530","130","8","4,720","4,720","165","315","465","405","543","1,006","1,034","554","208","23","2","4,237","4,237","138","227","337","328","438","794","965","575","322","107","6"
