"ÇàÁ¤±¸¿ª","2021³â11¿ù_°è_ÃÑÀÎ±¸¼ö","2021³â11¿ù_°è_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â11¿ù_°è_0~9¼¼","2021³â11¿ù_°è_10~19¼¼","2021³â11¿ù_°è_20~29¼¼","2021³â11¿ù_°è_30~39¼¼","2021³â11¿ù_°è_40~49¼¼","2021³â11¿ù_°è_50~59¼¼","2021³â11¿ù_°è_60~69¼¼","2021³â11¿ù_°è_70~79¼¼","2021³â11¿ù_°è_80~89¼¼","2021³â11¿ù_°è_90~99¼¼","2021³â11¿ù_°è_100¼¼ ÀÌ»ó","2021³â11¿ù_³²_ÃÑÀÎ±¸¼ö","2021³â11¿ù_³²_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â11¿ù_³²_0~9¼¼","2021³â11¿ù_³²_10~19¼¼","2021³â11¿ù_³²_20~29¼¼","2021³â11¿ù_³²_30~39¼¼","2021³â11¿ù_³²_40~49¼¼","2021³â11¿ù_³²_50~59¼¼","2021³â11¿ù_³²_60~69¼¼","2021³â11¿ù_³²_70~79¼¼","2021³â11¿ù_³²_80~89¼¼","2021³â11¿ù_³²_90~99¼¼","2021³â11¿ù_³²_100¼¼ ÀÌ»ó","2021³â11¿ù_¿©_ÃÑÀÎ±¸¼ö","2021³â11¿ù_¿©_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â11¿ù_¿©_0~9¼¼","2021³â11¿ù_¿©_10~19¼¼","2021³â11¿ù_¿©_20~29¼¼","2021³â11¿ù_¿©_30~39¼¼","2021³â11¿ù_¿©_40~49¼¼","2021³â11¿ù_¿©_50~59¼¼","2021³â11¿ù_¿©_60~69¼¼","2021³â11¿ù_¿©_70~79¼¼","2021³â11¿ù_¿©_80~89¼¼","2021³â11¿ù_¿©_90~99¼¼","2021³â11¿ù_¿©_100¼¼ ÀÌ»ó"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µ¿¸²µ¿(2917061500)","23,413","23,413","2,116","2,228","2,991","3,463","3,825","3,869","2,920","1,393","529","72","7","11,529","11,529","1,097","1,189","1,567","1,754","1,949","1,819","1,302","644","191","15","2","11,884","11,884","1,019","1,039","1,424","1,709","1,876","2,050","1,618","749","338","57","5"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ì»êµ¿(2917062000)","10,323","10,323","370","632","1,291","942","1,211","1,741","2,058","1,393","595","89","1","5,005","5,005","187","338","659","514","662","876","946","608","199","16","0","5,318","5,318","183","294","632","428","549","865","1,112","785","396","73","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ Ç³Çâµ¿(2917063500)","5,741","5,741","520","502","717","748","912","871","753","479","213","24","2","2,872","2,872","255","248","391","386","488","462","353","214","73","2","0","2,869","2,869","265","254","326","362","424","409","400","265","140","22","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®È­µ¿(2917065000)","20,925","20,925","1,664","1,628","2,571","2,985","2,936","3,429","3,102","1,725","772","107","6","10,295","10,295","832","890","1,368","1,529","1,542","1,635","1,458","751","268","21","1","10,630","10,630","832","738","1,203","1,456","1,394","1,794","1,644","974","504","86","5"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï1µ¿(2917065600)","16,017","16,017","1,066","1,856","2,280","1,567","2,388","2,956","2,286","1,089","466","61","2","7,764","7,764","499","961","1,231","794","1,097","1,386","1,112","512","157","15","0","8,253","8,253","567","895","1,049","773","1,291","1,570","1,174","577","309","46","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï2µ¿(2917065700)","15,734","15,734","982","1,414","2,494","1,963","2,300","2,551","2,149","1,213","579","86","3","7,470","7,470","501","726","1,265","1,040","1,139","1,153","927","479","218","21","1","8,264","8,264","481","688","1,229","923","1,161","1,398","1,222","734","361","65","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï1µ¿(2917066100)","7,775","7,775","265","590","1,162","744","956","1,364","1,330","943","370","49","2","3,873","3,873","146","313","600","403","515","682","598","444","157","15","0","3,902","3,902","119","277","562","341","441","682","732","499","213","34","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï2µ¿(2917066200)","16,032","16,032","820","1,291","2,249","1,695","2,156","2,892","2,711","1,545","586","86","1","7,930","7,930","416","673","1,179","907","1,117","1,432","1,229","724","237","16","0","8,102","8,102","404","618","1,070","788","1,039","1,460","1,482","821","349","70","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï3µ¿(2917066300)","13,458","13,458","424","773","1,559","1,260","1,482","2,516","2,856","1,646","825","114","3","6,471","6,471","215","409","802","675","788","1,238","1,401","672","245","26","0","6,987","6,987","209","364","757","585","694","1,278","1,455","974","580","88","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ »ï°¢µ¿(2917066600)","14,136","14,136","953","1,626","2,209","1,678","2,325","2,655","1,588","742","310","50","0","7,286","7,286","506","911","1,252","885","1,120","1,356","795","343","109","9","0","6,850","6,850","447","715","957","793","1,205","1,299","793","399","201","41","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÀÏ°îµ¿(2917066900)","29,952","29,952","2,264","4,491","4,601","2,915","5,439","5,720","2,575","1,205","655","83","4","14,671","14,671","1,165","2,427","2,515","1,401","2,373","2,804","1,255","491","216","23","1","15,281","15,281","1,099","2,064","2,086","1,514","3,066","2,916","1,320","714","439","60","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¸Å°îµ¿(2917067300)","13,855","13,855","1,117","1,681","1,954","1,628","2,188","2,428","1,655","769","371","62","2","6,786","6,786","584","925","1,050","802","1,010","1,100","820","355","130","10","0","7,069","7,069","533","756","904","826","1,178","1,328","835","414","241","52","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡1µ¿(2917067600)","10,949","10,949","588","965","1,705","1,246","1,559","2,123","1,601","799","310","50","3","5,567","5,567","295","508","912","675","821","1,080","787","375","104","10","0","5,382","5,382","293","457","793","571","738","1,043","814","424","206","40","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡2µ¿(2917067700)","12,544","12,544","499","754","1,886","1,442","1,502","2,379","2,257","1,158","584","83","0","6,121","6,121","230","418","962","791","801","1,125","1,100","512","174","8","0","6,423","6,423","269","336","924","651","701","1,254","1,157","646","410","75","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¼®°îµ¿(2917068500)","2,534","2,534","72","124","236","215","210","494","582","362","208","30","1","1,320","1,320","38","71","139","132","118","278","313","155","69","7","0","1,214","1,214","34","53","97","83","92","216","269","207","139","23","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ °Ç±¹µ¿(2917069500)","22,412","22,412","2,623","2,523","2,725","3,369","4,014","3,429","2,119","1,006","522","79","3","11,349","11,349","1,351","1,305","1,476","1,696","2,029","1,797","1,065","466","155","8","1","11,063","11,063","1,272","1,218","1,249","1,673","1,985","1,632","1,054","540","367","71","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¾ç»êµ¿(2917069600)","37,938","37,938","3,818","4,110","5,162","5,735","6,566","5,955","3,891","1,814","757","127","3","19,075","19,075","2,012","2,083","2,704","3,046","3,325","2,958","1,869","802","250","26","0","18,863","18,863","1,806","2,027","2,458","2,689","3,241","2,997","2,022","1,012","507","101","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ½Å¿ëµ¿(2917069700)","30,017","30,017","4,294","3,905","3,233","5,139","6,445","3,872","1,980","811","292","45","1","14,870","14,870","2,218","2,027","1,663","2,488","3,268","1,855","917","339","91","4","0","15,147","15,147","2,076","1,878","1,570","2,651","3,177","2,017","1,063","472","201","41","1"
