"행정구역","2021년01월_계_총인구수","2021년01월_계_연령구간인구수","2021년01월_계_0~9세","2021년01월_계_10~19세","2021년01월_계_20~29세","2021년01월_계_30~39세","2021년01월_계_40~49세","2021년01월_계_50~59세","2021년01월_계_60~69세","2021년01월_계_70~79세","2021년01월_계_80~89세","2021년01월_계_90~99세","2021년01월_계_100세 이상","2021년01월_남_총인구수","2021년01월_남_연령구간인구수","2021년01월_남_0~9세","2021년01월_남_10~19세","2021년01월_남_20~29세","2021년01월_남_30~39세","2021년01월_남_40~49세","2021년01월_남_50~59세","2021년01월_남_60~69세","2021년01월_남_70~79세","2021년01월_남_80~89세","2021년01월_남_90~99세","2021년01월_남_100세 이상","2021년01월_여_총인구수","2021년01월_여_연령구간인구수","2021년01월_여_0~9세","2021년01월_여_10~19세","2021년01월_여_20~29세","2021년01월_여_30~39세","2021년01월_여_40~49세","2021년01월_여_50~59세","2021년01월_여_60~69세","2021년01월_여_70~79세","2021년01월_여_80~89세","2021년01월_여_90~99세","2021년01월_여_100세 이상"
"전국  (0000000000)","51,825,932","51,825,932","3,944,244","4,784,388","6,792,483","6,856,414","8,285,935","8,642,700","6,794,549","3,707,683","1,740,386","255,030","22,120","25,838,512","25,838,512","2,022,468","2,473,667","3,566,435","3,532,439","4,210,504","4,362,639","3,323,601","1,670,127","613,527","57,682","5,423","25,987,420","25,987,420","1,921,776","2,310,721","3,226,048","3,323,975","4,075,431","4,280,061","3,470,948","2,037,556","1,126,859","197,348","16,697"
"서울특별시  (1100000000)","9,657,969","9,657,969","618,497","778,910","1,455,044","1,471,606","1,524,671","1,522,983","1,250,098","706,115","280,163","43,029","6,853","4,695,999","4,695,999","317,563","399,754","704,862","735,813","755,311","748,598","590,203","321,364","109,372","11,332","1,827","4,961,970","4,961,970","300,934","379,156","750,182","735,793","769,360","774,385","659,895","384,751","170,791","31,697","5,026"
"부산광역시  (2600000000)","3,389,388","3,389,388","230,816","271,560","429,313","417,816","510,191","567,681","534,388","293,881","116,604","15,237","1,901","1,659,527","1,659,527","118,407","140,305","223,537","213,618","256,870","275,594","252,875","132,502","42,054","3,344","421","1,729,861","1,729,861","112,409","131,255","205,776","204,198","253,321","292,087","281,513","161,379","74,550","11,893","1,480"
"대구광역시  (2700000000)","2,415,813","2,415,813","176,889","225,070","320,703","293,117","382,725","424,889","328,155","175,695","78,265","9,561","744","1,191,656","1,191,656","90,568","117,595","171,170","152,524","188,820","208,139","156,192","76,817","27,551","2,102","178","1,224,157","1,224,157","86,321","107,475","149,533","140,593","193,905","216,750","171,963","98,878","50,714","7,459","566"
"인천광역시  (2800000000)","2,942,452","2,942,452","227,148","273,616","400,479","405,098","483,494","511,934","371,191","178,045","78,046","12,423","978","1,473,639","1,473,639","116,621","140,769","208,707","209,491","247,140","255,910","183,897","81,220","26,951","2,672","261","1,468,813","1,468,813","110,527","132,847","191,772","195,607","236,354","256,024","187,294","96,825","51,095","9,751","717"
"광주광역시  (2900000000)","1,449,115","1,449,115","118,800","156,572","209,152","185,375","240,490","234,038","164,625","93,816","39,892","5,930","425","716,929","716,929","61,027","81,112","109,299","94,606","119,313","116,062","78,515","41,572","14,099","1,270","54","732,186","732,186","57,773","75,460","99,853","90,769","121,177","117,976","86,110","52,244","25,793","4,660","371"
"대전광역시  (3000000000)","1,463,291","1,463,291","113,762","145,937","212,178","193,830","236,679","241,468","180,804","91,576","40,750","5,932","375","730,396","730,396","58,464","75,482","111,283","101,189","118,023","120,390","87,810","41,694","14,576","1,394","91","732,895","732,895","55,298","70,455","100,895","92,641","118,656","121,078","92,994","49,882","26,174","4,538","284"
"울산광역시  (3100000000)","1,135,370","1,135,370","97,748","112,239","144,200","151,063","187,557","209,208","146,754","60,475","22,857","3,093","176","583,402","583,402","50,226","59,084","80,996","80,190","95,574","106,431","73,981","28,757","7,589","538","36","551,968","551,968","47,522","53,155","63,204","70,873","91,983","102,777","72,773","31,718","15,268","2,555","140"
"세종특별자치시  (3600000000)","357,871","357,871","47,226","43,097","37,735","61,528","69,371","45,466","30,553","14,468","7,164","1,213","50","178,656","178,656","24,186","21,631","19,200","30,043","35,393","23,693","15,140","6,659","2,436","265","10","179,215","179,215","23,040","21,466","18,535","31,485","33,978","21,773","15,413","7,809","4,728","948","40"
"경기도  (4100000000)","13,449,499","13,449,499","1,140,854","1,327,712","1,809,285","1,906,582","2,300,938","2,239,200","1,548,037","768,814","350,794","52,908","4,375","6,765,862","6,765,862","584,069","682,503","952,644","982,309","1,169,698","1,134,692","769,505","348,924","127,700","12,643","1,175","6,683,637","6,683,637","556,785","645,209","856,641","924,273","1,131,240","1,104,508","778,532","419,890","223,094","40,265","3,200"
