"행정구역","2020년11월_계_총인구수","2020년11월_계_연령구간인구수","2020년11월_계_0~9세","2020년11월_계_10~19세","2020년11월_계_20~29세","2020년11월_계_30~39세","2020년11월_계_40~49세","2020년11월_계_50~59세","2020년11월_계_60~69세","2020년11월_계_70~79세","2020년11월_계_80~89세","2020년11월_계_90~99세","2020년11월_계_100세 이상","2020년11월_남_총인구수","2020년11월_남_연령구간인구수","2020년11월_남_0~9세","2020년11월_남_10~19세","2020년11월_남_20~29세","2020년11월_남_30~39세","2020년11월_남_40~49세","2020년11월_남_50~59세","2020년11월_남_60~69세","2020년11월_남_70~79세","2020년11월_남_80~89세","2020년11월_남_90~99세","2020년11월_남_100세 이상","2020년11월_여_총인구수","2020년11월_여_연령구간인구수","2020년11월_여_0~9세","2020년11월_여_10~19세","2020년11월_여_20~29세","2020년11월_여_30~39세","2020년11월_여_40~49세","2020년11월_여_50~59세","2020년11월_여_60~69세","2020년11월_여_70~79세","2020년11월_여_80~89세","2020년11월_여_90~99세","2020년11월_여_100세 이상"
"인천광역시 중구 (2811000000)","139,646","139,646","11,959","12,615","19,184","21,319","24,541","20,399","15,896","9,314","3,732","608","79","72,385","72,385","6,161","6,543","9,726","11,554","13,405","11,210","7,944","4,332","1,334","150","26","67,261","67,261","5,798","6,072","9,458","9,765","11,136","9,189","7,952","4,982","2,398","458","53"
"인천광역시 중구 연안동(2811052000)","6,315","6,315","245","354","655","601","857","1,320","1,286","643","292","58","4","3,405","3,405","130","172","387","354","508","758","674","300","106","15","1","2,910","2,910","115","182","268","247","349","562","612","343","186","43","3"
"인천광역시 중구 신포동(2811053000)","5,263","5,263","251","358","546","525","813","893","840","649","324","57","7","2,656","2,656","147","184","295","284","445","475","402","291","115","17","1","2,607","2,607","104","174","251","241","368","418","438","358","209","40","6"
"인천광역시 중구 신흥동(2811054000)","13,383","13,383","860","1,131","1,624","1,619","2,063","2,313","2,003","1,194","494","76","6","6,792","6,792","424","589","859","864","1,093","1,238","996","529","182","15","3","6,591","6,591","436","542","765","755","970","1,075","1,007","665","312","61","3"
"인천광역시 중구 도원동(2811056000)","4,081","4,081","142","287","448","389","566","754","734","530","193","35","3","2,082","2,082","64","160","252","216","313","399","351","243","71","13","0","1,999","1,999","78","127","196","173","253","355","383","287","122","22","3"
"인천광역시 중구 율목동(2811057000)","3,383","3,383","109","212","371","300","498","644","617","437","160","32","3","1,742","1,742","66","101","202","173","272","367","304","201","52","4","0","1,641","1,641","43","111","169","127","226","277","313","236","108","28","3"
"인천광역시 중구 동인천동(2811058500)","5,960","5,960","195","297","632","648","808","1,130","1,095","731","342","69","13","3,133","3,133","86","157","343","378","478","657","564","341","107","18","4","2,827","2,827","109","140","289","270","330","473","531","390","235","51","9"
"인천광역시 중구 북성동(2811060000)","2,895","2,895","92","149","299","238","412","522","563","414","171","25","10","1,502","1,502","61","75","170","143","225","292","281","175","66","11","3","1,393","1,393","31","74","129","95","187","230","282","239","105","14","7"
"인천광역시 중구 송월동(2811061000)","4,554","4,554","195","333","518","470","612","827","804","528","219","36","12","2,257","2,257","98","161","281","268","342","426","369","229","66","10","7","2,297","2,297","97","172","237","202","270","401","435","299","153","26","5"
"인천광역시 중구 영종동(2811062000)","15,665","15,665","935","1,223","2,107","2,269","2,536","2,794","2,271","1,019","419","79","13","8,694","8,694","487","647","1,206","1,369","1,496","1,569","1,236","517","146","16","5","6,971","6,971","448","576","901","900","1,040","1,225","1,035","502","273","63","8"
"인천광역시 중구 영종1동(2811062200)","43,415","43,415","7,089","4,764","4,042","9,067","9,286","4,484","2,809","1,363","447","62","2","21,833","21,833","3,642","2,441","1,981","4,410","4,928","2,305","1,287","666","159","13","1","21,582","21,582","3,447","2,323","2,061","4,657","4,358","2,179","1,522","697","288","49","1"
"인천광역시 중구 운서동(2811062800)","30,623","30,623","1,755","3,395","7,654","4,902","5,594","3,800","1,824","1,199","459","40","1","15,990","15,990","914","1,803","3,564","2,906","2,976","2,187","918","523","187","11","1","14,633","14,633","841","1,592","4,090","1,996","2,618","1,613","906","676","272","29","0"
"인천광역시 중구 용유동(2811063000)","4,109","4,109","91","112","288","291","496","918","1,050","607","212","39","5","2,299","2,299","42","53","186","189","329","537","562","317","77","7","0","1,810","1,810","49","59","102","102","167","381","488","290","135","32","5"
