"행정구역","2020년04월_계_총인구수","2020년04월_계_연령구간인구수","2020년04월_계_0~9세","2020년04월_계_10~19세","2020년04월_계_20~29세","2020년04월_계_30~39세","2020년04월_계_40~49세","2020년04월_계_50~59세","2020년04월_계_60~69세","2020년04월_계_70~79세","2020년04월_계_80~89세","2020년04월_계_90~99세","2020년04월_계_100세 이상","2020년04월_남_총인구수","2020년04월_남_연령구간인구수","2020년04월_남_0~9세","2020년04월_남_10~19세","2020년04월_남_20~29세","2020년04월_남_30~39세","2020년04월_남_40~49세","2020년04월_남_50~59세","2020년04월_남_60~69세","2020년04월_남_70~79세","2020년04월_남_80~89세","2020년04월_남_90~99세","2020년04월_남_100세 이상","2020년04월_여_총인구수","2020년04월_여_연령구간인구수","2020년04월_여_0~9세","2020년04월_여_10~19세","2020년04월_여_20~29세","2020년04월_여_30~39세","2020년04월_여_40~49세","2020년04월_여_50~59세","2020년04월_여_60~69세","2020년04월_여_70~79세","2020년04월_여_80~89세","2020년04월_여_90~99세","2020년04월_여_100세 이상"
"경기도 안산시 (4127000000)","653,575","653,575","46,083","66,514","105,981","86,083","110,400","126,955","66,476","29,003","13,960","2,007","113","335,033","335,033","23,441","34,366","56,322","46,778","56,047","65,413","34,708","12,910","4,596","426","26","318,542","318,542","22,642","32,148","49,659","39,305","54,353","61,542","31,768","16,093","9,364","1,581","87"
"경기도 안산시 상록구 (4127100000)","348,512","348,512","24,223","35,299","57,363","44,134","58,855","67,863","35,122","16,439","7,983","1,172","59","177,678","177,678","12,300","18,157","30,481","23,821","29,768","34,869","18,197","7,177","2,644","251","13","170,834","170,834","11,923","17,142","26,882","20,313","29,087","32,994","16,925","9,262","5,339","921","46"
"경기도 안산시 상록구 일동(4127151000)","25,652","25,652","1,900","2,620","3,922","3,280","4,703","4,658","2,447","1,431","599","89","3","13,037","13,037","937","1,298","2,027","1,769","2,501","2,442","1,236","612","198","17","0","12,615","12,615","963","1,322","1,895","1,511","2,202","2,216","1,211","819","401","72","3"
"경기도 안산시 상록구 이동(4127151500)","24,678","24,678","1,254","1,744","4,499","3,945","4,136","4,603","2,557","1,283","562","88","7","13,160","13,160","619","903","2,366","2,322","2,291","2,522","1,322","595","202","17","1","11,518","11,518","635","841","2,133","1,623","1,845","2,081","1,235","688","360","71","6"
"경기도 안산시 상록구 사동(4127152500)","33,853","33,853","2,041","3,107","6,138","4,808","5,884","6,292","2,752","1,547","1,082","188","14","17,646","17,646","1,029","1,610","3,357","2,786","3,084","3,343","1,444","608","330","52","3","16,207","16,207","1,012","1,497","2,781","2,022","2,800","2,949","1,308","939","752","136","11"
"경기도 안산시 상록구 사이동(4127153200)","33,341","33,341","2,740","3,783","5,367","4,253","5,714","6,385","3,182","1,219","613","81","4","16,878","16,878","1,397","1,929","2,855","2,249","2,844","3,231","1,628","537","190","18","0","16,463","16,463","1,343","1,854","2,512","2,004","2,870","3,154","1,554","682","423","63","4"
"경기도 안산시 상록구 해양동(4127153700)","27,358","27,358","2,953","3,417","4,422","3,712","4,879","4,770","2,239","646","272","47","1","13,888","13,888","1,461","1,748","2,445","1,810","2,347","2,430","1,212","341","88","6","0","13,470","13,470","1,492","1,669","1,977","1,902","2,532","2,340","1,027","305","184","41","1"
"경기도 안산시 상록구 본오1동(4127154000)","38,927","38,927","2,914","4,301","6,028","4,935","7,164","7,349","3,503","1,811","829","92","1","20,069","20,069","1,525","2,233","3,221","2,642","3,680","3,876","1,828","778","272","14","0","18,858","18,858","1,389","2,068","2,807","2,293","3,484","3,473","1,675","1,033","557","78","1"
"경기도 안산시 상록구 본오2동(4127155000)","27,327","27,327","1,708","3,064","4,402","3,089","4,739","5,451","2,685","1,407","689","89","4","13,513","13,513","872","1,513","2,224","1,649","2,262","2,739","1,414","586","233","20","1","13,814","13,814","836","1,551","2,178","1,440","2,477","2,712","1,271","821","456","69","3"
"경기도 안산시 상록구 본오3동(4127156000)","20,605","20,605","1,103","1,888","3,568","2,555","3,366","4,266","2,146","1,092","557","64","0","10,259","10,259","577","965","1,822","1,340","1,670","2,098","1,113","440","216","18","0","10,346","10,346","526","923","1,746","1,215","1,696","2,168","1,033","652","341","46","0"
