"행정구역","2020년10월_계_총인구수","2020년10월_계_연령구간인구수","2020년10월_계_0~9세","2020년10월_계_10~19세","2020년10월_계_20~29세","2020년10월_계_30~39세","2020년10월_계_40~49세","2020년10월_계_50~59세","2020년10월_계_60~69세","2020년10월_계_70~79세","2020년10월_계_80~89세","2020년10월_계_90~99세","2020년10월_계_100세 이상","2020년10월_남_총인구수","2020년10월_남_연령구간인구수","2020년10월_남_0~9세","2020년10월_남_10~19세","2020년10월_남_20~29세","2020년10월_남_30~39세","2020년10월_남_40~49세","2020년10월_남_50~59세","2020년10월_남_60~69세","2020년10월_남_70~79세","2020년10월_남_80~89세","2020년10월_남_90~99세","2020년10월_남_100세 이상","2020년10월_여_총인구수","2020년10월_여_연령구간인구수","2020년10월_여_0~9세","2020년10월_여_10~19세","2020년10월_여_20~29세","2020년10월_여_30~39세","2020년10월_여_40~49세","2020년10월_여_50~59세","2020년10월_여_60~69세","2020년10월_여_70~79세","2020년10월_여_80~89세","2020년10월_여_90~99세","2020년10월_여_100세 이상"
"전라북도 익산시 (4514000000)","282,847","282,847","19,445","28,070","36,356","28,685","42,190","49,104","40,066","24,431","12,447","1,946","107","140,864","140,864","9,938","14,354","19,815","15,037","21,535","24,932","19,858","10,883","4,038","449","25","141,983","141,983","9,507","13,716","16,541","13,648","20,655","24,172","20,208","13,548","8,409","1,497","82"
"전라북도 익산시 함열읍(4514025000)","7,042","7,042","381","598","631","540","815","1,240","1,394","868","488","81","6","3,449","3,449","200","280","357","282","443","643","694","379","154","16","1","3,593","3,593","181","318","274","258","372","597","700","489","334","65","5"
"전라북도 익산시 오산면(4514031000)","7,971","7,971","542","621","702","807","1,056","1,391","1,425","848","499","77","3","3,926","3,926","269","311","368","437","565","698","710","378","169","18","3","4,045","4,045","273","310","334","370","491","693","715","470","330","59","0"
"전라북도 익산시 황등면(4514032000)","7,215","7,215","271","517","681","526","794","1,331","1,384","984","608","108","11","3,634","3,634","139","266","395","282","458","719","713","440","197","21","4","3,581","3,581","132","251","286","244","336","612","671","544","411","87","7"
"전라북도 익산시 함라면(4514033000)","2,315","2,315","66","138","175","127","223","438","441","410","245","48","4","1,145","1,145","29","64","104","74","130","240","235","176","81","12","0","1,170","1,170","37","74","71","53","93","198","206","234","164","36","4"
"전라북도 익산시 웅포면(4514034000)","1,577","1,577","28","62","96","62","139","267","374","290","217","41","1","812","812","13","41","51","42","91","165","185","136","78","10","0","765","765","15","21","45","20","48","102","189","154","139","31","1"
"전라북도 익산시 성당면(4514035000)","1,948","1,948","35","99","129","97","175","366","446","342","217","39","3","990","990","25","49","75","56","115","214","230","152","66","7","1","958","958","10","50","54","41","60","152","216","190","151","32","2"
"전라북도 익산시 용안면(4514036000)","2,652","2,652","72","144","178","147","230","370","614","524","322","51","0","1,341","1,341","36","72","103","103","152","200","315","242","105","13","0","1,311","1,311","36","72","75","44","78","170","299","282","217","38","0"
"전라북도 익산시 낭산면(4514037000)","3,095","3,095","109","138","219","197","327","550","656","530","326","42","1","1,633","1,633","52","83","126","112","211","323","364","233","117","12","0","1,462","1,462","57","55","93","85","116","227","292","297","209","30","1"
"전라북도 익산시 망성면(4514038000)","3,020","3,020","95","133","142","161","266","527","714","562","364","52","4","1,483","1,483","41","60","87","107","154","290","354","256","120","13","1","1,537","1,537","54","73","55","54","112","237","360","306","244","39","3"
"전라북도 익산시 여산면(4514039000)","3,369","3,369","184","164","328","272","338","564","642","511","321","43","2","1,689","1,689","80","91","189","161","199","317","316","236","90","9","1","1,680","1,680","104","73","139","111","139","247","326","275","231","34","1"
"전라북도 익산시 금마면(4514040000)","5,316","5,316","327","357","680","464","587","931","995","621","311","41","2","2,806","2,806","176","172","451","264","338","484","513","285","110","13","0","2,510","2,510","151","185","229","200","249","447","482","336","201","28","2"
"전라북도 익산시 왕궁면(4514041000)","4,422","4,422","87","203","266","226","406","744","1,004","837","540","102","7","2,267","2,267","56","116","148","151","266","414","527","380","170","36","3","2,155","2,155","31","87","118","75","140","330","477","457","370","66","4"
"전라북도 익산시 춘포면(4514042000)","4,598","4,598","188","301","404","341","541","834","925","579","410","73","2","2,376","2,376","106","169","235","185","323","476","478","268","118","18","0","2,222","2,222","82","132","169","156","218","358","447","311","292","55","2"
