"행정구역","2021년11월_계_총인구수","2021년11월_계_연령구간인구수","2021년11월_계_0~9세","2021년11월_계_10~19세","2021년11월_계_20~29세","2021년11월_계_30~39세","2021년11월_계_40~49세","2021년11월_계_50~59세","2021년11월_계_60~69세","2021년11월_계_70~79세","2021년11월_계_80~89세","2021년11월_계_90~99세","2021년11월_계_100세 이상","2021년11월_남_총인구수","2021년11월_남_연령구간인구수","2021년11월_남_0~9세","2021년11월_남_10~19세","2021년11월_남_20~29세","2021년11월_남_30~39세","2021년11월_남_40~49세","2021년11월_남_50~59세","2021년11월_남_60~69세","2021년11월_남_70~79세","2021년11월_남_80~89세","2021년11월_남_90~99세","2021년11월_남_100세 이상","2021년11월_여_총인구수","2021년11월_여_연령구간인구수","2021년11월_여_0~9세","2021년11월_여_10~19세","2021년11월_여_20~29세","2021년11월_여_30~39세","2021년11월_여_40~49세","2021년11월_여_50~59세","2021년11월_여_60~69세","2021년11월_여_70~79세","2021년11월_여_80~89세","2021년11월_여_90~99세","2021년11월_여_100세 이상"
"전라남도 신안군 (4691000000)","38,243","38,243","1,418","1,965","2,534","2,491","4,105","6,898","7,951","6,225","4,129","516","11","20,471","20,471","728","1,006","1,549","1,561","2,722","4,250","4,398","2,885","1,264","103","5","17,772","17,772","690","959","985","930","1,383","2,648","3,553","3,340","2,865","413","6"
"전라남도 신안군 지도읍(4691025000)","4,183","4,183","138","218","278","233","426","741","900","716","473","59","1","2,196","2,196","79","109","173","138","274","446","506","314","144","12","1","1,987","1,987","59","109","105","95","152","295","394","402","329","47","0"
"전라남도 신안군 지도읍선도출장소(4691025100)","236","236","5","6","14","11","16","46","56","40","40","2","0","122","122","3","2","10","7","10","31","34","14","11","0","0","114","114","2","4","4","4","6","15","22","26","29","2","0"
"전라남도 신안군 압해읍(4691025300)","5,697","5,697","194","291","428","415","603","1,077","1,306","810","504","69","0","3,107","3,107","102","138","261","265","399","626","729","391","184","12","0","2,590","2,590","92","153","167","150","204","451","577","419","320","57","0"
"전라남도 신안군 압해읍매화출장소(4691025400)","225","225","10","3","6","13","20","33","61","54","24","1","0","113","113","5","0","4","11","15","18","34","21","5","0","0","112","112","5","3","2","2","5","15","27","33","19","1","0"
"전라남도 신안군 압해읍고이도출장소(4691025500)","220","220","14","5","6","14","18","35","47","52","25","4","0","125","125","10","3","4","11","12","23","24","25","11","2","0","95","95","4","2","2","3","6","12","23","27","14","2","0"
"전라남도 신안군 증도면(4691031000)","1,448","1,448","34","43","90","77","166","296","273","267","183","18","1","791","791","13","24","59","52","123","195","148","115","59","3","0","657","657","21","19","31","25","43","101","125","152","124","15","1"
"전라남도 신안군 증도면병풍출장소(4691031500)","311","311","11","9","18","17","32","61","72","59","29","3","0","180","180","4","8","9","16","21","45","35","28","13","1","0","131","131","7","1","9","1","11","16","37","31","16","2","0"
"전라남도 신안군 임자면(4691032000)","3,188","3,188","156","234","216","205","397","584","607","502","267","20","0","1,690","1,690","72","124","133","117","266","355","324","228","69","2","0","1,498","1,498","84","110","83","88","131","229","283","274","198","18","0"
"전라남도 신안군 자은면(4691033000)","2,287","2,287","72","92","139","132","216","423","510","400","278","25","0","1,216","1,216","43","47","83","90","142","245","262","189","108","7","0","1,071","1,071","29","45","56","42","74","178","248","211","170","18","0"
"전라남도 신안군 비금면(4691034000)","3,459","3,459","123","194","205","210","385","622","709","606","355","50","0","1,835","1,835","70","97","106","138","238","400","383","290","106","7","0","1,624","1,624","53","97","99","72","147","222","326","316","249","43","0"
