"행정구역","2021년11월_계_총인구수","2021년11월_계_연령구간인구수","2021년11월_계_0~9세","2021년11월_계_10~19세","2021년11월_계_20~29세","2021년11월_계_30~39세","2021년11월_계_40~49세","2021년11월_계_50~59세","2021년11월_계_60~69세","2021년11월_계_70~79세","2021년11월_계_80~89세","2021년11월_계_90~99세","2021년11월_계_100세 이상","2021년11월_남_총인구수","2021년11월_남_연령구간인구수","2021년11월_남_0~9세","2021년11월_남_10~19세","2021년11월_남_20~29세","2021년11월_남_30~39세","2021년11월_남_40~49세","2021년11월_남_50~59세","2021년11월_남_60~69세","2021년11월_남_70~79세","2021년11월_남_80~89세","2021년11월_남_90~99세","2021년11월_남_100세 이상","2021년11월_여_총인구수","2021년11월_여_연령구간인구수","2021년11월_여_0~9세","2021년11월_여_10~19세","2021년11월_여_20~29세","2021년11월_여_30~39세","2021년11월_여_40~49세","2021년11월_여_50~59세","2021년11월_여_60~69세","2021년11월_여_70~79세","2021년11월_여_80~89세","2021년11월_여_90~99세","2021년11월_여_100세 이상"
"충청북도 괴산군 (4376000000)","36,887","36,887","1,187","1,867","2,532","2,196","3,577","7,025","9,249","5,301","3,459","479","15","18,957","18,957","599","959","1,483","1,253","2,065","3,842","4,929","2,498","1,223","103","3","17,930","17,930","588","908","1,049","943","1,512","3,183","4,320","2,803","2,236","376","12"
"충청북도 괴산군 괴산읍(4376025000)","9,595","9,595","561","844","1,074","921","1,391","1,673","1,615","927","532","56","1","4,900","4,900","285","429","607","491","750","929","801","399","197","12","0","4,695","4,695","276","415","467","430","641","744","814","528","335","44","1"
"충청북도 괴산군 감물면(4376031000)","2,072","2,072","54","115","109","96","169","398","571","296","226","38","0","1,083","1,083","25","57","63","60","106","223","314","139","88","8","0","989","989","29","58","46","36","63","175","257","157","138","30","0"
"충청북도 괴산군 장연면(4376032000)","1,901","1,901","46","58","97","66","148","400","559","285","214","28","0","973","973","27","29","60","36","79","227","310","121","80","4","0","928","928","19","29","37","30","69","173","249","164","134","24","0"
"충청북도 괴산군 연풍면(4376033000)","2,263","2,263","36","74","117","98","176","412","676","365","270","37","2","1,173","1,173","14","44","70","61","110","212","375","176","103","7","1","1,090","1,090","22","30","47","37","66","200","301","189","167","30","1"
"충청북도 괴산군 칠성면(4376034000)","3,074","3,074","74","126","197","174","277","656","766","470","293","41","0","1,556","1,556","31","60","102","104","165","368","418","215","84","9","0","1,518","1,518","43","66","95","70","112","288","348","255","209","32","0"
"충청북도 괴산군 문광면(4376035000)","2,164","2,164","50","94","125","116","186","411","558","359","225","38","2","1,105","1,105","28","43","82","64","109","226","287","191","68","7","0","1,059","1,059","22","51","43","52","77","185","271","168","157","31","2"
"충청북도 괴산군 청천면(4376036000)","5,092","5,092","106","192","231","217","369","1,034","1,498","838","521","80","6","2,651","2,651","56","110","156","124","212","555","818","415","186","18","1","2,441","2,441","50","82","75","93","157","479","680","423","335","62","5"
"충청북도 괴산군 청안면(4376037000)","3,311","3,311","80","112","172","152","247","674","943","513","361","56","1","1,684","1,684","36","54","100","91","150","373","509","237","121","13","0","1,627","1,627","44","58","72","61","97","301","434","276","240","43","1"
"충청북도 괴산군 사리면(4376039000)","2,699","2,699","66","100","187","141","249","503","667","456","295","34","1","1,386","1,386","36","45","110","83","152","285","355","207","105","7","1","1,313","1,313","30","55","77","58","97","218","312","249","190","27","0"
"충청북도 괴산군 소수면(4376040000)","2,039","2,039","52","58","95","108","164","360","620","346","199","35","2","1,053","1,053","25","31","51","71","103","182","335","181","64","10","0","986","986","27","27","44","37","61","178","285","165","135","25","2"
"충청북도 괴산군 불정면(4376041000)","2,677","2,677","62","94","128","107","201","504","776","446","323","36","0","1,393","1,393","36","57","82","68","129","262","407","217","127","8","0","1,284","1,284","26","37","46","39","72","242","369","229","196","28","0"
