"행정구역","2021년09월_계_총인구수","2021년09월_계_연령구간인구수","2021년09월_계_0~9세","2021년09월_계_10~19세","2021년09월_계_20~29세","2021년09월_계_30~39세","2021년09월_계_40~49세","2021년09월_계_50~59세","2021년09월_계_60~69세","2021년09월_계_70~79세","2021년09월_계_80~89세","2021년09월_계_90~99세","2021년09월_계_100세 이상","2021년09월_남_총인구수","2021년09월_남_연령구간인구수","2021년09월_남_0~9세","2021년09월_남_10~19세","2021년09월_남_20~29세","2021년09월_남_30~39세","2021년09월_남_40~49세","2021년09월_남_50~59세","2021년09월_남_60~69세","2021년09월_남_70~79세","2021년09월_남_80~89세","2021년09월_남_90~99세","2021년09월_남_100세 이상","2021년09월_여_총인구수","2021년09월_여_연령구간인구수","2021년09월_여_0~9세","2021년09월_여_10~19세","2021년09월_여_20~29세","2021년09월_여_30~39세","2021년09월_여_40~49세","2021년09월_여_50~59세","2021년09월_여_60~69세","2021년09월_여_70~79세","2021년09월_여_80~89세","2021년09월_여_90~99세","2021년09월_여_100세 이상"
"부산광역시 동래구 (2626000000)","267,425","267,425","18,835","24,602","31,650","31,890","42,462","43,490","41,920","22,672","8,753","1,084","67","130,024","130,024","9,732","12,786","16,515","16,010","20,834","20,722","19,410","10,404","3,353","244","14","137,401","137,401","9,103","11,816","15,135","15,880","21,628","22,768","22,510","12,268","5,400","840","53"
"부산광역시 동래구 수민동(2626051000)","32,672","32,672","2,539","2,786","3,802","4,208","5,044","5,252","5,100","2,730","1,074","134","3","15,860","15,860","1,277","1,497","2,019","2,082","2,525","2,447","2,323","1,249","409","31","1","16,812","16,812","1,262","1,289","1,783","2,126","2,519","2,805","2,777","1,481","665","103","2"
"부산광역시 동래구 복산동(2626052000)","9,668","9,668","320","596","1,025","833","1,177","1,694","2,017","1,311","591","82","22","4,693","4,693","168","319","553","468","624","830","952","548","213","18","0","4,975","4,975","152","277","472","365","553","864","1,065","763","378","64","22"
"부산광역시 동래구 명륜동(2626054500)","24,875","24,875","2,543","3,298","2,451","2,915","5,052","3,650","2,736","1,519","627","83","1","12,234","12,234","1,334","1,815","1,266","1,357","2,422","1,804","1,282","687","250","17","0","12,641","12,641","1,209","1,483","1,185","1,558","2,630","1,846","1,454","832","377","66","1"
"부산광역시 동래구 온천제1동(2626055000)","19,881","19,881","1,020","1,121","3,204","3,323","3,038","3,036","2,699","1,636","720","76","8","9,432","9,432","519","565","1,424","1,672","1,473","1,492","1,273","710","282","20","2","10,449","10,449","501","556","1,780","1,651","1,565","1,544","1,426","926","438","56","6"
"부산광역시 동래구 온천제2동(2626056000)","14,776","14,776","799","1,395","1,690","1,341","2,057","2,432","2,610","1,589","740","116","7","7,095","7,095","385","725","925","705","972","1,147","1,209","705","292","26","4","7,681","7,681","414","670","765","636","1,085","1,285","1,401","884","448","90","3"
"부산광역시 동래구 온천제3동(2626057000)","38,624","38,624","2,511","2,822","5,342","5,213","5,586","6,533","6,140","3,175","1,156","142","4","18,913","18,913","1,288","1,481","2,724","2,698","2,786","3,060","2,887","1,459","487","43","0","19,711","19,711","1,223","1,341","2,618","2,515","2,800","3,473","3,253","1,716","669","99","4"
"부산광역시 동래구 사직제1동(2626058000)","10,654","10,654","788","995","1,244","1,316","1,750","1,652","1,520","919","421","47","2","5,115","5,115","408","473","658","654","851","820","659","412","170","9","1","5,539","5,539","380","522","586","662","899","832","861","507","251","38","1"
"부산광역시 동래구 사직제2동(2626059000)","27,604","27,604","2,502","4,011","3,078","2,636","5,522","4,564","3,289","1,465","473","63","1","13,310","13,310","1,264","1,927","1,669","1,248","2,542","2,239","1,573","690","153","5","0","14,294","14,294","1,238","2,084","1,409","1,388","2,980","2,325","1,716","775","320","58","1"
"부산광역시 동래구 사직제3동(2626060000)","17,527","17,527","1,474","1,825","1,806","1,884","3,195","2,589","2,575","1,570","550","59","0","8,684","8,684","837","1,020","951","892","1,611","1,288","1,167","702","210","6","0","8,843","8,843","637","805","855","992","1,584","1,301","1,408","868","340","53","0"
"부산광역시 동래구 안락제1동(2626074000)","14,686","14,686","783","943","1,642","1,670","1,970","2,483","2,897","1,615","607","69","7","7,233","7,233","424","502","865","887","1,017","1,192","1,335","750","244","14","3","7,453","7,453","359","441","777","783","953","1,291","1,562","865","363","55","4"
"부산광역시 동래구 안락제2동(2626075000)","27,302","27,302","1,774","2,782","3,059","3,004","4,253","4,676","4,584","2,261","804","98","7","13,286","13,286","914","1,442","1,660","1,515","2,048","2,176","2,136","1,082","287","25","1","14,016","14,016","860","1,340","1,399","1,489","2,205","2,500","2,448","1,179","517","73","6"
"부산광역시 동래구 명장제1동(2626076100)","14,235","14,235","966","1,025","1,548","1,692","1,933","2,396","2,668","1,435","514","54","4","6,889","6,889","486","485","835","842","1,007","1,106","1,229","687","198","12","2","7,346","7,346","480","540","713","850","926","1,290","1,439","748","316","42","2"
"부산광역시 동래구 명장제2동(2626076200)","14,921","14,921","816","1,003","1,759","1,855","1,885","2,533","3,085","1,447","476","61","1","7,280","7,280","428","535","966","990","956","1,121","1,385","723","158","18","0","7,641","7,641","388","468","793","865","929","1,412","1,700","724","318","43","1"
