"행정구역","2021년12월_계_총인구수","2021년12월_계_연령구간인구수","2021년12월_계_0~9세","2021년12월_계_10~19세","2021년12월_계_20~29세","2021년12월_계_30~39세","2021년12월_계_40~49세","2021년12월_계_50~59세","2021년12월_계_60~69세","2021년12월_계_70~79세","2021년12월_계_80~89세","2021년12월_계_90~99세","2021년12월_계_100세 이상","2021년12월_남_총인구수","2021년12월_남_연령구간인구수","2021년12월_남_0~9세","2021년12월_남_10~19세","2021년12월_남_20~29세","2021년12월_남_30~39세","2021년12월_남_40~49세","2021년12월_남_50~59세","2021년12월_남_60~69세","2021년12월_남_70~79세","2021년12월_남_80~89세","2021년12월_남_90~99세","2021년12월_남_100세 이상","2021년12월_여_총인구수","2021년12월_여_연령구간인구수","2021년12월_여_0~9세","2021년12월_여_10~19세","2021년12월_여_20~29세","2021년12월_여_30~39세","2021년12월_여_40~49세","2021년12월_여_50~59세","2021년12월_여_60~69세","2021년12월_여_70~79세","2021년12월_여_80~89세","2021년12월_여_90~99세","2021년12월_여_100세 이상"
"서울특별시 송파구 (1171000000)","658,338","658,338","48,373","57,635","90,422","106,630","107,209","101,614","87,536","41,260","15,002","2,567","90","317,346","317,346","24,871","29,494","43,016","50,866","51,891","49,314","41,101","20,147","6,015","616","15","340,992","340,992","23,502","28,141","47,406","55,764","55,318","52,300","46,435","21,113","8,987","1,951","75"
"서울특별시 송파구 풍납1동(1171051000)","12,869","12,869","619","809","1,553","1,771","1,813","2,205","2,428","1,145","461","64","1","6,300","6,300","351","413","811","917","917","1,062","1,112","523","173","20","1","6,569","6,569","268","396","742","854","896","1,143","1,316","622","288","44","0"
"서울특별시 송파구 풍납2동(1171052000)","24,785","24,785","1,826","1,962","3,673","4,066","3,958","3,631","3,345","1,640","597","85","2","11,777","11,777","927","993","1,633","1,916","1,919","1,757","1,573","800","238","20","1","13,008","13,008","899","969","2,040","2,150","2,039","1,874","1,772","840","359","65","1"
"서울특별시 송파구 거여1동(1171053100)","12,539","12,539","580","927","1,778","1,714","1,772","2,252","2,000","1,052","403","59","2","6,335","6,335","305","475","940","915","878","1,149","973","528","159","12","1","6,204","6,204","275","452","838","799","894","1,103","1,027","524","244","47","1"
"서울특별시 송파구 거여2동(1171053200)","18,726","18,726","1,237","1,432","2,170","2,658","2,877","3,235","2,871","1,559","588","97","2","9,210","9,210","639","774","1,123","1,353","1,437","1,568","1,348","732","219","17","0","9,516","9,516","598","658","1,047","1,305","1,440","1,667","1,523","827","369","80","2"
"서울특별시 송파구 마천1동(1171054000)","18,916","18,916","817","1,527","2,245","2,130","2,626","3,506","3,317","1,884","761","101","2","9,664","9,664","428","791","1,177","1,165","1,380","1,853","1,668","888","284","30","0","9,252","9,252","389","736","1,068","965","1,246","1,653","1,649","996","477","71","2"
"서울특별시 송파구 마천2동(1171055000)","18,713","18,713","770","1,252","2,322","2,156","2,593","3,525","3,533","1,737","724","99","2","9,536","9,536","380","643","1,265","1,187","1,372","1,829","1,761","793","293","13","0","9,177","9,177","390","609","1,057","969","1,221","1,696","1,772","944","431","86","2"
"서울특별시 송파구 방이1동(1171056100)","15,682","15,682","979","1,592","2,355","2,227","2,481","2,668","2,073","870","365","67","5","7,555","7,555","478","804","1,203","1,090","1,131","1,256","975","462","139","17","0","8,127","8,127","501","788","1,152","1,137","1,350","1,412","1,098","408","226","50","5"
"서울특별시 송파구 방이2동(1171056200)","26,489","26,489","1,105","1,190","5,366","6,230","3,645","3,572","3,260","1,530","518","72","1","12,304","12,304","603","646","2,151","2,956","1,830","1,674","1,471","737","216","20","0","14,185","14,185","502","544","3,215","3,274","1,815","1,898","1,789","793","302","52","1"
"서울특별시 송파구 오륜동(1171056600)","18,061","18,061","1,182","2,627","2,106","1,661","3,146","3,131","2,623","1,116","371","96","2","8,824","8,824","628","1,441","1,117","684","1,390","1,542","1,226","620","153","23","0","9,237","9,237","554","1,186","989","977","1,756","1,589","1,397","496","218","73","2"
