"행정구역","2021년09월_계_총인구수","2021년09월_계_연령구간인구수","2021년09월_계_0~9세","2021년09월_계_10~19세","2021년09월_계_20~29세","2021년09월_계_30~39세","2021년09월_계_40~49세","2021년09월_계_50~59세","2021년09월_계_60~69세","2021년09월_계_70~79세","2021년09월_계_80~89세","2021년09월_계_90~99세","2021년09월_계_100세 이상","2021년09월_남_총인구수","2021년09월_남_연령구간인구수","2021년09월_남_0~9세","2021년09월_남_10~19세","2021년09월_남_20~29세","2021년09월_남_30~39세","2021년09월_남_40~49세","2021년09월_남_50~59세","2021년09월_남_60~69세","2021년09월_남_70~79세","2021년09월_남_80~89세","2021년09월_남_90~99세","2021년09월_남_100세 이상","2021년09월_여_총인구수","2021년09월_여_연령구간인구수","2021년09월_여_0~9세","2021년09월_여_10~19세","2021년09월_여_20~29세","2021년09월_여_30~39세","2021년09월_여_40~49세","2021년09월_여_50~59세","2021년09월_여_60~69세","2021년09월_여_70~79세","2021년09월_여_80~89세","2021년09월_여_90~99세","2021년09월_여_100세 이상"
"전국  (0000000000)","51,667,688","51,667,688","3,809,849","4,727,626","6,708,734","6,745,531","8,182,067","8,610,979","7,097,818","3,705,737","1,808,689","259,635","11,023","25,763,891","25,763,891","1,952,938","2,441,887","3,520,374","3,481,404","4,158,950","4,353,319","3,476,358","1,676,474","642,464","57,464","2,259","25,903,797","25,903,797","1,856,911","2,285,739","3,188,360","3,264,127","4,023,117","4,257,660","3,621,460","2,029,263","1,166,225","202,171","8,764"
"서울특별시  (1100000000)","9,542,256","9,542,256","593,167","761,868","1,436,423","1,444,106","1,490,032","1,506,315","1,280,475","696,015","290,067","41,236","2,552","4,636,069","4,636,069","304,536","390,354","692,283","721,531","738,346","742,021","604,869","316,961","114,123","10,415","630","4,906,187","4,906,187","288,631","371,514","744,140","722,575","751,686","764,294","675,606","379,054","175,944","30,821","1,922"
"부산광역시  (2600000000)","3,358,763","3,358,763","222,742","267,044","420,631","408,295","503,507","555,964","546,976","296,080","121,655","15,114","755","1,643,690","1,643,690","114,306","137,532","218,348","209,255","254,028","270,698","258,263","133,743","44,150","3,221","146","1,715,073","1,715,073","108,436","129,512","202,283","199,040","249,479","285,266","288,713","162,337","77,505","11,893","609"
"대구광역시  (2700000000)","2,392,787","2,392,787","170,270","219,795","313,516","286,608","374,414","419,587","340,112","176,747","81,471","9,884","383","1,179,640","1,179,640","87,195","114,664","166,989","150,044","184,828","205,568","161,876","77,475","28,806","2,126","69","1,213,147","1,213,147","83,075","105,131","146,527","136,564","189,586","214,019","178,236","99,272","52,665","7,758","314"
"인천광역시  (2800000000)","2,941,795","2,941,795","219,612","271,502","392,901","401,098","480,375","509,323","393,500","178,622","81,545","12,758","559","1,472,963","1,472,963","112,637","139,560","204,811","207,628","246,002","254,465","194,855","81,792","28,388","2,697","128","1,468,832","1,468,832","106,975","131,942","188,090","193,470","234,373","254,858","198,645","96,830","53,157","10,061","431"
"광주광역시  (2900000000)","1,442,827","1,442,827","115,090","153,327","207,931","182,107","236,716","234,723","170,513","94,232","41,926","6,024","238","713,666","713,666","59,052","79,339","108,478","93,220","117,564","116,515","81,341","41,816","15,005","1,306","30","729,161","729,161","56,038","73,988","99,453","88,887","119,152","118,208","89,172","52,416","26,921","4,718","208"
"대전광역시  (3000000000)","1,455,058","1,455,058","108,994","143,141","211,021","190,288","232,111","239,841","188,867","91,998","42,541","6,044","212","726,142","726,142","56,030","74,004","110,691","99,568","115,730","119,771","91,605","41,902","15,414","1,387","40","728,916","728,916","52,964","69,137","100,330","90,720","116,381","120,070","97,262","50,096","27,127","4,657","172"
"울산광역시  (3100000000)","1,123,236","1,123,236","93,408","110,255","139,144","146,202","184,256","206,803","153,994","62,185","23,734","3,169","86","577,093","577,093","47,994","57,921","78,470","77,768","94,168","104,989","77,546","29,665","8,026","535","11","546,143","546,143","45,414","52,334","60,674","68,434","90,088","101,814","76,448","32,520","15,708","2,634","75"
"세종특별자치시  (3600000000)","366,560","366,560","46,960","44,826","38,131","61,187","71,533","47,566","32,942","14,652","7,442","1,283","38","183,044","183,044","23,953","22,595","19,501","29,846","36,286","24,873","16,368","6,807","2,544","262","9","183,516","183,516","23,007","22,231","18,630","31,341","35,247","22,693","16,574","7,845","4,898","1,021","29"
"경기도  (4100000000)","13,542,284","13,542,284","1,111,291","1,325,381","1,808,560","1,899,120","2,294,174","2,260,916","1,646,357","771,593","368,251","54,291","2,350","6,816,449","6,816,449","568,695","681,172","953,209","981,765","1,167,209","1,145,469","819,154","351,452","134,974","12,786","564","6,725,835","6,725,835","542,596","644,209","855,351","917,355","1,126,965","1,115,447","827,203","420,141","233,277","41,505","1,786"
