"행정구역","2021년09월_계_총인구수","2021년09월_계_연령구간인구수","2021년09월_계_0~9세","2021년09월_계_10~19세","2021년09월_계_20~29세","2021년09월_계_30~39세","2021년09월_계_40~49세","2021년09월_계_50~59세","2021년09월_계_60~69세","2021년09월_계_70~79세","2021년09월_계_80~89세","2021년09월_계_90~99세","2021년09월_계_100세 이상","2021년09월_남_총인구수","2021년09월_남_연령구간인구수","2021년09월_남_0~9세","2021년09월_남_10~19세","2021년09월_남_20~29세","2021년09월_남_30~39세","2021년09월_남_40~49세","2021년09월_남_50~59세","2021년09월_남_60~69세","2021년09월_남_70~79세","2021년09월_남_80~89세","2021년09월_남_90~99세","2021년09월_남_100세 이상","2021년09월_여_총인구수","2021년09월_여_연령구간인구수","2021년09월_여_0~9세","2021년09월_여_10~19세","2021년09월_여_20~29세","2021년09월_여_30~39세","2021년09월_여_40~49세","2021년09월_여_50~59세","2021년09월_여_60~69세","2021년09월_여_70~79세","2021년09월_여_80~89세","2021년09월_여_90~99세","2021년09월_여_100세 이상"
"대전광역시 중구 (3014000000)","232,077","232,077","14,273","21,228","30,367","25,306","35,602","39,039","34,705","20,576","9,602","1,328","51","114,361","114,361","7,286","10,981","15,464","13,044","18,010","19,781","16,564","9,234","3,669","317","11","117,716","117,716","6,987","10,247","14,903","12,262","17,592","19,258","18,141","11,342","5,933","1,011","40"
"대전광역시 중구 은행선화동(3014053500)","15,769","15,769","878","996","2,738","2,333","2,439","2,510","2,190","1,122","475","84","4","8,109","8,109","416","495","1,285","1,262","1,370","1,424","1,141","519","176","19","2","7,660","7,660","462","501","1,453","1,071","1,069","1,086","1,049","603","299","65","2"
"대전광역시 중구 목동(3014055000)","14,465","14,465","1,404","2,439","1,571","1,433","3,212","2,105","1,251","686","318","41","5","6,923","6,923","712","1,212","781","644","1,490","1,112","552","287","122","10","1","7,542","7,542","692","1,227","790","789","1,722","993","699","399","196","31","4"
"대전광역시 중구 중촌동(3014056000)","12,666","12,666","638","1,126","1,481","1,275","1,933","2,250","2,076","1,208","590","86","3","6,177","6,177","314","592","815","670","990","1,094","949","528","197","27","1","6,489","6,489","324","534","666","605","943","1,156","1,127","680","393","59","2"
"대전광역시 중구 대흥동(3014057500)","13,860","13,860","838","1,108","2,404","1,930","2,141","1,986","1,822","1,062","468","98","3","6,855","6,855","459","600","1,104","979","1,134","1,032","873","462","182","29","1","7,005","7,005","379","508","1,300","951","1,007","954","949","600","286","69","2"
"대전광역시 중구 문창동(3014060500)","4,679","4,679","169","285","499","426","577","828","909","628","315","42","1","2,441","2,441","93","157","277","239","337","477","460","277","119","5","0","2,238","2,238","76","128","222","187","240","351","449","351","196","37","1"
"대전광역시 중구 석교동(3014062000)","15,723","15,723","686","1,097","1,763","1,573","2,006","2,778","3,115","1,866","739","93","7","7,886","7,886","355","555","939","890","1,096","1,392","1,508","846","284","20","1","7,837","7,837","331","542","824","683","910","1,386","1,607","1,020","455","73","6"
"대전광역시 중구 대사동(3014063000)","5,466","5,466","156","263","1,026","632","592","867","945","601","343","39","2","2,658","2,658","88","156","439","356","326","444","441","256","141","11","0","2,808","2,808","68","107","587","276","266","423","504","345","202","28","2"
"대전광역시 중구 부사동(3014064000)","6,702","6,702","294","425","792","661","842","1,229","1,257","753","380","68","1","3,399","3,399","167","238","405","383","455","635","603","344","153","16","0","3,303","3,303","127","187","387","278","387","594","654","409","227","52","1"
"대전광역시 중구 용두동(3014065500)","9,565","9,565","503","727","1,782","1,279","1,351","1,463","1,187","802","411","57","3","4,630","4,630","244","331","849","671","698","767","564","343","150","12","1","4,935","4,935","259","396","933","608","653","696","623","459","261","45","2"
"대전광역시 중구 오류동(3014067000)","10,701","10,701","644","770","1,555","1,372","1,459","1,776","1,502","965","561","96","1","5,045","5,045","319","380","755","701","696","845","704","414","208","22","1","5,656","5,656","325","390","800","671","763","931","798","551","353","74","0"
"대전광역시 중구 태평1동(3014068000)","13,411","13,411","1,108","1,590","1,507","1,480","2,387","2,227","1,591","1,032","441","48","0","6,497","6,497","588","770","796","719","1,131","1,127","753","446","158","9","0","6,914","6,914","520","820","711","761","1,256","1,100","838","586","283","39","0"
"대전광역시 중구 태평2동(3014069000)","25,882","25,882","1,856","3,004","3,016","2,263","4,246","4,495","3,581","2,235","1,039","140","7","12,435","12,435","944","1,554","1,596","1,061","1,975","2,196","1,622","1,036","420","31","0","13,447","13,447","912","1,450","1,420","1,202","2,271","2,299","1,959","1,199","619","109","7"
"대전광역시 중구 유천1동(3014070000)","6,642","6,642","333","328","878","870","944","1,137","1,215","625","280","31","1","3,490","3,490","182","192","481","482","551","591","621","278","106","6","0","3,152","3,152","151","136","397","388","393","546","594","347","174","25","1"
"대전광역시 중구 유천2동(3014071000)","13,775","13,775","886","949","1,793","1,563","1,904","2,213","2,294","1,436","655","80","2","6,802","6,802","438","512","922","808","1,001","1,082","1,071","685","260","22","1","6,973","6,973","448","437","871","755","903","1,131","1,223","751","395","58","1"
"대전광역시 중구 문화1동(3014072000)","22,541","22,541","1,859","2,784","2,851","2,360","3,856","3,586","2,665","1,656","820","102","2","10,868","10,868","968","1,450","1,405","1,110","1,794","1,779","1,265","728","340","28","1","11,673","11,673","891","1,334","1,446","1,250","2,062","1,807","1,400","928","480","74","1"
"대전광역시 중구 문화2동(3014073000)","12,762","12,762","603","1,050","1,535","1,246","1,803","2,381","2,131","1,232","688","89","4","6,189","6,189","303","562","838","692","886","1,144","990","503","252","19","0","6,573","6,573","300","488","697","554","917","1,237","1,141","729","436","70","4"
"대전광역시 중구 산성동(3014074000)","27,468","27,468","1,418","2,287","3,176","2,610","3,910","5,208","4,974","2,667","1,079","134","5","13,957","13,957","696","1,225","1,777","1,377","2,080","2,640","2,447","1,282","401","31","1","13,511","13,511","722","1,062","1,399","1,233","1,830","2,568","2,527","1,385","678","103","4"
