"행정구역","2020년08월_계_총인구수","2020년08월_계_연령구간인구수","2020년08월_계_0~9세","2020년08월_계_10~19세","2020년08월_계_20~29세","2020년08월_계_30~39세","2020년08월_계_40~49세","2020년08월_계_50~59세","2020년08월_계_60~69세","2020년08월_계_70~79세","2020년08월_계_80~89세","2020년08월_계_90~99세","2020년08월_계_100세 이상","2020년08월_남_총인구수","2020년08월_남_연령구간인구수","2020년08월_남_0~9세","2020년08월_남_10~19세","2020년08월_남_20~29세","2020년08월_남_30~39세","2020년08월_남_40~49세","2020년08월_남_50~59세","2020년08월_남_60~69세","2020년08월_남_70~79세","2020년08월_남_80~89세","2020년08월_남_90~99세","2020년08월_남_100세 이상","2020년08월_여_총인구수","2020년08월_여_연령구간인구수","2020년08월_여_0~9세","2020년08월_여_10~19세","2020년08월_여_20~29세","2020년08월_여_30~39세","2020년08월_여_40~49세","2020년08월_여_50~59세","2020년08월_여_60~69세","2020년08월_여_70~79세","2020년08월_여_80~89세","2020년08월_여_90~99세","2020년08월_여_100세 이상"
"인천광역시 동구 (2814000000)","63,093","63,093","3,941","5,135","6,699","7,112","10,194","10,194","9,894","6,643","2,777","431","73","31,856","31,856","2,080","2,653","3,628","3,789","5,501","5,407","4,768","2,934","965","108","23","31,237","31,237","1,861","2,482","3,071","3,323","4,693","4,787","5,126","3,709","1,812","323","50"
"인천광역시 동구 만석동(2814051000)","7,169","7,169","492","612","770","848","1,236","1,190","1,034","633","294","50","10","3,683","3,683","265","316","431","443","669","655","526","276","86","13","3","3,486","3,486","227","296","339","405","567","535","508","357","208","37","7"
"인천광역시 동구 화수1.화평동(2814052500)","6,308","6,308","277","504","728","591","922","1,085","1,072","762","304","52","11","3,180","3,180","152","262","387","315","476","594","520","344","115","13","2","3,128","3,128","125","242","341","276","446","491","552","418","189","39","9"
"인천광역시 동구 화수2동(2814053000)","7,937","7,937","377","629","827","792","1,261","1,290","1,337","961","409","48","6","3,939","3,939","200","300","439","442","700","675","629","403","139","11","1","3,998","3,998","177","329","388","350","561","615","708","558","270","37","5"
"인천광역시 동구 송현1.2동(2814055500)","10,841","10,841","887","930","1,241","1,512","1,829","1,632","1,500","942","312","45","11","5,366","5,366","449","493","653","769","954","786","695","438","115","9","5","5,475","5,475","438","437","588","743","875","846","805","504","197","36","6"
"인천광역시 동구 송현3동(2814057000)","3,828","3,828","144","228","427","369","537","708","705","448","239","22","1","1,961","1,961","75","109","240","200","310","393","361","187","77","9","0","1,867","1,867","69","119","187","169","227","315","344","261","162","13","1"
"인천광역시 동구 송림1동(2814058000)","1,727","1,727","102","110","176","182","267","259","300","213","101","16","1","846","846","53","50","102","97","141","132","148","86","32","5","0","881","881","49","60","74","85","126","127","152","127","69","11","1"
"인천광역시 동구 송림2동(2814059000)","3,066","3,066","92","181","280","237","380","527","633","457","237","36","6","1,575","1,575","52","85","165","137","227","297","305","208","86","11","2","1,491","1,491","40","96","115","100","153","230","328","249","151","25","4"
"인천광역시 동구 송림3.5동(2814060500)","8,195","8,195","517","744","844","939","1,414","1,294","1,207","848","323","57","8","4,190","4,190","283","387","487","508","742","699","571","371","123","17","2","4,005","4,005","234","357","357","431","672","595","636","477","200","40","6"
"인천광역시 동구 송림4동(2814061000)","4,095","4,095","326","417","464","493","741","715","538","279","94","23","5","2,114","2,114","165","208","235","278","395","388","266","135","35","6","3","1,981","1,981","161","209","229","215","346","327","272","144","59","17","2"
"인천광역시 동구 송림6동(2814063000)","6,833","6,833","617","567","632","899","1,173","1,036","975","606","270","53","5","3,421","3,421","326","316","324","458","636","533","459","274","88","7","0","3,412","3,412","291","251","308","441","537","503","516","332","182","46","5"
"인천광역시 동구 금창동(2814064000)","3,094","3,094","110","213","310","250","434","458","593","494","194","29","9","1,581","1,581","60","127","165","142","251","255","288","212","69","7","5","1,513","1,513","50","86","145","108","183","203","305","282","125","22","4"
