"행정구역","2021년01월_계_총인구수","2021년01월_계_연령구간인구수","2021년01월_계_0~9세","2021년01월_계_10~19세","2021년01월_계_20~29세","2021년01월_계_30~39세","2021년01월_계_40~49세","2021년01월_계_50~59세","2021년01월_계_60~69세","2021년01월_계_70~79세","2021년01월_계_80~89세","2021년01월_계_90~99세","2021년01월_계_100세 이상","2021년01월_남_총인구수","2021년01월_남_연령구간인구수","2021년01월_남_0~9세","2021년01월_남_10~19세","2021년01월_남_20~29세","2021년01월_남_30~39세","2021년01월_남_40~49세","2021년01월_남_50~59세","2021년01월_남_60~69세","2021년01월_남_70~79세","2021년01월_남_80~89세","2021년01월_남_90~99세","2021년01월_남_100세 이상","2021년01월_여_총인구수","2021년01월_여_연령구간인구수","2021년01월_여_0~9세","2021년01월_여_10~19세","2021년01월_여_20~29세","2021년01월_여_30~39세","2021년01월_여_40~49세","2021년01월_여_50~59세","2021년01월_여_60~69세","2021년01월_여_70~79세","2021년01월_여_80~89세","2021년01월_여_90~99세","2021년01월_여_100세 이상"
"경기도 수원시 (4111000000)","1,185,741","1,185,741","96,331","118,004","186,382","178,182","202,513","196,509","121,665","56,690","25,134","4,007","324","596,918","596,918","49,709","61,039","98,178","92,564","102,029","98,106","60,163","25,297","8,830","919","84","588,823","588,823","46,622","56,965","88,204","85,618","100,484","98,403","61,502","31,393","16,304","3,088","240"
"경기도 수원시 장안구 (4111100000)","273,324","273,324","18,132","28,542","43,862","32,590","45,141","49,257","31,033","15,811","7,583","1,283","90","137,599","137,599","9,357","14,878","23,999","17,010","22,307","24,695","15,298","6,978","2,735","321","21","135,725","135,725","8,775","13,664","19,863","15,580","22,834","24,562","15,735","8,833","4,848","962","69"
"경기도 수원시 장안구 파장동(4111156000)","23,573","23,573","1,343","1,867","3,411","2,966","3,683","4,395","3,358","1,666","759","117","8","11,887","11,887","689","978","1,866","1,575","1,892","2,221","1,656","734","248","26","2","11,686","11,686","654","889","1,545","1,391","1,791","2,174","1,702","932","511","91","6"
"경기도 수원시 장안구 율천동(4111156600)","43,017","43,017","3,112","4,122","10,027","5,854","6,501","6,778","3,810","1,750","908","144","11","22,674","22,674","1,594","2,164","6,119","3,117","3,244","3,407","1,912","752","315","46","4","20,343","20,343","1,518","1,958","3,908","2,737","3,257","3,371","1,898","998","593","98","7"
"경기도 수원시 장안구 정자1동(4111157100)","29,779","29,779","2,503","3,527","4,140","3,463","5,431","5,286","3,063","1,495","739","123","9","14,668","14,668","1,282","1,887","2,217","1,677","2,590","2,617","1,462","652","257","24","3","15,111","15,111","1,221","1,640","1,923","1,786","2,841","2,669","1,601","843","482","99","6"
"경기도 수원시 장안구 정자2동(4111157200)","30,060","30,060","1,953","3,170","4,349","3,656","5,058","5,433","3,445","1,980","879","131","6","14,755","14,755","973","1,628","2,259","1,895","2,460","2,698","1,622","856","331","32","1","15,305","15,305","980","1,542","2,090","1,761","2,598","2,735","1,823","1,124","548","99","5"
"경기도 수원시 장안구 정자3동(4111157300)","42,707","42,707","3,629","6,940","6,255","4,396","8,953","7,550","2,816","1,354","702","111","1","21,363","21,363","1,925","3,578","3,246","2,126","4,197","3,957","1,499","567","247","21","0","21,344","21,344","1,704","3,362","3,009","2,270","4,756","3,593","1,317","787","455","90","1"
"경기도 수원시 장안구 영화동(4111158000)","20,355","20,355","856","1,214","2,725","2,500","2,931","3,977","3,530","1,788","697","116","21","10,400","10,400","451","626","1,421","1,406","1,600","2,015","1,733","830","291","21","6","9,955","9,955","405","588","1,304","1,094","1,331","1,962","1,797","958","406","95","15"
"경기도 수원시 장안구 송죽동(4111159100)","19,667","19,667","1,131","1,738","3,021","2,651","3,046","3,687","2,554","1,207","526","100","6","9,761","9,761","582","941","1,524","1,391","1,527","1,797","1,246","536","188","27","2","9,906","9,906","549","797","1,497","1,260","1,519","1,890","1,308","671","338","73","4"
"경기도 수원시 장안구 조원1동(4111159700)","28,763","28,763","1,498","2,823","4,331","3,249","4,485","5,486","3,773","1,986","961","165","6","14,479","14,479","776","1,479","2,292","1,775","2,270","2,745","1,872","891","330","49","0","14,284","14,284","722","1,344","2,039","1,474","2,215","2,741","1,901","1,095","631","116","6"
