"행정구역","2021년07월_계_총인구수","2021년07월_계_연령구간인구수","2021년07월_계_0~9세","2021년07월_계_10~19세","2021년07월_계_20~29세","2021년07월_계_30~39세","2021년07월_계_40~49세","2021년07월_계_50~59세","2021년07월_계_60~69세","2021년07월_계_70~79세","2021년07월_계_80~89세","2021년07월_계_90~99세","2021년07월_계_100세 이상","2021년07월_남_총인구수","2021년07월_남_연령구간인구수","2021년07월_남_0~9세","2021년07월_남_10~19세","2021년07월_남_20~29세","2021년07월_남_30~39세","2021년07월_남_40~49세","2021년07월_남_50~59세","2021년07월_남_60~69세","2021년07월_남_70~79세","2021년07월_남_80~89세","2021년07월_남_90~99세","2021년07월_남_100세 이상","2021년07월_여_총인구수","2021년07월_여_연령구간인구수","2021년07월_여_0~9세","2021년07월_여_10~19세","2021년07월_여_20~29세","2021년07월_여_30~39세","2021년07월_여_40~49세","2021년07월_여_50~59세","2021년07월_여_60~69세","2021년07월_여_70~79세","2021년07월_여_80~89세","2021년07월_여_90~99세","2021년07월_여_100세 이상"
"전국  (0000000000)","51,671,569","51,671,569","3,843,759","4,737,829","6,733,054","6,764,334","8,205,797","8,591,085","7,039,371","3,699,044","1,790,233","256,245","10,818","25,768,310","25,768,310","1,970,651","2,447,675","3,533,877","3,489,645","4,171,193","4,343,464","3,446,678","1,672,022","634,245","56,641","2,219","25,903,259","25,903,259","1,873,108","2,290,154","3,199,177","3,274,689","4,034,604","4,247,621","3,592,693","2,027,022","1,155,988","199,604","8,599"
"서울특별시  (1100000000)","9,558,153","9,558,153","599,600","764,952","1,440,484","1,449,434","1,497,354","1,505,745","1,274,190","696,452","286,511","40,954","2,477","4,645,177","4,645,177","307,748","391,949","695,318","724,203","741,884","741,685","601,834","317,171","112,410","10,359","616","4,912,976","4,912,976","291,852","373,003","745,166","725,231","755,470","764,060","672,356","379,281","174,101","30,595","1,861"
"부산광역시  (2600000000)","3,361,781","3,361,781","224,799","267,659","422,488","409,975","505,116","556,481","544,644","294,713","120,274","14,876","756","1,645,794","1,645,794","115,409","137,894","219,519","210,113","254,695","270,927","257,303","133,057","43,573","3,154","150","1,715,987","1,715,987","109,390","129,765","202,969","199,862","250,421","285,554","287,341","161,656","76,701","11,722","606"
"대구광역시  (2700000000)","2,395,749","2,395,749","171,893","220,577","315,051","287,590","376,422","419,517","337,985","175,933","80,677","9,732","372","1,181,351","1,181,351","88,038","115,120","167,871","150,289","185,857","205,641","160,779","77,101","28,508","2,078","69","1,214,398","1,214,398","83,855","105,457","147,180","137,301","190,565","213,876","177,206","98,832","52,169","7,654","303"
"인천광역시  (2800000000)","2,937,440","2,937,440","221,097","271,547","394,550","400,637","480,528","508,488","388,725","178,261","80,508","12,554","545","1,470,985","1,470,985","113,520","139,613","205,607","207,425","245,977","254,119","192,484","81,532","27,948","2,632","128","1,466,455","1,466,455","107,577","131,934","188,943","193,212","234,551","254,369","196,241","96,729","52,560","9,922","417"
"광주광역시  (2900000000)","1,442,482","1,442,482","116,003","153,869","207,814","182,548","237,460","233,995","169,107","94,071","41,385","5,997","233","713,626","713,626","59,483","79,726","108,441","93,380","117,951","116,206","80,573","41,768","14,782","1,288","28","728,856","728,856","56,520","74,143","99,373","89,168","119,509","117,789","88,534","52,303","26,603","4,709","205"
"대전광역시  (3000000000)","1,455,300","1,455,300","110,138","143,598","210,655","190,813","233,122","239,271","187,703","91,741","42,113","5,937","209","726,281","726,281","56,671","74,201","110,519","99,801","116,203","119,467","91,051","41,779","15,191","1,361","37","729,019","729,019","53,467","69,397","100,136","91,012","116,919","119,804","96,652","49,962","26,922","4,576","172"
"울산광역시  (3100000000)","1,125,727","1,125,727","94,428","110,546","140,710","147,449","184,951","206,594","152,653","61,642","23,542","3,129","83","578,511","578,511","48,509","58,108","79,327","78,464","94,480","104,911","76,866","29,381","7,934","520","11","547,216","547,216","45,919","52,438","61,383","68,985","90,471","101,683","75,787","32,261","15,608","2,609","72"
"세종특별자치시  (3600000000)","364,364","364,364","46,995","44,340","38,265","61,176","71,019","46,878","32,468","14,554","7,365","1,268","36","181,996","181,996","24,014","22,305","19,589","29,851","36,069","24,520","16,110","6,754","2,513","263","8","182,368","182,368","22,981","22,035","18,676","31,325","34,950","22,358","16,358","7,800","4,852","1,005","28"
"경기도  (4100000000)","13,512,867","13,512,867","1,119,413","1,326,320","1,809,310","1,898,501","2,295,435","2,249,247","1,625,682","769,763","363,493","53,391","2,312","6,801,008","6,801,008","573,001","681,871","952,920","980,593","1,167,605","1,139,981","808,530","350,473","132,910","12,574","550","6,711,859","6,711,859","546,412","644,449","856,390","917,908","1,127,830","1,109,266","817,152","419,290","230,583","40,817","1,762"
"강원도  (4200000000)","1,536,140","1,536,140","102,580","135,021","176,875","163,235","220,452","263,759","253,985","133,653","74,741","11,374","465","773,232","773,232","52,541","70,136","99,500","85,889","113,089","136,100","126,663","60,131","26,574","2,495","114","762,908","762,908","50,039","64,885","77,375","77,346","107,363","127,659","127,322","73,522","48,167","8,879","351"
"충청북도  (4300000000)","1,597,501","1,597,501","119,553","147,224","196,710","192,127","238,200","269,459","236,905","119,913","67,734","9,360","316","810,258","810,258","61,074","76,456","109,450","102,288","123,456","138,752","118,942","54,341","23,384","2,047","68","787,243","787,243","58,479","70,768","87,260","89,839","114,744","130,707","117,963","65,572","44,350","7,313","248"
"충청남도  (4400000000)","2,118,205","2,118,205","166,848","201,286","240,255","262,268","326,371","337,638","294,422","171,492","102,261","14,845","519","1,082,654","1,082,654","85,414","104,417","132,930","141,297","174,130","178,960","147,789","78,288","35,873","3,465","91","1,035,551","1,035,551","81,434","96,869","107,325","120,971","152,241","158,678","146,633","93,204","66,388","11,380","428"
"전라북도  (4500000000)","1,793,902","1,793,902","123,179","171,743","209,534","184,768","262,826","297,818","264,807","170,737","93,733","14,225","532","892,487","892,487","63,189","88,906","113,377","95,370","135,327","154,652","130,943","75,893","31,625","3,119","86","901,415","901,415","59,990","82,837","96,157","89,398","127,499","143,166","133,864","94,844","62,108","11,106","446"
"전라남도  (4600000000)","1,839,698","1,839,698","127,179","164,477","197,212","181,118","254,908","311,829","280,838","191,252","113,467","16,821","597","925,751","925,751","64,847","85,212","110,375","95,322","136,216","167,880","141,824","84,667","36,027","3,316","65","913,947","913,947","62,332","79,265","86,837","85,796","118,692","143,949","139,014","106,585","77,440","13,505","532"
"경상북도  (4700000000)","2,631,649","2,631,649","182,918","223,455","280,421","283,759","378,861","453,913","427,094","241,786","139,206","19,584","652","1,326,218","1,326,218","94,146","117,376","158,989","151,590","197,549","235,352","212,645","108,557","45,955","3,963","96","1,305,431","1,305,431","88,772","106,079","121,432","132,169","181,312","218,561","214,449","133,229","93,251","15,621","556"
"경상남도  (4800000000)","3,324,735","3,324,735","257,940","320,906","370,748","387,531","531,015","576,482","485,482","247,494","128,534","18,093","510","1,674,003","1,674,003","132,593","167,616","206,798","202,780","273,344","295,036","241,299","110,365","40,697","3,386","89","1,650,732","1,650,732","125,347","153,290","163,950","184,751","257,671","281,446","244,183","137,129","87,837","14,707","421"
"제주특별자치도  (5000000000)","675,876","675,876","59,196","70,309","81,972","81,405","111,757","113,971","82,681","45,587","24,689","4,105","204","338,978","338,978","30,454","36,769","43,347","40,990","57,361","59,275","41,043","20,764","8,341","621","13","336,898","336,898","28,742","33,540","38,625","40,415","54,396","54,696","41,638","24,823","16,348","3,484","191"
