"행정구역","2020년06월_계_총인구수","2020년06월_계_연령구간인구수","2020년06월_계_0~9세","2020년06월_계_10~19세","2020년06월_계_20~29세","2020년06월_계_30~39세","2020년06월_계_40~49세","2020년06월_계_50~59세","2020년06월_계_60~69세","2020년06월_계_70~79세","2020년06월_계_80~89세","2020년06월_계_90~99세","2020년06월_계_100세 이상","2020년06월_남_총인구수","2020년06월_남_연령구간인구수","2020년06월_남_0~9세","2020년06월_남_10~19세","2020년06월_남_20~29세","2020년06월_남_30~39세","2020년06월_남_40~49세","2020년06월_남_50~59세","2020년06월_남_60~69세","2020년06월_남_70~79세","2020년06월_남_80~89세","2020년06월_남_90~99세","2020년06월_남_100세 이상","2020년06월_여_총인구수","2020년06월_여_연령구간인구수","2020년06월_여_0~9세","2020년06월_여_10~19세","2020년06월_여_20~29세","2020년06월_여_30~39세","2020년06월_여_40~49세","2020년06월_여_50~59세","2020년06월_여_60~69세","2020년06월_여_70~79세","2020년06월_여_80~89세","2020년06월_여_90~99세","2020년06월_여_100세 이상"
"대구광역시 서구 (2717000000)","172,802","172,802","7,941","11,362","22,023","17,999","23,512","34,955","30,371","17,108","6,681","750","100","86,639","86,639","4,081","5,964","12,112","10,168","12,599","17,528","14,257","7,474","2,289","144","23","86,163","86,163","3,860","5,398","9,911","7,831","10,913","17,427","16,114","9,634","4,392","606","77"
"대구광역시 서구 내당1동(2717051000)","8,807","8,807","357","546","1,353","989","1,097","1,730","1,536","828","335","26","10","4,338","4,338","197","288","704","542","570","814","716","383","116","6","2","4,469","4,469","160","258","649","447","527","916","820","445","219","20","8"
"대구광역시 서구 내당2.3동(2717052500)","10,360","10,360","350","563","1,309","992","1,357","2,048","1,941","1,249","496","48","7","5,086","5,086","182","300","695","587","755","1,029","872","492","163","9","2","5,274","5,274","168","263","614","405","602","1,019","1,069","757","333","39","5"
"대구광역시 서구 내당4동(2717054000)","17,180","17,180","788","1,307","2,479","2,008","2,307","3,230","2,836","1,542","608","73","2","8,309","8,309","399","673","1,339","1,118","1,118","1,468","1,276","692","205","21","0","8,871","8,871","389","634","1,140","890","1,189","1,762","1,560","850","403","52","2"
"대구광역시 서구 비산1동(2717055000)","9,934","9,934","324","648","1,176","903","1,372","2,149","1,768","1,116","419","51","8","5,076","5,076","162","355","664","528","788","1,108","846","468","148","6","3","4,858","4,858","162","293","512","375","584","1,041","922","648","271","45","5"
"대구광역시 서구 비산2.3동(2717056500)","9,794","9,794","315","517","1,069","830","1,196","1,968","1,870","1,383","564","64","18","4,879","4,879","171","283","587","491","688","1,023","880","546","196","14","0","4,915","4,915","144","234","482","339","508","945","990","837","368","50","18"
"대구광역시 서구 비산4동(2717058000)","10,154","10,154","394","640","1,327","1,001","1,347","2,057","1,864","1,040","432","41","11","4,999","4,999","190","338","709","603","720","985","848","450","149","4","3","5,155","5,155","204","302","618","398","627","1,072","1,016","590","283","37","8"
"대구광역시 서구 비산5동(2717059000)","6,531","6,531","212","373","690","632","824","1,321","1,282","822","347","27","1","3,350","3,350","116","200","374","386","459","727","593","362","125","8","0","3,181","3,181","96","173","316","246","365","594","689","460","222","19","1"
"대구광역시 서구 비산6동(2717060000)","7,872","7,872","220","509","1,035","711","1,051","1,696","1,453","818","342","30","7","3,884","3,884","110","271","576","419","522","859","655","348","116","6","2","3,988","3,988","110","238","459","292","529","837","798","470","226","24","5"
"대구광역시 서구 비산7동(2717061000)","11,083","11,083","389","608","1,357","1,043","1,491","2,485","2,042","1,207","421","36","4","5,888","5,888","207","313","798","587","887","1,397","997","551","145","5","1","5,195","5,195","182","295","559","456","604","1,088","1,045","656","276","31","3"
