"행정구역","2020년07월_계_총인구수","2020년07월_계_연령구간인구수","2020년07월_계_0~9세","2020년07월_계_10~19세","2020년07월_계_20~29세","2020년07월_계_30~39세","2020년07월_계_40~49세","2020년07월_계_50~59세","2020년07월_계_60~69세","2020년07월_계_70~79세","2020년07월_계_80~89세","2020년07월_계_90~99세","2020년07월_계_100세 이상","2020년07월_남_총인구수","2020년07월_남_연령구간인구수","2020년07월_남_0~9세","2020년07월_남_10~19세","2020년07월_남_20~29세","2020년07월_남_30~39세","2020년07월_남_40~49세","2020년07월_남_50~59세","2020년07월_남_60~69세","2020년07월_남_70~79세","2020년07월_남_80~89세","2020년07월_남_90~99세","2020년07월_남_100세 이상","2020년07월_여_총인구수","2020년07월_여_연령구간인구수","2020년07월_여_0~9세","2020년07월_여_10~19세","2020년07월_여_20~29세","2020년07월_여_30~39세","2020년07월_여_40~49세","2020년07월_여_50~59세","2020년07월_여_60~69세","2020년07월_여_70~79세","2020년07월_여_80~89세","2020년07월_여_90~99세","2020년07월_여_100세 이상"
"경상북도 봉화군 (4792000000)","31,777","31,777","1,456","1,893","2,077","2,033","3,288","5,875","6,683","4,776","3,184","485","27","16,005","16,005","753","1,015","1,214","1,104","1,932","3,158","3,469","2,129","1,112","114","5","15,772","15,772","703","878","863","929","1,356","2,717","3,214","2,647","2,072","371","22"
"경상북도 봉화군 봉화읍(4792025000)","10,047","10,047","634","882","905","808","1,310","1,779","1,658","1,169","758","138","6","4,946","4,946","338","428","503","399","702","940","839","504","273","19","1","5,101","5,101","296","454","402","409","608","839","819","665","485","119","5"
"경상북도 봉화군 물야면(4792031000)","3,171","3,171","100","148","152","167","247","607","774","548","375","51","2","1,591","1,591","50","91","94","97","140","318","405","251","131","14","0","1,580","1,580","50","57","58","70","107","289","369","297","244","37","2"
"경상북도 봉화군 봉성면(4792032000)","2,144","2,144","57","97","136","130","175","381","511","361","257","38","1","1,046","1,046","31","47","86","72","110","195","260","154","83","7","1","1,098","1,098","26","50","50","58","65","186","251","207","174","31","0"
"경상북도 봉화군 법전면(4792033000)","2,041","2,041","76","81","111","101","156","368","456","359","292","39","2","1,034","1,034","41","41","66","62","98","209","245","154","106","12","0","1,007","1,007","35","40","45","39","58","159","211","205","186","27","2"
"경상북도 봉화군 춘양면(4792034000)","4,488","4,488","192","249","264","253","412","887","968","704","466","86","7","2,238","2,238","100","143","149","127","250","460","497","313","173","23","3","2,250","2,250","92","106","115","126","162","427","471","391","293","63","4"
"경상북도 봉화군 소천면(4792035000)","2,258","2,258","68","97","108","100","210","444","568","376","251","32","4","1,133","1,133","35","54","68","48","130","234","306","173","74","11","0","1,125","1,125","33","43","40","52","80","210","262","203","177","21","4"
"경상북도 봉화군 재산면(4792036000)","1,548","1,548","31","76","67","61","135","335","401","250","167","24","1","782","782","16","49","36","33","73","179","220","112","55","9","0","766","766","15","27","31","28","62","156","181","138","112","15","1"
"경상북도 봉화군 명호면(4792037000)","2,277","2,277","60","107","115","102","206","452","546","404","249","35","1","1,201","1,201","30","68","80","64","134","255","285","192","88","5","0","1,076","1,076","30","39","35","38","72","197","261","212","161","30","1"
"경상북도 봉화군 상운면(4792038000)","1,767","1,767","31","39","90","69","137","289","440","390","254","25","3","906","906","14","25","61","42","91","166","218","186","95","8","0","861","861","17","14","29","27","46","123","222","204","159","17","3"
"경상북도 봉화군 석포면(4792039000)","2,036","2,036","207","117","129","242","300","333","361","215","115","17","0","1,128","1,128","98","69","71","160","204","202","194","90","34","6","0","908","908","109","48","58","82","96","131","167","125","81","11","0"
