"행정구역","2020년08월_계_총인구수","2020년08월_계_연령구간인구수","2020년08월_계_0~9세","2020년08월_계_10~19세","2020년08월_계_20~29세","2020년08월_계_30~39세","2020년08월_계_40~49세","2020년08월_계_50~59세","2020년08월_계_60~69세","2020년08월_계_70~79세","2020년08월_계_80~89세","2020년08월_계_90~99세","2020년08월_계_100세 이상","2020년08월_남_총인구수","2020년08월_남_연령구간인구수","2020년08월_남_0~9세","2020년08월_남_10~19세","2020년08월_남_20~29세","2020년08월_남_30~39세","2020년08월_남_40~49세","2020년08월_남_50~59세","2020년08월_남_60~69세","2020년08월_남_70~79세","2020년08월_남_80~89세","2020년08월_남_90~99세","2020년08월_남_100세 이상","2020년08월_여_총인구수","2020년08월_여_연령구간인구수","2020년08월_여_0~9세","2020년08월_여_10~19세","2020년08월_여_20~29세","2020년08월_여_30~39세","2020년08월_여_40~49세","2020년08월_여_50~59세","2020년08월_여_60~69세","2020년08월_여_70~79세","2020년08월_여_80~89세","2020년08월_여_90~99세","2020년08월_여_100세 이상"
"대구광역시 달서구 (2729000000)","563,730","563,730","41,447","56,382","80,288","67,995","90,718","104,670","72,021","34,030","14,425","1,668","86","278,341","278,341","21,240","29,252","42,886","35,327","43,910","50,632","34,766","15,087","4,865","358","18","285,389","285,389","20,207","27,130","37,402","32,668","46,808","54,038","37,255","18,943","9,560","1,310","68"
"대구광역시 달서구 성당동(2729051500)","24,430","24,430","1,766","2,077","3,007","2,905","3,690","4,278","3,791","2,044","776","88","8","11,921","11,921","864","991","1,532","1,489","1,914","2,139","1,790","916","271","14","1","12,509","12,509","902","1,086","1,475","1,416","1,776","2,139","2,001","1,128","505","74","7"
"대구광역시 달서구 두류1.2동(2729053500)","14,926","14,926","631","752","2,387","1,929","1,894","2,654","2,484","1,518","604","67","6","7,259","7,259","329","386","1,112","1,008","1,038","1,340","1,157","658","219","11","1","7,667","7,667","302","366","1,275","921","856","1,314","1,327","860","385","56","5"
"대구광역시 달서구 두류3동(2729055000)","8,731","8,731","402","599","1,306","970","1,170","1,542","1,401","894","400","42","5","4,237","4,237","217","305","667","498","612","733","657","382","156","10","0","4,494","4,494","185","294","639","472","558","809","744","512","244","32","5"
"대구광역시 달서구 감삼동(2729055500)","28,167","28,167","2,204","2,373","4,348","3,924","4,212","5,263","3,653","1,594","530","64","2","13,810","13,810","1,098","1,211","2,192","2,046","2,050","2,501","1,753","748","196","13","2","14,357","14,357","1,106","1,162","2,156","1,878","2,162","2,762","1,900","846","334","51","0"
"대구광역시 달서구 죽전동(2729056300)","14,641","14,641","707","1,026","2,433","1,829","2,056","2,981","2,218","966","387","36","2","7,243","7,243","350","550","1,255","1,039","1,000","1,403","1,084","415","137","9","1","7,398","7,398","357","476","1,178","790","1,056","1,578","1,134","551","250","27","1"
"대구광역시 달서구 장기동(2729056800)","17,700","17,700","1,372","1,744","2,533","2,301","2,825","3,374","2,175","980","354","39","3","8,731","8,731","722","901","1,332","1,192","1,355","1,607","1,063","434","118","6","1","8,969","8,969","650","843","1,201","1,109","1,470","1,767","1,112","546","236","33","2"
"대구광역시 달서구 용산1동(2729057100)","32,005","32,005","2,104","3,687","5,156","3,457","5,370","6,705","3,381","1,482","607","54","2","16,059","16,059","1,098","1,964","2,758","1,804","2,464","3,364","1,691","695","212","9","0","15,946","15,946","1,006","1,723","2,398","1,653","2,906","3,341","1,690","787","395","45","2"
"대구광역시 달서구 용산2동(2729057200)","29,703","29,703","1,914","3,037","4,803","3,404","4,749","6,522","3,269","1,365","574","64","2","14,971","14,971","1,016","1,618","2,603","1,838","2,217","3,187","1,686","586","204","16","0","14,732","14,732","898","1,419","2,200","1,566","2,532","3,335","1,583","779","370","48","2"
"대구광역시 달서구 이곡1동(2729057600)","23,826","23,826","1,386","2,597","4,161","2,545","3,815","5,290","2,443","1,049","490","50","0","11,990","11,990","705","1,325","2,290","1,371","1,746","2,635","1,280","461","168","9","0","11,836","11,836","681","1,272","1,871","1,174","2,069","2,655","1,163","588","322","41","0"
"대구광역시 달서구 이곡2동(2729057700)","16,812","16,812","903","1,431","2,583","2,161","2,403","3,588","2,499","871","334","39","0","8,519","8,519","469","749","1,419","1,212","1,183","1,677","1,286","390","123","11","0","8,293","8,293","434","682","1,164","949","1,220","1,911","1,213","481","211","28","0"
"대구광역시 달서구 신당동(2729058500)","32,042","32,042","1,469","2,554","6,745","3,670","4,697","6,486","3,613","1,859","851","97","1","16,446","16,446","781","1,284","3,701","2,127","2,416","3,284","1,796","797","240","20","0","15,596","15,596","688","1,270","3,044","1,543","2,281","3,202","1,817","1,062","611","77","1"
"대구광역시 달서구 본리동(2729059000)","21,821","21,821","2,080","2,143","2,701","2,935","3,938","3,905","2,637","1,044","386","49","3","10,806","10,806","1,026","1,002","1,479","1,500","1,969","1,892","1,282","504","138","12","2","11,015","11,015","1,054","1,141","1,222","1,435","1,969","2,013","1,355","540","248","37","1"
"대구광역시 달서구 월성1동(2729060100)","44,011","44,011","5,274","8,327","4,240","4,750","10,757","5,882","2,858","1,296","550","69","8","21,552","21,552","2,665","4,221","2,324","2,089","4,970","3,185","1,323","576","178","20","1","22,459","22,459","2,609","4,106","1,916","2,661","5,787","2,697","1,535","720","372","49","7"
"대구광역시 달서구 월성2동(2729060200)","16,752","16,752","645","1,189","1,880","1,358","2,345","3,109","3,124","2,081","924","91","6","8,055","8,055","358","622","1,038","736","1,220","1,550","1,427","804","276","23","1","8,697","8,697","287","567","842","622","1,125","1,559","1,697","1,277","648","68","5"
"대구광역시 달서구 진천동(2729061500)","77,293","77,293","9,143","8,469","9,275","11,664","13,792","11,954","7,831","3,545","1,441","162","17","38,032","38,032","4,688","4,462","4,911","5,646","6,756","5,673","3,746","1,612","495","37","6","39,261","39,261","4,455","4,007","4,364","6,018","7,036","6,281","4,085","1,933","946","125","11"
"대구광역시 달서구 상인1동(2729062400)","39,942","39,942","3,098","4,925","5,463","4,263","6,546","7,443","4,956","2,118","997","128","5","19,541","19,541","1,574","2,709","2,975","2,112","2,910","3,499","2,426","956","352","28","0","20,401","20,401","1,524","2,216","2,488","2,151","3,636","3,944","2,530","1,162","645","100","5"
"대구광역시 달서구 상인2동(2729062500)","20,571","20,571","1,174","1,521","3,572","2,931","2,652","3,899","2,961","1,258","529","70","4","10,188","10,188","609","813","1,876","1,658","1,295","1,770","1,424","565","166","12","0","10,383","10,383","565","708","1,696","1,273","1,357","2,129","1,537","693","363","58","4"
