"행정구역","2021년07월_계_총인구수","2021년07월_계_연령구간인구수","2021년07월_계_0~9세","2021년07월_계_10~19세","2021년07월_계_20~29세","2021년07월_계_30~39세","2021년07월_계_40~49세","2021년07월_계_50~59세","2021년07월_계_60~69세","2021년07월_계_70~79세","2021년07월_계_80~89세","2021년07월_계_90~99세","2021년07월_계_100세 이상","2021년07월_남_총인구수","2021년07월_남_연령구간인구수","2021년07월_남_0~9세","2021년07월_남_10~19세","2021년07월_남_20~29세","2021년07월_남_30~39세","2021년07월_남_40~49세","2021년07월_남_50~59세","2021년07월_남_60~69세","2021년07월_남_70~79세","2021년07월_남_80~89세","2021년07월_남_90~99세","2021년07월_남_100세 이상","2021년07월_여_총인구수","2021년07월_여_연령구간인구수","2021년07월_여_0~9세","2021년07월_여_10~19세","2021년07월_여_20~29세","2021년07월_여_30~39세","2021년07월_여_40~49세","2021년07월_여_50~59세","2021년07월_여_60~69세","2021년07월_여_70~79세","2021년07월_여_80~89세","2021년07월_여_90~99세","2021년07월_여_100세 이상"
"강원도  (4200000000)","1,536,140","1,536,140","102,580","135,021","176,875","163,235","220,452","263,759","253,985","133,653","74,741","11,374","465","773,232","773,232","52,541","70,136","99,500","85,889","113,089","136,100","126,663","60,131","26,574","2,495","114","762,908","762,908","50,039","64,885","77,375","77,346","107,363","127,659","127,322","73,522","48,167","8,879","351"
"강원도 춘천시 (4211000000)","282,592","282,592","20,975","26,635","37,272","33,945","41,944","46,437","40,534","20,663","12,215","1,902","70","139,546","139,546","10,773","13,860","19,904","17,354","20,721","23,368","19,626","9,085","4,372","464","19","143,046","143,046","10,202","12,775","17,368","16,591","21,223","23,069","20,908","11,578","7,843","1,438","51"
"강원도 원주시 (4213000000)","355,432","355,432","27,738","35,424","45,121","45,019","56,734","60,759","48,562","21,480","12,641","1,890","64","176,297","176,297","14,146","18,275","24,037","22,840","27,963","30,529","24,083","9,569","4,422","423","10","179,135","179,135","13,592","17,149","21,084","22,179","28,771","30,230","24,479","11,911","8,219","1,467","54"
"강원도 강릉시 (4215000000)","212,957","212,957","13,097","18,570","24,932","21,373","31,957","36,432","35,106","19,558","10,192","1,684","56","105,652","105,652","6,764","9,734","13,655","11,277","16,240","18,434","16,761","8,772","3,671","332","12","107,305","107,305","6,333","8,836","11,277","10,096","15,717","17,998","18,345","10,786","6,521","1,352","44"
"강원도 동해시 (4217000000)","90,039","90,039","6,409","8,566","9,363","8,844","14,333","15,611","14,429","7,983","3,936","551","14","45,732","45,732","3,296","4,461","5,519","4,747","7,466","8,115","6,976","3,607","1,438","105","2","44,307","44,307","3,113","4,105","3,844","4,097","6,867","7,496","7,453","4,376","2,498","446","12"
"강원도 태백시 (4219000000)","41,341","41,341","2,397","3,721","3,540","3,503","6,132","7,074","7,734","4,803","2,161","254","22","20,966","20,966","1,267","1,935","2,057","1,860","3,273","3,804","3,815","2,117","777","52","9","20,375","20,375","1,130","1,786","1,483","1,643","2,859","3,270","3,919","2,686","1,384","202","13"
"강원도 속초시 (4221000000)","82,377","82,377","5,721","7,257","8,928","9,066","12,236","14,954","13,491","6,786","3,319","598","21","40,848","40,848","2,914","3,772","5,027","4,863","6,150","7,402","6,511","2,938","1,154","110","7","41,529","41,529","2,807","3,485","3,901","4,203","6,086","7,552","6,980","3,848","2,165","488","14"
"강원도 삼척시 (4223000000)","63,952","63,952","3,657","5,018","6,896","5,407","8,608","11,010","11,607","7,056","4,052","614","27","32,305","32,305","1,861","2,567","3,850","2,917","4,724","5,953","5,839","3,121","1,346","123","4","31,647","31,647","1,796","2,451","3,046","2,490","3,884","5,057","5,768","3,935","2,706","491","23"
"강원도 홍천군 (4272000000)","68,573","68,573","3,671","5,034","6,587","5,863","8,053","12,209","14,730","7,223","4,528","643","32","35,305","35,305","1,862","2,561","3,985","3,213","4,312","6,468","7,688","3,432","1,627","153","4","33,268","33,268","1,809","2,473","2,602","2,650","3,741","5,741","7,042","3,791","2,901","490","28"
"강원도 횡성군 (4273000000)","46,652","46,652","2,118","3,561","3,778","3,331","5,006","8,558","10,825","5,501","3,410","535","29","23,936","23,936","1,117","1,864","2,159","1,754","2,791","4,524","5,662","2,685","1,260","116","4","22,716","22,716","1,001","1,697","1,619","1,577","2,215","4,034","5,163","2,816","2,150","419","25"
