"행정구역","2020년03월_계_총인구수","2020년03월_계_연령구간인구수","2020년03월_계_0~9세","2020년03월_계_10~19세","2020년03월_계_20~29세","2020년03월_계_30~39세","2020년03월_계_40~49세","2020년03월_계_50~59세","2020년03월_계_60~69세","2020년03월_계_70~79세","2020년03월_계_80~89세","2020년03월_계_90~99세","2020년03월_계_100세 이상","2020년03월_남_총인구수","2020년03월_남_연령구간인구수","2020년03월_남_0~9세","2020년03월_남_10~19세","2020년03월_남_20~29세","2020년03월_남_30~39세","2020년03월_남_40~49세","2020년03월_남_50~59세","2020년03월_남_60~69세","2020년03월_남_70~79세","2020년03월_남_80~89세","2020년03월_남_90~99세","2020년03월_남_100세 이상","2020년03월_여_총인구수","2020년03월_여_연령구간인구수","2020년03월_여_0~9세","2020년03월_여_10~19세","2020년03월_여_20~29세","2020년03월_여_30~39세","2020년03월_여_40~49세","2020년03월_여_50~59세","2020년03월_여_60~69세","2020년03월_여_70~79세","2020년03월_여_80~89세","2020년03월_여_90~99세","2020년03월_여_100세 이상"
"전라북도 고창군 (4579000000)","55,190","55,190","2,826","4,340","4,459","4,067","6,474","9,273","9,398","8,384","5,168","765","36","27,238","27,238","1,494","2,344","2,504","2,184","3,708","5,037","4,625","3,557","1,646","137","2","27,952","27,952","1,332","1,996","1,955","1,883","2,766","4,236","4,773","4,827","3,522","628","34"
"전라북도 고창군 고창읍(4579025000)","21,447","21,447","1,875","2,664","2,404","2,200","3,266","3,432","2,681","1,780","978","160","7","10,582","10,582","975","1,435","1,325","1,079","1,657","1,695","1,284","759","345","28","0","10,865","10,865","900","1,229","1,079","1,121","1,609","1,737","1,397","1,021","633","132","7"
"전라북도 고창군 고수면(4579031000)","2,269","2,269","59","107","151","127","198","419","468","414","287","37","2","1,164","1,164","31","58","96","77","138","252","245","186","76","5","0","1,105","1,105","28","49","55","50","60","167","223","228","211","32","2"
"전라북도 고창군 아산면(4579032000)","2,732","2,732","91","104","179","153","264","523","530","517","321","49","1","1,391","1,391","48","61","103","94","170","318","262","218","107","10","0","1,341","1,341","43","43","76","59","94","205","268","299","214","39","1"
"전라북도 고창군 무장면(4579033000)","2,828","2,828","87","213","178","144","259","477","516","599","320","34","1","1,393","1,393","43","128","100","84","163","264","249","245","110","7","0","1,435","1,435","44","85","78","60","96","213","267","354","210","27","1"
"전라북도 고창군 공음면(4579034000)","2,595","2,595","80","128","151","151","229","438","527","515","328","46","2","1,283","1,283","46","62","89","90","142","251","261","227","102","13","0","1,312","1,312","34","66","62","61","87","187","266","288","226","33","2"
"전라북도 고창군 상하면(4579035000)","2,484","2,484","61","154","182","135","258","451","444","484","274","40","1","1,194","1,194","38","88","93","74","155","249","210","200","78","9","0","1,290","1,290","23","66","89","61","103","202","234","284","196","31","1"
"전라북도 고창군 해리면(4579036000)","2,897","2,897","85","128","162","145","240","470","628","615","371","48","5","1,406","1,406","46","58","89","87","158","268","307","278","108","6","1","1,491","1,491","39","70","73","58","82","202","321","337","263","42","4"
"전라북도 고창군 성송면(4579037000)","1,852","1,852","56","59","84","103","169","295","403","345","300","37","1","907","907","28","37","53","65","109","178","193","142","92","10","0","945","945","28","22","31","38","60","117","210","203","208","27","1"
"전라북도 고창군 대산면(4579038000)","3,414","3,414","85","161","205","178","316","609","666","696","424","68","6","1,687","1,687","45","85","123","105","200","338","348","287","143","12","1","1,727","1,727","40","76","82","73","116","271","318","409","281","56","5"
"전라북도 고창군 심원면(4579039000)","2,560","2,560","71","117","160","170","265","505","522","465","254","30","1","1,299","1,299","44","59","84","105","178","284","267","194","80","4","0","1,261","1,261","27","58","76","65","87","221","255","271","174","26","1"
"전라북도 고창군 흥덕면(4579040000)","3,137","3,137","80","148","217","177","319","558","641","557","382","55","3","1,514","1,514","41","71","124","99","187","300","325","229","130","8","0","1,623","1,623","39","77","93","78","132","258","316","328","252","47","3"
"전라북도 고창군 성내면(4579041000)","2,002","2,002","57","83","125","113","190","315","419","387","269","44","0","1,017","1,017","27","56","77","63","130","179","218","172","88","7","0","985","985","30","27","48","50","60","136","201","215","181","37","0"
"전라북도 고창군 신림면(4579042000)","2,244","2,244","62","111","130","132","215","376","432","430","295","60","1","1,081","1,081","37","51","74","75","138","214","216","184","84","8","0","1,163","1,163","25","60","56","57","77","162","216","246","211","52","1"
"전라북도 고창군 부안면(4579043000)","2,729","2,729","77","163","131","139","286","405","521","580","365","57","5","1,320","1,320","45","95","74","87","183","247","240","236","103","10","0","1,409","1,409","32","68","57","52","103","158","281","344","262","47","5"
