"행정구역","2021년05월_계_총인구수","2021년05월_계_연령구간인구수","2021년05월_계_0~9세","2021년05월_계_10~19세","2021년05월_계_20~29세","2021년05월_계_30~39세","2021년05월_계_40~49세","2021년05월_계_50~59세","2021년05월_계_60~69세","2021년05월_계_70~79세","2021년05월_계_80~89세","2021년05월_계_90~99세","2021년05월_계_100세 이상","2021년05월_남_총인구수","2021년05월_남_연령구간인구수","2021년05월_남_0~9세","2021년05월_남_10~19세","2021년05월_남_20~29세","2021년05월_남_30~39세","2021년05월_남_40~49세","2021년05월_남_50~59세","2021년05월_남_60~69세","2021년05월_남_70~79세","2021년05월_남_80~89세","2021년05월_남_90~99세","2021년05월_남_100세 이상","2021년05월_여_총인구수","2021년05월_여_연령구간인구수","2021년05월_여_0~9세","2021년05월_여_10~19세","2021년05월_여_20~29세","2021년05월_여_30~39세","2021년05월_여_40~49세","2021년05월_여_50~59세","2021년05월_여_60~69세","2021년05월_여_70~79세","2021년05월_여_80~89세","2021년05월_여_90~99세","2021년05월_여_100세 이상"
"전라남도 완도군 (4689000000)","49,458","49,458","3,053","3,558","3,761","3,839","6,093","8,002","8,679","7,360","4,494","603","16","24,899","24,899","1,555","1,850","2,207","2,098","3,552","4,496","4,329","3,263","1,430","117","2","24,559","24,559","1,498","1,708","1,554","1,741","2,541","3,506","4,350","4,097","3,064","486","14"
"전라남도 완도군 완도읍(4689025000)","18,094","18,094","1,415","1,703","1,848","1,721","2,650","3,076","2,864","1,823","865","124","5","9,123","9,123","747","882","1,072","876","1,367","1,639","1,398","835","283","24","0","8,971","8,971","668","821","776","845","1,283","1,437","1,466","988","582","100","5"
"전라남도 완도군 금일읍(4689025300)","3,743","3,743","209","194","228","288","417","587","752","619","403","46","0","1,903","1,903","102","97","136","167","277","343","383","269","121","8","0","1,840","1,840","107","97","92","121","140","244","369","350","282","38","0"
"전라남도 완도군 노화읍(4689025600)","4,366","4,366","313","384","283","372","578","646","639","650","447","53","1","2,183","2,183","149","209","162","216","339","361","329","273","139","6","0","2,183","2,183","164","175","121","156","239","285","310","377","308","47","1"
"전라남도 완도군 노화읍넙도출장소(4689029000)","783","783","50","49","43","72","114","126","159","132","35","2","1","432","432","22","28","27","49","83","70","75","67","11","0","0","351","351","28","21","16","23","31","56","84","65","24","2","1"
"전라남도 완도군 군외면(4689031000)","3,208","3,208","90","129","184","166","319","534","717","628","390","51","0","1,609","1,609","54","64","97","105","203","313","353","298","116","6","0","1,599","1,599","36","65","87","61","116","221","364","330","274","45","0"
"전라남도 완도군 신지면(4689032000)","3,439","3,439","135","200","210","214","374","579","652","597","426","51","1","1,752","1,752","59","98","140","117","237","339","339","261","149","13","0","1,687","1,687","76","102","70","97","137","240","313","336","277","38","1"
"전라남도 완도군 고금면(4689033000)","4,221","4,221","178","271","263","231","415","626","709","881","571","74","2","2,076","2,076","84","138","159","130","250","375","344","380","200","16","0","2,145","2,145","94","133","104","101","165","251","365","501","371","58","2"
"전라남도 완도군 약산면(4689034000)","2,340","2,340","115","96","130","119","203","393","492","471","280","40","1","1,190","1,190","72","44","81","65","138","230","245","214","92","9","0","1,150","1,150","43","52","49","54","65","163","247","257","188","31","1"
"전라남도 완도군 청산면(4689035000)","2,075","2,075","68","92","138","129","176","353","424","366","280","48","1","1,012","1,012","30","51","78","83","103","210","218","146","81","11","1","1,063","1,063","38","41","60","46","73","143","206","220","199","37","0"
"전라남도 완도군 청산면모도출장소(4689035500)","219","219","5","10","10","6","27","31","36","45","41","7","1","114","114","3","5","10","3","19","21","21","22","10","0","0","105","105","2","5","0","3","8","10","15","23","31","7","1"
"전라남도 완도군 소안면(4689036000)","2,492","2,492","143","135","135","168","285","343","455","474","308","45","1","1,223","1,223","67","69","81","94","190","196","219","187","107","12","1","1,269","1,269","76","66","54","74","95","147","236","287","201","33","0"
"전라남도 완도군 금당면(4689037000)","995","995","44","51","63","62","103","163","171","178","143","16","1","496","496","20","32","34","35","66","96","92","78","39","4","0","499","499","24","19","29","27","37","67","79","100","104","12","1"
"전라남도 완도군 보길면(4689038000)","2,663","2,663","245","219","159","238","342","412","449","350","217","32","0","1,352","1,352","126","116","89","126","211","226","234","162","56","6","0","1,311","1,311","119","103","70","112","131","186","215","188","161","26","0"
"전라남도 완도군 생일면(4689039000)","820","820","43","25","67","53","90","133","160","146","88","14","1","434","434","20","17","41","32","69","77","79","71","26","2","0","386","386","23","8","26","21","21","56","81","75","62","12","1"
