"행정구역","2020년08월_계_총인구수","2020년08월_계_연령구간인구수","2020년08월_계_0~9세","2020년08월_계_10~19세","2020년08월_계_20~29세","2020년08월_계_30~39세","2020년08월_계_40~49세","2020년08월_계_50~59세","2020년08월_계_60~69세","2020년08월_계_70~79세","2020년08월_계_80~89세","2020년08월_계_90~99세","2020년08월_계_100세 이상","2020년08월_남_총인구수","2020년08월_남_연령구간인구수","2020년08월_남_0~9세","2020년08월_남_10~19세","2020년08월_남_20~29세","2020년08월_남_30~39세","2020년08월_남_40~49세","2020년08월_남_50~59세","2020년08월_남_60~69세","2020년08월_남_70~79세","2020년08월_남_80~89세","2020년08월_남_90~99세","2020년08월_남_100세 이상","2020년08월_여_총인구수","2020년08월_여_연령구간인구수","2020년08월_여_0~9세","2020년08월_여_10~19세","2020년08월_여_20~29세","2020년08월_여_30~39세","2020년08월_여_40~49세","2020년08월_여_50~59세","2020년08월_여_60~69세","2020년08월_여_70~79세","2020년08월_여_80~89세","2020년08월_여_90~99세","2020년08월_여_100세 이상"
"전라남도 강진군 (4681000000)","34,809","34,809","1,826","2,548","2,907","2,533","3,816","5,732","6,110","5,261","3,551","496","29","16,794","16,794","905","1,318","1,617","1,289","2,129","3,081","3,034","2,247","1,076","94","4","18,015","18,015","921","1,230","1,290","1,244","1,687","2,651","3,076","3,014","2,475","402","25"
"전라남도 강진군 강진읍(4681025000)","13,780","13,780","1,027","1,373","1,557","1,344","1,890","2,277","1,981","1,430","782","109","10","6,631","6,631","526","686","833","662","951","1,149","949","627","226","21","1","7,149","7,149","501","687","724","682","939","1,128","1,032","803","556","88","9"
"전라남도 강진군 군동면(4681031000)","4,319","4,319","245","332","351","319","474","711","726","609","484","66","2","2,095","2,095","119","186","214","165","256","378","391","233","139","14","0","2,224","2,224","126","146","137","154","218","333","335","376","345","52","2"
"전라남도 강진군 칠량면(4681032000)","2,340","2,340","72","122","150","113","199","399","468","455","320","40","2","1,131","1,131","40","55","83","64","117","226","242","197","102","5","0","1,209","1,209","32","67","67","49","82","173","226","258","218","35","2"
"전라남도 강진군 대구면(4681033000)","1,151","1,151","26","46","66","51","109","181","259","251","134","27","1","544","544","7","26","39","28","67","100","121","117","36","3","0","607","607","19","20","27","23","42","81","138","134","98","24","1"
"전라남도 강진군 도암면(4681034000)","2,546","2,546","60","143","130","120","200","382","555","522","375","53","6","1,228","1,228","26","79","79","66","124","220","281","226","113","13","1","1,318","1,318","34","64","51","54","76","162","274","296","262","40","5"
"전라남도 강진군 신전면(4681035000)","1,810","1,810","83","98","82","90","164","298","390","321","258","25","1","857","857","31","50","47","37","107","165","185","147","85","3","0","953","953","52","48","35","53","57","133","205","174","173","22","1"
"전라남도 강진군 성전면(4681036000)","2,826","2,826","114","131","181","174","254","433","592","526","363","55","3","1,381","1,381","56","64","111","90","152","245","304","223","123","12","1","1,445","1,445","58","67","70","84","102","188","288","303","240","43","2"
"전라남도 강진군 작천면(4681037000)","1,880","1,880","50","79","117","100","130","331","349","383","298","41","2","911","911","29","42","67","58","92","193","171","157","94","7","1","969","969","21","37","50","42","38","138","178","226","204","34","1"
"전라남도 강진군 병영면(4681038000)","1,676","1,676","52","90","98","75","153","275","325","313","250","43","2","790","790","22","54","55","41","100","149","164","119","78","8","0","886","886","30","36","43","34","53","126","161","194","172","35","2"
"전라남도 강진군 옴천면(4681039000)","664","664","19","50","33","27","56","111","112","133","104","19","0","325","325","11","29","18","9","41","70","56","63","22","6","0","339","339","8","21","15","18","15","41","56","70","82","13","0"
"전라남도 강진군 마량면(4681040000)","1,817","1,817","78","84","142","120","187","334","353","318","183","18","0","901","901","38","47","71","69","122","186","170","138","58","2","0","916","916","40","37","71","51","65","148","183","180","125","16","0"
