"행정구역","2020년06월_계_총인구수","2020년06월_계_연령구간인구수","2020년06월_계_0~9세","2020년06월_계_10~19세","2020년06월_계_20~29세","2020년06월_계_30~39세","2020년06월_계_40~49세","2020년06월_계_50~59세","2020년06월_계_60~69세","2020년06월_계_70~79세","2020년06월_계_80~89세","2020년06월_계_90~99세","2020년06월_계_100세 이상","2020년06월_남_총인구수","2020년06월_남_연령구간인구수","2020년06월_남_0~9세","2020년06월_남_10~19세","2020년06월_남_20~29세","2020년06월_남_30~39세","2020년06월_남_40~49세","2020년06월_남_50~59세","2020년06월_남_60~69세","2020년06월_남_70~79세","2020년06월_남_80~89세","2020년06월_남_90~99세","2020년06월_남_100세 이상","2020년06월_여_총인구수","2020년06월_여_연령구간인구수","2020년06월_여_0~9세","2020년06월_여_10~19세","2020년06월_여_20~29세","2020년06월_여_30~39세","2020년06월_여_40~49세","2020년06월_여_50~59세","2020년06월_여_60~69세","2020년06월_여_70~79세","2020년06월_여_80~89세","2020년06월_여_90~99세","2020년06월_여_100세 이상"
"경상북도 봉화군 (4792000000)","31,823","31,823","1,459","1,899","2,091","2,044","3,306","5,909","6,642","4,783","3,186","476","28","16,024","16,024","757","1,017","1,221","1,111","1,949","3,163","3,455","2,123","1,111","112","5","15,799","15,799","702","882","870","933","1,357","2,746","3,187","2,660","2,075","364","23"
"경상북도 봉화군 봉화읍(4792025000)","10,094","10,094","634","889","911","810","1,327","1,802","1,651","1,163","763","138","6","4,966","4,966","337","431","510","399","711","950","836","500","273","18","1","5,128","5,128","297","458","401","411","616","852","815","663","490","120","5"
"경상북도 봉화군 물야면(4792031000)","3,174","3,174","100","149","151","166","250","613","765","553","373","52","2","1,591","1,591","50","91","95","95","143","322","399","253","128","15","0","1,583","1,583","50","58","56","71","107","291","366","300","245","37","2"
"경상북도 봉화군 봉성면(4792032000)","2,156","2,156","57","96","139","132","180","383","512","361","257","38","1","1,053","1,053","31","46","87","74","115","193","262","154","82","8","1","1,103","1,103","26","50","52","58","65","190","250","207","175","30","0"
"경상북도 봉화군 법전면(4792033000)","2,045","2,045","77","83","111","99","157","372","454","360","291","39","2","1,034","1,034","40","43","65","62","99","211","244","154","104","12","0","1,011","1,011","37","40","46","37","58","161","210","206","187","27","2"
"경상북도 봉화군 춘양면(4792034000)","4,461","4,461","190","248","259","257","405","880","958","705","468","84","7","2,222","2,222","98","144","146","126","248","453","495","313","173","23","3","2,239","2,239","92","104","113","131","157","427","463","392","295","61","4"
"경상북도 봉화군 소천면(4792035000)","2,244","2,244","64","97","109","97","208","441","563","380","251","29","5","1,127","1,127","35","54","68","47","130","231","303","175","75","9","0","1,117","1,117","29","43","41","50","78","210","260","205","176","20","5"
"경상북도 봉화군 재산면(4792036000)","1,554","1,554","34","75","71","61","134","340","400","249","167","22","1","783","783","18","48","36","33","73","181","222","108","56","8","0","771","771","16","27","35","28","61","159","178","141","111","14","1"
"경상북도 봉화군 명호면(4792037000)","2,275","2,275","60","107","116","103","206","455","541","405","248","33","1","1,199","1,199","30","68","79","66","133","255","283","191","89","5","0","1,076","1,076","30","39","37","37","73","200","258","214","159","28","1"
"경상북도 봉화군 상운면(4792038000)","1,777","1,777","36","38","97","71","138","290","435","390","254","25","3","914","914","18","24","65","43","92","165","217","186","96","8","0","863","863","18","14","32","28","46","125","218","204","158","17","3"
"경상북도 봉화군 석포면(4792039000)","2,043","2,043","207","117","127","248","301","333","363","217","114","16","0","1,135","1,135","100","68","70","166","205","202","194","89","35","6","0","908","908","107","49","57","82","96","131","169","128","79","10","0"
