"행정구역","2020년04월_계_총인구수","2020년04월_계_연령구간인구수","2020년04월_계_0~9세","2020년04월_계_10~19세","2020년04월_계_20~29세","2020년04월_계_30~39세","2020년04월_계_40~49세","2020년04월_계_50~59세","2020년04월_계_60~69세","2020년04월_계_70~79세","2020년04월_계_80~89세","2020년04월_계_90~99세","2020년04월_계_100세 이상","2020년04월_남_총인구수","2020년04월_남_연령구간인구수","2020년04월_남_0~9세","2020년04월_남_10~19세","2020년04월_남_20~29세","2020년04월_남_30~39세","2020년04월_남_40~49세","2020년04월_남_50~59세","2020년04월_남_60~69세","2020년04월_남_70~79세","2020년04월_남_80~89세","2020년04월_남_90~99세","2020년04월_남_100세 이상","2020년04월_여_총인구수","2020년04월_여_연령구간인구수","2020년04월_여_0~9세","2020년04월_여_10~19세","2020년04월_여_20~29세","2020년04월_여_30~39세","2020년04월_여_40~49세","2020년04월_여_50~59세","2020년04월_여_60~69세","2020년04월_여_70~79세","2020년04월_여_80~89세","2020년04월_여_90~99세","2020년04월_여_100세 이상"
"전라북도 임실군 (4575000000)","27,895","27,895","1,407","1,779","2,253","2,089","2,997","4,820","4,856","4,319","2,929","423","23","14,219","14,219","737","948","1,321","1,147","1,821","2,722","2,554","1,894","972","96","7","13,676","13,676","670","831","932","942","1,176","2,098","2,302","2,425","1,957","327","16"
"전라북도 임실군 임실읍(4575025000)","7,494","7,494","693","725","776","830","1,073","1,061","981","765","511","75","4","3,832","3,832","369","367","461","431","604","579","493","344","171","12","1","3,662","3,662","324","358","315","399","469","482","488","421","340","63","3"
"전라북도 임실군 청웅면(4575031000)","1,338","1,338","36","54","80","70","138","214","245","268","202","29","2","676","676","17","28","51","40","96","120","133","112","70","7","2","662","662","19","26","29","30","42","94","112","156","132","22","0"
"전라북도 임실군 운암면(4575032000)","1,683","1,683","46","70","129","109","157","351","385","235","172","29","0","867","867","27","39","67","58","93","197","210","108","55","13","0","816","816","19","31","62","51","64","154","175","127","117","16","0"
"전라북도 임실군 신평면(4575033000)","1,497","1,497","61","72","107","109","139","243","294","269","174","26","3","755","755","32","45","58","68","81","137","150","121","57","6","0","742","742","29","27","49","41","58","106","144","148","117","20","3"
"전라북도 임실군 성수면(4575034000)","1,703","1,703","49","85","117","92","159","307","303","330","228","31","2","878","878","26","52","73","54","99","169","165","147","85","7","1","825","825","23","33","44","38","60","138","138","183","143","24","1"
"전라북도 임실군 오수면(4575035500)","3,826","3,826","120","254","298","254","373","680","730","599","455","62","1","1,920","1,920","66","144","171","144","221","384","370","247","155","17","1","1,906","1,906","54","110","127","110","152","296","360","352","300","45","0"
"전라북도 임실군 신덕면(4575036000)","1,337","1,337","49","55","90","64","128","255","256","265","155","19","1","704","704","29","28","57","32","82","159","155","105","53","3","1","633","633","20","27","33","32","46","96","101","160","102","16","0"
"전라북도 임실군 삼계면(4575037000)","1,537","1,537","38","70","77","83","131","245","309","308","237","39","0","755","755","17","33","46","44","87","143","159","143","74","9","0","782","782","21","37","31","39","44","102","150","165","163","30","0"
"전라북도 임실군 관촌면(4575038000)","3,442","3,442","161","194","276","248","353","680","626","543","322","37","2","1,764","1,764","78","95","155","145","224","389","315","261","92","10","0","1,678","1,678","83","99","121","103","129","291","311","282","230","27","2"
"전라북도 임실군 강진면(4575039000)","1,608","1,608","51","88","157","77","164","321","280","266","169","32","3","858","858","28","57","102","50","119","180","152","111","53","6","0","750","750","23","31","55","27","45","141","128","155","116","26","3"
"전라북도 임실군 덕치면(4575040000)","1,192","1,192","48","52","68","81","85","239","219","247","132","16","5","597","597","17","27","35","48","53","147","117","101","50","1","1","595","595","31","25","33","33","32","92","102","146","82","15","4"
"전라북도 임실군 지사면(4575041000)","1,238","1,238","55","60","78","72","97","224","228","224","172","28","0","613","613","31","33","45","33","62","118","135","94","57","5","0","625","625","24","27","33","39","35","106","93","130","115","23","0"
