카테고리,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2020년01월_여_20~29세,"840,261","88,112","20,097","26,390","13,414","28,211","64,435","16,096","15,073","33,266","30,601","38,822","16,847","21,975","57,857","19,466","31,446","5,086","49,238","26,555","22,683","73,259","30,173","22,111","20,975","3,796","13,419","39,806","14,106","30,315","18,305","10,781","15,706","63,972","15,320","26,098","22,554","26,194","12,644","9,674","22,768","45,013","20,771","12,147","7,599","5,508","1,969","2,687","4,759"
2020년01월_여_30~39세,"933,887","89,034","16,497","29,002","11,693","31,842","68,860","16,435","14,895","37,530","29,342","39,172","16,273","22,899","58,785","22,183","35,406","5,155","39,176","20,099","19,077","71,667","32,841","19,881","18,945","3,856","13,545","46,727","18,554","34,297","19,272","10,839","23,250","75,586","16,468","31,867","27,251","31,481","14,410","10,769","36,026","72,210","28,404","13,312","6,730","5,674","1,884","2,752","5,529"
2020년01월_여_40~49세,"1,128,903","102,359","23,807","29,978","13,706","34,868","81,058","17,516","16,264","47,278","37,306","46,878","17,788","29,090","65,908","27,741","42,713","7,214","54,750","28,949","25,801","95,834","39,081","27,795","28,958","4,846","16,867","63,935","19,825","40,374","23,288","12,805","22,545","101,467","20,551","43,118","37,798","38,449","16,889","13,985","38,691","72,507","30,387","18,744","9,873","7,771","2,292","3,693","7,909"
2020년01월_여_50~59세,"1,084,911","98,048","24,675","31,734","15,167","26,472","78,479","19,929","19,782","38,768","39,934","51,746","22,659","29,087","77,254","26,453","39,951","7,724","61,013","32,530","28,483","96,839","40,848","27,959","28,032","5,261","18,204","55,896","15,576","38,840","24,690","15,336","20,505","77,640","20,455","31,254","25,931","33,191","16,875","14,549","30,632","50,305","30,322","17,483","13,374","9,610","3,428","5,504","10,249"
2020년01월_여_60~69세,"710,062","56,501","14,598","18,646","10,959","12,298","54,550","15,947","14,681","23,922","27,207","33,754","16,396","17,358","51,819","19,469","25,271","6,379","30,787","16,352","14,435","54,783","26,129","14,600","14,054","3,318","11,309","39,518","9,188","19,185","15,374","9,917","16,358","52,392","14,416","20,806","17,170","23,002","11,654","11,489","22,700","30,880","21,819","13,149","10,362","8,425","3,453","5,431","10,619"
2020년01월_여_70~79세,"405,992","30,434","8,568","9,245","6,465","6,156","31,000","9,004","8,101","13,895","17,061","16,904","8,571","8,333","24,281","10,154","15,612","5,085","15,924","9,177","6,747","34,789","16,833","8,783","9,173","1,975","6,371","23,400","5,227","10,046","8,120","4,780","7,405","34,350","8,373","13,770","12,207","15,724","6,900","7,252","12,776","16,211","10,767","8,459","6,733","5,345","2,814","3,619","6,474"
2020년01월_여_80~89세,"210,268","15,603","4,632","4,753","2,963","3,255","15,099","3,816","3,520","7,763","8,231","9,072","4,301","4,771","12,741","5,058","8,644","2,566","9,243","5,281","3,962","19,778","8,840","5,315","5,623","1,131","2,922","10,825","2,372","5,532","4,619","2,718","3,406","15,152","4,540","5,824","4,788","8,323","4,085","4,645","6,026","8,831","4,799","4,136","3,932","3,199","1,678","2,169","3,733"
2020년01월_여_90~99세,"36,658","2,815",867,843,519,586,"2,972",663,663,"1,646","1,291","1,512",691,821,"2,273",825,"1,349",407,"1,560",907,653,"3,232","1,430",942,860,271,465,"1,856",349,916,816,535,721,"2,887",827,"1,147",913,"1,458",682,744,"1,036","1,447",887,712,706,600,291,364,679
2020년01월_여_100세 이상,"2,915",209,63,59,65,22,322,132,129,61,158,119,56,63,170,107,159,62,83,43,40,237,154,42,41,42,50,152,33,66,47,34,76,145,57,47,41,125,46,39,48,77,76,57,46,25,28,28,49
2020년02월_계_총인구수,"13,265,377","1,193,480","277,386","371,218","175,677","369,199","942,183","234,417","219,619","488,147","452,865","563,066","242,107","320,959","827,374","316,125","517,087","94,452","651,211","344,685","306,526","1,071,002","469,671","298,445","302,886","58,253","198,921","704,172","226,900","476,481","275,857","163,982","275,384","1,063,650","253,982","437,811","371,857","453,827","215,869","183,444","439,502","822,470","373,867","222,435","147,770","111,008","43,614","62,224","116,902"
2020년02월_계_연령구간인구수,"13,265,377","1,193,480","277,386","371,218","175,677","369,199","942,183","234,417","219,619","488,147","452,865","563,066","242,107","320,959","827,374","316,125","517,087","94,452","651,211","344,685","306,526","1,071,002","469,671","298,445","302,886","58,253","198,921","704,172","226,900","476,481","275,857","163,982","275,384","1,063,650","253,982","437,811","371,857","453,827","215,869","183,444","439,502","822,470","373,867","222,435","147,770","111,008","43,614","62,224","116,902"
2020년02월_계_0~9세,"1,178,548","103,170","19,783","34,232","10,246","38,909","71,633","15,802","14,075","41,756","35,074","42,032","16,415","25,617","60,921","25,424","48,587","6,797","46,112","23,862","22,250","84,859","39,126","21,786","23,947","4,549","16,097","67,250","24,941","46,874","22,252","13,458","29,743","104,994","22,045","45,316","37,633","44,925","19,765","14,740","51,884","105,869","36,052","19,699","9,153","7,685","2,887","3,573","7,549"
2020년02월_계_10~19세,"1,347,854","122,606","30,131","34,446","14,643","43,386","90,600","17,701","17,561","55,338","43,514","54,982","19,725","35,257","73,590","32,654","53,036","8,920","67,189","35,239","31,950","108,526","42,498","30,722","35,306","6,306","18,890","77,663","24,888","49,821","27,779","15,232","23,835","122,626","25,171","51,524","45,931","48,422","22,375","18,107","45,106","93,486","33,454","23,770","12,916","9,854","3,259","4,749","9,699"
2020년02월_계_20~29세,"1,769,080","186,021","44,059","54,962","28,222","58,778","131,752","33,785","31,475","66,492","62,519","80,174","35,058","45,116","118,999","40,862","69,285","11,120","105,146","56,601","48,545","149,521","62,298","44,442","42,781","7,971","27,373","82,923","30,559","66,225","38,183","23,037","32,722","132,731","33,279","54,178","45,274","55,052","28,814","21,468","47,550","97,343","43,878","26,252","17,685","11,981","5,409","6,170","10,355"
2020년02월_계_30~39세,"1,917,785","184,060","34,038","60,447","25,192","64,383","138,962","34,926","31,882","72,154","59,662","79,771","34,063","45,708","120,022","44,901","77,367","10,516","85,684","43,658","42,026","142,084","66,664","38,611","36,809","7,881","27,328","91,475","39,752","73,929","39,703","22,699","47,137","148,717","34,600","61,914","52,203","67,106","30,708","23,409","70,442","149,915","59,138","27,334","14,913","11,899","4,266","5,919","11,086"
2020년02월_계_40~49세,"2,299,179","206,250","47,177","61,948","28,210","68,915","160,461","37,257","34,302","88,902","74,735","91,376","36,141","55,235","132,634","55,008","91,046","14,819","111,005","58,556","52,449","185,799","78,951","52,712","54,136","9,164","33,508","129,657","42,358","87,124","45,728","25,351","48,090","201,254","43,423","84,932","72,899","79,192","34,987","29,990","81,496","157,288","65,157","38,709","21,308","16,161","5,080","8,041","16,403"
2020년02월_계_50~59세,"2,205,106","196,150","49,410","62,575","30,777","53,388","156,216","40,450","39,595","76,171","79,027","100,349","44,457","55,892","150,251","52,543","84,074","16,355","126,363","67,110","59,253","192,432","81,811","55,249","55,372","10,213","35,942","114,373","32,471","83,506","48,374","30,061","40,540","159,461","42,571","63,766","53,124","70,005","34,980","30,873","63,171","109,180","61,893","36,758","29,558","20,134","7,358","11,559","20,936"
2020년02월_계_60~69세,"1,422,638","112,316","28,956","37,206","21,332","24,822","107,622","31,012","29,341","47,269","52,942","67,453","32,624","34,829","103,863","37,620","50,530","12,497","65,120","34,280","30,840","111,228","52,456","30,001","28,771","6,538","22,927","77,585","18,316","41,264","30,836","20,293","32,123","100,225","29,069","39,030","32,126","45,645","24,012","23,362","44,524","63,299","44,308","26,557","22,647","17,288","7,149","11,340","21,209"
2020년02월_계_70~79세,"742,296","54,956","15,387","16,988","11,629","10,952","56,630","16,446","14,925","25,259","30,340","30,933","15,923","15,010","44,931","18,300","27,689","8,670","28,689","16,261","12,428","60,629","29,698","15,222","15,709","3,467","11,523","43,225","9,364","18,216","14,614","8,958","14,863","63,755","15,526","25,484","22,745","28,101","12,797","13,233","24,179","30,412","20,990","15,733","12,412","10,100","5,076","6,800","12,711"
2020년02월_계_80~89세,"330,231","23,959","7,210","7,226","4,651","4,872","23,874","5,943","5,443","12,488","13,101","13,812","6,698","7,114","18,994","7,572","13,394","4,107","13,821","7,907","5,914","31,173","14,026","8,359","8,788","1,747","4,624","17,375","3,757","8,261","7,201","4,135","5,285","25,795","7,154","10,055","8,586","13,274","6,449","7,270","9,700","13,701","7,741","6,631","6,177","5,106","2,686","3,530","5,979"
2020년02월_계_90~99세,"48,650","3,698","1,152","1,099",687,760,"3,982",900,843,"2,239","1,745","2,015",922,"1,093","2,934","1,103","1,846",571,"1,973","1,155",818,"4,435","1,941","1,281","1,213",366,636,"2,437",449,"1,172","1,117",711,939,"3,911","1,074","1,549","1,288","1,918",919,936,"1,382","1,869","1,160",925,928,760,400,498,915
2020년02월_계_100세 이상,"4,010",294,83,89,88,34,451,195,177,79,206,169,81,88,235,138,233,80,109,56,53,316,202,60,54,51,73,209,45,89,70,47,107,181,70,63,48,187,63,56,68,108,96,67,73,40,44,45,60
2020년02월_남_총인구수,"6,672,706","600,958","139,776","187,300","88,492","185,390","466,306","118,469","111,214","236,623","223,110","278,678","121,300","157,378","411,044","156,129","266,206","47,156","333,839","175,761","158,078","524,883","232,485","145,363","147,035","28,616","98,807","350,840","117,239","249,307","136,998","81,709","138,362","527,799","130,142","216,261","181,396","230,409","111,272","94,316","220,617","425,993","191,421","112,854","77,972","56,378","22,882","31,976","58,630"
2020년02월_남_연령구간인구수,"6,672,706","600,958","139,776","187,300","88,492","185,390","466,306","118,469","111,214","236,623","223,110","278,678","121,300","157,378","411,044","156,129","266,206","47,156","333,839","175,761","158,078","524,883","232,485","145,363","147,035","28,616","98,807","350,840","117,239","249,307","136,998","81,709","138,362","527,799","130,142","216,261","181,396","230,409","111,272","94,316","220,617","425,993","191,421","112,854","77,972","56,378","22,882","31,976","58,630"
2020년02월_남_0~9세,"603,777","53,200","10,262","17,569","5,183","20,186","36,684","7,977","7,271","21,436","18,127","21,416","8,341","13,075","31,209","12,982","24,859","3,521","23,523","12,187","11,336","43,288","19,934","11,175","12,179","2,394","8,306","34,543","12,752","23,963","11,429","6,974","15,167","53,626","11,248","23,262","19,116","22,905","10,210","7,566","26,542","54,193","18,513","10,033","4,763","3,980","1,480","1,764","3,865"
2020년02월_남_10~19세,"694,030","63,471","15,736","17,932","7,502","22,301","46,457","9,134","9,028","28,295","22,417","28,453","10,260","18,193","37,895","16,815","27,408","4,495","34,682","18,131","16,551","55,763","21,804","15,891","18,068","3,271","9,774","39,990","12,785","25,654","14,303","7,858","12,173","62,982","13,181","26,504","23,297","25,038","11,635","9,381","23,007","47,713","17,154","12,177","6,748","5,109","1,750","2,533","5,139"
2020년02월_남_20~29세,"930,000","98,061","24,066","28,661","14,773","30,561","67,616","17,757","16,422","33,437","31,844","41,708","18,364","23,344","61,373","21,373","37,723","6,062","55,859","30,040","25,819","76,383","32,149","22,389","21,845","4,217","14,001","43,128","16,455","35,944","19,965","12,182","16,854","68,721","18,010","27,926","22,785","28,906","16,199","11,821","24,809","52,252","23,144","14,091","10,194","6,513","3,446","3,498","5,658"
2020년02월_남_30~39세,"985,563","95,330","17,657","31,551","13,536","32,586","70,252","18,558","17,053","34,641","30,391","40,861","17,898","22,963","61,556","22,734","41,768","5,410","46,565","23,587","22,978","70,189","33,591","18,725","17,873","4,002","13,846","44,893","21,333","39,657","20,491","11,664","23,748","73,211","18,199","30,189","24,823","35,836","16,358","12,698","34,507","77,639","30,936","14,080","8,206","6,221","2,402","3,182","5,597"
2020년02월_남_40~49세,"1,167,869","103,952","23,429","31,932","14,551","34,040","79,331","19,740","18,090","41,501","37,325","44,662","18,429","26,233","66,787","27,258","48,150","7,620","56,265","29,564","26,701","89,949","39,738","24,977","25,234","4,348","16,655","65,417","22,438","46,595","22,476","12,487","25,286","99,553","22,853","41,785","34,915","40,698","18,072","16,002","42,447","84,166","34,554","19,931","11,448","8,413","2,784","4,356","8,444"
2020년02월_남_50~59세,"1,118,496","98,033","24,724","30,885","15,615","26,809","77,795","20,512","19,854","37,429","38,966","48,831","21,903","26,928","73,194","26,061","44,010","8,652","65,240","34,545","30,695","95,202","40,788","27,170","27,244","4,982","17,730","58,343","16,857","44,541","23,684","14,593","19,981","81,386","22,092","32,255","27,039","36,718","18,081","16,299","32,358","58,582","31,497","19,294","16,251","10,549","3,947","6,110","10,729"
2020년02월_남_60~69세,"706,269","55,280","14,226","18,331","10,322","12,401","52,762","14,973","14,579","23,210","25,520","33,512","16,137","17,375","51,535","17,972","25,002","6,094","33,994","17,751","16,243","55,837","26,029","15,237","14,571","3,191","11,494","37,737","9,018","21,845","15,293","10,191","15,660","47,434","14,529","18,103","14,802","22,550","12,240","11,777","21,670","32,046","22,297","13,297","12,207","8,785","3,686","5,845","10,498"
2020년02월_남_70~79세,"335,460","24,440","6,809","7,710","5,162","4,759","25,599","7,447","6,814","11,338","13,260","13,998","7,346","6,652","20,566","8,155","12,053","3,605","12,726","7,069","5,657","25,783","12,832","6,442","6,509","1,497","5,137","19,734","4,138","8,161","6,495","4,183","7,415","29,301","7,181","11,629","10,491","12,348","5,902","5,982","11,294","14,144","10,163","7,254","5,695","4,744","2,276","3,192","6,220"
2020년02월_남_80~89세,"118,498","8,252","2,566","2,452","1,660","1,574","8,693","2,093","1,880","4,720","4,779","4,706","2,382","2,324","6,220","2,478","4,673","1,518","4,546","2,629","1,917","11,256","5,078","3,018","3,160",614,"1,681","6,428","1,352","2,674","2,542","1,393","1,837","10,550","2,594","4,190","3,766","4,890","2,334","2,588","3,633","4,819","2,893","2,471","2,216","1,890",990,"1,348","2,234"
2020년02월_남_90~99세,"11,672",860,280,251,165,164,996,219,180,597,435,480,215,265,651,267,487,161,415,246,169,"1,150",491,320,339,92,160,568,98,248,297,170,211,"1,002",242,405,355,463,222,190,332,405,249,215,218,159,106,131,234
2020년02월_남_100세 이상,"1,072",79,21,26,23,9,121,59,43,19,46,51,25,26,58,34,73,18,24,12,12,83,51,19,13,8,23,59,13,25,23,14,30,33,13,13,7,57,19,12,18,34,21,11,26,15,15,17,12
