카테고리,서울특별시 강동구,서울특별시 강동구 강일동,서울특별시 강동구 상일동,서울특별시 강동구 명일제1동,서울특별시 강동구 명일제2동,서울특별시 강동구 고덕제1동,서울특별시 강동구 고덕제2동,서울특별시 강동구 암사제1동,서울특별시 강동구 암사제2동,서울특별시 강동구 암사제3동,서울특별시 강동구 천호제1동,서울특별시 강동구 천호제2동,서울특별시 강동구 천호제3동,서울특별시 강동구 성내제1동,서울특별시 강동구 성내제2동,서울특별시 강동구 성내제3동,서울특별시 강동구 길동,서울특별시 강동구 둔촌제1동,서울특별시 강동구 둔촌제2동,서울특별시 강동구 상일제1동,서울특별시 강동구 상일제2동
2021년08월_계_60~69세,"66,141","4,432",,"3,705","2,550","2,804","2,904","5,133","1,977","2,422","4,541","5,031","3,965","2,673","3,732","3,344","7,275",31,"3,763","4,858","1,001"
2021년08월_계_70~79세,"31,292","2,148",,"1,643","1,001","1,084","1,167","2,728","1,091","1,070","2,264","2,650","2,055","1,359","1,899","1,714","3,374",12,"1,724","1,699",610
2021년08월_계_80~89세,"11,016",828,,558,323,440,400,940,360,370,783,933,743,462,714,586,"1,159",4,637,481,295
2021년08월_계_90~99세,"1,848",173,,111,85,115,75,135,47,66,131,125,91,74,80,82,184,4,115,98,57
2021년08월_계_100세 이상,124,5,,4,3,29,2,9,2,4,4,2,8,2,9,7,12,1,14,3,4
2021년08월_남_총인구수,"228,196","15,549",,"12,605","8,633","12,639","11,343","17,211","7,369","8,778","13,276","16,378","12,856","9,744","11,741","11,475","22,387",77,"12,216","19,209","4,710"
2021년08월_남_연령구간인구수,"228,196","15,549",,"12,605","8,633","12,639","11,343","17,211","7,369","8,778","13,276","16,378","12,856","9,744","11,741","11,475","22,387",77,"12,216","19,209","4,710"
2021년08월_남_0~9세,"18,207","1,591",,"1,080",569,"1,511","1,322","1,058",712,957,685,839,684,814,546,640,"1,261",2,895,"2,615",426
2021년08월_남_10~19세,"20,575","1,852",,"1,291","1,367","1,982","1,065","1,311",491,"1,008",914,917,620,852,567,"1,023","1,491",3,"1,095","2,048",678
2021년08월_남_20~29세,"29,959","1,810",,"1,592","1,112","1,195","1,220","2,500",913,969,"1,850","2,258","1,863","1,389","1,730","1,857","3,305",9,"1,689","2,047",651
2021년08월_남_30~39세,"35,728","2,205",,"1,967",950,"1,463","1,861","2,597","1,395","1,088","2,072","3,108","2,382","1,573","2,234","1,797","3,814",8,"1,830","2,759",625
2021년08월_남_40~49세,"37,551","2,598",,"1,997","1,363","2,642","2,036","2,796","1,203","1,610","2,090","2,495","1,922","1,586","1,745","1,724","3,470",11,"1,864","3,676",723
2021년08월_남_50~59세,"35,246","2,175",,"1,957","1,356","1,733","1,644","2,881","1,079","1,283","2,169","2,706","2,168","1,442","1,888","1,904","3,522",12,"1,959","2,610",758
2021년08월_남_60~69세,"31,171","1,969",,"1,693","1,236","1,380","1,415","2,442",897,"1,154","2,120","2,429","1,939","1,214","1,786","1,484","3,417",18,"1,770","2,361",447
2021년08월_남_70~79세,"15,098","1,011",,796,542,531,601,"1,233",517,538,"1,063","1,241",983,656,925,803,"1,627",8,853,899,271
2021년08월_남_80~89세,"4,253",292,,212,122,170,162,363,151,158,299,361,278,195,299,221,442,4,231,179,114
2021년08월_남_90~99세,376,45,,18,16,22,16,28,11,10,14,24,15,22,18,19,36,2,29,14,17
2021년08월_남_100세 이상,32,1,,2,0,10,1,2,0,3,0,0,2,1,3,3,2,0,1,1,0
2021년08월_여_총인구수,"236,215","16,811",,"13,276","8,891","12,236","11,156","17,450","7,828","9,142","13,774","16,912","13,338","10,424","12,100","11,854","23,443",57,"12,596","19,696","5,231"
2021년08월_여_연령구간인구수,"236,215","16,811",,"13,276","8,891","12,236","11,156","17,450","7,828","9,142","13,774","16,912","13,338","10,424","12,100","11,854","23,443",57,"12,596","19,696","5,231"
2021년08월_여_0~9세,"16,847","1,429",,"1,040",546,"1,314","1,238","1,028",656,914,688,791,588,717,502,571,"1,136",1,801,"2,444",443
2021년08월_여_10~19세,"18,393","1,766",,"1,151","1,104","1,492",937,"1,221",495,922,819,840,600,840,575,721,"1,359",3,957,"1,961",630
2021년08월_여_20~29세,"31,246","1,780",,"1,533","1,157","1,052","1,112","2,266","1,017",958,"1,889","2,613","2,377","1,400","2,127","1,770","3,763",7,"1,705","1,935",785
2021년08월_여_30~39세,"36,271","2,481",,"1,996",970,"1,676","2,015","2,414","1,432","1,298","1,894","2,959","2,352","1,682","2,028","1,690","3,627",6,"1,774","3,250",727
2021년08월_여_40~49세,"37,358","2,686",,"2,184","1,693","2,685","1,910","2,660","1,166","1,633","1,899","2,334","1,786","1,714","1,586","1,835","3,306",13,"1,849","3,602",817
2021년08월_여_50~59세,"36,609","2,401",,"2,072","1,375","1,658","1,591","2,984","1,161","1,348","2,358","2,689","1,990","1,589","1,879","2,064","3,772",7,"2,141","2,819",711
2021년08월_여_60~69세,"34,970","2,463",,"2,012","1,314","1,424","1,489","2,691","1,080","1,268","2,421","2,602","2,026","1,459","1,946","1,860","3,858",13,"1,993","2,497",554
2021년08월_여_70~79세,"16,194","1,137",,847,459,553,566,"1,495",574,532,"1,201","1,409","1,072",703,974,911,"1,747",4,871,800,339
2021년08월_여_80~89세,"6,763",536,,346,201,270,238,577,209,212,484,572,465,267,415,365,717,0,406,302,181
2021년08월_여_90~99세,"1,472",128,,93,69,93,59,107,36,56,117,101,76,52,62,63,148,2,86,84,40
2021년08월_여_100세 이상,92,4,,2,3,19,1,7,2,1,4,2,6,1,6,4,10,1,13,2,4
2021년09월_계_총인구수,"464,163","32,508",,"25,870","17,494","24,789","22,403","34,615","15,189","17,903","26,961","33,367","26,355","20,091","23,759","23,272","45,722",134,"24,738","38,940","10,053"
2021년09월_계_연령구간인구수,"464,163","32,508",,"25,870","17,494","24,789","22,403","34,615","15,189","17,903","26,961","33,367","26,355","20,091","23,759","23,272","45,722",134,"24,738","38,940","10,053"
2021년09월_계_0~9세,"34,839","3,017",,"2,137","1,107","2,772","2,541","2,064","1,358","1,863","1,347","1,616","1,278","1,511","1,028","1,198","2,373",3,"1,681","5,076",869
2021년09월_계_10~19세,"38,975","3,624",,"2,441","2,472","3,514","1,994","2,541","1,001","1,924","1,728","1,757","1,222","1,687","1,137","1,739","2,830",6,"2,029","4,021","1,308"
2021년09월_계_20~29세,"61,144","3,600",,"3,092","2,260","2,243","2,303","4,754","1,909","1,917","3,722","4,941","4,312","2,773","3,844","3,593","7,035",16,"3,374","3,968","1,488"
2021년09월_계_30~39세,"71,743","4,676",,"3,978","1,906","3,060","3,812","5,001","2,808","2,371","3,941","6,100","4,789","3,239","4,213","3,489","7,381",14,"3,614","5,974","1,377"
2021년09월_계_40~49세,"74,953","5,299",,"4,176","3,073","5,324","3,974","5,454","2,374","3,248","3,983","4,827","3,727","3,266","3,321","3,554","6,767",24,"3,679","7,335","1,548"
2021년09월_계_50~59세,"71,862","4,636",,"4,013","2,712","3,397","3,234","5,857","2,250","2,653","4,515","5,386","4,147","3,039","3,756","3,966","7,288",20,"4,101","5,415","1,477"
2021년09월_계_60~69세,"66,244","4,473",,"3,705","2,548","2,799","2,911","5,139","1,983","2,414","4,527","5,022","3,977","2,674","3,750","3,352","7,286",30,"3,773","4,868","1,013"
2021년09월_계_70~79세,"31,344","2,174",,"1,650","1,010","1,094","1,160","2,708","1,097","1,074","2,271","2,652","2,057","1,359","1,902","1,703","3,390",12,"1,719","1,699",613
2021년09월_계_80~89세,"11,082",834,,562,320,443,398,949,363,369,792,938,747,465,716,587,"1,176",4,638,482,299
2021년09월_계_90~99세,"1,854",170,,112,83,115,74,139,44,66,131,126,91,76,83,84,185,4,116,98,57
2021년09월_계_100세 이상,123,5,,4,3,28,2,9,2,4,4,2,8,2,9,7,11,1,14,4,4
2021년09월_남_총인구수,"228,002","15,619",,"12,599","8,609","12,602","11,310","17,169","7,370","8,768","13,234","16,416","12,894","9,711","11,716","11,457","22,326",76,"12,174","19,215","4,737"
2021년09월_남_연령구간인구수,"228,002","15,619",,"12,599","8,609","12,602","11,310","17,169","7,370","8,768","13,234","16,416","12,894","9,711","11,716","11,457","22,326",76,"12,174","19,215","4,737"
2021년09월_남_0~9세,"18,104","1,591",,"1,091",566,"1,483","1,314","1,050",708,950,669,838,689,800,543,633,"1,251",2,886,"2,617",423
2021년09월_남_10~19세,"20,585","1,855",,"1,292","1,370","2,005","1,062","1,316",498,"1,003",908,915,623,849,568,"1,017","1,480",3,"1,085","2,061",675
2021년09월_남_20~29세,"29,878","1,820",,"1,580","1,107","1,195","1,207","2,487",903,965,"1,835","2,277","1,871","1,383","1,728","1,840","3,296",9,"1,673","2,035",667
2021년09월_남_30~39세,"35,590","2,210",,"1,962",934,"1,423","1,835","2,595","1,384","1,084","2,079","3,124","2,392","1,573","2,212","1,803","3,769",8,"1,833","2,736",634
2021년09월_남_40~49세,"37,560","2,597",,"1,994","1,365","2,638","2,054","2,790","1,203","1,616","2,084","2,493","1,938","1,573","1,732","1,728","3,466",11,"1,846","3,704",728
2021년09월_남_50~59세,"35,275","2,205",,"1,945","1,352","1,744","1,647","2,877","1,091","1,287","2,167","2,711","2,156","1,441","1,882","1,898","3,527",12,"1,963","2,611",759
2021년09월_남_60~69세,"31,182","1,980",,"1,698","1,231","1,375","1,414","2,429",900,"1,150","2,104","2,423","1,944","1,218","1,802","1,493","3,416",18,"1,768","2,366",453
2021년09월_남_70~79세,"15,136","1,023",,804,548,533,600,"1,229",521,544,"1,068","1,245",983,652,924,799,"1,634",7,859,895,268
2021년09월_남_80~89세,"4,280",294,,213,121,173,160,367,152,154,304,366,279,199,303,224,447,4,231,176,113
2021년09월_남_90~99세,379,43,,18,15,23,16,27,9,12,16,24,17,22,19,19,38,2,29,13,17
2021년09월_남_100세 이상,33,1,,2,0,10,1,2,1,3,0,0,2,1,3,3,2,0,1,1,0
2021년09월_여_총인구수,"236,161","16,889",,"13,271","8,885","12,187","11,093","17,446","7,819","9,135","13,727","16,951","13,461","10,380","12,043","11,815","23,396",58,"12,564","19,725","5,316"
2021년09월_여_연령구간인구수,"236,161","16,889",,"13,271","8,885","12,187","11,093","17,446","7,819","9,135","13,727","16,951","13,461","10,380","12,043","11,815","23,396",58,"12,564","19,725","5,316"
2021년09월_여_0~9세,"16,735","1,426",,"1,046",541,"1,289","1,227","1,014",650,913,678,778,589,711,485,565,"1,122",1,795,"2,459",446
2021년09월_여_10~19세,"18,390","1,769",,"1,149","1,102","1,509",932,"1,225",503,921,820,842,599,838,569,722,"1,350",3,944,"1,960",633
2021년09월_여_20~29세,"31,266","1,780",,"1,512","1,153","1,048","1,096","2,267","1,006",952,"1,887","2,664","2,441","1,390","2,116","1,753","3,739",7,"1,701","1,933",821
2021년09월_여_30~39세,"36,153","2,466",,"2,016",972,"1,637","1,977","2,406","1,424","1,287","1,862","2,976","2,397","1,666","2,001","1,686","3,612",6,"1,781","3,238",743
2021년09월_여_40~49세,"37,393","2,702",,"2,182","1,708","2,686","1,920","2,664","1,171","1,632","1,899","2,334","1,789","1,693","1,589","1,826","3,301",13,"1,833","3,631",820
2021년09월_여_50~59세,"36,587","2,431",,"2,068","1,360","1,653","1,587","2,980","1,159","1,366","2,348","2,675","1,991","1,598","1,874","2,068","3,761",8,"2,138","2,804",718
2021년09월_여_60~69세,"35,062","2,493",,"2,007","1,317","1,424","1,497","2,710","1,083","1,264","2,423","2,599","2,033","1,456","1,948","1,859","3,870",12,"2,005","2,502",560
2021년09월_여_70~79세,"16,208","1,151",,846,462,561,560,"1,479",576,530,"1,203","1,407","1,074",707,978,904,"1,756",5,860,804,345
2021년09월_여_80~89세,"6,802",540,,349,199,270,238,582,211,215,488,572,468,266,413,363,729,0,407,306,186
2021년09월_여_90~99세,"1,475",127,,94,68,92,58,112,35,54,115,102,74,54,64,65,147,2,87,85,40
2021년09월_여_100세 이상,90,4,,2,3,18,1,7,1,1,4,2,6,1,6,4,9,1,13,3,4
2021년10월_계_총인구수,"463,752","32,558",,"25,865","17,569","24,691","22,245","34,532","15,193","17,914","26,851","33,326","26,475","20,031","23,684","23,200","45,669",134,"24,759","38,948","10,108"
2021년10월_계_연령구간인구수,"463,752","32,558",,"25,865","17,569","24,691","22,245","34,532","15,193","17,914","26,851","33,326","26,475","20,031","23,684","23,200","45,669",134,"24,759","38,948","10,108"
2021년10월_계_0~9세,"34,674","3,021",,"2,148","1,108","2,759","2,517","2,031","1,353","1,852","1,337","1,618","1,259","1,502","1,019","1,187","2,366",3,"1,683","5,039",872
2021년10월_계_10~19세,"38,973","3,617",,"2,442","2,497","3,524","1,987","2,525","1,018","1,940","1,710","1,739","1,221","1,688","1,122","1,723","2,822",6,"2,037","4,046","1,309"
2021년10월_계_20~29세,"60,910","3,581",,"3,067","2,263","2,218","2,268","4,754","1,899","1,896","3,675","4,963","4,377","2,744","3,816","3,569","6,996",16,"3,363","3,943","1,502"
2021년10월_계_30~39세,"71,523","4,649",,"3,977","1,920","3,012","3,747","4,966","2,803","2,362","3,941","6,109","4,846","3,204","4,206","3,482","7,353",14,"3,612","5,935","1,385"
2021년10월_계_40~49세,"74,946","5,315",,"4,184","3,095","5,318","3,954","5,413","2,384","3,251","3,945","4,815","3,722","3,276","3,313","3,535","6,787",24,"3,692","7,378","1,545"
2021년10월_계_50~59세,"71,849","4,670",,"4,008","2,718","3,386","3,233","5,882","2,252","2,662","4,502","5,359","4,152","3,025","3,739","3,957","7,272",20,"4,087","5,423","1,502"
2021년10월_계_60~69세,"66,348","4,499",,"3,710","2,551","2,798","2,894","5,141","1,978","2,425","4,536","5,006","3,995","2,680","3,747","3,356","7,308",30,"3,791","4,883","1,020"
2021년10월_계_70~79세,"31,423","2,192",,"1,639","1,010","1,098","1,168","2,716","1,088","1,085","2,283","2,650","2,057","1,364","1,910","1,717","3,393",12,"1,710","1,718",613
2021년10월_계_80~89세,"11,137",841,,571,318,432,403,958,375,370,789,939,745,470,723,583,"1,177",4,653,485,301
2021년10월_계_90~99세,"1,849",168,,115,86,118,72,138,41,67,129,127,93,76,80,84,185,4,117,94,55
2021년10월_계_100세 이상,120,5,,4,3,28,2,8,2,4,4,1,8,2,9,7,10,1,14,4,4
2021년10월_남_총인구수,"227,755","15,642",,"12,606","8,639","12,541","11,228","17,136","7,364","8,772","13,184","16,387","12,907","9,683","11,676","11,419","22,320",76,"12,186","19,228","4,761"
2021년10월_남_연령구간인구수,"227,755","15,642",,"12,606","8,639","12,541","11,228","17,136","7,364","8,772","13,184","16,387","12,907","9,683","11,676","11,419","22,320",76,"12,186","19,228","4,761"
2021년10월_남_0~9세,"18,045","1,593",,"1,102",566,"1,477","1,304","1,034",705,945,663,844,675,799,534,633,"1,252",2,890,"2,598",429
2021년10월_남_10~19세,"20,595","1,852",,"1,294","1,390","2,002","1,062","1,301",506,"1,015",901,909,625,848,561,"1,012","1,477",3,"1,089","2,072",676
2021년10월_남_20~29세,"29,766","1,815",,"1,565","1,104","1,182","1,191","2,496",894,965,"1,811","2,270","1,891","1,373","1,727","1,820","3,292",9,"1,664","2,021",676
2021년10월_남_30~39세,"35,428","2,193",,"1,964",934,"1,405","1,796","2,577","1,374","1,069","2,084","3,139","2,405","1,540","2,195","1,797","3,757",8,"1,838","2,716",637
2021년10월_남_40~49세,"37,532","2,607",,"1,993","1,378","2,630","2,039","2,776","1,207","1,606","2,061","2,478","1,926","1,588","1,732","1,718","3,473",11,"1,854","3,731",724
2021년10월_남_50~59세,"35,272","2,218",,"1,946","1,354","1,734","1,643","2,890","1,094","1,299","2,162","2,697","2,151","1,433","1,876","1,896","3,525",12,"1,958","2,618",766
2021년10월_남_60~69세,"31,223","1,987",,"1,701","1,232","1,375","1,410","2,429",895,"1,152","2,110","2,416","1,956","1,224","1,797","1,496","3,423",18,"1,773","2,372",457
2021년10월_남_70~79세,"15,165","1,035",,799,545,536,603,"1,234",519,550,"1,072","1,243",981,653,925,799,"1,631",7,855,908,270
2021년10월_남_80~89세,"4,316",297,,222,120,169,161,369,162,156,304,366,278,201,307,226,450,4,236,178,110
2021년10월_남_90~99세,380,44,,18,16,21,18,28,7,12,16,25,17,23,19,19,38,2,28,13,16
2021년10월_남_100세 이상,33,1,,2,0,10,1,2,1,3,0,0,2,1,3,3,2,0,1,1,0
2021년10월_여_총인구수,"235,997","16,916",,"13,259","8,930","12,150","11,017","17,396","7,829","9,142","13,667","16,939","13,568","10,348","12,008","11,781","23,349",58,"12,573","19,720","5,347"
2021년10월_여_연령구간인구수,"235,997","16,916",,"13,259","8,930","12,150","11,017","17,396","7,829","9,142","13,667","16,939","13,568","10,348","12,008","11,781","23,349",58,"12,573","19,720","5,347"
2021년10월_여_0~9세,"16,629","1,428",,"1,046",542,"1,282","1,213",997,648,907,674,774,584,703,485,554,"1,114",1,793,"2,441",443
2021년10월_여_10~19세,"18,378","1,765",,"1,148","1,107","1,522",925,"1,224",512,925,809,830,596,840,561,711,"1,345",3,948,"1,974",633
2021년10월_여_20~29세,"31,144","1,766",,"1,502","1,159","1,036","1,077","2,258","1,005",931,"1,864","2,693","2,486","1,371","2,089","1,749","3,704",7,"1,699","1,922",826
2021년10월_여_30~39세,"36,095","2,456",,"2,013",986,"1,607","1,951","2,389","1,429","1,293","1,857","2,970","2,441","1,664","2,011","1,685","3,596",6,"1,774","3,219",748
2021년10월_여_40~49세,"37,414","2,708",,"2,191","1,717","2,688","1,915","2,637","1,177","1,645","1,884","2,337","1,796","1,688","1,581","1,817","3,314",13,"1,838","3,647",821
2021년10월_여_50~59세,"36,577","2,452",,"2,062","1,364","1,652","1,590","2,992","1,158","1,363","2,340","2,662","2,001","1,592","1,863","2,061","3,747",8,"2,129","2,805",736
2021년10월_여_60~69세,"35,125","2,512",,"2,009","1,319","1,423","1,484","2,712","1,083","1,273","2,426","2,590","2,039","1,456","1,950","1,860","3,885",12,"2,018","2,511",563
2021년10월_여_70~79세,"16,258","1,157",,840,465,562,565,"1,482",569,535,"1,211","1,407","1,076",711,985,918,"1,762",5,855,810,343
2021년10월_여_80~89세,"6,821",544,,349,198,263,242,589,213,214,485,573,467,269,416,357,727,0,417,307,191
2021년10월_여_90~99세,"1,469",124,,97,70,97,54,110,34,55,113,102,76,53,61,65,147,2,89,81,39
2021년10월_여_100세 이상,87,4,,2,3,18,1,6,1,1,4,1,6,1,6,4,8,1,13,3,4
2021년11월_계_총인구수,"463,265","32,719",,"25,869","17,523","24,570","22,184","34,475","15,167","17,941","26,780","33,182","26,545","19,955","23,617","23,126","45,698",134,"24,709","38,941","10,130"
2021년11월_계_연령구간인구수,"463,265","32,719",,"25,869","17,523","24,570","22,184","34,475","15,167","17,941","26,780","33,182","26,545","19,955","23,617","23,126","45,698",134,"24,709","38,941","10,130"
2021년11월_계_0~9세,"34,498","3,020",,"2,166","1,104","2,712","2,496","2,005","1,361","1,852","1,316","1,606","1,252","1,501",997,"1,168","2,366",3,"1,675","5,038",860
2021년11월_계_10~19세,"38,911","3,637",,"2,441","2,471","3,533","1,989","2,524","1,022","1,936","1,693","1,727","1,226","1,661","1,126","1,709","2,814",6,"2,041","4,050","1,305"
2021년11월_계_20~29세,"60,711","3,581",,"3,050","2,258","2,217","2,260","4,725","1,861","1,915","3,667","4,915","4,419","2,748","3,790","3,566","6,964",16,"3,343","3,908","1,508"
2021년11월_계_30~39세,"71,327","4,652",,"3,971","1,927","2,946","3,704","4,960","2,813","2,349","3,923","6,085","4,870","3,168","4,201","3,455","7,391",13,"3,614","5,906","1,379"
2021년11월_계_40~49세,"74,925","5,329",,"4,210","3,070","5,305","3,947","5,386","2,387","3,260","3,934","4,796","3,738","3,283","3,287","3,546","6,784",25,"3,669","7,419","1,550"
2021년11월_계_50~59세,"71,856","4,706",,"3,986","2,713","3,374","3,236","5,892","2,253","2,678","4,493","5,340","4,138","3,017","3,755","3,938","7,281",20,"4,099","5,427","1,510"
2021년11월_계_60~69세,"66,446","4,563",,"3,707","2,560","2,797","2,922","5,142","1,967","2,419","4,534","5,001","4,012","2,677","3,731","3,371","7,320",30,"3,779","4,884","1,030"
2021년11월_계_70~79세,"31,427","2,202",,"1,645","1,013","1,099","1,155","2,733","1,077","1,091","2,286","2,637","2,047","1,351","1,914","1,700","3,409",12,"1,709","1,725",622
2021년11월_계_80~89세,"11,217",858,,574,319,443,401,964,381,371,800,948,746,474,726,588,"1,177",4,649,488,306
2021년11월_계_90~99세,"1,831",166,,116,85,116,72,137,43,65,130,126,91,73,81,80,182,4,116,92,56
2021년11월_계_100세 이상,116,5,,3,3,28,2,7,2,5,4,1,6,2,9,5,10,1,15,4,4
2021년11월_남_총인구수,"227,436","15,712",,"12,583","8,603","12,470","11,187","17,107","7,358","8,797","13,146","16,302","12,936","9,644","11,643","11,388","22,333",76,"12,160","19,233","4,758"
2021년11월_남_연령구간인구수,"227,436","15,712",,"12,583","8,603","12,470","11,187","17,107","7,358","8,797","13,146","16,302","12,936","9,644","11,643","11,388","22,333",76,"12,160","19,233","4,758"
2021년11월_남_0~9세,"17,924","1,592",,"1,097",564,"1,446","1,289","1,016",708,948,655,838,668,803,524,616,"1,242",2,890,"2,605",421
2021년11월_남_10~19세,"20,545","1,864",,"1,294","1,371","2,001","1,062","1,301",510,"1,009",896,904,631,833,563,"1,003","1,467",3,"1,086","2,074",673
2021년11월_남_20~29세,"29,686","1,819",,"1,557","1,105","1,194","1,189","2,487",879,975,"1,803","2,245","1,914","1,371","1,726","1,821","3,272",9,"1,648","1,998",674
2021년11월_남_30~39세,"35,314","2,196",,"1,951",928,"1,365","1,768","2,579","1,383","1,070","2,072","3,121","2,409","1,519","2,195","1,790","3,784",8,"1,839","2,701",636
2021년11월_남_40~49세,"37,491","2,610",,"2,004","1,367","2,616","2,032","2,754","1,206","1,609","2,053","2,466","1,926","1,595","1,715","1,726","3,478",11,"1,838","3,757",728
2021년11월_남_50~59세,"35,301","2,238",,"1,936","1,350","1,739","1,647","2,896","1,097","1,309","2,155","2,688","2,146","1,429","1,883","1,892","3,522",12,"1,972","2,623",767
2021년11월_남_60~69세,"31,281","2,013",,"1,700","1,237","1,368","1,419","2,433",891,"1,152","2,116","2,415","1,969","1,227","1,788","1,497","3,434",18,"1,773","2,374",457
2021년11월_남_70~79세,"15,135","1,042",,803,546,536,601,"1,238",511,551,"1,069","1,232",969,645,920,797,"1,641",7,849,906,272
2021년11월_남_80~89세,"4,357",297,,222,120,174,161,375,165,159,311,367,286,202,307,226,452,4,234,181,114
2021년11월_남_90~99세,372,40,,18,15,21,18,26,7,12,16,26,17,19,19,18,39,2,30,13,16
2021년11월_남_100세 이상,30,1,,1,0,10,1,2,1,3,0,0,1,1,3,2,2,0,1,1,0
2021년11월_여_총인구수,"235,829","17,007",,"13,286","8,920","12,100","10,997","17,368","7,809","9,144","13,634","16,880","13,609","10,311","11,974","11,738","23,365",58,"12,549","19,708","5,372"
2021년11월_여_연령구간인구수,"235,829","17,007",,"13,286","8,920","12,100","10,997","17,368","7,809","9,144","13,634","16,880","13,609","10,311","11,974","11,738","23,365",58,"12,549","19,708","5,372"
2021년11월_여_0~9세,"16,574","1,428",,"1,069",540,"1,266","1,207",989,653,904,661,768,584,698,473,552,"1,124",1,785,"2,433",439
2021년11월_여_10~19세,"18,366","1,773",,"1,147","1,100","1,532",927,"1,223",512,927,797,823,595,828,563,706,"1,347",3,955,"1,976",632
2021년11월_여_20~29세,"31,025","1,762",,"1,493","1,153","1,023","1,071","2,238",982,940,"1,864","2,670","2,505","1,377","2,064","1,745","3,692",7,"1,695","1,910",834
2021년11월_여_30~39세,"36,013","2,456",,"2,020",999,"1,581","1,936","2,381","1,430","1,279","1,851","2,964","2,461","1,649","2,006","1,665","3,607",5,"1,775","3,205",743
2021년11월_여_40~49세,"37,434","2,719",,"2,206","1,703","2,689","1,915","2,632","1,181","1,651","1,881","2,330","1,812","1,688","1,572","1,820","3,306",14,"1,831","3,662",822
2021년11월_여_50~59세,"36,555","2,468",,"2,050","1,363","1,635","1,589","2,996","1,156","1,369","2,338","2,652","1,992","1,588","1,872","2,046","3,759",8,"2,127","2,804",743
2021년11월_여_60~69세,"35,165","2,550",,"2,007","1,323","1,429","1,503","2,709","1,076","1,267","2,418","2,586","2,043","1,450","1,943","1,874","3,886",12,"2,006","2,510",573
2021년11월_여_70~79세,"16,292","1,160",,842,467,563,554,"1,495",566,540,"1,217","1,405","1,078",706,994,903,"1,768",5,860,819,350
2021년11월_여_80~89세,"6,860",561,,352,199,269,240,589,216,212,489,581,460,272,419,362,725,0,415,307,192
2021년11월_여_90~99세,"1,459",126,,98,70,95,54,111,36,53,114,100,74,54,62,62,143,2,86,79,40
2021년11월_여_100세 이상,86,4,,2,3,18,1,5,1,2,4,1,5,1,6,3,8,1,14,3,4
2021년12월_계_총인구수,"462,664","32,794",,"25,856","17,524","24,301","22,177","34,486","15,197","17,898","26,738","33,154","26,564","19,915","23,534","23,079","45,653",133,"24,661","38,834","10,166"
2021년12월_계_연령구간인구수,"462,664","32,794",,"25,856","17,524","24,301","22,177","34,486","15,197","17,898","26,738","33,154","26,564","19,915","23,534","23,079","45,653",133,"24,661","38,834","10,166"
2021년12월_계_0~9세,"34,321","3,006",,"2,164","1,120","2,663","2,501","1,984","1,346","1,835","1,302","1,604","1,252","1,490",974,"1,176","2,350",3,"1,659","5,035",857
2021년12월_계_10~19세,"38,850","3,651",,"2,439","2,467","3,536","1,989","2,526","1,030","1,942","1,680","1,718","1,214","1,664","1,131","1,688","2,792",6,"2,026","4,047","1,304"
2021년12월_계_20~29세,"60,467","3,574",,"3,017","2,246","2,171","2,238","4,728","1,876","1,914","3,668","4,914","4,435","2,705","3,743","3,546","6,962",16,"3,342","3,863","1,509"
2021년12월_계_30~39세,"71,097","4,627",,"3,965","1,936","2,857","3,683","4,926","2,797","2,322","3,919","6,092","4,901","3,171","4,204","3,433","7,377",13,"3,611","5,875","1,388"
2021년12월_계_40~49세,"74,854","5,353",,"4,207","3,082","5,280","3,946","5,393","2,398","3,254","3,910","4,804","3,733","3,286","3,261","3,545","6,740",24,"3,666","7,421","1,551"
2021년12월_계_50~59세,"71,766","4,719",,"3,988","2,689","3,353","3,216","5,908","2,253","2,672","4,495","5,328","4,136","3,001","3,751","3,930","7,280",20,"4,098","5,409","1,520"
2021년12월_계_60~69세,"66,582","4,612",,"3,728","2,562","2,790","2,963","5,163","1,992","2,420","4,530","4,985","4,000","2,684","3,726","3,373","7,346",29,"3,776","4,863","1,040"
2021년12월_계_70~79세,"31,518","2,211",,"1,655","1,015","1,101","1,162","2,729","1,079","1,092","2,293","2,628","2,045","1,360","1,924","1,707","3,437",13,"1,707","1,734",626
2021년12월_계_80~89세,"11,293",869,,576,317,433,408,976,381,377,806,954,750,481,729,596,"1,178",4,660,487,311
2021년12월_계_90~99세,"1,836",167,,114,87,114,69,146,43,65,131,125,91,71,82,81,182,4,112,96,56
2021년12월_계_100세 이상,80,5,,3,3,3,2,7,2,5,4,2,7,2,9,4,9,1,4,4,4
2021년12월_남_총인구수,"227,002","15,740",,"12,589","8,590","12,344","11,169","17,114","7,367","8,763","13,123","16,280","12,924","9,611","11,614","11,326","22,299",75,"12,147","19,154","4,773"
2021년12월_남_연령구간인구수,"227,002","15,740",,"12,589","8,590","12,344","11,169","17,114","7,367","8,763","13,123","16,280","12,924","9,611","11,614","11,326","22,299",75,"12,147","19,154","4,773"
2021년12월_남_0~9세,"17,832","1,590",,"1,103",568,"1,422","1,295","1,002",703,939,650,837,671,795,511,616,"1,238",2,883,"2,589",418
2021년12월_남_10~19세,"20,491","1,866",,"1,296","1,358","2,013","1,058","1,300",513,"1,010",888,897,626,832,566,991,"1,458",3,"1,074","2,072",670
