카테고리,부산광역시 사하구,부산광역시 사하구 괴정제1동,부산광역시 사하구 괴정제2동,부산광역시 사하구 괴정제3동,부산광역시 사하구 괴정제4동,부산광역시 사하구 당리동,부산광역시 사하구 하단제1동,부산광역시 사하구 하단제2동,부산광역시 사하구 신평제1동,부산광역시 사하구 신평제2동,부산광역시 사하구 장림제1동,부산광역시 사하구 장림제2동,부산광역시 사하구 다대제1동,부산광역시 사하구 다대제2동,부산광역시 사하구 구평동,부산광역시 사하구 감천제1동,부산광역시 사하구 감천제2동
2020년05월_여_100세 이상,130,21,9,8,7,8,7,3,17,2,1,3,10,6,5,12,11
2020년06월_계_총인구수,"317,258","20,388","14,614","13,228","11,577","27,822","22,182","25,827","17,978","16,322","11,638","28,132","40,506","28,707","11,782","19,863","6,692"
2020년06월_계_연령구간인구수,"317,258","20,388","14,614","13,228","11,577","27,822","22,182","25,827","17,978","16,322","11,638","28,132","40,506","28,707","11,782","19,863","6,692"
2020년06월_계_0~9세,"21,150","1,173",953,610,566,"1,755","1,301","1,543","1,162","1,187","1,059","2,120","3,336","1,847","1,357","1,030",151
2020년06월_계_10~19세,"26,253","1,614","1,154",779,831,"2,426","1,767","2,180","1,222","1,374",996,"2,502","4,121","2,622",855,"1,518",292
2020년06월_계_20~29세,"40,911","2,381","1,627","1,549","1,470","3,625","3,726","4,990","2,031","2,289","1,142","3,605","4,635","3,517","1,341","2,377",606
2020년06월_계_30~39세,"38,803","2,408","1,630","1,624","1,205","3,261","2,996","3,376","2,336","2,305","1,649","3,861","4,658","2,895","2,132","1,962",505
2020년06월_계_40~49세,"47,142","2,830","2,204","1,707","1,620","4,014","3,093","3,611","2,650","2,459","2,090","4,474","6,765","4,273","1,810","2,720",822
2020년06월_계_50~59세,"56,118","3,519","2,419","2,287","2,025","4,977","3,772","4,264","3,314","2,983","1,860","4,908","7,231","5,571","1,841","3,836","1,311"
2020년06월_계_60~69세,"50,064","3,432","2,547","2,559","2,127","4,595","3,260","3,440","3,018","2,368","1,643","4,187","5,631","4,655","1,535","3,691","1,376"
2020년06월_계_70~79세,"25,921","2,032","1,518","1,470","1,238","2,258","1,600","1,760","1,597",957,887,"1,857","2,836","2,228",659,"1,948","1,076"
2020년06월_계_80~89세,"9,430",842,484,556,431,816,586,593,544,342,285,542,"1,119",937,204,678,471
2020년06월_계_90~99세,"1,301",129,69,73,57,84,71,66,82,56,25,72,163,155,43,89,67
2020년06월_계_100세 이상,165,28,9,14,7,11,10,4,22,2,2,4,11,7,5,14,15
2020년06월_남_총인구수,"158,222","9,867","7,196","6,370","5,614","13,675","11,115","12,886","9,222","8,183","6,048","14,297","20,321","14,128","6,013","9,842","3,445"
2020년06월_남_연령구간인구수,"158,222","9,867","7,196","6,370","5,614","13,675","11,115","12,886","9,222","8,183","6,048","14,297","20,321","14,128","6,013","9,842","3,445"
2020년06월_남_0~9세,"10,841",622,493,316,300,913,670,799,589,617,529,"1,127","1,662",922,706,506,70
2020년06월_남_10~19세,"13,695",852,583,404,414,"1,272",907,"1,062",635,740,539,"1,299","2,228","1,353",469,789,149
2020년06월_남_20~29세,"22,007","1,236",871,798,799,"1,918","1,999","2,793","1,112","1,160",631,"1,923","2,537","1,949",691,"1,234",356
2020년06월_남_30~39세,"20,522","1,262",843,895,656,"1,694","1,629","1,803","1,307","1,215",878,"2,047","2,351","1,479","1,101","1,058",304
2020년06월_남_40~49세,"24,106","1,403","1,152",906,770,"1,972","1,526","1,812","1,453","1,259","1,153","2,347","3,351","2,073",970,"1,457",502
2020년06월_남_50~59세,"27,412","1,614","1,196","1,068",961,"2,272","1,821","2,016","1,684","1,425","1,025","2,410","3,656","2,723",924,"1,861",756
2020년06월_남_60~69세,"24,218","1,605","1,157","1,136",958,"2,199","1,592","1,585","1,535","1,167",806,"2,067","2,863","2,328",758,"1,769",693
2020년06월_남_70~79세,"11,885",940,718,640,589,"1,113",742,786,699,464,385,880,"1,271",976,323,914,445
2020년06월_남_80~89세,"3,246",299,168,182,152,304,220,216,184,123,97,185,359,296,66,237,158
2020년06월_남_90~99세,254,27,15,19,14,15,6,13,19,13,4,11,42,28,5,15,8
2020년06월_남_100세 이상,36,7,0,6,1,3,3,1,5,0,1,1,1,1,0,2,4
2020년06월_여_총인구수,"159,036","10,521","7,418","6,858","5,963","14,147","11,067","12,941","8,756","8,139","5,590","13,835","20,185","14,579","5,769","10,021","3,247"
2020년06월_여_연령구간인구수,"159,036","10,521","7,418","6,858","5,963","14,147","11,067","12,941","8,756","8,139","5,590","13,835","20,185","14,579","5,769","10,021","3,247"
2020년06월_여_0~9세,"10,309",551,460,294,266,842,631,744,573,570,530,993,"1,674",925,651,524,81
2020년06월_여_10~19세,"12,558",762,571,375,417,"1,154",860,"1,118",587,634,457,"1,203","1,893","1,269",386,729,143
2020년06월_여_20~29세,"18,904","1,145",756,751,671,"1,707","1,727","2,197",919,"1,129",511,"1,682","2,098","1,568",650,"1,143",250
2020년06월_여_30~39세,"18,281","1,146",787,729,549,"1,567","1,367","1,573","1,029","1,090",771,"1,814","2,307","1,416","1,031",904,201
2020년06월_여_40~49세,"23,036","1,427","1,052",801,850,"2,042","1,567","1,799","1,197","1,200",937,"2,127","3,414","2,200",840,"1,263",320
2020년06월_여_50~59세,"28,706","1,905","1,223","1,219","1,064","2,705","1,951","2,248","1,630","1,558",835,"2,498","3,575","2,848",917,"1,975",555
2020년06월_여_60~69세,"25,846","1,827","1,390","1,423","1,169","2,396","1,668","1,855","1,483","1,201",837,"2,120","2,768","2,327",777,"1,922",683
2020년06월_여_70~79세,"14,036","1,092",800,830,649,"1,145",858,974,898,493,502,977,"1,565","1,252",336,"1,034",631
2020년06월_여_80~89세,"6,184",543,316,374,279,512,366,377,360,219,188,357,760,641,138,441,313
2020년06월_여_90~99세,"1,047",102,54,54,43,69,65,53,63,43,21,61,121,127,38,74,59
2020년06월_여_100세 이상,129,21,9,8,6,8,7,3,17,2,1,3,10,6,5,12,11
2020년07월_계_총인구수,"316,705","20,393","14,561","13,196","11,523","27,805","22,172","25,813","17,933","16,321","11,546","28,236","40,417","28,595","11,774","19,767","6,653"
2020년07월_계_연령구간인구수,"316,705","20,393","14,561","13,196","11,523","27,805","22,172","25,813","17,933","16,321","11,546","28,236","40,417","28,595","11,774","19,767","6,653"
2020년07월_계_0~9세,"21,035","1,170",955,601,565,"1,756","1,301","1,526","1,160","1,186","1,049","2,108","3,310","1,827","1,348","1,020",153
2020년07월_계_10~19세,"26,165","1,611","1,140",784,807,"2,433","1,763","2,173","1,204","1,371",995,"2,506","4,118","2,607",856,"1,509",288
2020년07월_계_20~29세,"40,741","2,389","1,619","1,534","1,460","3,605","3,702","4,996","2,023","2,296","1,110","3,629","4,605","3,478","1,333","2,363",599
2020년07월_계_30~39세,"38,596","2,404","1,612","1,624","1,186","3,243","3,017","3,361","2,310","2,299","1,637","3,864","4,608","2,873","2,121","1,940",497
2020년07월_계_40~49세,"47,027","2,815","2,211","1,692","1,616","4,010","3,079","3,595","2,648","2,456","2,080","4,502","6,756","4,236","1,813","2,701",817
2020년07월_계_50~59세,"55,982","3,524","2,402","2,276","2,013","4,973","3,761","4,265","3,305","2,976","1,837","4,918","7,206","5,569","1,840","3,813","1,304"
2020년07월_계_60~69세,"50,195","3,435","2,540","2,568","2,141","4,595","3,269","3,464","3,024","2,377","1,637","4,210","5,666","4,664","1,543","3,696","1,366"
2020년07월_계_70~79세,"26,034","2,040","1,513","1,473","1,241","2,275","1,610","1,762","1,608",960,892,"1,882","2,853","2,234",665,"1,946","1,080"
2020년07월_계_80~89세,"9,460",847,492,559,432,819,590,599,544,341,282,540,"1,121",943,206,676,469
2020년07월_계_90~99세,"1,305",130,68,71,55,86,70,68,85,57,25,73,163,157,43,89,65
2020년07월_계_100세 이상,165,28,9,14,7,10,10,4,22,2,2,4,11,7,6,14,15
2020년07월_남_총인구수,"157,896","9,853","7,164","6,350","5,590","13,659","11,100","12,882","9,209","8,179","5,995","14,360","20,274","14,069","6,000","9,787","3,425"
2020년07월_남_연령구간인구수,"157,896","9,853","7,164","6,350","5,590","13,659","11,100","12,882","9,209","8,179","5,995","14,360","20,274","14,069","6,000","9,787","3,425"
2020년07월_남_0~9세,"10,770",615,495,315,299,910,664,791,593,615,526,"1,116","1,648",914,701,498,70
2020년07월_남_10~19세,"13,639",857,574,401,402,"1,278",906,"1,055",626,735,536,"1,305","2,222","1,343",469,783,147
2020년07월_남_20~29세,"21,911","1,230",869,789,796,"1,913","1,983","2,793","1,107","1,156",610,"1,949","2,525","1,928",683,"1,231",349
2020년07월_남_30~39세,"20,380","1,255",824,894,641,"1,677","1,633","1,791","1,293","1,221",872,"2,051","2,320","1,470","1,093","1,042",303
2020년07월_남_40~49세,"24,067","1,394","1,157",899,776,"1,968","1,526","1,815","1,448","1,255","1,148","2,356","3,346","2,054",974,"1,452",499
2020년07월_남_50~59세,"27,354","1,613","1,183","1,062",955,"2,284","1,820","2,016","1,690","1,423","1,011","2,413","3,645","2,722",919,"1,845",753
2020년07월_남_60~69세,"24,290","1,611","1,157","1,144",963,"2,190","1,590","1,599","1,538","1,172",805,"2,083","2,888","2,332",757,"1,773",688
2020년07월_남_70~79세,"11,931",942,722,639,592,"1,115",746,790,704,464,388,887,"1,274",981,330,909,448
2020년07월_남_80~89세,"3,257",301,168,181,152,303,222,219,184,125,94,188,363,295,68,237,157
2020년07월_남_90~99세,261,28,15,20,13,18,7,12,21,13,4,11,42,29,6,15,7
2020년07월_남_100세 이상,36,7,0,6,1,3,3,1,5,0,1,1,1,1,0,2,4
2020년07월_여_총인구수,"158,809","10,540","7,397","6,846","5,933","14,146","11,072","12,931","8,724","8,142","5,551","13,876","20,143","14,526","5,774","9,980","3,228"
2020년07월_여_연령구간인구수,"158,809","10,540","7,397","6,846","5,933","14,146","11,072","12,931","8,724","8,142","5,551","13,876","20,143","14,526","5,774","9,980","3,228"
2020년07월_여_0~9세,"10,265",555,460,286,266,846,637,735,567,571,523,992,"1,662",913,647,522,83
2020년07월_여_10~19세,"12,526",754,566,383,405,"1,155",857,"1,118",578,636,459,"1,201","1,896","1,264",387,726,141
2020년07월_여_20~29세,"18,830","1,159",750,745,664,"1,692","1,719","2,203",916,"1,140",500,"1,680","2,080","1,550",650,"1,132",250
2020년07월_여_30~39세,"18,216","1,149",788,730,545,"1,566","1,384","1,570","1,017","1,078",765,"1,813","2,288","1,403","1,028",898,194
2020년07월_여_40~49세,"22,960","1,421","1,054",793,840,"2,042","1,553","1,780","1,200","1,201",932,"2,146","3,410","2,182",839,"1,249",318
2020년07월_여_50~59세,"28,628","1,911","1,219","1,214","1,058","2,689","1,941","2,249","1,615","1,553",826,"2,505","3,561","2,847",921,"1,968",551
2020년07월_여_60~69세,"25,905","1,824","1,383","1,424","1,178","2,405","1,679","1,865","1,486","1,205",832,"2,127","2,778","2,332",786,"1,923",678
2020년07월_여_70~79세,"14,103","1,098",791,834,649,"1,160",864,972,904,496,504,995,"1,579","1,253",335,"1,037",632
2020년07월_여_80~89세,"6,203",546,324,378,280,516,368,380,360,216,188,352,758,648,138,439,312
2020년07월_여_90~99세,"1,044",102,53,51,42,68,63,56,64,44,21,62,121,128,37,74,58
2020년07월_여_100세 이상,129,21,9,8,6,7,7,3,17,2,1,3,10,6,6,12,11
2020년08월_계_총인구수,"315,748","20,332","14,575","13,166","11,482","27,654","22,092","25,743","17,855","16,273","11,508","28,238","40,299","28,481","11,758","19,702","6,590"
2020년08월_계_연령구간인구수,"315,748","20,332","14,575","13,166","11,482","27,654","22,092","25,743","17,855","16,273","11,508","28,238","40,299","28,481","11,758","19,702","6,590"
2020년08월_계_0~9세,"20,823","1,157",950,595,558,"1,746","1,290","1,504","1,151","1,175","1,037","2,093","3,277","1,792","1,343","1,007",148
2020년08월_계_10~19세,"25,959","1,617","1,142",783,798,"2,405","1,733","2,131","1,205","1,355",992,"2,498","4,084","2,599",849,"1,490",278
2020년08월_계_20~29세,"40,529","2,358","1,601","1,519","1,453","3,558","3,680","5,045","2,000","2,273","1,108","3,616","4,595","3,440","1,337","2,352",594
2020년08월_계_30~39세,"38,312","2,395","1,610","1,616","1,192","3,210","3,002","3,307","2,263","2,298","1,620","3,848","4,571","2,853","2,103","1,936",488
2020년08월_계_40~49세,"46,825","2,805","2,219","1,690","1,593","3,999","3,062","3,571","2,650","2,451","2,070","4,508","6,690","4,219","1,812","2,683",803
2020년08월_계_50~59세,"55,790","3,495","2,409","2,267","2,007","4,933","3,748","4,254","3,282","2,964","1,832","4,932","7,212","5,534","1,847","3,781","1,293"
2020년08월_계_60~69세,"50,460","3,462","2,545","2,572","2,142","4,614","3,291","3,497","3,048","2,391","1,647","4,227","5,701","4,693","1,554","3,714","1,362"
2020년08월_계_70~79세,"26,071","2,041","1,519","1,480","1,242","2,267","1,612","1,762","1,608",965,893,"1,903","2,856","2,240",659,"1,953","1,071"
2020년08월_계_80~89세,"9,508",842,502,558,435,823,592,603,542,341,281,537,"1,141",947,207,684,473
2020년08월_계_90~99세,"1,308",132,69,73,55,89,72,65,84,58,26,72,161,157,41,89,65
2020년08월_계_100세 이상,163,28,9,13,7,10,10,4,22,2,2,4,11,7,6,13,15
2020년08월_남_총인구수,"157,389","9,827","7,166","6,336","5,563","13,581","11,064","12,835","9,165","8,145","5,979","14,374","20,216","14,016","5,989","9,742","3,391"
2020년08월_남_연령구간인구수,"157,389","9,827","7,166","6,336","5,563","13,581","11,064","12,835","9,165","8,145","5,979","14,374","20,216","14,016","5,989","9,742","3,391"
2020년08월_남_0~9세,"10,654",609,492,312,296,910,657,775,583,607,519,"1,111","1,632",897,696,494,64
2020년08월_남_10~19세,"13,530",866,576,405,396,"1,261",892,"1,033",629,725,539,"1,304","2,199","1,335",461,764,145
2020년08월_남_20~29세,"21,800","1,214",852,781,788,"1,892","1,971","2,820","1,093","1,134",615,"1,946","2,520","1,913",687,"1,229",345
2020년08월_남_30~39세,"20,229","1,248",822,889,642,"1,660","1,640","1,763","1,267","1,226",860,"2,042","2,307","1,450","1,084","1,032",297
2020년08월_남_40~49세,"23,969","1,392","1,162",897,764,"1,962","1,512","1,803","1,443","1,253","1,147","2,361","3,311","2,054",970,"1,446",492
2020년08월_남_50~59세,"27,257","1,598","1,189","1,058",954,"2,257","1,811","2,010","1,691","1,411","1,003","2,425","3,655","2,698",922,"1,825",750
2020년08월_남_60~69세,"24,418","1,622","1,159","1,143",959,"2,207","1,598","1,611","1,542","1,180",812,"2,090","2,908","2,355",767,"1,782",683
2020년08월_남_70~79세,"11,960",946,728,645,595,"1,112",748,785,705,469,388,897,"1,271",984,328,913,446
2020년08월_남_80~89세,"3,279",298,171,181,155,299,225,223,186,126,90,187,371,300,68,241,158
2020년08월_남_90~99세,258,27,15,19,13,18,7,11,21,14,5,10,41,29,6,15,7
2020년08월_남_100세 이상,35,7,0,6,1,3,3,1,5,0,1,1,1,1,0,1,4
2020년08월_여_총인구수,"158,359","10,505","7,409","6,830","5,919","14,073","11,028","12,908","8,690","8,128","5,529","13,864","20,083","14,465","5,769","9,960","3,199"
2020년08월_여_연령구간인구수,"158,359","10,505","7,409","6,830","5,919","14,073","11,028","12,908","8,690","8,128","5,529","13,864","20,083","14,465","5,769","9,960","3,199"
2020년08월_여_0~9세,"10,169",548,458,283,262,836,633,729,568,568,518,982,"1,645",895,647,513,84
2020년08월_여_10~19세,"12,429",751,566,378,402,"1,144",841,"1,098",576,630,453,"1,194","1,885","1,264",388,726,133
2020년08월_여_20~29세,"18,729","1,144",749,738,665,"1,666","1,709","2,225",907,"1,139",493,"1,670","2,075","1,527",650,"1,123",249
2020년08월_여_30~39세,"18,083","1,147",788,727,550,"1,550","1,362","1,544",996,"1,072",760,"1,806","2,264","1,403","1,019",904,191
2020년08월_여_40~49세,"22,856","1,413","1,057",793,829,"2,037","1,550","1,768","1,207","1,198",923,"2,147","3,379","2,165",842,"1,237",311
2020년08월_여_50~59세,"28,533","1,897","1,220","1,209","1,053","2,676","1,937","2,244","1,591","1,553",829,"2,507","3,557","2,836",925,"1,956",543
2020년08월_여_60~69세,"26,042","1,840","1,386","1,429","1,183","2,407","1,693","1,886","1,506","1,211",835,"2,137","2,793","2,338",787,"1,932",679
2020년08월_여_70~79세,"14,111","1,095",791,835,647,"1,155",864,977,903,496,505,"1,006","1,585","1,256",331,"1,040",625
2020년08월_여_80~89세,"6,229",544,331,377,280,524,367,380,356,215,191,350,770,647,139,443,315
2020년08월_여_90~99세,"1,050",105,54,54,42,71,65,54,63,44,21,62,120,128,35,74,58
2020년08월_여_100세 이상,128,21,9,7,6,7,7,3,17,2,1,3,10,6,6,12,11
2020년09월_계_총인구수,"314,728","20,299","14,519","13,118","11,449","27,500","22,038","25,649","17,806","16,212","11,456","28,199","40,166","28,391","11,736","19,659","6,531"
2020년09월_계_연령구간인구수,"314,728","20,299","14,519","13,118","11,449","27,500","22,038","25,649","17,806","16,212","11,456","28,199","40,166","28,391","11,736","19,659","6,531"
2020년09월_계_0~9세,"20,627","1,153",949,579,552,"1,730","1,284","1,480","1,149","1,161","1,020","2,069","3,238","1,794","1,327",999,143
2020년09월_계_10~19세,"25,807","1,618","1,141",785,795,"2,380","1,728","2,089","1,193","1,353",988,"2,495","4,052","2,576",855,"1,484",275
2020년09월_계_20~29세,"40,355","2,349","1,590","1,495","1,446","3,542","3,667","5,074","1,991","2,234","1,101","3,597","4,601","3,417","1,342","2,331",578
2020년09월_계_30~39세,"37,959","2,374","1,593","1,609","1,178","3,162","2,968","3,260","2,248","2,279","1,607","3,834","4,522","2,830","2,083","1,930",482
2020년09월_계_40~49세,"46,614","2,789","2,211","1,675","1,583","3,966","3,064","3,566","2,645","2,446","2,053","4,506","6,640","4,178","1,819","2,679",794
2020년09월_계_50~59세,"55,523","3,476","2,379","2,250","2,003","4,895","3,725","4,221","3,254","2,962","1,819","4,917","7,217","5,519","1,843","3,768","1,275"
2020년09월_계_60~69세,"50,707","3,495","2,557","2,598","2,157","4,628","3,304","3,510","3,067","2,399","1,663","4,256","5,708","4,705","1,555","3,740","1,365"
2020년09월_계_70~79세,"26,110","2,037","1,519","1,482","1,236","2,272","1,617","1,770","1,603",971,893,"1,902","2,878","2,257",661,"1,949","1,063"
2020년09월_계_80~89세,"9,538",847,502,561,439,824,595,610,546,346,283,547,"1,134",951,206,676,471
2020년09월_계_90~99세,"1,326",133,69,72,53,91,76,65,88,59,27,72,165,157,39,90,70
2020년09월_계_100세 이상,162,28,9,12,7,10,10,4,22,2,2,4,11,7,6,13,15
2020년09월_남_총인구수,"156,796","9,803","7,139","6,318","5,544","13,512","11,018","12,763","9,135","8,109","5,951","14,351","20,126","13,976","5,982","9,716","3,353"
2020년09월_남_연령구간인구수,"156,796","9,803","7,139","6,318","5,544","13,512","11,018","12,763","9,135","8,109","5,951","14,351","20,126","13,976","5,982","9,716","3,353"
2020년09월_남_0~9세,"10,554",613,488,307,292,908,650,760,586,599,512,"1,097","1,606",892,691,492,61
2020년09월_남_10~19세,"13,445",863,577,407,396,"1,245",886,"1,011",621,726,537,"1,305","2,174","1,332",458,766,141
2020년09월_남_20~29세,"21,673","1,208",848,764,779,"1,890","1,957","2,814","1,091","1,105",612,"1,934","2,526","1,897",696,"1,214",338
2020년09월_남_30~39세,"20,053","1,236",819,892,634,"1,632","1,620","1,747","1,254","1,222",850,"2,036","2,275","1,448","1,075","1,022",291
2020년09월_남_40~49세,"23,866","1,382","1,152",891,762,"1,952","1,515","1,805","1,437","1,242","1,137","2,354","3,289","2,038",974,"1,449",487
2020년09월_남_50~59세,"27,113","1,583","1,178","1,053",943,"2,243","1,799","1,992","1,682","1,422",994,"2,421","3,653","2,682",917,"1,810",741
2020년09월_남_60~69세,"24,505","1,645","1,164","1,154",972,"2,201","1,603","1,610","1,547","1,174",822,"2,106","2,907","2,361",764,"1,796",679
2020년09월_남_70~79세,"11,986",940,724,642,594,"1,120",751,789,701,479,392,894,"1,285",991,333,907,444
2020년09월_남_80~89세,"3,307",299,174,184,158,299,227,223,189,127,89,194,369,304,68,244,159
2020년09월_남_90~99세,260,27,15,19,13,19,7,11,22,13,5,9,41,30,6,15,8
2020년09월_남_100세 이상,34,7,0,5,1,3,3,1,5,0,1,1,1,1,0,1,4
2020년09월_여_총인구수,"157,932","10,496","7,380","6,800","5,905","13,988","11,020","12,886","8,671","8,103","5,505","13,848","20,040","14,415","5,754","9,943","3,178"
2020년09월_여_연령구간인구수,"157,932","10,496","7,380","6,800","5,905","13,988","11,020","12,886","8,671","8,103","5,505","13,848","20,040","14,415","5,754","9,943","3,178"
2020년09월_여_0~9세,"10,073",540,461,272,260,822,634,720,563,562,508,972,"1,632",902,636,507,82
2020년09월_여_10~19세,"12,362",755,564,378,399,"1,135",842,"1,078",572,627,451,"1,190","1,878","1,244",397,718,134
2020년09월_여_20~29세,"18,682","1,141",742,731,667,"1,652","1,710","2,260",900,"1,129",489,"1,663","2,075","1,520",646,"1,117",240
2020년09월_여_30~39세,"17,906","1,138",774,717,544,"1,530","1,348","1,513",994,"1,057",757,"1,798","2,247","1,382","1,008",908,191
2020년09월_여_40~49세,"22,748","1,407","1,059",784,821,"2,014","1,549","1,761","1,208","1,204",916,"2,152","3,351","2,140",845,"1,230",307
2020년09월_여_50~59세,"28,410","1,893","1,201","1,197","1,060","2,652","1,926","2,229","1,572","1,540",825,"2,496","3,564","2,837",926,"1,958",534
2020년09월_여_60~69세,"26,202","1,850","1,393","1,444","1,185","2,427","1,701","1,900","1,520","1,225",841,"2,150","2,801","2,344",791,"1,944",686
2020년09월_여_70~79세,"14,124","1,097",795,840,642,"1,152",866,981,902,492,501,"1,008","1,593","1,266",328,"1,042",619
2020년09월_여_80~89세,"6,231",548,328,377,281,525,368,387,357,219,194,353,765,647,138,432,312
2020년09월_여_90~99세,"1,066",106,54,53,40,72,69,54,66,46,22,63,124,127,33,75,62
2020년09월_여_100세 이상,128,21,9,7,6,7,7,3,17,2,1,3,10,6,6,12,11
2020년10월_계_총인구수,"313,677","20,217","14,436","13,040","11,437","27,455","21,951","25,541","17,737","16,155","11,398","28,163","40,084","28,297","11,720","19,569","6,477"
2020년10월_계_연령구간인구수,"313,677","20,217","14,436","13,040","11,437","27,455","21,951","25,541","17,737","16,155","11,398","28,163","40,084","28,297","11,720","19,569","6,477"
2020년10월_계_0~9세,"20,356","1,122",931,568,536,"1,710","1,270","1,467","1,139","1,141","1,011","2,049","3,198","1,767","1,321",984,142
2020년10월_계_10~19세,"25,677","1,615","1,128",780,795,"2,385","1,717","2,066","1,190","1,347",990,"2,480","4,047","2,541",853,"1,470",273
2020년10월_계_20~29세,"40,168","2,353","1,579","1,475","1,442","3,539","3,657","5,049","1,976","2,198","1,089","3,579","4,597","3,427","1,331","2,308",569
2020년10월_계_30~39세,"37,521","2,336","1,569","1,571","1,175","3,118","2,930","3,214","2,209","2,273","1,590","3,812","4,474","2,806","2,066","1,907",471
2020년10월_계_40~49세,"46,437","2,757","2,197","1,674","1,585","3,960","3,033","3,561","2,653","2,450","2,045","4,494","6,626","4,135","1,818","2,662",787
2020년10월_계_50~59세,"55,298","3,479","2,365","2,236","1,987","4,882","3,707","4,198","3,235","2,944","1,812","4,924","7,190","5,483","1,839","3,760","1,257"
2020년10월_계_60~69세,"50,950","3,505","2,568","2,594","2,177","4,642","3,326","3,525","3,072","2,424","1,652","4,292","5,748","4,755","1,574","3,735","1,361"
2020년10월_계_70~79세,"26,169","2,037","1,521","1,496","1,235","2,285","1,622","1,776","1,603",969,896,"1,910","2,883","2,254",658,"1,959","1,065"
2020년10월_계_80~89세,"9,602",850,502,562,442,829,602,616,550,351,283,548,"1,143",967,212,677,468
2020년10월_계_90~99세,"1,338",135,67,72,56,96,77,65,87,56,28,72,167,155,42,94,69
2020년10월_계_100세 이상,161,28,9,12,7,9,10,4,23,2,2,3,11,7,6,13,15
2020년10월_남_총인구수,"156,217","9,753","7,094","6,283","5,537","13,484","10,954","12,696","9,095","8,090","5,910","14,338","20,083","13,922","5,977","9,678","3,323"
2020년10월_남_연령구간인구수,"156,217","9,753","7,094","6,283","5,537","13,484","10,954","12,696","9,095","8,090","5,910","14,338","20,083","13,922","5,977","9,678","3,323"
2020년10월_남_0~9세,"10,418",591,479,304,285,899,644,752,582,586,507,"1,083","1,585",883,691,489,58
2020년10월_남_10~19세,"13,372",864,574,400,400,"1,246",871,"1,009",618,723,533,"1,299","2,174","1,307",457,756,141
2020년10월_남_20~29세,"21,570","1,206",835,750,780,"1,887","1,953","2,788","1,085","1,088",603,"1,926","2,529","1,911",689,"1,210",330
2020년10월_남_30~39세,"19,807","1,226",809,877,629,"1,609","1,594","1,726","1,233","1,217",840,"2,031","2,239","1,419","1,070","1,008",280
2020년10월_남_40~49세,"23,776","1,354","1,145",890,763,"1,959","1,504","1,798","1,434","1,248","1,135","2,353","3,285","2,020",965,"1,441",482
2020년10월_남_50~59세,"27,005","1,589","1,168","1,049",939,"2,222","1,785","1,983","1,680","1,420",984,"2,424","3,630","2,666",923,"1,805",738
2020년10월_남_60~69세,"24,642","1,650","1,171","1,149",978,"2,215","1,608","1,614","1,550","1,187",822,"2,117","2,945","2,388",775,"1,795",678
2020년10월_남_70~79세,"11,993",934,724,653,591,"1,125",755,789,696,479,390,897,"1,281",989,329,913,448
2020년10월_남_80~89세,"3,334",304,174,187,158,299,230,224,190,129,90,198,372,309,71,244,155
2020년10월_남_90~99세,267,28,15,19,13,21,7,12,22,13,5,9,42,29,7,16,9
2020년10월_남_100세 이상,33,7,0,5,1,2,3,1,5,0,1,1,1,1,0,1,4
2020년10월_여_총인구수,"157,460","10,464","7,342","6,757","5,900","13,971","10,997","12,845","8,642","8,065","5,488","13,825","20,001","14,375","5,743","9,891","3,154"
2020년10월_여_연령구간인구수,"157,460","10,464","7,342","6,757","5,900","13,971","10,997","12,845","8,642","8,065","5,488","13,825","20,001","14,375","5,743","9,891","3,154"
2020년10월_여_0~9세,"9,938",531,452,264,251,811,626,715,557,555,504,966,"1,613",884,630,495,84
2020년10월_여_10~19세,"12,305",751,554,380,395,"1,139",846,"1,057",572,624,457,"1,181","1,873","1,234",396,714,132
2020년10월_여_20~29세,"18,598","1,147",744,725,662,"1,652","1,704","2,261",891,"1,110",486,"1,653","2,068","1,516",642,"1,098",239
2020년10월_여_30~39세,"17,714","1,110",760,694,546,"1,509","1,336","1,488",976,"1,056",750,"1,781","2,235","1,387",996,899,191
2020년10월_여_40~49세,"22,661","1,403","1,052",784,822,"2,001","1,529","1,763","1,219","1,202",910,"2,141","3,341","2,115",853,"1,221",305
2020년10월_여_50~59세,"28,293","1,890","1,197","1,187","1,048","2,660","1,922","2,215","1,555","1,524",828,"2,500","3,560","2,817",916,"1,955",519
2020년10월_여_60~69세,"26,308","1,855","1,397","1,445","1,199","2,427","1,718","1,911","1,522","1,237",830,"2,175","2,803","2,367",799,"1,940",683
2020년10월_여_70~79세,"14,176","1,103",797,843,644,"1,160",867,987,907,490,506,"1,013","1,602","1,265",329,"1,046",617
2020년10월_여_80~89세,"6,268",546,328,375,284,530,372,392,360,222,193,350,771,658,141,433,313
2020년10월_여_90~99세,"1,071",107,52,53,43,75,70,53,65,43,23,63,125,126,35,78,60
2020년10월_여_100세 이상,128,21,9,7,6,7,7,3,18,2,1,2,10,6,6,12,11
2020년11월_계_총인구수,"312,840","20,185","14,373","13,002","11,411","27,393","21,849","25,531","17,717","16,117","11,278","28,165","39,997","28,183","11,717","19,478","6,444"
2020년11월_계_연령구간인구수,"312,840","20,185","14,373","13,002","11,411","27,393","21,849","25,531","17,717","16,117","11,278","28,165","39,997","28,183","11,717","19,478","6,444"
