카테고리,광주광역시 남구,광주광역시 남구 양림동,광주광역시 남구 방림1동,광주광역시 남구 방림2동,광주광역시 남구 봉선1동,광주광역시 남구 봉선2동,광주광역시 남구 사직동,광주광역시 남구 월산동,광주광역시 남구 월산4동,광주광역시 남구 월산5동,광주광역시 남구 백운1동,광주광역시 남구 백운2동,광주광역시 남구 주월1동,광주광역시 남구 주월2동,광주광역시 남구 효덕동,광주광역시 남구 송암동,광주광역시 남구 대촌동,광주광역시 남구 진월동
2021년07월_계_60~69세,"28,688","1,021",912,"1,427","1,944","2,960",839,"1,165","1,545","1,236","1,891",914,"2,843","1,430","1,998","1,943","1,200","3,420"
2021년07월_계_70~79세,"17,463",861,653,"1,073","1,156","1,438",671,"1,029",967,692,"1,120",629,"1,589",891,"1,108",783,816,"1,987"
2021년07월_계_80~89세,"7,575",370,261,455,608,715,291,430,375,273,479,249,588,315,420,338,538,870
2021년07월_계_90~99세,"1,152",57,30,67,99,128,32,68,48,36,87,34,80,38,76,74,75,123
2021년07월_계_100세 이상,40,2,6,2,3,3,1,0,2,0,1,1,5,1,6,2,5,0
2021년07월_남_총인구수,"102,933","3,254","3,219","4,255","6,394","13,489","2,698","3,669","4,425","3,223","5,816","3,154","10,453","4,046","7,747","10,170","3,138","13,783"
2021년07월_남_연령구간인구수,"102,933","3,254","3,219","4,255","6,394","13,489","2,698","3,669","4,425","3,223","5,816","3,154","10,453","4,046","7,747","10,170","3,138","13,783"
2021년07월_남_0~9세,"8,664",218,264,234,422,"1,415",133,177,159,125,481,249,839,229,823,"1,624",225,"1,047"
2021년07월_남_10~19세,"11,295",375,322,389,650,"2,448",153,206,314,182,552,208,"1,138",283,889,"1,083",187,"1,916"
2021년07월_남_20~29세,"14,206",401,432,616,995,"1,698",354,468,625,475,755,437,"1,576",591,"1,023","1,256",303,"2,201"
2021년07월_남_30~39세,"12,494",319,392,454,790,"1,219",331,424,591,423,700,466,"1,295",486,"1,100","1,826",322,"1,356"
2021년07월_남_40~49세,"16,738",500,533,611,992,"2,494",418,589,655,467,914,489,"1,672",565,"1,361","1,821",450,"2,207"
2021년07월_남_50~59세,"15,567",493,484,672,958,"1,982",463,638,739,559,884,472,"1,652",651,962,"1,218",507,"2,233"
2021년07월_남_60~69세,"13,123",426,396,627,866,"1,316",412,556,742,585,833,422,"1,343",673,910,874,617,"1,525"
2021년07월_남_70~79세,"7,776",365,288,471,487,628,311,443,446,305,474,298,707,422,512,357,353,909
2021년07월_남_80~89세,"2,821",140,97,165,210,263,114,154,140,96,200,108,223,134,150,103,165,359
2021년07월_남_90~99세,243,15,9,16,24,26,9,14,14,6,23,5,7,12,17,8,8,30
2021년07월_남_100세 이상,6,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2021년07월_여_총인구수,"111,178","3,831","3,540","4,764","7,200","15,288","2,535","3,490","4,179","3,236","6,477","3,260","11,174","4,107","8,424","10,796","3,212","15,665"
2021년07월_여_연령구간인구수,"111,178","3,831","3,540","4,764","7,200","15,288","2,535","3,490","4,179","3,236","6,477","3,260","11,174","4,107","8,424","10,796","3,212","15,665"
2021년07월_여_0~9세,"8,368",219,258,228,390,"1,430",133,172,164,121,452,222,799,242,777,"1,481",177,"1,103"
2021년07월_여_10~19세,"11,314",373,334,371,639,"2,414",130,186,255,173,580,216,"1,087",286,832,"1,065",215,"2,158"
2021년07월_여_20~29세,"13,423",406,403,598,965,"1,551",306,347,517,436,727,534,"1,564",489,"1,117","1,219",228,"2,016"
2021년07월_여_30~39세,"12,655",339,424,400,769,"1,530",283,350,445,324,713,439,"1,253",401,"1,167","1,966",270,"1,582"
2021년07월_여_40~49세,"17,244",528,542,622,"1,058","3,042",307,375,497,336,951,389,"1,737",533,"1,380","1,866",356,"2,725"
2021년07월_여_50~59세,"17,225",603,509,800,"1,156","2,310",388,535,706,601,"1,006",466,"1,910",722,"1,132","1,401",476,"2,504"
2021년07월_여_60~69세,"15,565",595,516,800,"1,078","1,644",427,609,803,651,"1,058",492,"1,500",757,"1,088","1,069",583,"1,895"
2021년07월_여_70~79세,"9,687",496,365,602,669,810,360,586,521,387,646,331,882,469,596,426,463,"1,078"
2021년07월_여_80~89세,"4,754",230,164,290,398,452,177,276,235,177,279,141,365,181,270,235,373,511
2021년07월_여_90~99세,909,42,21,51,75,102,23,54,34,30,64,29,73,26,59,66,67,93
2021년07월_여_100세 이상,34,0,4,2,3,3,1,0,2,0,1,1,4,1,6,2,4,0
2021년08월_계_총인구수,"214,051","7,059","6,725","9,012","13,546","28,726","5,234","7,163","8,591","6,444","12,271","6,393","21,758","8,149","16,143","21,067","6,327","29,443"
2021년08월_계_연령구간인구수,"214,051","7,059","6,725","9,012","13,546","28,726","5,234","7,163","8,591","6,444","12,271","6,393","21,758","8,149","16,143","21,067","6,327","29,443"
2021년08월_계_0~9세,"16,968",433,510,462,808,"2,845",263,342,321,244,927,471,"1,652",470,"1,588","3,097",396,"2,139"
2021년08월_계_10~19세,"22,569",745,660,754,"1,272","4,849",290,394,561,344,"1,123",423,"2,231",565,"1,722","2,163",401,"4,072"
2021년08월_계_20~29세,"27,563",800,837,"1,203","1,969","3,209",657,821,"1,150",912,"1,476",971,"3,157","1,073","2,120","2,469",520,"4,219"
2021년08월_계_30~39세,"25,046",649,805,847,"1,535","2,744",612,775,"1,034",742,"1,404",898,"2,566",898,"2,246","3,796",589,"2,906"
2021년08월_계_40~49세,"34,042","1,025","1,073","1,233","2,044","5,543",732,969,"1,135",805,"1,859",871,"3,448","1,098","2,740","3,724",803,"4,940"
2021년08월_계_50~59세,"32,760","1,096",981,"1,469","2,110","4,290",854,"1,153","1,448","1,164","1,887",930,"3,565","1,366","2,102","2,641",979,"4,725"
2021년08월_계_60~69세,"28,828","1,016",914,"1,434","1,947","2,967",827,"1,172","1,546","1,231","1,904",920,"2,870","1,441","2,009","1,980","1,203","3,447"
2021년08월_계_70~79세,"17,457",863,647,"1,078","1,144","1,436",669,"1,033",967,698,"1,127",623,"1,593",879,"1,111",784,815,"1,990"
2021년08월_계_80~89세,"7,645",373,264,464,617,716,299,437,379,268,478,251,595,321,424,339,541,879
2021년08월_계_90~99세,"1,133",57,28,66,97,125,30,66,48,36,85,34,77,37,75,71,75,126
2021년08월_계_100세 이상,40,2,6,2,3,2,1,1,2,0,1,1,4,1,6,3,5,0
2021년08월_남_총인구수,"102,881","3,242","3,201","4,253","6,372","13,446","2,699","3,666","4,423","3,221","5,788","3,153","10,526","4,040","7,736","10,213","3,129","13,773"
2021년08월_남_연령구간인구수,"102,881","3,242","3,201","4,253","6,372","13,446","2,699","3,666","4,423","3,221","5,788","3,153","10,526","4,040","7,736","10,213","3,129","13,773"
2021년08월_남_0~9세,"8,625",213,259,238,419,"1,413",130,169,161,127,477,248,845,227,816,"1,617",220,"1,046"
2021년08월_남_10~19세,"11,287",375,326,389,642,"2,443",157,209,308,175,543,209,"1,142",289,893,"1,092",188,"1,907"
2021년08월_남_20~29세,"14,134",395,432,607,999,"1,663",353,473,630,478,748,439,"1,584",585,"1,010","1,248",294,"2,196"
2021년08월_남_30~39세,"12,460",317,387,451,785,"1,212",335,420,590,419,695,464,"1,302",488,"1,096","1,829",321,"1,349"
2021년08월_남_40~49세,"16,774",499,532,612,991,"2,510",417,591,651,466,908,488,"1,700",559,"1,352","1,842",453,"2,203"
2021년08월_남_50~59세,"15,545",494,476,671,954,"1,974",467,630,738,567,885,470,"1,649",647,968,"1,222",504,"2,229"
2021년08월_남_60~69세,"13,181",427,395,627,867,"1,316",406,559,744,580,836,423,"1,358",680,918,891,618,"1,536"
2021년08월_남_70~79세,"7,787",365,286,473,479,626,308,446,446,307,476,297,715,417,517,358,354,917
2021년08월_남_80~89세,"2,841",140,98,169,213,263,118,156,140,96,199,110,224,136,149,105,167,358
2021년08월_남_90~99세,241,15,8,16,23,26,8,13,15,6,21,5,6,12,17,9,9,32
2021년08월_남_100세 이상,6,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2021년08월_여_총인구수,"111,170","3,817","3,524","4,759","7,174","15,280","2,535","3,497","4,168","3,223","6,483","3,240","11,232","4,109","8,407","10,854","3,198","15,670"
2021년08월_여_연령구간인구수,"111,170","3,817","3,524","4,759","7,174","15,280","2,535","3,497","4,168","3,223","6,483","3,240","11,232","4,109","8,407","10,854","3,198","15,670"
2021년08월_여_0~9세,"8,343",220,251,224,389,"1,432",133,173,160,117,450,223,807,243,772,"1,480",176,"1,093"
2021년08월_여_10~19세,"11,282",370,334,365,630,"2,406",133,185,253,169,580,214,"1,089",276,829,"1,071",213,"2,165"
2021년08월_여_20~29세,"13,429",405,405,596,970,"1,546",304,348,520,434,728,532,"1,573",488,"1,110","1,221",226,"2,023"
2021년08월_여_30~39세,"12,586",332,418,396,750,"1,532",277,355,444,323,709,434,"1,264",410,"1,150","1,967",268,"1,557"
2021년08월_여_40~49세,"17,268",526,541,621,"1,053","3,033",315,378,484,339,951,383,"1,748",539,"1,388","1,882",350,"2,737"
2021년08월_여_50~59세,"17,215",602,505,798,"1,156","2,316",387,523,710,597,"1,002",460,"1,916",719,"1,134","1,419",475,"2,496"
2021년08월_여_60~69세,"15,647",589,519,807,"1,080","1,651",421,613,802,651,"1,068",497,"1,512",761,"1,091","1,089",585,"1,911"
2021년08월_여_70~79세,"9,670",498,361,605,665,810,361,587,521,391,651,326,878,462,594,426,461,"1,073"
2021년08월_여_80~89세,"4,804",233,166,295,404,453,181,281,239,172,279,141,371,185,275,234,374,521
2021년08월_여_90~99세,892,42,20,50,74,99,22,53,33,30,64,29,71,25,58,62,66,94
2021년08월_여_100세 이상,34,0,4,2,3,2,1,1,2,0,1,1,3,1,6,3,4,0
2021년09월_계_총인구수,"214,295","7,064","6,679","8,992","13,542","28,678","5,226","7,450","8,567","6,442","12,265","6,407","21,821","8,103","16,146","21,198","6,302","29,413"
2021년09월_계_연령구간인구수,"214,295","7,064","6,679","8,992","13,542","28,678","5,226","7,450","8,567","6,442","12,265","6,407","21,821","8,103","16,146","21,198","6,302","29,413"
2021년09월_계_0~9세,"16,926",436,508,457,803,"2,830",262,386,319,235,919,468,"1,663",463,"1,569","3,102",385,"2,121"
2021년09월_계_10~19세,"22,603",748,649,747,"1,278","4,856",290,420,564,341,"1,129",426,"2,231",550,"1,730","2,170",403,"4,071"
2021년09월_계_20~29세,"27,610",801,838,"1,203","1,965","3,193",641,859,"1,151",916,"1,479",992,"3,170","1,063","2,103","2,503",514,"4,219"
2021년09월_계_30~39세,"25,070",640,797,836,"1,531","2,721",611,851,"1,015",748,"1,398",897,"2,581",898,"2,257","3,816",583,"2,890"
2021년09월_계_40~49세,"34,047","1,032","1,058","1,224","2,026","5,546",730,"1,017","1,125",809,"1,858",868,"3,469","1,079","2,736","3,739",802,"4,929"
2021년09월_계_50~59세,"32,826","1,096",971,"1,474","2,124","4,300",855,"1,176","1,453","1,155","1,883",935,"3,560","1,365","2,102","2,679",978,"4,720"
2021년09월_계_60~69세,"28,863","1,015",917,"1,432","1,958","2,948",829,"1,188","1,530","1,230","1,909",915,"2,883","1,445","2,026","1,992","1,194","3,452"
2021년09월_계_70~79세,"17,467",862,643,"1,077","1,133","1,439",676,"1,045",970,695,"1,129",618,"1,594",880,"1,116",780,817,"1,993"
2021년09월_계_80~89세,"7,707",373,264,475,622,718,302,445,387,275,476,255,591,322,425,343,546,888
2021년09월_계_90~99세,"1,137",59,28,65,99,125,29,62,51,38,84,33,75,36,76,72,75,130
2021년09월_계_100세 이상,39,2,6,2,3,2,1,1,2,0,1,0,4,2,6,2,5,0
2021년09월_남_총인구수,"102,962","3,236","3,182","4,247","6,366","13,403","2,702","3,833","4,398","3,219","5,784","3,164","10,561","4,014","7,737","10,262","3,111","13,743"
2021년09월_남_연령구간인구수,"102,962","3,236","3,182","4,247","6,366","13,403","2,702","3,833","4,398","3,219","5,784","3,164","10,561","4,014","7,737","10,262","3,111","13,743"
2021년09월_남_0~9세,"8,600",212,259,238,414,"1,404",130,194,161,119,472,246,853,225,802,"1,620",215,"1,036"
2021년09월_남_10~19세,"11,312",375,324,382,644,"2,439",157,232,307,177,545,210,"1,146",283,905,"1,088",188,"1,910"
2021년09월_남_20~29세,"14,147",396,434,616,999,"1,650",348,487,630,478,751,448,"1,593",580,"1,001","1,252",291,"2,193"
2021년09월_남_30~39세,"12,461",312,381,440,781,"1,198",336,465,577,421,693,465,"1,305",488,"1,105","1,834",315,"1,345"
2021년09월_남_40~49세,"16,775",500,525,609,985,"2,508",417,624,640,467,908,492,"1,707",549,"1,348","1,859",452,"2,185"
2021년09월_남_50~59세,"15,588",494,469,676,961,"1,982",470,640,743,563,884,470,"1,652",644,965,"1,237",505,"2,233"
2021년09월_남_60~69세,"13,184",426,398,624,871,"1,308",407,569,733,584,836,424,"1,361",682,925,900,612,"1,524"
2021년09월_남_70~79세,"7,787",364,284,476,471,627,310,452,449,304,473,294,714,415,519,357,356,922
2021년09월_남_80~89세,"2,861",139,98,171,217,261,119,157,143,99,202,110,223,136,150,106,167,363
2021년09월_남_90~99세,240,16,8,15,23,26,8,13,15,7,20,5,6,11,17,9,9,32
2021년09월_남_100세 이상,7,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2021년09월_여_총인구수,"111,333","3,828","3,497","4,745","7,176","15,275","2,524","3,617","4,169","3,223","6,481","3,243","11,260","4,089","8,409","10,936","3,191","15,670"
2021년09월_여_연령구간인구수,"111,333","3,828","3,497","4,745","7,176","15,275","2,524","3,617","4,169","3,223","6,481","3,243","11,260","4,089","8,409","10,936","3,191","15,670"
2021년09월_여_0~9세,"8,326",224,249,219,389,"1,426",132,192,158,116,447,222,810,238,767,"1,482",170,"1,085"
2021년09월_여_10~19세,"11,291",373,325,365,634,"2,417",133,188,257,164,584,216,"1,085",267,825,"1,082",215,"2,161"
2021년09월_여_20~29세,"13,463",405,404,587,966,"1,543",293,372,521,438,728,544,"1,577",483,"1,102","1,251",223,"2,026"
2021년09월_여_30~39세,"12,609",328,416,396,750,"1,523",275,386,438,327,705,432,"1,276",410,"1,152","1,982",268,"1,545"
2021년09월_여_40~49세,"17,272",532,533,615,"1,041","3,038",313,393,485,342,950,376,"1,762",530,"1,388","1,880",350,"2,744"
2021년09월_여_50~59세,"17,238",602,502,798,"1,163","2,318",385,536,710,592,999,465,"1,908",721,"1,137","1,442",473,"2,487"
2021년09월_여_60~69세,"15,679",589,519,808,"1,087","1,640",422,619,797,646,"1,073",491,"1,522",763,"1,101","1,092",582,"1,928"
2021년09월_여_70~79세,"9,680",498,359,601,662,812,366,593,521,391,656,324,880,465,597,423,461,"1,071"
2021년09월_여_80~89세,"4,846",234,166,304,405,457,183,288,244,176,274,145,368,186,275,237,379,525
2021년09월_여_90~99세,897,43,20,50,76,99,21,49,36,31,64,28,69,25,59,63,66,98
2021년09월_여_100세 이상,32,0,4,2,3,2,1,1,2,0,1,0,3,1,6,2,4,0
2021년10월_계_총인구수,"215,043","7,080","6,671","8,955","13,501","28,688","5,221","8,302","8,512","6,460","12,209","6,362","21,874","8,045","16,189","21,266","6,305","29,403"
2021년10월_계_연령구간인구수,"215,043","7,080","6,671","8,955","13,501","28,688","5,221","8,302","8,512","6,460","12,209","6,362","21,874","8,045","16,189","21,266","6,305","29,403"
2021년10월_계_0~9세,"16,991",434,509,449,792,"2,835",261,504,315,235,900,450,"1,675",453,"1,553","3,104",388,"2,134"
2021년10월_계_10~19세,"22,647",755,654,737,"1,272","4,867",288,473,556,337,"1,125",419,"2,237",545,"1,732","2,172",402,"4,076"
2021년10월_계_20~29세,"27,713",800,837,"1,190","1,969","3,169",642,979,"1,139",924,"1,485",990,"3,177","1,049","2,139","2,518",517,"4,189"
2021년10월_계_30~39세,"25,214",645,785,840,"1,512","2,707",615,"1,070","1,011",746,"1,381",879,"2,594",890,"2,253","3,826",584,"2,876"
2021년10월_계_40~49세,"34,154","1,036","1,067","1,213","2,000","5,576",737,"1,130","1,123",812,"1,846",861,"3,483","1,069","2,730","3,742",799,"4,930"
2021년10월_계_50~59세,"32,879","1,095",973,"1,465","2,134","4,290",841,"1,278","1,440","1,149","1,879",942,"3,556","1,355","2,109","2,681",980,"4,712"
2021년10월_계_60~69세,"28,999","1,018",912,"1,429","1,961","2,955",833,"1,274","1,518","1,248","1,898",915,"2,896","1,442","2,030","2,015","1,192","3,463"
2021년10월_계_70~79세,"17,514",861,643,"1,087","1,135","1,443",667,"1,065",970,696,"1,132",618,"1,585",880,"1,134",785,812,"2,001"
2021년10월_계_80~89세,"7,751",375,258,478,628,719,305,466,386,275,481,254,588,322,424,349,550,893
2021년10월_계_90~99세,"1,141",58,27,65,96,125,31,62,52,38,81,34,79,38,79,71,76,129
2021년10월_계_100세 이상,40,3,6,2,2,2,1,1,2,0,1,0,4,2,6,3,5,0
2021년10월_남_총인구수,"103,318","3,243","3,184","4,223","6,338","13,413","2,704","4,262","4,378","3,233","5,757","3,130","10,583","3,989","7,753","10,294","3,111","13,723"
2021년10월_남_연령구간인구수,"103,318","3,243","3,184","4,223","6,338","13,413","2,704","4,262","4,378","3,233","5,757","3,130","10,583","3,989","7,753","10,294","3,111","13,723"
2021년10월_남_0~9세,"8,653",210,260,233,411,"1,407",129,263,159,121,466,232,861,224,797,"1,625",215,"1,040"
2021년10월_남_10~19세,"11,324",381,327,374,642,"2,447",157,257,302,173,540,208,"1,147",282,904,"1,084",189,"1,910"
2021년10월_남_20~29세,"14,183",394,434,609,997,"1,641",349,545,622,484,760,449,"1,599",572,"1,014","1,254",293,"2,167"
2021년10월_남_30~39세,"12,528",314,381,441,772,"1,186",339,580,565,419,683,454,"1,308",486,"1,096","1,853",311,"1,340"
2021년10월_남_40~49세,"16,829",501,530,604,971,"2,531",422,679,646,471,903,483,"1,710",543,"1,346","1,860",452,"2,177"
2021년10월_남_50~59세,"15,616",493,465,676,975,"1,975",459,685,743,558,880,474,"1,652",637,974,"1,232",508,"2,230"
2021년10월_남_60~69세,"13,255",427,399,622,865,"1,310",416,609,733,598,832,422,"1,367",679,928,909,607,"1,532"
2021년10월_남_70~79세,"7,805",364,283,475,465,632,304,466,449,305,471,293,710,414,527,361,356,930
2021년10월_남_80~89세,"2,875",141,96,174,218,258,120,165,144,97,203,110,221,138,149,107,170,364
2021년10월_남_90~99세,243,16,7,15,22,26,9,13,15,7,19,5,7,13,18,9,9,33
2021년10월_남_100세 이상,7,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2021년10월_여_총인구수,"111,725","3,837","3,487","4,732","7,163","15,275","2,517","4,040","4,134","3,227","6,452","3,232","11,291","4,056","8,436","10,972","3,194","15,680"
2021년10월_여_연령구간인구수,"111,725","3,837","3,487","4,732","7,163","15,275","2,517","4,040","4,134","3,227","6,452","3,232","11,291","4,056","8,436","10,972","3,194","15,680"
2021년10월_여_0~9세,"8,338",224,249,216,381,"1,428",132,241,156,114,434,218,814,229,756,"1,479",173,"1,094"
2021년10월_여_10~19세,"11,323",374,327,363,630,"2,420",131,216,254,164,585,211,"1,090",263,828,"1,088",213,"2,166"
2021년10월_여_20~29세,"13,530",406,403,581,972,"1,528",293,434,517,440,725,541,"1,578",477,"1,125","1,264",224,"2,022"
2021년10월_여_30~39세,"12,686",331,404,399,740,"1,521",276,490,446,327,698,425,"1,286",404,"1,157","1,973",273,"1,536"
2021년10월_여_40~49세,"17,325",535,537,609,"1,029","3,045",315,451,477,341,943,378,"1,773",526,"1,384","1,882",347,"2,753"
2021년10월_여_50~59세,"17,263",602,508,789,"1,159","2,315",382,593,697,591,999,468,"1,904",718,"1,135","1,449",472,"2,482"
2021년10월_여_60~69세,"15,744",591,513,807,"1,096","1,645",417,665,785,650,"1,066",493,"1,529",763,"1,102","1,106",585,"1,931"
2021년10월_여_70~79세,"9,709",497,360,612,670,811,363,599,521,391,661,325,875,466,607,424,456,"1,071"
2021년10월_여_80~89세,"4,876",234,162,304,410,461,185,301,242,178,278,144,367,184,275,242,380,529
2021년10월_여_90~99세,898,42,20,50,74,99,22,49,37,31,62,29,72,25,61,62,67,96
2021년10월_여_100세 이상,33,1,4,2,2,2,1,1,2,0,1,0,3,1,6,3,4,0
2021년11월_계_총인구수,"215,527","7,046","6,647","8,939","13,488","28,773","5,219","8,657","8,512","6,416","12,226","6,359","21,908","8,021","16,151","21,401","6,315","29,449"
2021년11월_계_연령구간인구수,"215,527","7,046","6,647","8,939","13,488","28,773","5,219","8,657","8,512","6,416","12,226","6,359","21,908","8,021","16,151","21,401","6,315","29,449"
2021년11월_계_0~9세,"17,041",422,507,446,790,"2,853",260,558,311,234,897,445,"1,676",451,"1,544","3,119",387,"2,141"
2021년11월_계_10~19세,"22,738",757,652,734,"1,267","4,886",285,508,548,331,"1,136",417,"2,265",543,"1,718","2,193",409,"4,089"
2021년11월_계_20~29세,"27,682",790,826,"1,183","1,958","3,179",645,"1,021","1,150",918,"1,490",990,"3,154","1,037","2,142","2,530",516,"4,153"
2021년11월_계_30~39세,"25,252",640,788,839,"1,520","2,689",614,"1,146","1,018",737,"1,374",877,"2,590",891,"2,239","3,825",583,"2,882"
2021년11월_계_40~49세,"34,296","1,016","1,061","1,205","1,993","5,615",743,"1,197","1,122",811,"1,841",865,"3,509","1,075","2,722","3,783",806,"4,932"
2021년11월_계_50~59세,"32,915","1,102",967,"1,469","2,133","4,299",833,"1,321","1,429","1,131","1,886",943,"3,549","1,348","2,100","2,701",974,"4,730"
2021년11월_계_60~69세,"29,082","1,016",911,"1,426","1,959","2,960",839,"1,298","1,525","1,247","1,900",916,"2,896","1,439","2,049","2,025","1,196","3,480"
2021년11월_계_70~79세,"17,554",864,641,"1,090","1,136","1,441",666,"1,074",965,693,"1,131",618,"1,601",876,"1,134",794,816,"2,014"
2021년11월_계_80~89세,"7,799",380,261,481,634,725,305,470,388,279,487,255,591,323,422,354,546,898
2021년11월_계_90~99세,"1,132",56,27,64,95,124,28,63,54,35,83,33,76,36,75,75,78,130
2021년11월_계_100세 이상,36,3,6,2,3,2,1,1,2,0,1,0,1,2,6,2,4,0
2021년11월_남_총인구수,"103,559","3,229","3,180","4,216","6,334","13,464","2,696","4,435","4,383","3,207","5,761","3,129","10,605","3,979","7,741","10,349","3,120","13,731"
2021년11월_남_연령구간인구수,"103,559","3,229","3,180","4,216","6,334","13,464","2,696","4,435","4,383","3,207","5,761","3,129","10,605","3,979","7,741","10,349","3,120","13,731"
2021년11월_남_0~9세,"8,697",206,261,233,412,"1,418",128,291,160,121,467,232,865,223,790,"1,633",217,"1,040"
2021년11월_남_10~19세,"11,354",374,324,370,640,"2,456",155,275,298,171,543,205,"1,162",283,892,"1,097",194,"1,915"
2021년11월_남_20~29세,"14,148",395,430,604,989,"1,651",348,561,632,476,760,450,"1,582",560,"1,021","1,251",289,"2,149"
2021년11월_남_30~39세,"12,548",310,380,445,780,"1,180",339,627,570,415,678,453,"1,305",488,"1,093","1,839",310,"1,336"
2021년11월_남_40~49세,"16,898",494,531,599,970,"2,536",422,708,646,465,897,484,"1,725",553,"1,346","1,882",457,"2,183"
2021년11월_남_50~59세,"15,651",496,463,680,977,"1,990",456,702,740,549,889,474,"1,649",631,969,"1,242",507,"2,237"
2021년11월_남_60~69세,"13,290",427,402,620,860,"1,315",418,618,729,601,830,422,"1,362",674,935,921,611,"1,545"
2021년11월_남_70~79세,"7,821",366,282,474,462,632,301,474,446,302,472,294,726,418,529,361,357,925
2021년11월_남_80~89세,"2,903",143,97,177,221,259,122,166,147,100,206,110,221,135,151,112,167,369
2021년11월_남_90~99세,242,16,8,14,23,27,7,13,15,7,19,5,7,13,15,11,10,32
2021년11월_남_100세 이상,7,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2021년11월_여_총인구수,"111,968","3,817","3,467","4,723","7,154","15,309","2,523","4,222","4,129","3,209","6,465","3,230","11,303","4,042","8,410","11,052","3,195","15,718"
2021년11월_여_연령구간인구수,"111,968","3,817","3,467","4,723","7,154","15,309","2,523","4,222","4,129","3,209","6,465","3,230","11,303","4,042","8,410","11,052","3,195","15,718"
2021년11월_여_0~9세,"8,344",216,246,213,378,"1,435",132,267,151,113,430,213,811,228,754,"1,486",170,"1,101"
2021년11월_여_10~19세,"11,384",383,328,364,627,"2,430",130,233,250,160,593,212,"1,103",260,826,"1,096",215,"2,174"
2021년11월_여_20~29세,"13,534",395,396,579,969,"1,528",297,460,518,442,730,540,"1,572",477,"1,121","1,279",227,"2,004"
2021년11월_여_30~39세,"12,704",330,408,394,740,"1,509",275,519,448,322,696,424,"1,285",403,"1,146","1,986",273,"1,546"
2021년11월_여_40~49세,"17,398",522,530,606,"1,023","3,079",321,489,476,346,944,381,"1,784",522,"1,376","1,901",349,"2,749"
2021년11월_여_50~59세,"17,264",606,504,789,"1,156","2,309",377,619,689,582,997,469,"1,900",717,"1,131","1,459",467,"2,493"
2021년11월_여_60~69세,"15,792",589,509,806,"1,099","1,645",421,680,796,646,"1,070",494,"1,534",765,"1,114","1,104",585,"1,935"
2021년11월_여_70~79세,"9,733",498,359,616,674,809,365,600,519,391,659,324,875,458,605,433,459,"1,089"
2021년11월_여_80~89세,"4,896",237,164,304,413,466,183,304,241,179,281,145,370,188,271,242,379,529
2021년11월_여_90~99세,890,40,19,50,72,97,21,50,39,28,64,28,69,23,60,64,68,98
2021년11월_여_100세 이상,29,1,4,2,3,2,1,1,2,0,1,0,0,1,6,2,3,0
2021년12월_계_총인구수,"215,575","7,018","6,641","8,912","13,466","28,800","5,215","8,836","8,478","6,414","12,208","6,373","21,920","8,023","16,133","21,450","6,305","29,383"
2021년12월_계_연령구간인구수,"215,575","7,018","6,641","8,912","13,466","28,800","5,215","8,836","8,478","6,414","12,208","6,373","21,920","8,023","16,133","21,450","6,305","29,383"
2021년12월_계_0~9세,"17,062",416,505,446,790,"2,884",263,584,310,234,883,451,"1,675",448,"1,532","3,129",377,"2,135"
2021년12월_계_10~19세,"22,739",753,652,726,"1,267","4,900",284,523,542,328,"1,146",407,"2,254",536,"1,721","2,198",413,"4,089"
2021년12월_계_20~29세,"27,524",790,824,"1,173","1,959","3,144",642,"1,035","1,141",907,"1,476",994,"3,143","1,036","2,107","2,529",510,"4,114"
2021년12월_계_30~39세,"25,221",636,779,841,"1,500","2,674",609,"1,178","1,010",731,"1,368",893,"2,607",887,"2,241","3,811",582,"2,874"
2021년12월_계_40~49세,"34,277","1,000","1,063","1,196","1,989","5,638",743,"1,241","1,106",809,"1,833",858,"3,504","1,077","2,710","3,785",811,"4,914"
2021년12월_계_50~59세,"32,988","1,103",966,"1,471","2,131","4,284",834,"1,346","1,431","1,132","1,901",946,"3,553","1,355","2,110","2,713",971,"4,741"
2021년12월_계_60~69세,"29,154","1,014",917,"1,418","1,962","2,976",841,"1,312","1,531","1,258","1,888",917,"2,900","1,433","2,069","2,045","1,194","3,479"
2021년12월_계_70~79세,"17,585",863,645,"1,090","1,127","1,452",658,"1,074",962,701,"1,140",614,"1,608",884,"1,139",806,814,"2,008"
2021년12월_계_80~89세,"7,860",385,260,483,638,721,312,479,392,278,489,258,599,329,424,362,550,901
2021년12월_계_90~99세,"1,137",55,30,66,100,125,28,63,52,36,83,35,76,36,74,71,80,127
2021년12월_계_100세 이상,28,3,0,2,3,2,1,1,1,0,1,0,1,2,6,1,3,1
2021년12월_남_총인구수,"103,542","3,211","3,169","4,207","6,310","13,461","2,689","4,531","4,366","3,197","5,752","3,137","10,608","3,985","7,734","10,368","3,121","13,696"
2021년12월_남_연령구간인구수,"103,542","3,211","3,169","4,207","6,310","13,461","2,689","4,531","4,366","3,197","5,752","3,137","10,608","3,985","7,734","10,368","3,121","13,696"
