카테고리,광주광역시 광산구,광주광역시 광산구 송정1동,광주광역시 광산구 송정2동,광주광역시 광산구 도산동,광주광역시 광산구 신흥동,광주광역시 광산구 어룡동,광주광역시 광산구 우산동,광주광역시 광산구 월곡1동,광주광역시 광산구 월곡2동,광주광역시 광산구 비아동,광주광역시 광산구 첨단1동,광주광역시 광산구 첨단2동,광주광역시 광산구 신가동,광주광역시 광산구 운남동,광주광역시 광산구 수완동,광주광역시 광산구 하남동,광주광역시 광산구 임곡동,광주광역시 광산구 동곡동,광주광역시 광산구 평동,광주광역시 광산구 삼도동,광주광역시 광산구 본량동,광주광역시 광산구 신창동
2021년08월_계_20~29세,"58,729","1,720","1,040","2,133",590,"4,005","4,388","1,867","2,442",866,"5,031","7,854","2,639","4,670","9,647","3,333",156,162,419,163,145,"5,459"
2021년08월_계_30~39세,"53,393","1,165",885,"2,103",543,"5,329","4,592","1,237","1,742",884,"3,428","5,758","2,300","3,884","9,953","3,700",109,140,456,148,123,"4,914"
2021년08월_계_40~49세,"75,389","1,794",829,"2,636",699,"6,125","4,250","1,586","2,723","1,392","4,263","7,850","3,843","5,700","17,875","5,140",180,173,487,194,213,"7,437"
2021년08월_계_50~59세,"65,420","1,861","1,102","2,455",783,"4,607","5,107","2,199","3,048","1,395","5,504","7,760","2,901","5,590","10,339","3,638",381,308,650,368,314,"5,110"
2021년08월_계_60~69세,"35,272","1,367",938,"1,588",640,"3,173","3,625","1,465","1,791",741,"2,492","3,039","1,179","2,620","4,122","2,020",472,410,812,471,389,"1,918"
2021년08월_계_70~79세,"17,185",892,784,"1,016",464,"1,389","1,601",575,770,400,826,"1,168",612,"1,375","1,742",650,334,362,573,360,358,934
2021년08월_계_80~89세,"8,031",337,316,416,172,635,855,265,313,224,408,625,219,620,583,272,262,188,339,296,310,376
2021년08월_계_90~99세,"1,189",47,42,60,31,91,136,40,37,28,75,83,34,68,96,46,55,27,61,37,47,48
2021년08월_계_100세 이상,51,3,6,2,3,5,0,0,1,0,2,3,2,3,1,2,1,3,3,3,2,6
2021년08월_남_총인구수,"203,743","5,547","3,324","7,760","2,343","16,776","14,764","5,574","8,003","3,896","13,599","21,829","9,426","15,237","38,297","12,950","1,104",963,"2,271","1,141","1,009","17,930"
2021년08월_남_연령구간인구수,"203,743","5,547","3,324","7,760","2,343","16,776","14,764","5,574","8,003","3,896","13,599","21,829","9,426","15,237","38,297","12,950","1,104",963,"2,271","1,141","1,009","17,930"
2021년08월_남_0~9세,"19,567",351,168,730,158,"1,982","1,213",353,527,338,"1,011","1,876","1,037","1,386","4,937","1,554",20,22,67,21,15,"1,801"
2021년08월_남_10~19세,"26,503",559,188,830,209,"1,877","1,107",587,"1,014",412,"1,714","2,861","1,428","2,013","6,804","1,741",62,42,76,63,53,"2,863"
2021년08월_남_20~29세,"31,226",974,552,"1,167",325,"2,194","2,310","1,010","1,288",493,"2,658","4,170","1,415","2,377","5,032","1,792",95,92,253,107,79,"2,843"
2021년08월_남_30~39세,"27,152",607,500,"1,087",304,"2,717","2,491",668,897,462,"1,763","3,004","1,120","1,942","4,600","1,862",68,93,286,93,62,"2,526"
2021년08월_남_40~49세,"37,525",929,460,"1,359",363,"3,305","2,238",783,"1,353",752,"1,934","3,701","1,908","2,748","8,570","2,679",115,108,348,113,136,"3,623"
2021년08월_남_50~59세,"33,918",980,560,"1,250",401,"2,318","2,597","1,078","1,554",791,"2,636","3,958","1,603","2,787","5,506","1,877",230,176,421,233,188,"2,774"
2021년08월_남_60~69세,"17,767",651,428,752,301,"1,560","1,886",733,898,400,"1,359","1,588",574,"1,262","1,952","1,060",264,209,442,260,224,964
2021년08월_남_70~79세,"7,460",365,343,435,219,618,702,274,353,180,366,477,269,512,725,305,156,168,271,172,140,410
2021년08월_남_80~89세,"2,398",118,114,136,56,191,207,79,111,61,147,177,64,190,155,72,88,49,95,73,101,114
2021년08월_남_90~99세,221,12,11,14,7,13,13,9,8,7,10,17,7,20,16,8,6,3,12,6,11,11
2021년08월_남_100세 이상,6,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
2021년08월_여_총인구수,"200,670","5,390","3,302","7,615","2,275","16,109","14,286","5,435","7,860","3,468","13,800","21,525","9,116","15,878","39,338","12,243","1,015",921,"1,798","1,065","1,017","17,214"
2021년08월_여_연령구간인구수,"200,670","5,390","3,302","7,615","2,275","16,109","14,286","5,435","7,860","3,468","13,800","21,525","9,116","15,878","39,338","12,243","1,015",921,"1,798","1,065","1,017","17,214"
2021년08월_여_0~9세,"18,620",305,147,652,141,"1,833","1,135",320,514,322,953,"1,833",972,"1,348","4,718","1,506",33,18,65,29,14,"1,762"
2021년08월_여_10~19세,"25,064",536,181,754,185,"1,834","1,041",515,941,362,"1,692","2,644","1,376","1,838","6,818","1,591",54,29,61,53,43,"2,516"
2021년08월_여_20~29세,"27,503",746,488,966,265,"1,811","2,078",857,"1,154",373,"2,373","3,684","1,224","2,293","4,615","1,541",61,70,166,56,66,"2,616"
2021년08월_여_30~39세,"26,241",558,385,"1,016",239,"2,612","2,101",569,845,422,"1,665","2,754","1,180","1,942","5,353","1,838",41,47,170,55,61,"2,388"
2021년08월_여_40~49세,"37,864",865,369,"1,277",336,"2,820","2,012",803,"1,370",640,"2,329","4,149","1,935","2,952","9,305","2,461",65,65,139,81,77,"3,814"
2021년08월_여_50~59세,"31,502",881,542,"1,205",382,"2,289","2,510","1,121","1,494",604,"2,868","3,802","1,298","2,803","4,833","1,761",151,132,229,135,126,"2,336"
2021년08월_여_60~69세,"17,505",716,510,836,339,"1,613","1,739",732,893,341,"1,133","1,451",605,"1,358","2,170",960,208,201,370,211,165,954
2021년08월_여_70~79세,"9,725",527,441,581,245,771,899,301,417,220,460,691,343,863,"1,017",345,178,194,302,188,218,524
2021년08월_여_80~89세,"5,633",219,202,280,116,444,648,186,202,163,261,448,155,430,428,200,174,139,244,223,209,262
2021년08월_여_90~99세,968,35,31,46,24,78,123,31,29,21,65,66,27,48,80,38,49,24,49,31,36,37
2021년08월_여_100세 이상,45,2,6,2,3,4,0,0,1,0,1,3,1,3,1,2,1,2,3,3,2,5
2021년09월_계_총인구수,"404,726","10,935","6,592","15,379","4,598","32,882","29,026","10,949","15,793","7,438","27,411","43,425","18,500","31,066","77,530","25,787","2,126","1,883","4,085","2,199","2,030","35,092"
2021년09월_계_연령구간인구수,"404,726","10,935","6,592","15,379","4,598","32,882","29,026","10,949","15,793","7,438","27,411","43,425","18,500","31,066","77,530","25,787","2,126","1,883","4,085","2,199","2,030","35,092"
2021년09월_계_0~9세,"38,052",652,315,"1,380",298,"3,796","2,331",671,"1,028",681,"1,964","3,674","2,002","2,732","9,567","3,118",53,43,130,47,31,"3,539"
2021년09월_계_10~19세,"51,475","1,096",362,"1,582",393,"3,695","2,147","1,084","1,920",779,"3,397","5,488","2,794","3,810","13,626","3,403",113,68,139,117,94,"5,368"
2021년09월_계_20~29세,"58,845","1,714","1,031","2,135",583,"4,019","4,355","1,857","2,440",870,"5,027","7,915","2,629","4,661","9,682","3,420",156,165,416,163,147,"5,460"
2021년09월_계_30~39세,"53,338","1,175",879,"2,077",537,"5,315","4,608","1,234","1,728",895,"3,413","5,761","2,294","3,885","9,850","3,833",115,140,462,142,124,"4,871"
2021년09월_계_40~49세,"75,297","1,798",820,"2,641",691,"6,113","4,233","1,571","2,695","1,407","4,248","7,834","3,821","5,690","17,840","5,244",179,170,488,201,213,"7,400"
2021년09월_계_50~59세,"65,745","1,852","1,108","2,466",788,"4,636","5,106","2,182","3,052","1,406","5,524","7,792","2,905","5,598","10,417","3,739",384,307,648,364,314,"5,157"
2021년09월_계_60~69세,"35,443","1,364",933,"1,598",640,"3,182","3,650","1,475","1,799",743,"2,511","3,066","1,186","2,627","4,126","2,051",470,413,821,471,391,"1,926"
2021년09월_계_70~79세,"17,224",897,783,"1,021",459,"1,386","1,608",575,777,403,834,"1,178",614,"1,374","1,741",660,336,358,571,360,354,935
2021년09월_계_80~89세,"8,062",338,312,419,177,646,852,259,316,226,413,631,220,619,579,268,262,189,345,293,312,386
2021년09월_계_90~99세,"1,193",46,43,58,29,89,136,41,36,28,78,83,34,66,100,49,57,27,62,39,48,44
2021년09월_계_100세 이상,52,3,6,2,3,5,0,0,2,0,2,3,1,4,2,2,1,3,3,2,2,6
2021년09월_남_총인구수,"203,928","5,542","3,288","7,766","2,335","16,800","14,751","5,548","7,971","3,937","13,597","21,883","9,413","15,211","38,219","13,279","1,101",963,"2,280","1,143","1,012","17,889"
2021년09월_남_연령구간인구수,"203,928","5,542","3,288","7,766","2,335","16,800","14,751","5,548","7,971","3,937","13,597","21,883","9,413","15,211","38,219","13,279","1,101",963,"2,280","1,143","1,012","17,889"
2021년09월_남_0~9세,"19,519",346,166,727,158,"1,962","1,207",349,518,348,"1,017","1,857","1,037","1,388","4,896","1,597",20,24,67,19,17,"1,799"
2021년09월_남_10~19세,"26,425",558,184,831,206,"1,873","1,101",576,998,413,"1,700","2,851","1,424","1,991","6,794","1,780",60,42,78,64,53,"2,848"
2021년09월_남_20~29세,"31,324",967,543,"1,173",327,"2,221","2,298","1,005","1,284",501,"2,656","4,212","1,414","2,383","5,053","1,838",91,90,255,105,80,"2,828"
2021년09월_남_30~39세,"27,175",617,496,"1,072",300,"2,710","2,501",672,900,469,"1,764","3,020","1,118","1,933","4,543","1,947",71,93,284,91,62,"2,512"
2021년09월_남_40~49세,"37,417",927,448,"1,358",358,"3,303","2,226",775,"1,336",759,"1,928","3,694","1,897","2,747","8,530","2,720",115,106,349,117,134,"3,590"
2021년09월_남_50~59세,"34,079",981,563,"1,258",404,"2,336","2,595","1,071","1,558",797,"2,633","3,960","1,603","2,784","5,560","1,928",230,176,418,232,188,"2,804"
2021년09월_남_60~69세,"17,873",646,425,758,302,"1,570","1,897",741,900,399,"1,373","1,605",579,"1,266","1,944","1,081",265,211,449,263,226,973
2021년09월_남_70~79세,"7,475",369,342,437,214,615,706,275,358,182,367,485,268,511,727,309,156,167,268,174,138,407
2021년09월_남_80~89세,"2,417",118,109,139,60,196,208,76,112,62,147,182,65,188,155,71,88,48,100,72,103,118
2021년09월_남_90~99세,218,12,12,13,6,13,12,8,6,7,11,17,8,20,17,8,5,5,12,6,11,9
2021년09월_남_100세 이상,6,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
2021년09월_여_총인구수,"200,798","5,393","3,304","7,613","2,263","16,082","14,275","5,401","7,822","3,501","13,814","21,542","9,087","15,855","39,311","12,508","1,025",920,"1,805","1,056","1,018","17,203"
2021년09월_여_연령구간인구수,"200,798","5,393","3,304","7,613","2,263","16,082","14,275","5,401","7,822","3,501","13,814","21,542","9,087","15,855","39,311","12,508","1,025",920,"1,805","1,056","1,018","17,203"
2021년09월_여_0~9세,"18,533",306,149,653,140,"1,834","1,124",322,510,333,947,"1,817",965,"1,344","4,671","1,521",33,19,63,28,14,"1,740"
2021년09월_여_10~19세,"25,050",538,178,751,187,"1,822","1,046",508,922,366,"1,697","2,637","1,370","1,819","6,832","1,623",53,26,61,53,41,"2,520"
2021년09월_여_20~29세,"27,521",747,488,962,256,"1,798","2,057",852,"1,156",369,"2,371","3,703","1,215","2,278","4,629","1,582",65,75,161,58,67,"2,632"
2021년09월_여_30~39세,"26,163",558,383,"1,005",237,"2,605","2,107",562,828,426,"1,649","2,741","1,176","1,952","5,307","1,886",44,47,178,51,62,"2,359"
2021년09월_여_40~49세,"37,880",871,372,"1,283",333,"2,810","2,007",796,"1,359",648,"2,320","4,140","1,924","2,943","9,310","2,524",64,64,139,84,79,"3,810"
2021년09월_여_50~59세,"31,666",871,545,"1,208",384,"2,300","2,511","1,111","1,494",609,"2,891","3,832","1,302","2,814","4,857","1,811",154,131,230,132,126,"2,353"
2021년09월_여_60~69세,"17,570",718,508,840,338,"1,612","1,753",734,899,344,"1,138","1,461",607,"1,361","2,182",970,205,202,372,208,165,953
2021년09월_여_70~79세,"9,749",528,441,584,245,771,902,300,419,221,467,693,346,863,"1,014",351,180,191,303,186,216,528
2021년09월_여_80~89세,"5,645",220,203,280,117,450,644,183,204,164,266,449,155,431,424,197,174,141,245,221,209,268
2021년09월_여_90~99세,975,34,31,45,23,76,124,33,30,21,67,66,26,46,83,41,52,22,50,33,37,35
2021년09월_여_100세 이상,46,2,6,2,3,4,0,0,1,0,1,3,1,4,2,2,1,2,3,2,2,5
2021년10월_계_총인구수,"404,579","10,894","6,578","15,327","4,594","32,915","29,042","10,909","15,732","7,473","27,401","43,366","18,464","30,956","77,525","26,033","2,132","1,878","4,064","2,213","2,024","35,059"
2021년10월_계_연령구간인구수,"404,579","10,894","6,578","15,327","4,594","32,915","29,042","10,909","15,732","7,473","27,401","43,366","18,464","30,956","77,525","26,033","2,132","1,878","4,064","2,213","2,024","35,059"
2021년10월_계_0~9세,"37,904",643,318,"1,362",295,"3,790","2,334",662,"1,008",681,"1,977","3,649","1,993","2,706","9,525","3,128",54,41,126,48,31,"3,533"
2021년10월_계_10~19세,"51,335","1,087",360,"1,574",392,"3,675","2,153","1,083","1,908",786,"3,385","5,450","2,774","3,778","13,642","3,422",115,68,139,117,91,"5,336"
2021년10월_계_20~29세,"58,727","1,701","1,021","2,115",578,"4,035","4,325","1,835","2,427",865,"5,000","7,887","2,624","4,650","9,701","3,471",158,161,413,166,143,"5,451"
2021년10월_계_30~39세,"53,285","1,167",883,"2,065",533,"5,308","4,608","1,226","1,717",902,"3,437","5,768","2,286","3,882","9,798","3,859",116,145,455,143,129,"4,858"
2021년10월_계_40~49세,"75,184","1,788",820,"2,637",701,"6,106","4,253","1,558","2,680","1,415","4,222","7,829","3,818","5,637","17,814","5,292",182,165,485,203,212,"7,367"
2021년10월_계_50~59세,"65,890","1,847","1,103","2,461",784,"4,669","5,089","2,175","3,040","1,415","5,523","7,789","2,904","5,595","10,473","3,812",385,305,646,368,309,"5,198"
2021년10월_계_60~69세,"35,695","1,368",935,"1,607",645,"3,202","3,671","1,490","1,817",744,"2,534","3,107","1,194","2,645","4,148","2,073",473,419,821,473,395,"1,934"
2021년10월_계_70~79세,"17,228",896,777,"1,018",459,"1,386","1,613",578,779,408,833,"1,178",613,"1,378","1,738",659,326,354,572,361,353,949
2021년10월_계_80~89세,"8,091",347,313,430,175,651,859,259,318,228,410,623,224,614,586,266,264,191,343,291,313,386
2021년10월_계_90~99세,"1,187",47,42,56,29,87,137,43,36,29,78,83,33,67,97,49,58,26,61,41,46,42
2021년10월_계_100세 이상,53,3,6,2,3,6,0,0,2,0,2,3,1,4,3,2,1,3,3,2,2,5
2021년10월_남_총인구수,"203,871","5,531","3,286","7,741","2,330","16,827","14,750","5,529","7,933","3,950","13,605","21,862","9,371","15,154","38,219","13,408","1,099",962,"2,271","1,150","1,008","17,885"
2021년10월_남_연령구간인구수,"203,871","5,531","3,286","7,741","2,330","16,827","14,750","5,529","7,933","3,950","13,605","21,862","9,371","15,154","38,219","13,408","1,099",962,"2,271","1,150","1,008","17,885"
2021년10월_남_0~9세,"19,436",340,167,716,156,"1,962","1,212",345,509,350,"1,022","1,843","1,036","1,378","4,865","1,596",21,22,65,19,16,"1,796"
2021년10월_남_10~19세,"26,370",556,184,830,206,"1,859","1,107",577,992,413,"1,706","2,835","1,410","1,974","6,798","1,794",61,42,79,64,50,"2,833"
2021년10월_남_20~29세,"31,241",964,541,"1,166",323,"2,236","2,267",995,"1,270",497,"2,636","4,189","1,402","2,368","5,070","1,872",92,87,256,107,76,"2,827"
2021년10월_남_30~39세,"27,174",615,500,"1,059",298,"2,712","2,508",665,894,474,"1,781","3,028","1,116","1,931","4,516","1,969",69,95,279,92,66,"2,507"
2021년10월_남_40~49세,"37,360",921,448,"1,363",363,"3,294","2,232",770,"1,316",761,"1,926","3,705","1,883","2,731","8,527","2,738",115,104,342,120,132,"3,569"
2021년10월_남_50~59세,"34,136",979,563,"1,247",398,"2,360","2,594","1,066","1,561",796,"2,623","3,947","1,606","2,779","5,582","1,960",232,176,418,233,185,"2,831"
2021년10월_남_60~69세,"18,002",652,422,763,307,"1,576","1,895",751,909,405,"1,387","1,633",574,"1,270","1,958","1,095",265,216,448,263,231,982
2021년10월_남_70~79세,"7,483",363,337,439,214,616,711,276,361,184,366,484,270,514,731,305,150,165,273,175,137,412
2021년10월_남_80~89세,"2,446",127,112,146,59,200,210,75,114,63,146,182,66,188,155,72,88,49,99,71,104,120
2021년10월_남_90~99세,216,13,12,12,6,11,14,9,6,7,11,16,8,21,16,7,6,5,12,6,11,7
2021년10월_남_100세 이상,7,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
2021년10월_여_총인구수,"200,708","5,363","3,292","7,586","2,264","16,088","14,292","5,380","7,799","3,523","13,796","21,504","9,093","15,802","39,306","12,625","1,033",916,"1,793","1,063","1,016","17,174"
2021년10월_여_연령구간인구수,"200,708","5,363","3,292","7,586","2,264","16,088","14,292","5,380","7,799","3,523","13,796","21,504","9,093","15,802","39,306","12,625","1,033",916,"1,793","1,063","1,016","17,174"
2021년10월_여_0~9세,"18,468",303,151,646,139,"1,828","1,122",317,499,331,955,"1,806",957,"1,328","4,660","1,532",33,19,61,29,15,"1,737"
2021년10월_여_10~19세,"24,965",531,176,744,186,"1,816","1,046",506,916,373,"1,679","2,615","1,364","1,804","6,844","1,628",54,26,60,53,41,"2,503"
2021년10월_여_20~29세,"27,486",737,480,949,255,"1,799","2,058",840,"1,157",368,"2,364","3,698","1,222","2,282","4,631","1,599",66,74,157,59,67,"2,624"
2021년10월_여_30~39세,"26,111",552,383,"1,006",235,"2,596","2,100",561,823,428,"1,656","2,740","1,170","1,951","5,282","1,890",47,50,176,51,63,"2,351"
2021년10월_여_40~49세,"37,824",867,372,"1,274",338,"2,812","2,021",788,"1,364",654,"2,296","4,124","1,935","2,906","9,287","2,554",67,61,143,83,80,"3,798"
2021년10월_여_50~59세,"31,754",868,540,"1,214",386,"2,309","2,495","1,109","1,479",619,"2,900","3,842","1,298","2,816","4,891","1,852",153,129,228,135,124,"2,367"
2021년10월_여_60~69세,"17,693",716,513,844,338,"1,626","1,776",739,908,339,"1,147","1,474",620,"1,375","2,190",978,208,203,373,210,164,952
2021년10월_여_70~79세,"9,745",533,440,579,245,770,902,302,418,224,467,694,343,864,"1,007",354,176,189,299,186,216,537
2021년10월_여_80~89세,"5,645",220,201,284,116,451,649,184,204,165,264,441,158,426,431,194,176,142,244,220,209,266
2021년10월_여_90~99세,971,34,30,44,23,76,123,34,30,22,67,67,25,46,81,42,52,21,49,35,35,35
2021년10월_여_100세 이상,46,2,6,2,3,5,0,0,1,0,1,3,1,4,2,2,1,2,3,2,2,4
2021년11월_계_총인구수,"404,341","10,871","6,574","15,329","4,605","33,028","28,973","10,873","15,663","7,482","27,355","43,340","18,470","30,920","77,408","26,178","2,138","1,860","4,054","2,204","2,013","35,003"
2021년11월_계_연령구간인구수,"404,341","10,871","6,574","15,329","4,605","33,028","28,973","10,873","15,663","7,482","27,355","43,340","18,470","30,920","77,408","26,178","2,138","1,860","4,054","2,204","2,013","35,003"
2021년11월_계_0~9세,"37,700",644,322,"1,351",300,"3,789","2,334",656,989,684,"1,982","3,623","1,989","2,675","9,431","3,125",56,41,124,46,32,"3,507"
2021년11월_계_10~19세,"51,286","1,070",358,"1,574",393,"3,707","2,134","1,069","1,898",786,"3,371","5,428","2,761","3,767","13,661","3,450",113,68,139,119,91,"5,329"
2021년11월_계_20~29세,"58,545","1,701","1,008","2,114",573,"4,013","4,288","1,828","2,421",858,"4,946","7,883","2,630","4,642","9,677","3,503",157,155,417,165,143,"5,423"
2021년11월_계_30~39세,"53,103","1,160",879,"2,063",534,"5,291","4,587","1,224","1,697",900,"3,451","5,785","2,274","3,861","9,720","3,859",120,141,444,142,129,"4,842"
2021년11월_계_40~49세,"75,118","1,772",821,"2,638",703,"6,176","4,236","1,558","2,663","1,426","4,198","7,799","3,814","5,608","17,805","5,318",179,165,486,200,206,"7,347"
2021년11월_계_50~59세,"66,160","1,854","1,110","2,460",780,"4,703","5,098","2,164","3,032","1,417","5,536","7,814","2,924","5,625","10,540","3,855",389,304,643,368,316,"5,228"
2021년11월_계_60~69세,"35,818","1,377",936,"1,606",648,"3,207","3,685","1,496","1,820",749,"2,542","3,132","1,202","2,668","4,150","2,087",476,418,823,469,389,"1,938"
2021년11월_계_70~79세,"17,222",896,777,"1,020",467,"1,393","1,611",573,785,407,831,"1,165",612,"1,382","1,737",661,327,346,565,359,351,957
2021년11월_계_80~89세,"8,160",350,317,443,174,656,865,263,321,228,420,627,230,620,586,266,262,198,349,293,309,383
2021년11월_계_90~99세,"1,188",47,43,58,30,87,135,42,35,27,76,81,33,68,98,52,58,24,61,42,46,45
2021년11월_계_100세 이상,41,0,3,2,3,6,0,0,2,0,2,3,1,4,3,2,1,0,3,1,1,4
2021년11월_남_총인구수,"203,768","5,522","3,276","7,747","2,330","16,888","14,717","5,532","7,891","3,961","13,579","21,840","9,370","15,120","38,132","13,510","1,106",951,"2,261","1,151","1,002","17,882"
2021년11월_남_연령구간인구수,"203,768","5,522","3,276","7,747","2,330","16,888","14,717","5,532","7,891","3,961","13,579","21,840","9,370","15,120","38,132","13,510","1,106",951,"2,261","1,151","1,002","17,882"
2021년11월_남_0~9세,"19,324",342,167,707,159,"1,960","1,214",341,506,354,"1,029","1,830","1,026","1,361","4,814","1,593",21,22,60,19,17,"1,782"
2021년11월_남_10~19세,"26,354",546,185,832,208,"1,876","1,097",577,979,413,"1,699","2,824","1,406","1,969","6,811","1,813",60,42,80,66,49,"2,822"
2021년11월_남_20~29세,"31,160",969,531,"1,170",317,"2,215","2,255",994,"1,269",491,"2,608","4,190","1,401","2,362","5,043","1,898",92,83,259,107,77,"2,829"
2021년11월_남_30~39세,"27,101",606,500,"1,053",294,"2,714","2,495",672,885,477,"1,785","3,040","1,115","1,919","4,470","1,977",71,91,271,91,65,"2,510"
2021년11월_남_40~49세,"37,292",915,444,"1,368",364,"3,337","2,216",770,"1,309",772,"1,920","3,671","1,879","2,701","8,514","2,758",113,106,343,117,129,"3,546"
2021년11월_남_50~59세,"34,295",981,567,"1,248",397,"2,382","2,601","1,061","1,545",800,"2,626","3,960","1,619","2,794","5,613","1,986",237,175,415,235,189,"2,864"
2021년11월_남_60~69세,"18,073",658,422,769,306,"1,577","1,904",751,913,404,"1,385","1,649",578,"1,286","1,965","1,100",267,216,449,262,225,987
2021년11월_남_70~79세,"7,470",365,334,438,219,613,702,278,365,182,367,479,272,516,727,307,151,161,270,173,139,412
2021년11월_남_80~89세,"2,481",128,114,150,59,203,220,79,112,62,148,183,67,191,158,71,88,51,102,75,100,120
2021년11월_남_90~99세,213,12,12,12,7,10,13,9,7,6,11,14,7,21,16,7,6,4,12,6,12,9
2021년11월_남_100세 이상,5,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2021년11월_여_총인구수,"200,573","5,349","3,298","7,582","2,275","16,140","14,256","5,341","7,772","3,521","13,776","21,500","9,100","15,800","39,276","12,668","1,032",909,"1,793","1,053","1,011","17,121"
2021년11월_여_연령구간인구수,"200,573","5,349","3,298","7,582","2,275","16,140","14,256","5,341","7,772","3,521","13,776","21,500","9,100","15,800","39,276","12,668","1,032",909,"1,793","1,053","1,011","17,121"
2021년11월_여_0~9세,"18,376",302,155,644,141,"1,829","1,120",315,483,330,953,"1,793",963,"1,314","4,617","1,532",35,19,64,27,15,"1,725"
2021년11월_여_10~19세,"24,932",524,173,742,185,"1,831","1,037",492,919,373,"1,672","2,604","1,355","1,798","6,850","1,637",53,26,59,53,42,"2,507"
2021년11월_여_20~29세,"27,385",732,477,944,256,"1,798","2,033",834,"1,152",367,"2,338","3,693","1,229","2,280","4,634","1,605",65,72,158,58,66,"2,594"
2021년11월_여_30~39세,"26,002",554,379,"1,010",240,"2,577","2,092",552,812,423,"1,666","2,745","1,159","1,942","5,250","1,882",49,50,173,51,64,"2,332"
2021년11월_여_40~49세,"37,826",857,377,"1,270",339,"2,839","2,020",788,"1,354",654,"2,278","4,128","1,935","2,907","9,291","2,560",66,59,143,83,77,"3,801"
2021년11월_여_50~59세,"31,865",873,543,"1,212",383,"2,321","2,497","1,103","1,487",617,"2,910","3,854","1,305","2,831","4,927","1,869",152,129,228,133,127,"2,364"
2021년11월_여_60~69세,"17,745",719,514,837,342,"1,630","1,781",745,907,345,"1,157","1,483",624,"1,382","2,185",987,209,202,374,207,164,951
2021년11월_여_70~79세,"9,752",531,443,582,248,780,909,295,420,225,464,686,340,866,"1,010",354,176,185,295,186,212,545
2021년11월_여_80~89세,"5,679",222,203,293,115,453,645,184,209,166,272,444,163,429,428,195,174,147,247,218,209,263
2021년11월_여_90~99세,975,35,31,46,23,77,122,33,28,21,65,67,26,47,82,45,52,20,49,36,34,36
2021년11월_여_100세 이상,36,0,3,2,3,5,0,0,1,0,1,3,1,4,2,2,1,0,3,1,1,3
2021년12월_계_총인구수,"404,221","10,863","6,558","15,279","4,594","33,035","28,905","10,884","15,594","7,481","27,459","43,297","18,457","30,856","77,438","26,266","2,139","1,856","4,064","2,199","2,009","34,988"
2021년12월_계_연령구간인구수,"404,221","10,863","6,558","15,279","4,594","33,035","28,905","10,884","15,594","7,481","27,459","43,297","18,457","30,856","77,438","26,266","2,139","1,856","4,064","2,199","2,009","34,988"
2021년12월_계_0~9세,"37,540",651,321,"1,341",300,"3,780","2,328",660,969,682,"1,984","3,591","1,977","2,663","9,379","3,122",54,43,122,45,33,"3,495"
2021년12월_계_10~19세,"51,181","1,064",357,"1,557",388,"3,699","2,126","1,076","1,887",785,"3,355","5,407","2,749","3,737","13,685","3,449",111,69,142,121,89,"5,328"
2021년12월_계_20~29세,"58,371","1,683","1,004","2,112",564,"4,000","4,247","1,812","2,390",855,"4,948","7,872","2,629","4,623","9,703","3,510",158,148,421,164,140,"5,388"
2021년12월_계_30~39세,"52,986","1,148",869,"2,045",531,"5,260","4,596","1,240","1,683",890,"3,500","5,783","2,269","3,832","9,674","3,870",121,142,442,144,129,"4,818"
2021년12월_계_40~49세,"75,051","1,767",826,"2,626",705,"6,187","4,215","1,540","2,664","1,426","4,210","7,764","3,801","5,595","17,789","5,353",175,166,489,198,205,"7,350"
2021년12월_계_50~59세,"66,470","1,871","1,107","2,465",782,"4,735","5,088","2,176","3,035","1,427","5,564","7,847","2,937","5,642","10,610","3,882",391,306,652,367,321,"5,265"
2021년12월_계_60~69세,"35,946","1,379",936,"1,606",652,"3,218","3,698","1,496","1,815",755,"2,568","3,156","1,214","2,682","4,156","2,092",481,417,818,464,393,"1,950"
2021년12월_계_70~79세,"17,217",899,776,"1,020",467,"1,405","1,610",576,789,406,821,"1,156",610,"1,373","1,743",669,325,344,566,358,345,959
2021년12월_계_80~89세,"8,219",353,316,445,172,661,863,266,322,228,429,638,237,633,591,266,266,197,350,294,307,385
2021년12월_계_90~99세,"1,206",48,45,61,30,87,134,42,38,27,78,80,33,73,104,52,56,24,59,43,46,46
2021년12월_계_100세 이상,34,0,1,1,3,3,0,0,2,0,2,3,1,3,4,1,1,0,3,1,1,4
2021년12월_남_총인구수,"203,707","5,517","3,267","7,720","2,327","16,891","14,684","5,532","7,857","3,965","13,632","21,827","9,365","15,101","38,146","13,542","1,102",950,"2,266","1,148","1,005","17,863"
2021년12월_남_연령구간인구수,"203,707","5,517","3,267","7,720","2,327","16,891","14,684","5,532","7,857","3,965","13,632","21,827","9,365","15,101","38,146","13,542","1,102",950,"2,266","1,148","1,005","17,863"
2021년12월_남_0~9세,"19,244",341,163,703,158,"1,962","1,212",347,500,352,"1,027","1,820","1,022","1,359","4,784","1,584",20,23,58,18,17,"1,774"
