카테고리,경기도 시흥시,경기도 시흥시 대야동,경기도 시흥시 신천동,경기도 시흥시 신현동,경기도 시흥시 은행동,경기도 시흥시 매화동,경기도 시흥시 목감동,경기도 시흥시 군자동,경기도 시흥시 월곶동,경기도 시흥시 정왕본동,경기도 시흥시 정왕1동,경기도 시흥시 정왕2동,경기도 시흥시 정왕3동,경기도 시흥시 정왕4동,경기도 시흥시 배곧동,경기도 시흥시 과림동,경기도 시흥시 연성동,경기도 시흥시 장곡동,경기도 시흥시 능곡동,경기도 시흥시 배곧1동,경기도 시흥시 배곧2동
2021년06월_여_0~9세,"24,033","1,710",751,213,"3,616",345,"2,854",723,697,555,638,"1,180",838,778,"5,290",22,819,"1,809","1,195",,
2021년06월_여_10~19세,"24,498","1,697","1,502",346,"2,818",550,"1,666","1,043",713,547,946,"1,694","1,014","1,309","4,042",22,"1,348","1,908","1,333",,
2021년06월_여_20~29세,"32,115","3,203","2,671",624,"3,267",699,"2,053","1,279",888,"1,120","1,350","2,168","1,290","1,729","4,334",59,"1,741","1,963","1,677",,
2021년06월_여_30~39세,"36,526","3,356","1,754",413,"4,966",508,"4,104","1,142","1,107","1,256","1,226","1,800","1,277","1,196","7,007",56,"1,233","2,399","1,726",,
2021년06월_여_40~49세,"42,507","3,194","2,450",619,"4,741",897,"3,452","1,700","1,420","1,361","1,701","2,747","1,796","2,000","7,011",53,"2,105","3,109","2,151",,
2021년06월_여_50~59세,"42,239","4,323","3,945","1,042","4,396","1,115","2,837","1,941","1,235","1,379","1,710","2,928","1,979","2,176","4,312",165,"2,315","2,457","1,984",,
2021년06월_여_60~69세,"23,991","2,685","2,480",807,"2,556",800,"2,313","1,435",939,773,939,"1,207","1,038",794,"1,835",220,"1,079","1,059","1,032",,
2021년06월_여_70~79세,"10,804","1,118","1,176",396,993,480,941,718,456,312,414,596,473,441,562,96,606,511,515,,
2021년06월_여_80~89세,"6,302",706,688,247,593,318,528,402,219,185,226,374,257,285,261,49,361,289,314,,
2021년06월_여_90~99세,"1,146",142,96,35,117,49,104,72,40,35,49,50,69,30,54,15,70,50,69,,
2021년06월_여_100세 이상,75,8,20,4,5,2,10,8,2,2,1,3,1,1,1,2,3,1,1,,
2021년07월_계_총인구수,"511,747","45,003","36,208","9,986","56,176","12,120","42,261","21,988","16,131","20,398","22,458","32,272","23,047","21,200",0,"1,958","23,847","31,489","23,965","35,788","35,452"
2021년07월_계_연령구간인구수,"511,747","45,003","36,208","9,986","56,176","12,120","42,261","21,988","16,131","20,398","22,458","32,272","23,047","21,200",0,"1,958","23,847","31,489","23,965","35,788","35,452"
2021년07월_계_0~9세,"48,738","3,512","1,584",427,"7,261",653,"5,754","1,500","1,372","1,122","1,273","2,347","1,703","1,616",0,45,"1,706","3,704","2,452","5,943","4,764"
2021년07월_계_10~19세,"50,375","3,482","3,131",724,"5,762","1,163","3,409","2,196","1,497","1,126","1,936","3,511","2,104","2,635",0,50,"2,791","3,967","2,716","4,307","3,868"
2021년07월_계_20~29세,"70,055","6,751","5,846","1,392","6,680","1,667","4,154","2,829","1,920","3,223","3,704","5,207","3,046","3,544",0,156,"3,706","3,969","3,260","3,472","5,529"
2021년07월_계_30~39세,"78,529","7,014","3,949",985,"9,771","1,082","8,168","2,582","2,372","3,998","3,347","4,374","3,147","2,400",0,179,"2,591","4,707","3,634","6,899","7,330"
2021년07월_계_40~49세,"92,285","6,592","5,089","1,273","9,886","1,891","7,583","3,830","3,166","4,220","4,519","6,163","4,602","3,758",0,169,"4,107","6,239","4,193","7,685","7,320"
2021년07월_계_50~59세,"89,310","8,600","8,064","2,213","8,692","2,507","5,746","4,095","2,707","3,780","4,335","6,268","4,610","4,342",0,453,"4,899","5,193","4,077","4,458","4,271"
2021년07월_계_60~69세,"51,574","5,761","5,337","1,778","5,256","1,740","4,687","2,916","1,825","1,956","2,195","2,736","2,472","1,715",0,568,"2,311","2,291","2,141","2,175","1,714"
2021년07월_계_70~79세,"19,923","2,067","2,103",755,"1,877",881,"1,842","1,321",855,656,751,"1,030",871,717,0,228,"1,074",917,927,598,453
2021년07월_계_80~89세,"9,405","1,047",957,376,840,467,769,620,364,273,341,562,411,427,0,85,574,429,475,219,169
2021년07월_계_90~99세,"1,447",168,124,54,146,66,134,88,49,41,54,71,79,45,0,21,83,71,88,31,34
2021년07월_계_100세 이상,106,9,24,9,5,3,15,11,4,3,3,3,2,1,0,4,5,2,2,1,0
2021년07월_남_총인구수,"267,186","22,828","18,684","5,249","28,039","6,356","21,382","11,525","8,407","12,843","13,261","17,524","12,981","10,484",0,"1,201","12,135","15,903","11,914","17,823","18,647"
2021년07월_남_연령구간인구수,"267,186","22,828","18,684","5,249","28,039","6,356","21,382","11,525","8,407","12,843","13,261","17,524","12,981","10,484",0,"1,201","12,135","15,903","11,914","17,823","18,647"
2021년07월_남_0~9세,"24,731","1,797",835,217,"3,656",313,"2,897",783,680,565,636,"1,174",863,844,0,23,885,"1,893","1,262","2,974","2,434"
2021년07월_남_10~19세,"25,874","1,789","1,642",377,"2,929",613,"1,747","1,144",780,575,999,"1,814","1,097","1,336",0,28,"1,446","2,066","1,378","2,192","1,922"
2021년07월_남_20~29세,"37,964","3,561","3,174",773,"3,423",967,"2,104","1,553","1,031","2,107","2,356","3,024","1,755","1,817",0,97,"1,957","1,990","1,578","1,698","2,999"
2021년07월_남_30~39세,"42,026","3,651","2,194",567,"4,794",583,"4,089","1,457","1,268","2,733","2,123","2,584","1,856","1,203",0,123,"1,353","2,320","1,889","3,292","3,947"
2021년07월_남_40~49세,"49,767","3,412","2,655",662,"5,117","1,004","4,104","2,126","1,742","2,858","2,823","3,444","2,805","1,773",0,116,"2,018","3,126","2,035","4,016","3,931"
2021년07월_남_50~59세,"46,969","4,250","4,124","1,168","4,295","1,385","2,907","2,153","1,478","2,398","2,622","3,323","2,633","2,163",0,289,"2,557","2,728","2,081","2,197","2,218"
2021년07월_남_60~69세,"27,369","3,062","2,834",968,"2,671",927,"2,363","1,479",878,"1,168","1,247","1,517","1,415",912,0,350,"1,228","1,217","1,102","1,117",914
2021년07월_남_70~79세,"9,086",948,928,361,876,399,901,591,398,343,335,432,398,275,0,132,468,408,412,262,219
2021년07월_남_80~89세,"3,082",329,268,132,252,146,239,222,141,89,112,192,148,147,0,35,208,140,156,67,59
2021년07월_남_90~99세,288,28,27,19,25,18,27,14,9,6,6,20,10,14,0,6,13,14,20,8,4
2021년07월_남_100세 이상,30,1,3,5,1,1,4,3,2,1,2,0,1,0,0,2,2,1,1,0,0
2021년07월_여_총인구수,"244,561","22,175","17,524","4,737","28,137","5,764","20,879","10,463","7,724","7,555","9,197","14,748","10,066","10,716",0,757,"11,712","15,586","12,051","17,965","16,805"
2021년07월_여_연령구간인구수,"244,561","22,175","17,524","4,737","28,137","5,764","20,879","10,463","7,724","7,555","9,197","14,748","10,066","10,716",0,757,"11,712","15,586","12,051","17,965","16,805"
2021년07월_여_0~9세,"24,007","1,715",749,210,"3,605",340,"2,857",717,692,557,637,"1,173",840,772,0,22,821,"1,811","1,190","2,969","2,330"
2021년07월_여_10~19세,"24,501","1,693","1,489",347,"2,833",550,"1,662","1,052",717,551,937,"1,697","1,007","1,299",0,22,"1,345","1,901","1,338","2,115","1,946"
2021년07월_여_20~29세,"32,091","3,190","2,672",619,"3,257",700,"2,050","1,276",889,"1,116","1,348","2,183","1,291","1,727",0,59,"1,749","1,979","1,682","1,774","2,530"
2021년07월_여_30~39세,"36,503","3,363","1,755",418,"4,977",499,"4,079","1,125","1,104","1,265","1,224","1,790","1,291","1,197",0,56,"1,238","2,387","1,745","3,607","3,383"
2021년07월_여_40~49세,"42,518","3,180","2,434",611,"4,769",887,"3,479","1,704","1,424","1,362","1,696","2,719","1,797","1,985",0,53,"2,089","3,113","2,158","3,669","3,389"
2021년07월_여_50~59세,"42,341","4,350","3,940","1,045","4,397","1,122","2,839","1,942","1,229","1,382","1,713","2,945","1,977","2,179",0,164,"2,342","2,465","1,996","2,261","2,053"
2021년07월_여_60~69세,"24,205","2,699","2,503",810,"2,585",813,"2,324","1,437",947,788,948,"1,219","1,057",803,0,218,"1,083","1,074","1,039","1,058",800
2021년07월_여_70~79세,"10,837","1,119","1,175",394,"1,001",482,941,730,457,313,416,598,473,442,0,96,606,509,515,336,234
2021년07월_여_80~89세,"6,323",718,689,244,588,321,530,398,223,184,229,370,263,280,0,50,366,289,319,152,110
2021년07월_여_90~99세,"1,159",140,97,35,121,48,107,74,40,35,48,51,69,31,0,15,70,57,68,23,30
2021년07월_여_100세 이상,76,8,21,4,4,2,11,8,2,2,1,3,1,1,0,2,3,1,1,1,0
2021년08월_계_총인구수,"511,807","44,995","36,204","9,969","56,305","12,139","42,235","21,951","16,162","20,401","22,402","32,216","23,002","21,160",,"1,948","23,848","31,636","24,082","35,688","35,464"
2021년08월_계_연령구간인구수,"511,807","44,995","36,204","9,969","56,305","12,139","42,235","21,951","16,162","20,401","22,402","32,216","23,002","21,160",,"1,948","23,848","31,636","24,082","35,688","35,464"
2021년08월_계_0~9세,"48,477","3,510","1,574",414,"7,276",649,"5,715","1,476","1,357","1,116","1,252","2,316","1,681","1,609",,44,"1,702","3,715","2,481","5,857","4,733"
2021년08월_계_10~19세,"50,370","3,485","3,124",723,"5,776","1,154","3,421","2,197","1,495","1,109","1,914","3,512","2,096","2,615",,51,"2,777","3,989","2,720","4,341","3,871"
2021년08월_계_20~29세,"69,860","6,672","5,845","1,392","6,661","1,681","4,133","2,817","1,919","3,217","3,709","5,171","3,029","3,534",,156,"3,694","3,982","3,247","3,458","5,543"
2021년08월_계_30~39세,"78,448","7,035","3,949",984,"9,755","1,089","8,131","2,564","2,385","4,029","3,342","4,349","3,135","2,394",,182,"2,604","4,740","3,649","6,807","7,325"
2021년08월_계_40~49세,"92,219","6,558","5,055","1,273","9,951","1,871","7,604","3,818","3,159","4,213","4,513","6,164","4,571","3,737",,166,"4,061","6,252","4,211","7,713","7,329"
2021년08월_계_50~59세,"89,402","8,613","8,060","2,189","8,690","2,526","5,747","4,098","2,740","3,761","4,317","6,281","4,611","4,352",,446,"4,934","5,211","4,108","4,462","4,256"
2021년08월_계_60~69세,"51,991","5,806","5,386","1,797","5,308","1,750","4,710","2,939","1,828","1,982","2,206","2,740","2,504","1,730",,568,"2,325","2,320","2,154","2,195","1,743"
2021년08월_계_70~79세,"20,000","2,076","2,104",756,"1,889",887,"1,849","1,317",857,653,752,"1,034",876,716,,226,"1,078",927,942,599,462
2021년08월_계_80~89세,"9,474","1,060",961,376,849,462,775,627,367,276,342,573,416,426,,85,585,428,477,221,168
2021년08월_계_90~99세,"1,460",171,123,56,145,67,135,87,52,42,51,73,81,46,,20,82,70,91,34,34
2021년08월_계_100세 이상,106,9,23,9,5,3,15,11,3,3,4,3,2,1,,4,6,2,2,1,0
2021년08월_남_총인구수,"267,236","22,823","18,690","5,247","28,111","6,365","21,356","11,509","8,412","12,870","13,240","17,493","12,962","10,473",,"1,199","12,144","15,974","11,955","17,747","18,666"
2021년08월_남_연령구간인구수,"267,236","22,823","18,690","5,247","28,111","6,365","21,356","11,509","8,412","12,870","13,240","17,493","12,962","10,473",,"1,199","12,144","15,974","11,955","17,747","18,666"
2021년08월_남_0~9세,"24,585","1,796",822,211,"3,655",316,"2,873",769,676,561,625,"1,157",853,847,,23,881,"1,893","1,276","2,930","2,421"
2021년08월_남_10~19세,"25,855","1,787","1,645",375,"2,941",608,"1,750","1,139",770,567,985,"1,816","1,096","1,325",,28,"1,441","2,082","1,379","2,204","1,917"
2021년08월_남_20~29세,"37,889","3,520","3,179",777,"3,418",973,"2,101","1,559","1,032","2,109","2,358","3,010","1,746","1,810",,101,"1,950","1,998","1,564","1,683","3,001"
2021년08월_남_30~39세,"41,999","3,661","2,206",562,"4,785",587,"4,061","1,446","1,273","2,761","2,126","2,571","1,847","1,200",,125,"1,364","2,335","1,892","3,240","3,957"
2021년08월_남_40~49세,"49,754","3,409","2,634",666,"5,145",997,"4,110","2,121","1,739","2,867","2,820","3,437","2,794","1,762",,113,"1,999","3,130","2,044","4,020","3,947"
2021년08월_남_50~59세,"47,000","4,239","4,119","1,158","4,307","1,390","2,917","2,155","1,493","2,383","2,607","3,332","2,630","2,168",,283,"2,575","2,737","2,095","2,202","2,210"
2021년08월_남_60~69세,"27,593","3,092","2,863",980,"2,687",929,"2,371","1,487",881,"1,180","1,264","1,518","1,434",927,,351,"1,234","1,229","1,109","1,129",928
2021년08월_남_70~79세,"9,136",956,924,362,893,401,901,591,398,344,333,434,402,274,,132,475,414,417,263,222
2021년08월_남_80~89세,"3,100",331,269,130,253,145,240,225,139,91,113,198,148,147,,35,210,141,158,68,59
2021년08월_남_90~99세,297,31,27,21,26,18,28,14,10,6,7,20,11,13,,6,13,14,20,8,4
2021년08월_남_100세 이상,28,1,2,5,1,1,4,3,1,1,2,0,1,0,,2,2,1,1,0,0
2021년08월_여_총인구수,"244,571","22,172","17,514","4,722","28,194","5,774","20,879","10,442","7,750","7,531","9,162","14,723","10,040","10,687",,749,"11,704","15,662","12,127","17,941","16,798"
2021년08월_여_연령구간인구수,"244,571","22,172","17,514","4,722","28,194","5,774","20,879","10,442","7,750","7,531","9,162","14,723","10,040","10,687",,749,"11,704","15,662","12,127","17,941","16,798"
2021년08월_여_0~9세,"23,892","1,714",752,203,"3,621",333,"2,842",707,681,555,627,"1,159",828,762,,21,821,"1,822","1,205","2,927","2,312"
2021년08월_여_10~19세,"24,515","1,698","1,479",348,"2,835",546,"1,671","1,058",725,542,929,"1,696","1,000","1,290",,23,"1,336","1,907","1,341","2,137","1,954"
2021년08월_여_20~29세,"31,971","3,152","2,666",615,"3,243",708,"2,032","1,258",887,"1,108","1,351","2,161","1,283","1,724",,55,"1,744","1,984","1,683","1,775","2,542"
2021년08월_여_30~39세,"36,449","3,374","1,743",422,"4,970",502,"4,070","1,118","1,112","1,268","1,216","1,778","1,288","1,194",,57,"1,240","2,405","1,757","3,567","3,368"
2021년08월_여_40~49세,"42,465","3,149","2,421",607,"4,806",874,"3,494","1,697","1,420","1,346","1,693","2,727","1,777","1,975",,53,"2,062","3,122","2,167","3,693","3,382"
2021년08월_여_50~59세,"42,402","4,374","3,941","1,031","4,383","1,136","2,830","1,943","1,247","1,378","1,710","2,949","1,981","2,184",,163,"2,359","2,474","2,013","2,260","2,046"
2021년08월_여_60~69세,"24,398","2,714","2,523",817,"2,621",821,"2,339","1,452",947,802,942,"1,222","1,070",803,,217,"1,091","1,091","1,045","1,066",815
2021년08월_여_70~79세,"10,864","1,120","1,180",394,996,486,948,726,459,309,419,600,474,442,,94,603,513,525,336,240
2021년08월_여_80~89세,"6,374",729,692,246,596,317,535,402,228,185,229,375,268,279,,50,375,287,319,153,109
2021년08월_여_90~99세,"1,163",140,96,35,119,49,107,73,42,36,44,53,70,33,,14,69,56,71,26,30
2021년08월_여_100세 이상,78,8,21,4,4,2,11,8,2,2,2,3,1,1,,2,4,1,1,1,0
2021년09월_계_총인구수,"511,900","44,928","36,182","9,955","56,323","12,132","42,194","21,874","16,110","20,392","22,361","32,159","23,088","21,073",,"1,943","23,821","32,265","24,126","35,562","35,412"
2021년09월_계_연령구간인구수,"511,900","44,928","36,182","9,955","56,323","12,132","42,194","21,874","16,110","20,392","22,361","32,159","23,088","21,073",,"1,943","23,821","32,265","24,126","35,562","35,412"
2021년09월_계_0~9세,"48,222","3,496","1,568",414,"7,252",648,"5,678","1,460","1,327","1,110","1,250","2,294","1,657","1,600",,45,"1,698","3,745","2,480","5,812","4,688"
2021년09월_계_10~19세,"50,352","3,464","3,104",722,"5,780","1,146","3,436","2,191","1,485","1,119","1,891","3,496","2,098","2,595",,48,"2,761","4,041","2,720","4,348","3,907"
2021년09월_계_20~29세,"69,629","6,655","5,814","1,383","6,621","1,667","4,110","2,808","1,910","3,222","3,703","5,123","3,043","3,500",,158,"3,667","4,062","3,244","3,412","5,527"
2021년09월_계_30~39세,"78,202","6,996","3,958",981,"9,699","1,102","8,091","2,556","2,361","4,007","3,327","4,336","3,142","2,397",,181,"2,613","4,821","3,638","6,736","7,260"
2021년09월_계_40~49세,"92,260","6,559","5,001","1,273","10,003","1,860","7,623","3,803","3,158","4,209","4,502","6,162","4,578","3,716",,168,"4,026","6,339","4,218","7,724","7,338"
2021년09월_계_50~59세,"89,627","8,596","8,092","2,179","8,719","2,527","5,743","4,064","2,752","3,757","4,318","6,294","4,655","4,348",,440,"4,961","5,327","4,114","4,465","4,276"
2021년09월_계_60~69세,"52,415","5,840","5,425","1,808","5,348","1,761","4,721","2,946","1,830","1,990","2,219","2,764","2,527","1,729",,570,"2,342","2,450","2,187","2,205","1,753"
2021년09월_계_70~79세,"20,070","2,076","2,106",754,"1,897",888,"1,863","1,311",860,654,753,"1,045",883,713,,224,"1,074",965,947,603,454
2021년09월_계_80~89세,"9,539","1,061",969,378,850,458,781,639,371,277,341,572,422,427,,84,590,439,486,220,174
2021년09월_계_90~99세,"1,477",176,123,54,148,72,133,85,53,43,53,70,81,47,,21,83,74,90,36,35
2021년09월_계_100세 이상,107,9,22,9,6,3,15,11,3,4,4,3,2,1,,4,6,2,2,1,0
2021년09월_남_총인구수,"267,334","22,781","18,670","5,244","28,127","6,367","21,356","11,453","8,376","12,870","13,215","17,490","13,019","10,440",,"1,196","12,148","16,297","11,970","17,684","18,631"
2021년09월_남_연령구간인구수,"267,334","22,781","18,670","5,244","28,127","6,367","21,356","11,453","8,376","12,870","13,215","17,490","13,019","10,440",,"1,196","12,148","16,297","11,970","17,684","18,631"
2021년09월_남_0~9세,"24,473","1,793",816,212,"3,643",315,"2,858",763,655,557,621,"1,151",840,842,,23,879,"1,907","1,280","2,914","2,404"
2021년09월_남_10~19세,"25,828","1,775","1,631",377,"2,948",605,"1,755","1,131",766,575,964,"1,805","1,095","1,316",,26,"1,435","2,113","1,371","2,206","1,934"
2021년09월_남_20~29세,"37,817","3,523","3,168",771,"3,400",965,"2,101","1,545","1,029","2,116","2,366","2,996","1,753","1,797",,101,"1,940","2,034","1,569","1,663","2,980"
2021년09월_남_30~39세,"41,869","3,628","2,207",563,"4,753",597,"4,049","1,443","1,261","2,752","2,109","2,568","1,850","1,196",,124,"1,372","2,390","1,879","3,200","3,928"
2021년09월_남_40~49세,"49,808","3,413","2,602",676,"5,183",991,"4,114","2,102","1,737","2,868","2,821","3,444","2,807","1,760",,114,"1,977","3,176","2,045","4,024","3,954"
2021년09월_남_50~59세,"47,064","4,217","4,137","1,145","4,316","1,388","2,920","2,144","1,491","2,380","2,603","3,336","2,663","2,161",,279,"2,592","2,780","2,103","2,198","2,211"
2021년09월_남_60~69세,"27,824","3,107","2,878",986,"2,707",937,"2,376","1,490",885,"1,182","1,272","1,532","1,445",932,,354,"1,248","1,303","1,120","1,138",932
2021년09월_남_70~79세,"9,196",962,931,358,896,404,910,588,401,343,336,442,404,273,,131,476,433,423,266,219
2021년09월_남_80~89세,"3,131",330,272,132,253,144,242,230,139,90,114,199,151,150,,36,214,144,160,67,64
2021년09월_남_90~99세,296,32,26,19,27,20,27,14,11,6,7,17,10,13,,6,13,16,19,8,5
2021년09월_남_100세 이상,28,1,2,5,1,1,4,3,1,1,2,0,1,0,,2,2,1,1,0,0
2021년09월_여_총인구수,"244,566","22,147","17,512","4,711","28,196","5,765","20,838","10,421","7,734","7,522","9,146","14,669","10,069","10,633",,747,"11,673","15,968","12,156","17,878","16,781"
2021년09월_여_연령구간인구수,"244,566","22,147","17,512","4,711","28,196","5,765","20,838","10,421","7,734","7,522","9,146","14,669","10,069","10,633",,747,"11,673","15,968","12,156","17,878","16,781"
2021년09월_여_0~9세,"23,749","1,703",752,202,"3,609",333,"2,820",697,672,553,629,"1,143",817,758,,22,819,"1,838","1,200","2,898","2,284"
2021년09월_여_10~19세,"24,524","1,689","1,473",345,"2,832",541,"1,681","1,060",719,544,927,"1,691","1,003","1,279",,22,"1,326","1,928","1,349","2,142","1,973"
2021년09월_여_20~29세,"31,812","3,132","2,646",612,"3,221",702,"2,009","1,263",881,"1,106","1,337","2,127","1,290","1,703",,57,"1,727","2,028","1,675","1,749","2,547"
2021년09월_여_30~39세,"36,333","3,368","1,751",418,"4,946",505,"4,042","1,113","1,100","1,255","1,218","1,768","1,292","1,201",,57,"1,241","2,431","1,759","3,536","3,332"
2021년09월_여_40~49세,"42,452","3,146","2,399",597,"4,820",869,"3,509","1,701","1,421","1,341","1,681","2,718","1,771","1,956",,54,"2,049","3,163","2,173","3,700","3,384"
2021년09월_여_50~59세,"42,563","4,379","3,955","1,034","4,403","1,139","2,823","1,920","1,261","1,377","1,715","2,958","1,992","2,187",,161,"2,369","2,547","2,011","2,267","2,065"
2021년09월_여_60~69세,"24,591","2,733","2,547",822,"2,641",824,"2,345","1,456",945,808,947,"1,232","1,082",797,,216,"1,094","1,147","1,067","1,067",821
2021년09월_여_70~79세,"10,874","1,114","1,175",396,"1,001",484,953,723,459,311,417,603,479,440,,93,598,532,524,337,235
2021년09월_여_80~89세,"6,408",731,697,246,597,314,539,409,232,187,227,373,271,277,,48,376,295,326,153,110
2021년09월_여_90~99세,"1,181",144,97,35,121,52,106,71,42,37,46,53,71,34,,15,70,58,71,28,30
2021년09월_여_100세 이상,79,8,20,4,5,2,11,8,2,3,2,3,1,1,,2,4,1,1,1,0
2021년10월_계_총인구수,"511,888","44,821","36,144","9,935","56,439","12,103","42,214","21,828","16,174","20,352","22,325","32,089","23,082","21,056",,"1,944","23,766","32,486","24,156","35,574","35,400"
2021년10월_계_연령구간인구수,"511,888","44,821","36,144","9,935","56,439","12,103","42,214","21,828","16,174","20,352","22,325","32,089","23,082","21,056",,"1,944","23,766","32,486","24,156","35,574","35,400"
2021년10월_계_0~9세,"47,971","3,466","1,557",410,"7,235",645,"5,660","1,452","1,324","1,100","1,248","2,258","1,638","1,591",,44,"1,675","3,739","2,482","5,793","4,654"
2021년10월_계_10~19세,"50,301","3,463","3,082",715,"5,795","1,141","3,461","2,181","1,489","1,114","1,864","3,486","2,097","2,571",,48,"2,742","4,048","2,694","4,377","3,933"
2021년10월_계_20~29세,"69,428","6,590","5,804","1,373","6,614","1,650","4,087","2,804","1,898","3,219","3,696","5,111","3,041","3,512",,158,"3,656","4,078","3,239","3,406","5,492"
2021년10월_계_30~39세,"78,030","6,970","3,983",986,"9,668","1,100","8,062","2,540","2,381","3,988","3,317","4,332","3,128","2,388",,180,"2,604","4,847","3,647","6,682","7,227"
2021년10월_계_40~49세,"92,325","6,558","4,961","1,258","10,075","1,846","7,644","3,792","3,168","4,210","4,496","6,155","4,586","3,706",,167,"4,021","6,351","4,209","7,758","7,364"
2021년10월_계_50~59세,"89,769","8,593","8,073","2,170","8,730","2,522","5,753","4,081","2,785","3,739","4,321","6,287","4,671","4,352",,441,"4,959","5,371","4,150","4,468","4,303"
2021년10월_계_60~69세,"52,821","5,864","5,464","1,822","5,400","1,777","4,754","2,947","1,840","2,013","2,224","2,777","2,539","1,746",,573,"2,364","2,532","2,208","2,218","1,759"
2021년10월_계_70~79세,"20,112","2,086","2,103",757,"1,909",894,"1,864","1,307",862,646,764,"1,036",881,709,,225,"1,065",986,949,611,458
2021년10월_계_80~89세,"9,560","1,046",981,380,856,449,792,633,372,275,340,574,418,431,,82,595,453,485,224,174
2021년10월_계_90~99세,"1,495",180,124,55,151,76,131,87,52,43,53,70,81,49,,22,79,79,91,36,36
2021년10월_계_100세 이상,76,5,12,9,6,3,6,4,3,5,2,3,2,1,,4,6,2,2,1,0
2021년10월_남_총인구수,"267,351","22,730","18,654","5,229","28,183","6,354","21,388","11,420","8,411","12,876","13,190","17,471","13,030","10,440",,"1,197","12,127","16,398","11,980","17,675","18,598"
2021년10월_남_연령구간인구수,"267,351","22,730","18,654","5,229","28,183","6,354","21,388","11,420","8,411","12,876","13,190","17,471","13,030","10,440",,"1,197","12,127","16,398","11,980","17,675","18,598"
2021년10월_남_0~9세,"24,348","1,780",806,207,"3,637",315,"2,851",758,652,550,620,"1,135",834,840,,21,867,"1,906","1,283","2,903","2,383"
2021년10월_남_10~19세,"25,782","1,771","1,615",372,"2,957",598,"1,762","1,128",772,578,955,"1,794","1,095","1,302",,25,"1,428","2,111","1,359","2,217","1,943"
2021년10월_남_20~29세,"37,724","3,485","3,170",764,"3,381",960,"2,108","1,536","1,023","2,128","2,358","2,999","1,747","1,803",,102,"1,934","2,046","1,571","1,660","2,949"
2021년10월_남_30~39세,"41,783","3,619","2,218",573,"4,749",597,"4,035","1,444","1,271","2,734","2,090","2,571","1,846","1,203",,121,"1,369","2,393","1,879","3,168","3,903"
2021년10월_남_40~49세,"49,848","3,401","2,580",664,"5,217",987,"4,128","2,088","1,739","2,883","2,825","3,442","2,815","1,755",,117,"1,979","3,175","2,043","4,037","3,973"
2021년10월_남_50~59세,"47,139","4,224","4,131","1,140","4,321","1,381","2,919","2,150","1,509","2,367","2,601","3,335","2,674","2,163",,278,"2,589","2,806","2,120","2,202","2,229"
2021년10월_남_60~69세,"28,035","3,117","2,899",995,"2,728",948,"2,395","1,486",891,"1,198","1,280","1,539","1,452",938,,359,"1,258","1,352","1,130","1,141",929
2021년10월_남_70~79세,"9,231",973,932,358,908,405,915,589,401,340,339,437,406,270,,130,474,442,421,271,220
2021년10월_남_80~89세,"3,143",327,277,132,257,142,247,225,140,91,114,202,150,153,,36,215,149,154,68,64
2021년10월_남_90~99세,298,33,25,19,27,20,27,15,12,6,7,17,10,13,,6,12,17,19,8,5
2021년10월_남_100세 이상,20,0,1,5,1,1,1,1,1,1,1,0,1,0,,2,2,1,1,0,0
2021년10월_여_총인구수,"244,537","22,091","17,490","4,706","28,256","5,749","20,826","10,408","7,763","7,476","9,135","14,618","10,052","10,616",,747,"11,639","16,088","12,176","17,899","16,802"
2021년10월_여_연령구간인구수,"244,537","22,091","17,490","4,706","28,256","5,749","20,826","10,408","7,763","7,476","9,135","14,618","10,052","10,616",,747,"11,639","16,088","12,176","17,899","16,802"
2021년10월_여_0~9세,"23,623","1,686",751,203,"3,598",330,"2,809",694,672,550,628,"1,123",804,751,,23,808,"1,833","1,199","2,890","2,271"
2021년10월_여_10~19세,"24,519","1,692","1,467",343,"2,838",543,"1,699","1,053",717,536,909,"1,692","1,002","1,269",,23,"1,314","1,937","1,335","2,160","1,990"
2021년10월_여_20~29세,"31,704","3,105","2,634",609,"3,233",690,"1,979","1,268",875,"1,091","1,338","2,112","1,294","1,709",,56,"1,722","2,032","1,668","1,746","2,543"
2021년10월_여_30~39세,"36,247","3,351","1,765",413,"4,919",503,"4,027","1,096","1,110","1,254","1,227","1,761","1,282","1,185",,59,"1,235","2,454","1,768","3,514","3,324"
2021년10월_여_40~49세,"42,477","3,157","2,381",594,"4,858",859,"3,516","1,704","1,429","1,327","1,671","2,713","1,771","1,951",,50,"2,042","3,176","2,166","3,721","3,391"
2021년10월_여_50~59세,"42,630","4,369","3,942","1,030","4,409","1,141","2,834","1,931","1,276","1,372","1,720","2,952","1,997","2,189",,163,"2,370","2,565","2,030","2,266","2,074"
2021년10월_여_60~69세,"24,786","2,747","2,565",827,"2,672",829,"2,359","1,461",949,815,944,"1,238","1,087",808,,214,"1,106","1,180","1,078","1,077",830
2021년10월_여_70~79세,"10,881","1,113","1,171",399,"1,001",489,949,718,461,306,425,599,475,439,,95,591,544,528,340,238
2021년10월_여_80~89세,"6,417",719,704,248,599,307,545,408,232,184,226,372,268,278,,46,380,304,331,156,110
2021년10월_여_90~99세,"1,197",147,99,36,124,56,104,72,40,37,46,53,71,36,,16,67,62,72,28,31
2021년10월_여_100세 이상,56,5,11,4,5,2,5,3,2,4,1,3,1,1,,2,4,1,1,1,0
