카테고리,경기도 용인시,경기도 용인시 처인구,경기도 용인시 처인구 포곡읍,경기도 용인시 처인구 모현읍,경기도 용인시 처인구 이동읍,경기도 용인시 처인구 남사면,경기도 용인시 처인구 원삼면,경기도 용인시 처인구 백암면,경기도 용인시 처인구 양지면,경기도 용인시 처인구 중앙동,경기도 용인시 처인구 역삼동,경기도 용인시 처인구 유림동,경기도 용인시 처인구 동부동,경기도 용인시 기흥구,경기도 용인시 기흥구 신갈동,경기도 용인시 기흥구 영덕동,경기도 용인시 기흥구 영덕1동,경기도 용인시 기흥구 영덕2동,경기도 용인시 기흥구 구갈동,경기도 용인시 기흥구 상갈동,경기도 용인시 기흥구 보라동,경기도 용인시 기흥구 기흥동,경기도 용인시 기흥구 서농동,경기도 용인시 기흥구 구성동,경기도 용인시 기흥구 마북동,경기도 용인시 기흥구 동백1동,경기도 용인시 기흥구 동백2동,경기도 용인시 기흥구 동백3동,경기도 용인시 기흥구 동백동,경기도 용인시 기흥구 상하동,경기도 용인시 기흥구 보정동,경기도 용인시 수지구,경기도 용인시 수지구 풍덕천1동,경기도 용인시 수지구 풍덕천2동,경기도 용인시 수지구 신봉동,경기도 용인시 수지구 죽전1동,경기도 용인시 수지구 죽전2동,경기도 용인시 수지구 동천동,경기도 용인시 수지구 상현1동,경기도 용인시 수지구 상현2동,경기도 용인시 수지구 성복동,경기도 용인시 처인구 남사읍,경기도 용인시 처인구 역북동,경기도 용인시 처인구 삼가동,경기도 용인시 수지구 죽전3동,경기도 용인시 수지구 상현3동
2021년10월_여_60~69세,"58,965","16,893","1,984","1,902","1,607",,892,885,"1,379","1,640",,"1,892","1,059","23,266","2,123",,"1,463",949,"1,941",697,"1,850","1,503","1,018","2,542","2,029","1,291","1,140","1,281",,"1,540","1,899","18,806","2,019","1,314","1,878","1,540",965,"2,566",984,"1,721","3,181","1,566","1,344",743,"1,350","1,288"
2021년10월_여_70~79세,"36,195","8,722","1,120",988,842,,446,478,621,831,,"1,055",536,"14,673","1,356",,643,385,"1,011",507,"1,205",794,482,"1,853","1,525",899,701,977,,848,"1,487","12,800","1,268","1,031","1,532","1,076",571,"1,395",786,"1,302","2,244",757,687,361,842,753
2021년10월_여_80~89세,"17,450","4,945",610,502,538,,316,427,418,466,,537,251,"6,973",672,,322,394,425,235,543,373,219,823,671,422,323,468,,439,644,"5,532",625,600,575,510,297,554,299,551,793,408,285,187,410,318
2021년10월_여_90~99세,"3,243",957,117,113,109,,69,62,94,83,,86,54,"1,290",94,,76,108,93,33,95,73,36,177,124,59,56,66,,76,124,996,104,81,111,79,61,117,78,92,151,70,63,37,67,55
2021년10월_여_100세 이상,133,33,1,4,5,,2,1,7,2,,4,3,53,7,,2,3,6,0,4,3,2,5,5,2,1,0,,7,6,47,9,2,4,6,3,4,2,3,8,2,2,0,4,2
2021년11월_계_총인구수,"1,078,604","260,487","33,507","27,103","20,442",,"8,295","8,482","19,733","24,983",,"36,274","13,201","442,323","38,356",,"30,486","17,518","41,772","13,257","33,364","21,695","26,373","40,264","32,042","32,731","27,300","26,391",,"24,525","36,249","375,794","36,232","41,036","37,834","29,182","18,408","49,710","20,431","33,314","54,607","23,885","31,940","12,642","27,107","27,933"
2021년11월_계_연령구간인구수,"1,078,604","260,487","33,507","27,103","20,442",,"8,295","8,482","19,733","24,983",,"36,274","13,201","442,323","38,356",,"30,486","17,518","41,772","13,257","33,364","21,695","26,373","40,264","32,042","32,731","27,300","26,391",,"24,525","36,249","375,794","36,232","41,036","37,834","29,182","18,408","49,710","20,431","33,314","54,607","23,885","31,940","12,642","27,107","27,933"
2021년11월_계_0~9세,"95,148","20,048","2,138","1,828","1,447",,336,230,"1,198","1,512",,"3,013",666,"40,084","3,178",,"3,190","1,827","4,119",892,"2,775","1,737","2,953","3,226","2,500","3,145","2,464","3,185",,"1,779","3,114","35,016","2,602","4,410","3,283","2,343","1,426","5,552","1,987","3,143","5,392","3,119","3,535","1,026","2,270","2,608"
2021년11월_계_10~19세,"120,837","25,060","3,650","2,446","1,789",,579,547,"2,075","2,170",,"4,232","1,109","50,528","3,545",,"3,586","1,210","3,275","1,224","4,283","2,163","2,586","4,809","3,035","5,600","4,610","3,354",,"2,719","4,529","45,249","3,539","5,672","5,313","3,547","1,527","5,402","2,815","4,165","6,667","2,081","3,100","1,282","3,283","3,319"
2021년11월_계_20~29세,"138,332","34,807","4,828","3,508","2,157",,715,866,"2,497","4,434",,"4,929","1,839","57,318","4,994",,"3,804","2,396","6,582","1,936","4,058","2,583","5,407","4,439","4,100","3,647","3,265","2,504",,"3,374","4,229","46,207","5,191","4,883","4,062","3,800","2,839","5,578","2,244","3,748","5,772","1,837","5,336","1,861","4,082","4,008"
2021년11월_계_30~39세,"140,885","33,423","3,825","3,071","2,341",,715,732,"2,450","3,215",,"4,411","1,397","57,349","5,979",,"4,415","3,179","7,515","1,900","3,614","2,708","4,339","4,253","3,891","3,172","2,259","3,546",,"2,661","3,918","50,113","6,273","5,892","3,871","3,306","3,225","7,545","2,401","4,034","5,923","4,007","5,640","1,619","3,475","4,168"
2021년11월_계_40~49세,"197,533","43,440","5,921","4,540","3,308",,"1,039",965,"3,113","3,829",,"6,708","1,933","82,559","6,526",,"5,852","2,728","7,058","2,277","6,335","3,828","4,549","7,647","5,272","7,640","6,045","5,501",,"4,124","7,177","71,534","5,840","8,802","7,751","5,408","2,961","9,620","3,955","6,367","10,552","4,400","5,603","2,081","5,025","5,253"
2021년11월_계_50~59세,"171,226","44,085","6,087","4,860","3,750",,"1,568","1,559","3,495","4,259",,"6,349","2,576","69,756","6,247",,"5,086","2,789","6,659","2,275","5,460","3,580","3,269","6,300","5,190","4,991","4,562","3,214",,"4,613","5,521","57,385","5,494","5,949","5,976","4,823","2,922","7,306","3,107","5,173","8,294","3,081","4,199","2,302","4,202","4,139"
2021년11월_계_60~69세,"113,778","34,290","4,020","3,970","3,202",,"1,827","1,917","2,935","3,246",,"3,770","2,197","44,067","4,217",,"2,766","1,832","3,832","1,382","3,517","2,852","2,017","4,588","3,819","2,268","2,145","2,316",,"2,910","3,606","35,421","3,823","2,598","3,523","2,959","1,845","4,939","1,839","3,137","5,850","3,073","2,700","1,433","2,508","2,400"
2021년11월_계_70~79세,"65,904","16,203","1,936","1,882","1,508",,923,924,"1,194","1,490",,"1,879",999,"26,479","2,368",,"1,200",769,"1,888",890,"2,203","1,478",855,"3,243","2,763","1,493","1,277","1,782",,"1,537","2,733","23,222","2,253","1,709","2,758","1,896","1,056","2,625","1,387","2,375","4,322","1,542","1,258",668,"1,470","1,371"
2021년11월_계_80~89세,"30,370","7,870",961,854,803,,505,660,647,723,,859,403,"12,331","1,163",,497,613,718,438,972,672,352,"1,527","1,277",684,589,884,,708,"1,237","10,169","1,057","1,002","1,131",973,507,982,594,"1,034","1,610",650,484,321,692,587
2021년11월_계_90~99세,"4,445","1,227",140,141,131,,86,81,122,103,,122,78,"1,788",131,,88,171,119,43,142,89,44,225,188,89,82,104,,94,179,"1,430",151,117,164,122,97,156,99,134,217,92,82,49,96,77
2021년11월_계_100세 이상,146,34,1,3,6,,2,1,7,2,,2,4,64,8,,2,4,7,0,5,5,2,7,7,2,2,1,,6,6,48,9,2,2,5,3,5,3,4,8,3,3,0,4,3
2021년11월_남_총인구수,"535,053","133,624","17,302","14,202","10,450",,"4,291","4,625","10,526","12,677",,"18,317","6,841","218,341","19,145",,"15,172","8,662","20,899","6,850","16,497","10,746","13,612","19,410","15,661","15,715","13,395","12,850",,"11,944","17,783","183,088","18,059","20,207","18,318","14,129","9,120","24,462","9,775","16,183","26,312","12,039","16,142","6,212","13,012","13,511"
2021년11월_남_연령구간인구수,"535,053","133,624","17,302","14,202","10,450",,"4,291","4,625","10,526","12,677",,"18,317","6,841","218,341","19,145",,"15,172","8,662","20,899","6,850","16,497","10,746","13,612","19,410","15,661","15,715","13,395","12,850",,"11,944","17,783","183,088","18,059","20,207","18,318","14,129","9,120","24,462","9,775","16,183","26,312","12,039","16,142","6,212","13,012","13,511"
2021년11월_남_0~9세,"48,630","10,262","1,095",974,708,,169,129,640,761,,"1,511",353,"20,544","1,596",,"1,636",915,"2,114",482,"1,432",891,"1,488","1,653","1,294","1,543","1,275","1,660",,939,"1,626","17,824","1,342","2,254","1,636","1,172",748,"2,871",993,"1,615","2,764","1,582","1,802",538,"1,140","1,289"
2021년11월_남_10~19세,"61,846","12,996","1,897","1,289",929,,281,302,"1,125","1,113",,"2,192",602,"25,913","1,837",,"1,837",615,"1,697",617,"2,202","1,123","1,286","2,477","1,577","2,820","2,391","1,702",,"1,401","2,331","22,937","1,820","2,918","2,722","1,810",797,"2,758","1,375","2,144","3,280","1,040","1,566",660,"1,623","1,690"
2021년11월_남_20~29세,"72,123","18,940","2,695","1,921","1,220",,404,545,"1,428","2,338",,"2,667","1,019","29,953","2,515",,"2,013","1,284","3,279","1,041","2,103","1,375","3,205","2,308","2,122","1,834","1,681","1,251",,"1,756","2,186","23,230","2,650","2,458","2,089","1,919","1,443","2,816","1,123","1,897","2,922",980,"2,765",958,"2,010","1,903"
2021년11월_남_30~39세,"69,804","17,836","2,108","1,639","1,319",,417,440,"1,396","1,771",,"2,258",789,"28,109","3,123",,"2,186","1,599","3,757","1,033","1,753","1,356","2,194","2,060","1,917","1,438",969,"1,625",,"1,285","1,814","23,859","3,400","2,740","1,763","1,575","1,652","3,516","1,083","1,895","2,598","1,983","2,914",802,"1,631","2,006"
2021년11월_남_40~49세,"97,317","22,851","3,068","2,430","1,797",,567,591,"1,707","2,018",,"3,380","1,006","40,320","3,271",,"2,887","1,388","3,627","1,186","3,114","1,920","2,361","3,634","2,542","3,570","2,750","2,718",,"1,967","3,385","34,146","2,841","4,290","3,563","2,523","1,457","4,742","1,839","3,026","4,908","2,366","2,924",997,"2,438","2,519"
2021년11월_남_50~59세,"86,927","22,760","3,208","2,624","1,943",,839,889,"1,855","2,143",,"3,265","1,300","35,157","3,172",,"2,576","1,320","3,338","1,217","2,759","1,755","1,576","3,121","2,505","2,648","2,469","1,615",,"2,255","2,831","29,010","2,737","3,137","3,077","2,390","1,418","3,706","1,592","2,585","4,209","1,536","2,034","1,124","2,080","2,079"
2021년11월_남_60~69세,"54,666","17,323","2,031","2,060","1,579",,932,"1,031","1,542","1,598",,"1,871","1,133","20,751","2,090",,"1,301",878,"1,891",682,"1,666","1,339",990,"2,032","1,789",977,"1,000","1,029",,"1,374","1,713","16,592","1,801","1,292","1,639","1,419",878,"2,354",852,"1,418","2,673","1,510","1,353",683,"1,155","1,111"
2021년11월_남_70~79세,"29,703","7,479",833,887,667,,477,444,579,652,,816,464,"11,769","1,013",,552,379,877,385,995,677,372,"1,376","1,242",596,569,802,,683,"1,251","10,455",995,686,"1,223",821,489,"1,233",608,"1,074","2,071",778,574,308,630,625
2021년11월_남_80~89세,"12,838","2,911",341,350,267,,187,234,229,262,,324,152,"5,315",489,,169,219,290,200,424,295,131,704,607,259,265,409,,264,590,"4,612",429,397,555,458,204,430,290,487,819,242,192,131,276,267
2021년11월_남_90~99세,"1,177",260,26,28,20,,18,20,24,20,,33,22,498,38,,14,64,28,7,48,13,9,44,64,30,25,38,,20,56,419,44,35,51,42,34,35,19,41,68,21,17,11,29,21
2021년11월_남_100세 이상,22,6,0,0,1,,0,0,1,1,,0,1,12,1,,1,1,1,0,1,2,0,1,2,0,1,1,,0,0,4,0,0,0,0,0,1,1,1,0,1,1,0,0,1
2021년11월_여_총인구수,"543,551","126,863","16,205","12,901","9,992",,"4,004","3,857","9,207","12,306",,"17,957","6,360","223,982","19,211",,"15,314","8,856","20,873","6,407","16,867","10,949","12,761","20,854","16,381","17,016","13,905","13,541",,"12,581","18,466","192,706","18,173","20,829","19,516","15,053","9,288","25,248","10,656","17,131","28,295","11,846","15,798","6,430","14,095","14,422"
2021년11월_여_연령구간인구수,"543,551","126,863","16,205","12,901","9,992",,"4,004","3,857","9,207","12,306",,"17,957","6,360","223,982","19,211",,"15,314","8,856","20,873","6,407","16,867","10,949","12,761","20,854","16,381","17,016","13,905","13,541",,"12,581","18,466","192,706","18,173","20,829","19,516","15,053","9,288","25,248","10,656","17,131","28,295","11,846","15,798","6,430","14,095","14,422"
2021년11월_여_0~9세,"46,518","9,786","1,043",854,739,,167,101,558,751,,"1,502",313,"19,540","1,582",,"1,554",912,"2,005",410,"1,343",846,"1,465","1,573","1,206","1,602","1,189","1,525",,840,"1,488","17,192","1,260","2,156","1,647","1,171",678,"2,681",994,"1,528","2,628","1,537","1,733",488,"1,130","1,319"
2021년11월_여_10~19세,"58,991","12,064","1,753","1,157",860,,298,245,950,"1,057",,"2,040",507,"24,615","1,708",,"1,749",595,"1,578",607,"2,081","1,040","1,300","2,332","1,458","2,780","2,219","1,652",,"1,318","2,198","22,312","1,719","2,754","2,591","1,737",730,"2,644","1,440","2,021","3,387","1,041","1,534",622,"1,660","1,629"
2021년11월_여_20~29세,"66,209","15,867","2,133","1,587",937,,311,321,"1,069","2,096",,"2,262",820,"27,365","2,479",,"1,791","1,112","3,303",895,"1,955","1,208","2,202","2,131","1,978","1,813","1,584","1,253",,"1,618","2,043","22,977","2,541","2,425","1,973","1,881","1,396","2,762","1,121","1,851","2,850",857,"2,571",903,"2,072","2,105"
2021년11월_여_30~39세,"71,081","15,587","1,717","1,432","1,022",,298,292,"1,054","1,444",,"2,153",608,"29,240","2,856",,"2,229","1,580","3,758",867,"1,861","1,352","2,145","2,193","1,974","1,734","1,290","1,921",,"1,376","2,104","26,254","2,873","3,152","2,108","1,731","1,573","4,029","1,318","2,139","3,325","2,024","2,726",817,"1,844","2,162"
2021년11월_여_40~49세,"100,216","20,589","2,853","2,110","1,511",,472,374,"1,406","1,811",,"3,328",927,"42,239","3,255",,"2,965","1,340","3,431","1,091","3,221","1,908","2,188","4,013","2,730","4,070","3,295","2,783",,"2,157","3,792","37,388","2,999","4,512","4,188","2,885","1,504","4,878","2,116","3,341","5,644","2,034","2,679","1,084","2,587","2,734"
2021년11월_여_50~59세,"84,299","21,325","2,879","2,236","1,807",,729,670,"1,640","2,116",,"3,084","1,276","34,599","3,075",,"2,510","1,469","3,321","1,058","2,701","1,825","1,693","3,179","2,685","2,343","2,093","1,599",,"2,358","2,690","28,375","2,757","2,812","2,899","2,433","1,504","3,600","1,515","2,588","4,085","1,545","2,165","1,178","2,122","2,060"
2021년11월_여_60~69세,"59,112","16,967","1,989","1,910","1,623",,895,886,"1,393","1,648",,"1,899","1,064","23,316","2,127",,"1,465",954,"1,941",700,"1,851","1,513","1,027","2,556","2,030","1,291","1,145","1,287",,"1,536","1,893","18,829","2,022","1,306","1,884","1,540",967,"2,585",987,"1,719","3,177","1,563","1,347",750,"1,353","1,289"
2021년11월_여_70~79세,"36,201","8,724","1,103",995,841,,446,480,615,838,,"1,063",535,"14,710","1,355",,648,390,"1,011",505,"1,208",801,483,"1,867","1,521",897,708,980,,854,"1,482","12,767","1,258","1,023","1,535","1,075",567,"1,392",779,"1,301","2,251",764,684,360,840,746
2021년11월_여_80~89세,"17,532","4,959",620,504,536,,318,426,418,461,,535,251,"7,016",674,,328,394,428,238,548,377,221,823,670,425,324,475,,444,647,"5,557",628,605,576,515,303,552,304,547,791,408,292,190,416,320
2021년11월_여_90~99세,"3,268",967,114,113,111,,68,61,98,83,,89,56,"1,290",93,,74,107,91,36,94,76,35,181,124,59,57,66,,74,123,"1,011",107,82,113,80,63,121,80,93,149,71,65,38,67,56
2021년11월_여_100세 이상,124,28,1,3,5,,2,1,6,1,,2,3,52,7,,1,3,6,0,4,3,2,6,5,2,1,0,,6,6,44,9,2,2,5,3,4,2,3,8,2,2,0,4,2
2021년12월_계_총인구수,"1,077,508","260,198","33,495","27,119","20,446",,"8,278","8,394","19,493","25,010",,"36,320","13,230","441,742","38,287",,"30,389","17,504","41,715","13,188","33,285","21,625","26,296","40,258","32,008","32,702","27,264","26,473",,"24,535","36,213","375,568","36,189","41,003","37,827","29,168","18,387","49,723","20,422","33,287","54,604","23,904","31,872","12,637","27,063","27,895"
2021년12월_계_연령구간인구수,"1,077,508","260,198","33,495","27,119","20,446",,"8,278","8,394","19,493","25,010",,"36,320","13,230","441,742","38,287",,"30,389","17,504","41,715","13,188","33,285","21,625","26,296","40,258","32,008","32,702","27,264","26,473",,"24,535","36,213","375,568","36,189","41,003","37,827","29,168","18,387","49,723","20,422","33,287","54,604","23,904","31,872","12,637","27,063","27,895"
2021년12월_계_0~9세,"94,607","19,959","2,132","1,811","1,433",,333,228,"1,208","1,500",,"3,013",666,"39,745","3,165",,"3,133","1,817","4,087",877,"2,747","1,710","2,939","3,192","2,461","3,126","2,451","3,169",,"1,762","3,109","34,903","2,577","4,386","3,261","2,355","1,411","5,530","1,978","3,136","5,404","3,117","3,491","1,027","2,256","2,609"
2021년12월_계_10~19세,"120,420","24,709","3,621","2,436","1,789",,568,469,"1,834","2,191",,"4,209","1,109","50,461","3,523",,"3,573","1,206","3,273","1,213","4,269","2,170","2,596","4,806","3,019","5,596","4,594","3,387",,"2,724","4,512","45,250","3,546","5,691","5,297","3,535","1,534","5,421","2,814","4,160","6,677","2,114","3,096","1,273","3,261","3,314"
2021년12월_계_20~29세,"137,886","34,685","4,807","3,515","2,173",,702,844,"2,448","4,411",,"4,945","1,836","57,187","4,991",,"3,793","2,381","6,552","1,919","4,058","2,573","5,345","4,437","4,119","3,647","3,264","2,514",,"3,358","4,236","46,014","5,173","4,841","4,073","3,779","2,824","5,562","2,244","3,736","5,747","1,826","5,322","1,856","4,073","3,962"
2021년12월_계_30~39세,"140,537","33,398","3,837","3,060","2,321",,710,728,"2,470","3,239",,"4,417","1,410","57,095","5,956",,"4,348","3,177","7,498","1,900","3,594","2,695","4,307","4,248","3,883","3,147","2,254","3,529",,"2,680","3,879","50,044","6,270","5,900","3,872","3,306","3,209","7,501","2,404","4,040","5,902","3,989","5,599","1,618","3,476","4,164"
2021년12월_계_40~49세,"197,392","43,521","5,915","4,560","3,310",,"1,056",976,"3,114","3,833",,"6,714","1,946","82,407","6,508",,"5,831","2,728","7,056","2,259","6,307","3,814","4,573","7,638","5,258","7,635","6,022","5,515",,"4,102","7,161","71,464","5,819","8,802","7,719","5,389","2,955","9,627","3,957","6,373","10,569","4,412","5,605","2,080","5,010","5,244"
2021년12월_계_50~59세,"171,534","44,111","6,098","4,866","3,752",,"1,568","1,554","3,485","4,256",,"6,363","2,575","69,913","6,243",,"5,144","2,794","6,656","2,267","5,464","3,586","3,267","6,321","5,173","5,000","4,582","3,248",,"4,633","5,535","57,510","5,514","5,946","6,019","4,835","2,924","7,332","3,124","5,162","8,306","3,081","4,198","2,315","4,207","4,141"
2021년12월_계_60~69세,"114,056","34,423","4,035","3,986","3,211",,"1,824","1,925","2,958","3,256",,"3,791","2,200","44,188","4,224",,"2,773","1,836","3,848","1,382","3,525","2,852","2,024","4,600","3,861","2,270","2,151","2,313",,"2,925","3,604","35,445","3,830","2,612","3,523","2,973","1,855","4,945","1,822","3,136","5,829","3,073","2,734","1,430","2,511","2,409"
2021년12월_계_70~79세,"65,921","16,215","1,939","1,878","1,521",,920,921,"1,194","1,497",,"1,884",997,"26,471","2,372",,"1,199",777,"1,891",890,"2,200","1,469",844,"3,242","2,755","1,504","1,263","1,795",,"1,535","2,735","23,235","2,249","1,708","2,743","1,893","1,061","2,643","1,381","2,367","4,324","1,544","1,254",666,"1,480","1,386"
2021년12월_계_80~89세,"30,546","7,913",967,863,799,,510,665,654,723,,863,409,"12,415","1,168",,500,605,729,440,973,664,357,"1,540","1,286",686,599,899,,713,"1,256","10,218","1,050",999,"1,157",980,511,997,592,"1,038","1,624",650,488,322,688,582
2021년12월_계_90~99세,"4,463","1,231",143,141,131,,85,83,122,102,,119,78,"1,796",129,,92,179,120,41,143,89,42,225,185,89,82,103,,97,180,"1,436",152,116,161,117,100,159,103,136,215,95,82,50,96,81
2021년12월_계_100세 이상,146,33,1,3,6,,2,1,6,2,,2,4,64,8,,3,4,5,0,5,3,2,9,8,2,2,1,,6,6,49,9,2,2,6,3,6,3,3,7,3,3,0,5,3
2021년12월_남_총인구수,"534,459","133,503","17,300","14,224","10,468",,"4,305","4,555","10,363","12,718",,"18,337","6,870","217,999","19,122",,"15,116","8,645","20,866","6,821","16,450","10,718","13,548","19,418","15,647","15,694","13,387","12,868",,"11,937","17,762","182,957","18,038","20,175","18,310","14,105","9,107","24,478","9,775","16,158","26,316","12,065","16,097","6,201","13,007","13,488"
2021년12월_남_연령구간인구수,"534,459","133,503","17,300","14,224","10,468",,"4,305","4,555","10,363","12,718",,"18,337","6,870","217,999","19,122",,"15,116","8,645","20,866","6,821","16,450","10,718","13,548","19,418","15,647","15,694","13,387","12,868",,"11,937","17,762","182,957","18,038","20,175","18,310","14,105","9,107","24,478","9,775","16,158","26,316","12,065","16,097","6,201","13,007","13,488"
2021년12월_남_0~9세,"48,329","10,220","1,098",959,705,,166,124,653,754,,"1,513",355,"20,367","1,594",,"1,610",900,"2,096",474,"1,411",874,"1,482","1,637","1,271","1,540","1,266","1,652",,931,"1,629","17,742","1,329","2,229","1,620","1,174",736,"2,871",992,"1,611","2,755","1,583","1,773",537,"1,139","1,286"
2021년12월_남_10~19세,"61,632","12,825","1,879","1,293",924,,296,257,974,"1,135",,"2,180",600,"25,868","1,825",,"1,835",612,"1,699",608,"2,188","1,127","1,296","2,469","1,569","2,819","2,379","1,710",,"1,409","2,323","22,939","1,827","2,927","2,725","1,798",800,"2,755","1,377","2,142","3,289","1,063","1,571",653,"1,607","1,692"
2021년12월_남_20~29세,"71,890","18,873","2,685","1,946","1,231",,400,527,"1,392","2,334",,"2,668","1,021","29,880","2,515",,"1,999","1,284","3,266","1,038","2,099","1,372","3,143","2,319","2,140","1,831","1,691","1,253",,"1,742","2,188","23,137","2,657","2,432","2,077","1,910","1,439","2,808","1,117","1,876","2,923",978,"2,741",950,"2,017","1,881"
2021년12월_남_30~39세,"69,724","17,852","2,117","1,626","1,318",,416,434,"1,403","1,798",,"2,268",800,"28,044","3,119",,"2,156","1,598","3,749","1,035","1,749","1,364","2,180","2,072","1,918","1,425",973,"1,615",,"1,293","1,798","23,828","3,379","2,751","1,775","1,564","1,646","3,500","1,083","1,898","2,591","1,975","2,890",807,"1,638","2,003"
2021년12월_남_40~49세,"97,185","22,884","3,061","2,440","1,801",,573,598,"1,707","2,017",,"3,376","1,015","40,204","3,259",,"2,868","1,384","3,626","1,177","3,109","1,891","2,366","3,629","2,535","3,573","2,739","2,719",,"1,957","3,372","34,097","2,828","4,290","3,548","2,517","1,454","4,736","1,844","3,034","4,907","2,374","2,927",995,"2,428","2,511"
