카테고리,서울특별시 동대문구,서울특별시 동대문구 용신동,서울특별시 동대문구 제기동,서울특별시 동대문구 전농제1동,서울특별시 동대문구 전농제2동,서울특별시 동대문구 답십리제1동,서울특별시 동대문구 답십리제2동,서울특별시 동대문구 장안제1동,서울특별시 동대문구 장안제2동,서울특별시 동대문구 청량리동,서울특별시 동대문구 회기동,서울특별시 동대문구 휘경제1동,서울특별시 동대문구 휘경제2동,서울특별시 동대문구 이문제1동,서울특별시 동대문구 이문제2동
2021년01월_여_연령구간인구수,"172,697","15,404","12,146","14,997","9,929","15,037","14,993","19,462","16,498","9,861","5,471","6,970","12,184","9,227","10,518"
2021년01월_여_0~9세,"10,002",618,488,899,612,"1,361",894,"1,211","1,377",378,215,384,599,345,621
2021년01월_여_10~19세,"11,620",675,667,965,889,957,"1,011","1,286","1,324",523,353,378,"1,063",612,917
2021년01월_여_20~29세,"28,265","3,266","2,012","2,287","1,166","2,158","1,895","2,774","1,877","1,081","1,696","1,809","2,465","2,316","1,463"
2021년01월_여_30~39세,"24,167","2,571","1,446","2,114","1,130","2,771","2,198","3,074","2,554","1,001",695,"1,016","1,405",947,"1,245"
2021년01월_여_40~49세,"24,402","1,889","1,410","2,040","1,580","2,256","2,081","3,047","2,843","1,200",670,811,"1,785","1,185","1,605"
2021년01월_여_50~59세,"26,355","2,175","1,812","2,392","1,673","2,213","2,541","3,066","2,473","1,672",615,974,"1,783","1,266","1,700"
2021년01월_여_60~69세,"24,091","2,044","2,031","2,096","1,461","1,681","2,250","2,808","2,263","1,929",546,779,"1,567","1,177","1,459"
2021년01월_여_70~79세,"15,451","1,385","1,435","1,401",937,"1,024","1,372","1,502","1,219","1,330",416,547,995,874,"1,014"
2021년01월_여_80~89세,"6,988",661,717,667,425,516,639,573,468,622,215,222,448,401,414
2021년01월_여_90~99세,"1,134",102,108,104,50,79,100,102,87,101,40,46,67,74,74
2021년01월_여_100세 이상,222,18,20,32,6,21,12,19,13,24,10,4,7,30,6
2021년02월_계_총인구수,"341,756","31,277","24,947","29,970","19,083","29,243","29,076","38,696","32,889","19,589","10,472","13,648","24,216","18,298","20,352"
2021년02월_계_연령구간인구수,"341,756","31,277","24,947","29,970","19,083","29,243","29,076","38,696","32,889","19,589","10,472","13,648","24,216","18,298","20,352"
2021년02월_계_0~9세,"20,338","1,247","1,019","1,847","1,225","2,706","1,813","2,497","2,822",763,440,793,"1,231",679,"1,256"
2021년02월_계_10~19세,"23,510","1,415","1,391","1,896","1,725","1,991","1,977","2,639","2,829","1,082",690,769,"2,032","1,263","1,811"
2021년02월_계_20~29세,"56,037","6,170","4,385","4,604","2,341","4,085","3,781","5,287","3,845","2,286","3,207","3,337","5,298","4,615","2,796"
2021년02월_계_30~39세,"49,780","5,407","3,246","4,311","2,259","5,282","4,481","6,326","5,073","2,192","1,466","2,125","2,979","2,156","2,477"
2021년02월_계_40~49세,"50,355","4,232","3,113","4,281","3,059","4,732","4,148","6,361","5,816","2,498","1,309","1,703","3,508","2,398","3,197"
2021년02월_계_50~59세,"53,195","4,698","3,846","4,921","3,267","4,313","4,961","6,057","4,951","3,412","1,246","1,940","3,550","2,620","3,413"
2021년02월_계_60~69세,"46,726","4,187","3,947","4,258","2,751","3,309","4,246","5,477","4,335","3,780",989,"1,533","2,958","2,200","2,756"
2021년02월_계_70~79세,"28,158","2,593","2,626","2,545","1,598","1,847","2,504","2,905","2,306","2,385",709,964,"1,818","1,523","1,835"
2021년02월_계_80~89세,"11,728","1,146","1,191","1,115",772,835,"1,017",978,781,"1,016",345,411,714,707,700
2021년02월_계_90~99세,"1,606",155,156,146,75,110,127,142,113,147,59,62,115,99,100
2021년02월_계_100세 이상,323,27,27,46,11,33,21,27,18,28,12,11,13,38,11
2021년02월_남_총인구수,"169,139","15,863","12,799","15,031","9,182","14,150","14,135","19,231","16,440","9,755","4,998","6,595","12,008","9,087","9,865"
2021년02월_남_연령구간인구수,"169,139","15,863","12,799","15,031","9,182","14,150","14,135","19,231","16,440","9,755","4,998","6,595","12,008","9,087","9,865"
2021년02월_남_0~9세,"10,443",641,532,967,627,"1,357",925,"1,298","1,451",390,230,399,639,338,649
2021년02월_남_10~19세,"11,875",742,721,932,838,"1,026",979,"1,348","1,515",559,331,388,969,637,890
2021년02월_남_20~29세,"27,788","2,913","2,388","2,333","1,188","1,890","1,898","2,519","1,991","1,210","1,512","1,477","2,804","2,316","1,349"
2021년02월_남_30~39세,"25,667","2,821","1,797","2,213","1,143","2,499","2,284","3,255","2,544","1,195",775,"1,112","1,577","1,213","1,239"
2021년02월_남_40~49세,"25,993","2,335","1,707","2,258","1,478","2,473","2,083","3,307","2,966","1,307",642,884,"1,730","1,222","1,601"
2021년02월_남_50~59세,"26,870","2,519","2,048","2,530","1,595","2,101","2,437","3,002","2,485","1,738",628,962,"1,760","1,356","1,709"
2021년02월_남_60~69세,"22,554","2,140","1,905","2,150","1,272","1,615","1,991","2,655","2,067","1,852",438,752,"1,400","1,018","1,299"
2021년02월_남_70~79세,"12,713","1,208","1,187","1,148",669,833,"1,129","1,399","1,086","1,065",292,412,817,654,814
2021년02월_남_80~89세,"4,671",483,462,442,342,312,373,398,304,390,130,186,262,301,286
2021년02월_남_90~99세,469,52,45,44,25,33,27,42,26,45,18,17,45,25,25
2021년02월_남_100세 이상,96,9,7,14,5,11,9,8,5,4,2,6,5,7,4
2021년02월_여_총인구수,"172,617","15,414","12,148","14,939","9,901","15,093","14,941","19,465","16,449","9,834","5,474","7,053","12,208","9,211","10,487"
2021년02월_여_연령구간인구수,"172,617","15,414","12,148","14,939","9,901","15,093","14,941","19,465","16,449","9,834","5,474","7,053","12,208","9,211","10,487"
2021년02월_여_0~9세,"9,895",606,487,880,598,"1,349",888,"1,199","1,371",373,210,394,592,341,607
2021년02월_여_10~19세,"11,635",673,670,964,887,965,998,"1,291","1,314",523,359,381,"1,063",626,921
2021년02월_여_20~29세,"28,249","3,257","1,997","2,271","1,153","2,195","1,883","2,768","1,854","1,076","1,695","1,860","2,494","2,299","1,447"
2021년02월_여_30~39세,"24,113","2,586","1,449","2,098","1,116","2,783","2,197","3,071","2,529",997,691,"1,013","1,402",943,"1,238"
2021년02월_여_40~49세,"24,362","1,897","1,406","2,023","1,581","2,259","2,065","3,054","2,850","1,191",667,819,"1,778","1,176","1,596"
2021년02월_여_50~59세,"26,325","2,179","1,798","2,391","1,672","2,212","2,524","3,055","2,466","1,674",618,978,"1,790","1,264","1,704"
2021년02월_여_60~69세,"24,172","2,047","2,042","2,108","1,479","1,694","2,255","2,822","2,268","1,928",551,781,"1,558","1,182","1,457"
2021년02월_여_70~79세,"15,445","1,385","1,439","1,397",929,"1,014","1,375","1,506","1,220","1,320",417,552,"1,001",869,"1,021"
2021년02월_여_80~89세,"7,057",663,729,673,430,523,644,580,477,626,215,225,452,406,414
2021년02월_여_90~99세,"1,137",103,111,102,50,77,100,100,87,102,41,45,70,74,75
2021년02월_여_100세 이상,227,18,20,32,6,22,12,19,13,24,10,5,8,31,7
2021년03월_계_총인구수,"338,875","31,006","24,690","29,536","18,954","29,052","28,842","38,445","32,698","19,256","10,397","13,667","24,114","18,015","20,203"
2021년03월_계_연령구간인구수,"338,875","31,006","24,690","29,536","18,954","29,052","28,842","38,445","32,698","19,256","10,397","13,667","24,114","18,015","20,203"
2021년03월_계_0~9세,"20,219","1,237","1,013","1,837","1,218","2,696","1,802","2,497","2,803",753,439,797,"1,208",679,"1,240"
2021년03월_계_10~19세,"23,534","1,411","1,394","1,887","1,720","2,001","1,962","2,632","2,816","1,077",705,801,"2,052","1,279","1,797"
2021년03월_계_20~29세,"56,228","6,202","4,405","4,613","2,321","4,132","3,768","5,277","3,835","2,263","3,222","3,409","5,333","4,636","2,812"
2021년03월_계_30~39세,"49,544","5,417","3,217","4,241","2,251","5,298","4,448","6,313","5,049","2,166","1,460","2,136","2,952","2,148","2,448"
2021년03월_계_40~49세,"49,837","4,159","3,048","4,246","3,034","4,730","4,134","6,282","5,775","2,446","1,294","1,682","3,489","2,344","3,174"
2021년03월_계_50~59세,"52,649","4,650","3,802","4,856","3,253","4,245","4,905","6,039","4,927","3,354","1,242","1,929","3,512","2,559","3,376"
2021년03월_계_60~69세,"46,347","4,157","3,912","4,199","2,745","3,277","4,240","5,442","4,321","3,742",965,"1,515","2,955","2,140","2,737"
2021년03월_계_70~79세,"27,568","2,517","2,586","2,467","1,572","1,784","2,465","2,858","2,278","2,335",677,941,"1,798","1,460","1,830"
2021년03월_계_80~89세,"11,457","1,120","1,161","1,070",761,788,"1,000",969,779,987,341,399,712,680,690
2021년03월_계_90~99세,"1,417",131,142,112,76,93,115,128,107,129,51,55,100,85,93
2021년03월_계_100세 이상,75,5,10,8,3,8,3,8,8,4,1,3,3,5,6
2021년03월_남_총인구수,"167,895","15,727","12,679","14,821","9,130","14,061","14,042","19,124","16,365","9,613","4,973","6,581","11,996","9,006","9,777"
2021년03월_남_연령구간인구수,"167,895","15,727","12,679","14,821","9,130","14,061","14,042","19,124","16,365","9,613","4,973","6,581","11,996","9,006","9,777"
2021년03월_남_0~9세,"10,383",634,530,955,620,"1,361",908,"1,303","1,439",384,230,404,636,340,639
2021년03월_남_10~19세,"11,894",733,727,926,838,"1,022",977,"1,350","1,512",559,337,395,984,645,889
2021년03월_남_20~29세,"27,855","2,924","2,395","2,344","1,189","1,906","1,893","2,501","1,984","1,202","1,519","1,492","2,842","2,318","1,346"
2021년03월_남_30~39세,"25,547","2,820","1,792","2,167","1,144","2,498","2,276","3,259","2,527","1,181",772,"1,111","1,564","1,224","1,212"
2021년03월_남_40~49세,"25,761","2,292","1,662","2,260","1,462","2,474","2,080","3,267","2,958","1,277",639,875,"1,717","1,204","1,594"
2021년03월_남_50~59세,"26,655","2,507","2,030","2,501","1,592","2,076","2,408","2,998","2,474","1,713",631,956,"1,741","1,335","1,693"
2021년03월_남_60~69세,"22,416","2,141","1,889","2,117","1,265","1,595","1,996","2,636","2,064","1,843",424,748,"1,407","1,000","1,291"
2021년03월_남_70~79세,"12,486","1,175","1,164","1,115",664,806,"1,118","1,381","1,078","1,045",282,407,809,632,810
2021년03월_남_80~89세,"4,487",461,451,410,329,293,362,388,298,370,124,179,258,284,280
2021년03월_남_90~99세,391,39,38,25,26,27,23,40,27,39,14,13,37,23,20
2021년03월_남_100세 이상,20,1,1,1,1,3,1,1,4,0,1,1,1,1,3
2021년03월_여_총인구수,"170,980","15,279","12,011","14,715","9,824","14,991","14,800","19,321","16,333","9,643","5,424","7,086","12,118","9,009","10,426"
2021년03월_여_연령구간인구수,"170,980","15,279","12,011","14,715","9,824","14,991","14,800","19,321","16,333","9,643","5,424","7,086","12,118","9,009","10,426"
2021년03월_여_0~9세,"9,836",603,483,882,598,"1,335",894,"1,194","1,364",369,209,393,572,339,601
2021년03월_여_10~19세,"11,640",678,667,961,882,979,985,"1,282","1,304",518,368,406,"1,068",634,908
2021년03월_여_20~29세,"28,373","3,278","2,010","2,269","1,132","2,226","1,875","2,776","1,851","1,061","1,703","1,917","2,491","2,318","1,466"
2021년03월_여_30~39세,"23,997","2,597","1,425","2,074","1,107","2,800","2,172","3,054","2,522",985,688,"1,025","1,388",924,"1,236"
2021년03월_여_40~49세,"24,076","1,867","1,386","1,986","1,572","2,256","2,054","3,015","2,817","1,169",655,807,"1,772","1,140","1,580"
2021년03월_여_50~59세,"25,994","2,143","1,772","2,355","1,661","2,169","2,497","3,041","2,453","1,641",611,973,"1,771","1,224","1,683"
2021년03월_여_60~69세,"23,931","2,016","2,023","2,082","1,480","1,682","2,244","2,806","2,257","1,899",541,767,"1,548","1,140","1,446"
2021년03월_여_70~79세,"15,082","1,342","1,422","1,352",908,978,"1,347","1,477","1,200","1,290",395,534,989,828,"1,020"
2021년03월_여_80~89세,"6,970",659,710,660,432,495,638,581,481,617,217,220,454,396,410
2021년03월_여_90~99세,"1,026",92,104,87,50,66,92,88,80,90,37,42,63,62,73
2021년03월_여_100세 이상,55,4,9,7,2,5,2,7,4,4,0,2,2,4,3
2021년04월_계_총인구수,"338,480","30,974","24,690","29,453","18,886","29,065","28,785","38,399","32,652","19,158","10,390","13,703","24,102","18,013","20,210"
2021년04월_계_연령구간인구수,"338,480","30,974","24,690","29,453","18,886","29,065","28,785","38,399","32,652","19,158","10,390","13,703","24,102","18,013","20,210"
2021년04월_계_0~9세,"20,127","1,230","1,004","1,829","1,201","2,689","1,800","2,480","2,794",742,428,794,"1,215",677,"1,244"
2021년04월_계_10~19세,"23,424","1,400","1,379","1,868","1,716","1,998","1,948","2,629","2,804","1,075",708,806,"2,050","1,261","1,782"
2021년04월_계_20~29세,"56,144","6,206","4,405","4,590","2,293","4,140","3,742","5,279","3,834","2,240","3,214","3,428","5,310","4,661","2,802"
2021년04월_계_30~39세,"49,476","5,424","3,204","4,210","2,242","5,298","4,444","6,317","5,004","2,155","1,479","2,137","2,968","2,140","2,454"
2021년04월_계_40~49세,"49,710","4,130","3,045","4,241","3,034","4,734","4,132","6,248","5,775","2,418","1,290","1,685","3,475","2,331","3,172"
2021년04월_계_50~59세,"52,522","4,632","3,806","4,852","3,234","4,222","4,878","6,020","4,929","3,330","1,231","1,935","3,514","2,567","3,372"
2021년04월_계_60~69세,"46,548","4,176","3,935","4,211","2,755","3,317","4,246","5,470","4,335","3,754",964,"1,522","2,959","2,141","2,763"
2021년04월_계_70~79세,"27,505","2,517","2,584","2,457","1,566","1,775","2,461","2,848","2,276","2,322",678,934,"1,792","1,463","1,832"
2021년04월_계_80~89세,"11,533","1,124","1,179","1,075",766,792,"1,013",972,787,987,346,403,716,679,694
2021년04월_계_90~99세,"1,414",130,139,112,76,92,118,127,106,131,51,56,100,88,88
2021년04월_계_100세 이상,77,5,10,8,3,8,3,9,8,4,1,3,3,5,7
2021년04월_남_총인구수,"167,643","15,687","12,669","14,800","9,096","14,074","14,009","19,106","16,322","9,577","4,970","6,569","11,990","8,986","9,788"
2021년04월_남_연령구간인구수,"167,643","15,687","12,669","14,800","9,096","14,074","14,009","19,106","16,322","9,577","4,970","6,569","11,990","8,986","9,788"
2021년04월_남_0~9세,"10,331",630,520,950,610,"1,364",905,"1,290","1,433",382,226,406,639,337,639
2021년04월_남_10~19세,"11,838",722,721,917,837,"1,022",967,"1,350","1,510",556,336,396,978,641,885
2021년04월_남_20~29세,"27,753","2,922","2,391","2,342","1,175","1,904","1,871","2,497","1,971","1,195","1,519","1,479","2,830","2,313","1,344"
2021년04월_남_30~39세,"25,515","2,814","1,776","2,154","1,141","2,503","2,271","3,269","2,513","1,178",780,"1,111","1,578","1,214","1,213"
2021년04월_남_40~49세,"25,679","2,270","1,668","2,257","1,462","2,468","2,092","3,253","2,945","1,260",636,870,"1,708","1,194","1,596"
2021년04월_남_50~59세,"26,604","2,498","2,032","2,504","1,579","2,070","2,391","3,000","2,468","1,694",629,959,"1,742","1,345","1,693"
2021년04월_남_60~69세,"22,537","2,158","1,898","2,127","1,275","1,614","2,005","2,640","2,074","1,862",418,749,"1,413","1,001","1,303"
2021년04월_남_70~79세,"12,452","1,177","1,171","1,111",657,802,"1,112","1,375","1,076","1,038",284,406,802,631,810
2021년04월_남_80~89세,"4,523",458,453,413,333,297,370,390,303,373,127,178,260,286,282
2021년04월_남_90~99세,390,37,38,24,26,27,24,41,25,39,14,14,39,23,19
2021년04월_남_100세 이상,21,1,1,1,1,3,1,1,4,0,1,1,1,1,4
2021년04월_여_총인구수,"170,837","15,287","12,021","14,653","9,790","14,991","14,776","19,293","16,330","9,581","5,420","7,134","12,112","9,027","10,422"
2021년04월_여_연령구간인구수,"170,837","15,287","12,021","14,653","9,790","14,991","14,776","19,293","16,330","9,581","5,420","7,134","12,112","9,027","10,422"
2021년04월_여_0~9세,"9,796",600,484,879,591,"1,325",895,"1,190","1,361",360,202,388,576,340,605
2021년04월_여_10~19세,"11,586",678,658,951,879,976,981,"1,279","1,294",519,372,410,"1,072",620,897
2021년04월_여_20~29세,"28,391","3,284","2,014","2,248","1,118","2,236","1,871","2,782","1,863","1,045","1,695","1,949","2,480","2,348","1,458"
2021년04월_여_30~39세,"23,961","2,610","1,428","2,056","1,101","2,795","2,173","3,048","2,491",977,699,"1,026","1,390",926,"1,241"
2021년04월_여_40~49세,"24,031","1,860","1,377","1,984","1,572","2,266","2,040","2,995","2,830","1,158",654,815,"1,767","1,137","1,576"
2021년04월_여_50~59세,"25,918","2,134","1,774","2,348","1,655","2,152","2,487","3,020","2,461","1,636",602,976,"1,772","1,222","1,679"
2021년04월_여_60~69세,"24,011","2,018","2,037","2,084","1,480","1,703","2,241","2,830","2,261","1,892",546,773,"1,546","1,140","1,460"
2021년04월_여_70~79세,"15,053","1,340","1,413","1,346",909,973,"1,349","1,473","1,200","1,284",394,528,990,832,"1,022"
2021년04월_여_80~89세,"7,010",666,726,662,433,495,643,582,484,614,219,225,456,393,412
2021년04월_여_90~99세,"1,024",93,101,88,50,65,94,86,81,92,37,42,61,65,69
2021년04월_여_100세 이상,56,4,9,7,2,5,2,8,4,4,0,2,2,4,3
2021년05월_계_총인구수,"338,233","31,025","24,634","29,445","18,853","29,104","28,749","38,325","32,617","19,116","10,399","13,697","24,087","17,996","20,186"
2021년05월_계_연령구간인구수,"338,233","31,025","24,634","29,445","18,853","29,104","28,749","38,325","32,617","19,116","10,399","13,697","24,087","17,996","20,186"
2021년05월_계_0~9세,"20,072","1,222",994,"1,828","1,193","2,701","1,805","2,478","2,774",749,421,800,"1,199",672,"1,236"
2021년05월_계_10~19세,"23,285","1,395","1,379","1,849","1,717","1,985","1,933","2,625","2,800","1,062",699,793,"2,030","1,248","1,770"
2021년05월_계_20~29세,"56,169","6,194","4,406","4,585","2,266","4,176","3,740","5,261","3,832","2,225","3,233","3,435","5,341","4,677","2,798"
2021년05월_계_30~39세,"49,332","5,437","3,172","4,204","2,242","5,264","4,424","6,296","4,985","2,152","1,479","2,126","2,942","2,122","2,487"
2021년05월_계_40~49세,"49,557","4,143","3,013","4,237","3,023","4,748","4,119","6,221","5,769","2,407","1,291","1,681","3,453","2,315","3,137"
2021년05월_계_50~59세,"52,427","4,644","3,809","4,852","3,219","4,227","4,868","5,985","4,941","3,287","1,213","1,932","3,513","2,568","3,369"
2021년05월_계_60~69세,"46,762","4,198","3,948","4,228","2,770","3,338","4,262","5,469","4,333","3,784",984,"1,534","2,984","2,164","2,766"
2021년05월_계_70~79세,"27,489","2,522","2,577","2,464","1,566","1,768","2,452","2,864","2,280","2,314",677,933,"1,796","1,453","1,823"
2021년05월_계_80~89세,"11,631","1,136","1,185","1,074",775,795,"1,026",987,789,"1,001",348,406,725,680,704
2021년05월_계_90~99세,"1,431",129,141,116,79,93,117,130,106,130,53,54,102,92,89
2021년05월_계_100세 이상,78,5,10,8,3,9,3,9,8,5,1,3,2,5,7
2021년05월_남_총인구수,"167,463","15,707","12,623","14,787","9,085","14,091","13,983","19,049","16,304","9,543","4,960","6,558","12,002","8,973","9,798"
2021년05월_남_연령구간인구수,"167,463","15,707","12,623","14,787","9,085","14,091","13,983","19,049","16,304","9,543","4,960","6,558","12,002","8,973","9,798"
2021년05월_남_0~9세,"10,317",626,514,948,606,"1,376",906,"1,287","1,421",388,221,408,637,336,643
2021년05월_남_10~19세,"11,764",723,719,912,840,"1,008",962,"1,337","1,505",550,331,390,968,632,887
2021년05월_남_20~29세,"27,716","2,894","2,393","2,327","1,164","1,922","1,861","2,496","1,970","1,186","1,511","1,486","2,850","2,308","1,348"
2021년05월_남_30~39세,"25,467","2,826","1,758","2,154","1,144","2,484","2,257","3,269","2,510","1,172",781,"1,100","1,575","1,212","1,225"
2021년05월_남_40~49세,"25,569","2,271","1,651","2,256","1,453","2,474","2,082","3,217","2,951","1,249",634,868,"1,698","1,187","1,578"
2021년05월_남_50~59세,"26,566","2,523","2,024","2,494","1,572","2,073","2,387","2,987","2,469","1,677",625,960,"1,745","1,340","1,690"
2021년05월_남_60~69세,"22,656","2,166","1,902","2,141","1,284","1,630","2,016","2,637","2,071","1,874",433,749,"1,421","1,017","1,315"
2021년05월_남_70~79세,"12,434","1,173","1,166","1,114",661,796,"1,115","1,381","1,073","1,031",284,403,804,631,802
2021년05월_남_80~89세,"4,564",467,458,416,332,298,372,395,304,380,125,180,266,283,288
2021년05월_남_90~99세,390,37,37,24,28,27,24,42,26,36,14,13,38,26,18
2021년05월_남_100세 이상,20,1,1,1,1,3,1,1,4,0,1,1,0,1,4
2021년05월_여_총인구수,"170,770","15,318","12,011","14,658","9,768","15,013","14,766","19,276","16,313","9,573","5,439","7,139","12,085","9,023","10,388"
2021년05월_여_연령구간인구수,"170,770","15,318","12,011","14,658","9,768","15,013","14,766","19,276","16,313","9,573","5,439","7,139","12,085","9,023","10,388"
2021년05월_여_0~9세,"9,755",596,480,880,587,"1,325",899,"1,191","1,353",361,200,392,562,336,593
2021년05월_여_10~19세,"11,521",672,660,937,877,977,971,"1,288","1,295",512,368,403,"1,062",616,883
2021년05월_여_20~29세,"28,453","3,300","2,013","2,258","1,102","2,254","1,879","2,765","1,862","1,039","1,722","1,949","2,491","2,369","1,450"
2021년05월_여_30~39세,"23,865","2,611","1,414","2,050","1,098","2,780","2,167","3,027","2,475",980,698,"1,026","1,367",910,"1,262"
2021년05월_여_40~49세,"23,988","1,872","1,362","1,981","1,570","2,274","2,037","3,004","2,818","1,158",657,813,"1,755","1,128","1,559"
2021년05월_여_50~59세,"25,861","2,121","1,785","2,358","1,647","2,154","2,481","2,998","2,472","1,610",588,972,"1,768","1,228","1,679"
2021년05월_여_60~69세,"24,106","2,032","2,046","2,087","1,486","1,708","2,246","2,832","2,262","1,910",551,785,"1,563","1,147","1,451"
2021년05월_여_70~79세,"15,055","1,349","1,411","1,350",905,972,"1,337","1,483","1,207","1,283",393,530,992,822,"1,021"
2021년05월_여_80~89세,"7,067",669,727,658,443,497,654,592,485,621,223,226,459,397,416
2021년05월_여_90~99세,"1,041",92,104,92,51,66,93,88,80,94,39,41,64,66,71
2021년05월_여_100세 이상,58,4,9,7,2,6,2,8,4,5,0,2,2,4,3
2021년06월_계_총인구수,"338,040","31,009","24,625","29,459","18,819","29,103","28,748","38,328","32,561","19,050","10,416","13,686","24,114","18,002","20,120"
2021년06월_계_연령구간인구수,"338,040","31,009","24,625","29,459","18,819","29,103","28,748","38,328","32,561","19,050","10,416","13,686","24,114","18,002","20,120"
2021년06월_계_0~9세,"19,982","1,221",994,"1,832","1,187","2,689","1,803","2,450","2,759",733,415,794,"1,201",673,"1,231"
2021년06월_계_10~19세,"23,245","1,404","1,367","1,846","1,719","1,989","1,931","2,629","2,808","1,059",705,785,"2,024","1,226","1,753"
2021년06월_계_20~29세,"56,158","6,171","4,407","4,602","2,254","4,177","3,730","5,272","3,809","2,207","3,243","3,453","5,345","4,701","2,787"
2021년06월_계_30~39세,"49,262","5,459","3,184","4,176","2,236","5,235","4,426","6,291","4,973","2,140","1,489","2,111","2,940","2,124","2,478"
2021년06월_계_40~49세,"49,475","4,121","3,008","4,250","3,013","4,769","4,107","6,223","5,753","2,389","1,289","1,661","3,455","2,319","3,118"
2021년06월_계_50~59세,"52,297","4,630","3,793","4,839","3,217","4,226","4,861","5,957","4,913","3,256","1,217","1,938","3,522","2,574","3,354"
2021년06월_계_60~69세,"46,971","4,227","3,963","4,243","2,775","3,352","4,288","5,496","4,367","3,794",980,"1,549","2,995","2,167","2,775"
2021년06월_계_70~79세,"27,465","2,509","2,574","2,469","1,564","1,761","2,447","2,868","2,269","2,330",674,931,"1,800","1,448","1,821"
2021년06월_계_80~89세,"11,678","1,135","1,183","1,074",776,800,"1,036","1,001",795,"1,005",352,408,731,677,705
2021년06월_계_90~99세,"1,427",127,142,121,75,96,116,131,106,132,51,53,98,88,91
2021년06월_계_100세 이상,80,5,10,7,3,9,3,10,9,5,1,3,3,5,7
2021년06월_남_총인구수,"167,335","15,701","12,608","14,795","9,061","14,080","13,987","19,056","16,265","9,507","4,975","6,545","12,026","8,973","9,756"
2021년06월_남_연령구간인구수,"167,335","15,701","12,608","14,795","9,061","14,080","13,987","19,056","16,265","9,507","4,975","6,545","12,026","8,973","9,756"
2021년06월_남_0~9세,"10,262",620,513,947,607,"1,373",896,"1,271","1,414",382,214,407,637,340,641
2021년06월_남_10~19세,"11,754",726,709,917,839,"1,015",966,"1,347","1,501",551,331,383,963,629,877
2021년06월_남_20~29세,"27,681","2,881","2,387","2,339","1,154","1,913","1,866","2,494","1,961","1,171","1,525","1,489","2,864","2,304","1,333"
2021년06월_남_30~39세,"25,428","2,847","1,762","2,135","1,140","2,470","2,264","3,256","2,503","1,163",787,"1,093","1,572","1,210","1,226"
2021년06월_남_40~49세,"25,493","2,254","1,650","2,261","1,443","2,478","2,070","3,222","2,929","1,239",631,857,"1,701","1,191","1,567"
2021년06월_남_50~59세,"26,532","2,520","2,023","2,494","1,572","2,068","2,382","2,977","2,463","1,660",631,960,"1,756","1,340","1,686"
2021년06월_남_60~69세,"22,749","2,181","1,906","2,141","1,288","1,636","2,027","2,657","2,089","1,879",432,757,"1,423","1,021","1,312"
2021년06월_남_70~79세,"12,434","1,169","1,167","1,117",661,797,"1,109","1,381","1,072","1,041",283,405,803,628,801
2021년06월_남_80~89세,"4,594",465,454,418,332,299,381,407,303,385,127,180,269,283,291
2021년06월_남_90~99세,388,37,36,25,24,28,25,43,26,36,13,13,38,26,18
2021년06월_남_100세 이상,20,1,1,1,1,3,1,1,4,0,1,1,0,1,4
2021년06월_여_총인구수,"170,705","15,308","12,017","14,664","9,758","15,023","14,761","19,272","16,296","9,543","5,441","7,141","12,088","9,029","10,364"
2021년06월_여_연령구간인구수,"170,705","15,308","12,017","14,664","9,758","15,023","14,761","19,272","16,296","9,543","5,441","7,141","12,088","9,029","10,364"
2021년06월_여_0~9세,"9,720",601,481,885,580,"1,316",907,"1,179","1,345",351,201,387,564,333,590
2021년06월_여_10~19세,"11,491",678,658,929,880,974,965,"1,282","1,307",508,374,402,"1,061",597,876
2021년06월_여_20~29세,"28,477","3,290","2,020","2,263","1,100","2,264","1,864","2,778","1,848","1,036","1,718","1,964","2,481","2,397","1,454"
2021년06월_여_30~39세,"23,834","2,612","1,422","2,041","1,096","2,765","2,162","3,035","2,470",977,702,"1,018","1,368",914,"1,252"
2021년06월_여_40~49세,"23,982","1,867","1,358","1,989","1,570","2,291","2,037","3,001","2,824","1,150",658,804,"1,754","1,128","1,551"
2021년06월_여_50~59세,"25,765","2,110","1,770","2,345","1,645","2,158","2,479","2,980","2,450","1,596",586,978,"1,766","1,234","1,668"
2021년06월_여_60~69세,"24,222","2,046","2,057","2,102","1,487","1,716","2,261","2,839","2,278","1,915",548,792,"1,572","1,146","1,463"
2021년06월_여_70~79세,"15,031","1,340","1,407","1,352",903,964,"1,338","1,487","1,197","1,289",391,526,997,820,"1,020"
2021년06월_여_80~89세,"7,084",670,729,656,444,501,655,594,492,620,225,228,462,394,414
2021년06월_여_90~99세,"1,039",90,106,96,51,68,91,88,80,96,38,40,60,62,73
2021년06월_여_100세 이상,60,4,9,6,2,6,2,9,5,5,0,2,3,4,3
2021년07월_계_총인구수,"337,946","30,992","24,660","29,459","18,784","29,073","28,711","38,290","32,615","19,042","10,442","13,658","24,117","17,980","20,123"
2021년07월_계_연령구간인구수,"337,946","30,992","24,660","29,459","18,784","29,073","28,711","38,290","32,615","19,042","10,442","13,658","24,117","17,980","20,123"
2021년07월_계_0~9세,"19,912","1,208",993,"1,828","1,185","2,690","1,808","2,447","2,749",732,418,797,"1,171",675,"1,211"
2021년07월_계_10~19세,"23,134","1,396","1,359","1,839","1,710","1,976","1,912","2,616","2,819","1,052",699,785,"2,020","1,213","1,738"
