카테고리,울산광역시 울주군,울산광역시 울주군 온산읍,울산광역시 울주군 언양읍,울산광역시 울주군 온양읍,울산광역시 울주군 범서읍,울산광역시 울주군 청량읍,울산광역시 울주군 서생면,울산광역시 울주군 웅촌면,울산광역시 울주군 두동면,울산광역시 울주군 두서면,울산광역시 울주군 상북면,울산광역시 울주군 삼남면,울산광역시 울주군 삼동면,울산광역시 울주군 삼남읍
2021년10월_남_0~9세,"8,571",731,"1,152","1,253","3,182",848,250,145,64,27,138,,17,764
2021년10월_남_10~19세,"11,435",868,"1,396","1,648","5,078",779,258,201,96,56,218,,33,804
2021년10월_남_20~29세,"14,930","1,573","1,912","1,827","5,101","1,194",466,482,164,90,401,,60,"1,660"
2021년10월_남_30~39세,"13,326","1,738","1,635","1,804","3,550","1,510",452,358,161,107,318,,67,"1,626"
2021년10월_남_40~49세,"18,533","2,235","2,234","2,713","6,083","1,488",722,434,234,134,455,,89,"1,712"
2021년10월_남_50~59세,"22,318","2,427","2,604","2,888","6,755","1,857",926,844,476,292,849,,210,"2,190"
2021년10월_남_60~69세,"16,517","1,430","2,107","1,850","3,750","1,466",848,942,603,459,986,,256,"1,820"
2021년10월_남_70~79세,"6,729",535,858,694,"1,252",568,424,432,283,251,512,,140,780
2021년10월_남_80~89세,"2,184",155,275,220,376,170,153,162,94,119,166,,64,230
2021년10월_남_90~99세,193,7,26,18,29,15,11,20,8,10,18,,3,28
2021년10월_남_100세 이상,2,2,0,0,0,0,0,0,0,0,0,,0,0
2021년10월_여_총인구수,"107,292","8,667","14,156","13,759","34,724","9,232","3,856","3,706","2,046","1,554","3,904",,835,"10,853"
2021년10월_여_연령구간인구수,"107,292","8,667","14,156","13,759","34,724","9,232","3,856","3,706","2,046","1,554","3,904",,835,"10,853"
2021년10월_여_0~9세,"8,110",668,"1,174","1,200","2,994",808,215,139,62,22,109,,17,702
2021년10월_여_10~19세,"10,574",763,"1,348","1,580","4,644",765,233,152,89,54,187,,25,734
2021년10월_여_20~29세,"11,146",932,"1,465","1,445","4,039",967,295,333,125,68,267,,40,"1,170"
2021년10월_여_30~39세,"11,620","1,006","1,522","1,601","3,742","1,274",391,275,124,84,226,,37,"1,338"
2021년10월_여_40~49세,"17,603","1,405","2,251","2,478","7,067","1,375",444,326,164,91,411,,53,"1,538"
2021년10월_여_50~59세,"20,028","1,616","2,631","2,431","6,463","1,657",637,771,409,245,832,,159,"2,177"
2021년10월_여_60~69세,"15,385","1,272","2,080","1,652","3,450","1,338",848,840,526,416,951,,228,"1,784"
2021년10월_여_70~79세,"7,421",600,954,793,"1,429",625,480,482,275,287,496,,141,859
2021년10월_여_80~89세,"4,531",342,602,494,767,352,265,331,225,238,353,,113,449
2021년10월_여_90~99세,854,60,123,84,128,71,48,56,45,49,69,,21,100
2021년10월_여_100세 이상,20,3,6,1,1,0,0,1,2,0,3,,1,2
2021년11월_계_총인구수,"222,082","20,368","28,342","28,706","69,773","19,127","8,386","7,728","4,251","3,099","7,962",,"1,777","22,563"
2021년11월_계_연령구간인구수,"222,082","20,368","28,342","28,706","69,773","19,127","8,386","7,728","4,251","3,099","7,962",,"1,777","22,563"
2021년11월_계_0~9세,"16,554","1,384","2,299","2,434","6,105","1,655",472,282,127,49,242,,32,"1,473"
2021년11월_계_10~19세,"22,001","1,626","2,765","3,222","9,715","1,539",486,349,186,111,405,,59,"1,538"
2021년11월_계_20~29세,"26,016","2,502","3,355","3,278","9,117","2,150",761,806,291,152,667,,100,"2,837"
2021년11월_계_30~39세,"24,849","2,739","3,116","3,406","7,271","2,763",847,629,283,185,534,,103,"2,973"
2021년11월_계_40~49세,"36,088","3,640","4,499","5,185","13,076","2,875","1,161",760,403,230,873,,140,"3,246"
2021년11월_계_50~59세,"42,433","4,064","5,235","5,331","13,261","3,529","1,556","1,611",890,537,"1,670",,370,"4,379"
2021년11월_계_60~69세,"32,091","2,705","4,204","3,527","7,241","2,807","1,711","1,799","1,136",875,"1,948",,486,"3,652"
2021년11월_계_70~79세,"14,201","1,135","1,824","1,490","2,687","1,200",909,919,562,543,"1,009",,278,"1,645"
2021년11월_계_80~89세,"6,769",499,886,732,"1,139",522,424,495,317,360,524,,184,687
2021년11월_계_90~99세,"1,059",69,153,100,160,87,59,77,54,57,88,,24,131
2021년11월_계_100세 이상,21,5,6,1,1,0,0,1,2,0,2,,1,2
2021년11월_남_총인구수,"114,756","11,720","14,208","14,935","35,102","9,879","4,516","4,022","2,189","1,540","4,063",,938,"11,644"
2021년11월_남_연령구간인구수,"114,756","11,720","14,208","14,935","35,102","9,879","4,516","4,022","2,189","1,540","4,063",,938,"11,644"
2021년11월_남_0~9세,"8,512",727,"1,143","1,242","3,152",850,255,142,61,27,136,,17,760
2021년11월_남_10~19세,"11,437",873,"1,410","1,644","5,073",773,255,199,96,56,219,,32,807
2021년11월_남_20~29세,"14,914","1,566","1,903","1,830","5,096","1,189",464,480,168,85,403,,60,"1,670"
2021년11월_남_30~39세,"13,254","1,736","1,614","1,801","3,540","1,486",456,356,159,103,313,,66,"1,624"
2021년11월_남_40~49세,"18,501","2,245","2,242","2,710","6,039","1,490",718,436,234,137,460,,88,"1,702"
2021년11월_남_50~59세,"22,359","2,440","2,604","2,903","6,773","1,866",921,838,475,290,841,,211,"2,197"
2021년11월_남_60~69세,"16,596","1,429","2,119","1,862","3,760","1,468",854,951,606,458,993,,257,"1,839"
2021년11월_남_70~79세,"6,777",539,866,700,"1,262",574,426,437,286,255,510,,139,783
2021년11월_남_80~89세,"2,207",155,280,226,378,168,155,163,96,119,170,,65,232
2021년11월_남_90~99세,197,8,27,17,29,15,12,20,8,10,18,,3,30
2021년11월_남_100세 이상,2,2,0,0,0,0,0,0,0,0,0,,0,0
2021년11월_여_총인구수,"107,326","8,648","14,134","13,771","34,671","9,248","3,870","3,706","2,062","1,559","3,899",,839,"10,919"
2021년11월_여_연령구간인구수,"107,326","8,648","14,134","13,771","34,671","9,248","3,870","3,706","2,062","1,559","3,899",,839,"10,919"
2021년11월_여_0~9세,"8,042",657,"1,156","1,192","2,953",805,217,140,66,22,106,,15,713
2021년11월_여_10~19세,"10,564",753,"1,355","1,578","4,642",766,231,150,90,55,186,,27,731
2021년11월_여_20~29세,"11,102",936,"1,452","1,448","4,021",961,297,326,123,67,264,,40,"1,167"
2021년11월_여_30~39세,"11,595","1,003","1,502","1,605","3,731","1,277",391,273,124,82,221,,37,"1,349"
2021년11월_여_40~49세,"17,587","1,395","2,257","2,475","7,037","1,385",443,324,169,93,413,,52,"1,544"
2021년11월_여_50~59세,"20,074","1,624","2,631","2,428","6,488","1,663",635,773,415,247,829,,159,"2,182"
2021년11월_여_60~69세,"15,495","1,276","2,085","1,665","3,481","1,339",857,848,530,417,955,,229,"1,813"
2021년11월_여_70~79세,"7,424",596,958,790,"1,425",626,483,482,276,288,499,,139,862
2021년11월_여_80~89세,"4,562",344,606,506,761,354,269,332,221,241,354,,119,455
2021년11월_여_90~99세,862,61,126,83,131,72,47,57,46,47,70,,21,101
2021년11월_여_100세 이상,19,3,6,1,1,0,0,1,2,0,2,,1,2
2021년12월_계_총인구수,"222,059","20,345","28,316","28,726","69,755","19,113","8,382","7,714","4,277","3,111","7,968",,"1,764","22,588"
2021년12월_계_연령구간인구수,"222,059","20,345","28,316","28,726","69,755","19,113","8,382","7,714","4,277","3,111","7,968",,"1,764","22,588"
2021년12월_계_0~9세,"16,463","1,372","2,289","2,412","6,084","1,644",476,281,133,50,242,,28,"1,452"
2021년12월_계_10~19세,"21,953","1,606","2,765","3,234","9,684","1,539",483,343,192,108,410,,60,"1,529"
2021년12월_계_20~29세,"25,930","2,496","3,331","3,252","9,107","2,146",760,796,285,154,666,,100,"2,837"
2021년12월_계_30~39세,"24,794","2,735","3,117","3,394","7,243","2,772",849,630,289,185,528,,99,"2,953"
2021년12월_계_40~49세,"36,072","3,631","4,511","5,193","13,043","2,867","1,157",754,399,235,865,,142,"3,275"
2021년12월_계_50~59세,"42,465","4,084","5,210","5,348","13,291","3,523","1,545","1,603",895,536,"1,679",,366,"4,385"
2021년12월_계_60~69세,"32,263","2,708","4,232","3,556","7,286","2,812","1,715","1,808","1,149",878,"1,949",,488,"3,682"
2021년12월_계_70~79세,"14,245","1,134","1,824","1,507","2,698","1,198",915,925,555,545,"1,014",,276,"1,654"
2021년12월_계_80~89세,"6,790",509,881,727,"1,155",524,422,496,320,362,523,,182,689
2021년12월_계_90~99세,"1,066",66,151,103,163,88,60,77,58,58,90,,22,130
2021년12월_계_100세 이상,18,4,5,0,1,0,0,1,2,0,2,,1,2
2021년12월_남_총인구수,"114,744","11,736","14,205","14,937","35,067","9,868","4,519","4,008","2,202","1,551","4,064",,934,"11,653"
2021년12월_남_연령구간인구수,"114,744","11,736","14,205","14,937","35,067","9,868","4,519","4,008","2,202","1,551","4,064",,934,"11,653"
2021년12월_남_0~9세,"8,470",725,"1,136","1,225","3,143",850,259,141,65,28,134,,14,750
2021년12월_남_10~19세,"11,419",863,"1,415","1,649","5,051",770,258,196,102,55,222,,33,805
2021년12월_남_20~29세,"14,838","1,571","1,889","1,816","5,076","1,186",459,473,161,87,399,,59,"1,662"
2021년12월_남_30~39세,"13,227","1,741","1,612","1,792","3,521","1,490",455,355,163,104,310,,65,"1,619"
2021년12월_남_40~49세,"18,492","2,241","2,250","2,712","6,023","1,482",717,435,230,140,455,,89,"1,718"
2021년12월_남_50~59세,"22,367","2,454","2,592","2,904","6,780","1,866",918,830,481,289,846,,209,"2,198"
2021년12월_남_60~69세,"16,703","1,433","2,137","1,887","3,788","1,469",853,956,612,460,998,,259,"1,851"
2021년12월_남_70~79세,"6,816",537,869,708,"1,274",572,432,440,284,258,513,,138,791
2021년12월_남_80~89세,"2,213",162,279,227,382,168,155,162,95,119,168,,65,231
2021년12월_남_90~99세,198,8,26,17,29,15,13,20,9,11,19,,3,28
2021년12월_남_100세 이상,1,1,0,0,0,0,0,0,0,0,0,,0,0
2021년12월_여_총인구수,"107,315","8,609","14,111","13,789","34,688","9,245","3,863","3,706","2,075","1,560","3,904",,830,"10,935"
2021년12월_여_연령구간인구수,"107,315","8,609","14,111","13,789","34,688","9,245","3,863","3,706","2,075","1,560","3,904",,830,"10,935"
2021년12월_여_0~9세,"7,993",647,"1,153","1,187","2,941",794,217,140,68,22,108,,14,702
2021년12월_여_10~19세,"10,534",743,"1,350","1,585","4,633",769,225,147,90,53,188,,27,724
2021년12월_여_20~29세,"11,092",925,"1,442","1,436","4,031",960,301,323,124,67,267,,41,"1,175"
2021년12월_여_30~39세,"11,567",994,"1,505","1,602","3,722","1,282",394,275,126,81,218,,34,"1,334"
2021년12월_여_40~49세,"17,580","1,390","2,261","2,481","7,020","1,385",440,319,169,95,410,,53,"1,557"
2021년12월_여_50~59세,"20,098","1,630","2,618","2,444","6,511","1,657",627,773,414,247,833,,157,"2,187"
2021년12월_여_60~69세,"15,560","1,275","2,095","1,669","3,498","1,343",862,852,537,418,951,,229,"1,831"
2021년12월_여_70~79세,"7,429",597,955,799,"1,424",626,483,485,271,287,501,,138,863
2021년12월_여_80~89세,"4,577",347,602,500,773,356,267,334,225,243,355,,117,458
2021년12월_여_90~99세,868,58,125,86,134,73,47,57,49,47,71,,19,102
2021년12월_여_100세 이상,17,3,5,0,1,0,0,1,2,0,2,,1,2
