년도,월,전국,서울,종로구,중구,용산구,성동구,광진구,동대문구,중랑구,성북구,강북구,도봉구,노원구,은평구,서대문구,마포구,강북14개구,양천구,강서구,구로구,금천구,영등포구,동작구,관악구,서초구,강남구,송파구,강동구,강남11개구,수도권,6개광역시,5개광역시,기타지방,부산,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군,대구,중구,동구,서구,남구,북구,수성구,달서구,달성군,인천,중구,동구,미추홀구,연수구,남동구,부평구,계양구,서구,강화군,광주,동구,서구,남구,북구,광산구,대전,동구,중구,서구,유성구,대덕구,울산,중구,남구,동구,북구,울주군,세종,경기,수원시,장안구,권선구,팔달구,영통구,성남시,수정구,중원구,분당구,의정부시,안양시,만안구,동안구,부천시,광명시,평택시,동두천시,안산시,상록구,단원구,고양시,덕양구,일산동구,일산서구,과천시,구리시,남양주시,오산시,시흥시,군포시,의왕시,하남시,용인시,처인구,기흥구,수지구,파주시,이천시,안성시,김포시,화성시,광주시,양주시,포천시,여주시,연천군,가평군,양평군,강원,춘천시,원주시,강릉시,동해시,태백시,속초시,삼척시,홍천군,횡성군,영월군,평창군,정선군,철원군,양구군,인제군,고성군,양양군,충북,청주시,상당구,서원구,흥덕구,청원구,충주시,제천시,보은군,옥천군,영동군,증평군,진천군,괴산군,음성군,단양군,충남,천안시,동남구,서북구,공주시,보령시,아산시,서산시,논산시,계룡시,당진시,금산군,부여군,서천군,청양군,홍성군,예산군,태안군,전북,전주시,완산구,덕진구,군산시,익산시,정읍시,남원시,김제시,완주군,무주군,임실군,고창군,부안군,전남,목포시,여수시,순천시,나주시,광양시,담양군,곡성군,고흥군,보성군,화순군,장흥군,강진군,해남군,영암군,무안군,함평군,영광군,장성군,완도군,진도군,경북,포항시,남구,북구,경주시,김천시,안동시,구미시,영주시,영천시,상주시,문경시,경산시,의성군,영덕군,청도군,고령군,성주군,칠곡군,예천군,봉화군,울진군,경남,창원시,의창구,성산구,마산합포구,마산회원구,진해구,진주시,통영시,사천시,김해시,밀양시,거제시,양산시,의령군,함안군,창녕군,고성군,남해군,하동군,산청군,함양군,거창군,합천군,제주
2020,1,75.937,76.315,84.882,80.074,79.759,79.819,79.83,77.744,77.045,75.595,73.619,72.705,66.825,75.5,80.769,76.776,74.719,77.765,74.06,72.922,77.845,77.519,76.042,78.547,80.35,81.606,77.622,79.986,77.752,71.053,77.509,79.984,84.356,78.231,97.149,92.394,90.131,86.902,81.343,78.801,77.417,83.978,64.517,83.273,80.316,79.898,79.346,72.789,88.851,77.867,82.951,83.853,88.287,85.027,84.859,88.393,80.366,76.795,88.277,69.488,77.835,77.487,79.313,60.614,70.367,69.699,70.175,69.525,-,84.81,94.609,87.349,85.821,85.384,80.498,74.271,78.733,77.632,71.383,73.939,76.021,80.845,82.436,75.726,86.939,80.217,85.422,65.265,68.48,64.618,64.668,63.795,68.721,63.985,74.522,73.999,73.329,74.859,67.043,69.799,73.615,68.048,67.527,71.301,71.333,72.375,67.586,68.465,66.923,66.115,62.149,68.195,69.826,83.541,73.235,64.279,62.894,65.68,65.263,63.581,74.821,69.711,72.813,69.432,69.353,74.511,82.537,69.656,68.769,67.283,71.13,74.923,-,-,-,-,-,82.973,84.003,85.603,76.707,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82.162,82.113,83.349,81.221,79.84,85.542,81.408,83.715,-,-,-,-,-,-,-,-,83.674,83.598,85.337,82.515,78.293,-,78.536,90.243,92.309,74.957,99.401,-,-,-,-,-,-,-,86.533,87.116,87.309,86.867,80.029,92.285,-,-,-,-,-,-,-,-,93.305,101.231,88.674,91.096,-,93.525,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85.843,81.486,85.421,79.512,-,89.533,89.938,84.13,-,-,-,-,93.183,-,-,-,-,-,-,-,-,-,85.266,83.251,82.997,78.21,86.071,89.301,85.309,89.774,95.217,-,82.439,-,93.409,84.185,-,-,-,-,-,-,-,-,-,-,80.3
2020,2,76.283,76.708,85.054,80.614,80.116,80.028,80.35,78.063,77.221,76.015,73.884,72.839,67.244,76.061,81.128,76.858,75.043,78.601,74.598,73.369,78.658,78.178,76.679,79.215,80.639,81.844,77.858,80.187,78.207,71.559,77.773,80.243,84.376,78.312,97.149,92.4,90.129,86.858,81.375,78.896,77.61,83.909,64.807,83.258,80.373,79.898,79.39,73.063,88.727,77.867,83.203,83.982,88.464,85.248,84.863,88.547,80.569,77.29,88.305,69.766,78.078,77.487,79.357,60.962,70.888,69.874,70.383,69.801,-,84.827,94.646,87.247,85.814,85.408,80.609,75.082,79.262,78.493,72.433,74.715,76.271,81.118,82.592,76.21,86.929,80.538,85.544,66.452,69.101,66.827,66.29,66.263,70.81,66.39,75.006,74.356,73.916,75.343,67.065,70.425,74.303,68.646,67.913,71.792,71.333,72.387,68.16,68.945,67.569,66.389,62.458,68.409,70.098,83.836,73.664,64.405,62.894,65.939,65.677,64.324,75.55,70.921,72.854,70.177,71.267,74.517,82.478,69.812,68.877,68.14,71.135,74.983,-,-,-,-,-,82.85,83.946,85.356,76.717,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82.114,82.069,83.349,81.172,79.801,85.456,81.374,83.609,-,-,-,-,-,-,-,-,83.854,83.682,85.337,82.652,78.22,-,79.086,90.233,92.156,75.182,99.346,-,-,-,-,-,-,-,86.439,86.976,87.104,86.811,80.053,92.185,-,-,-,-,-,-,-,-,93.28,100.633,89.133,91.074,-,93.525,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85.696,81.486,85.434,79.506,-,89.243,89.848,83.949,-,-,-,-,92.856,-,-,-,-,-,-,-,-,-,85.218,83.255,82.997,78.222,86.071,89.301,85.309,89.562,95.188,-,82.513,-,93.318,83.992,-,-,-,-,-,-,-,-,-,-,80.159
2020,3,76.841,77.269,85.204,81.04,80.453,80.449,81.63,78.709,77.487,76.77,74.245,72.981,67.783,76.374,81.629,77.715,75.562,79.94,75.015,74.399,80.289,78.536,77.358,80.127,80.758,82.003,78.474,80.521,78.807,72.406,78.272,80.578,84.421,78.419,97.137,92.472,90.129,86.688,81.419,79.113,78.216,83.552,65.071,83.139,80.404,79.898,79.666,74.042,88.515,77.69,83.378,84.082,88.549,85.794,85.1,88.601,80.889,77.472,88.393,70.801,78.611,77.457,79.958,62.558,72.398,70.633,70.625,71.064,-,84.98,94.729,87.375,85.944,85.354,81.02,76.126,80.476,79.049,73.892,75.656,76.547,81.602,82.836,76.961,86.92,81.404,85.614,68.162,70.064,68.422,67.691,68.005,72.244,68.038,76.143,75.887,75.224,76.378,67.156,71.524,75.375,69.757,69.079,73.079,71.504,72.39,69.509,69.785,69.301,66.967,63.514,68.55,70.37,83.809,74.813,64.901,63.384,66.228,68.535,65.692,76.802,72.684,73.158,71.919,73.35,74.557,82.484,69.884,68.985,69.331,71.549,75.116,-,-,-,-,-,82.739,83.575,85.356,76.768,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82.105,82.123,83.443,81.12,80.051,85.328,81.273,83.28,-,-,-,-,-,-,-,-,83.976,83.798,85.396,82.803,78.139,-,79.47,89.895,92.009,75.192,99.346,-,-,-,-,-,-,-,86.344,86.821,86.915,86.699,80.099,92.092,-,-,-,-,-,-,-,-,93.209,100.298,89.133,90.977,-,93.785,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85.602,81.61,85.434,79.691,-,89.152,89.51,83.694,-,-,-,-,92.741,-,-,-,-,-,-,-,-,-,85.186,83.254,83.019,78.222,86.065,89.282,85.309,89.315,95.188,-,82.619,-,93.298,83.843,-,-,-,-,-,-,-,-,-,-,79.929
2020,4,77.033,77.388,85.251,81.095,80.503,80.519,82.042,78.878,77.574,76.949,74.388,73.078,68.067,76.693,81.837,77.862,75.747,80.274,75.082,74.66,80.546,78.741,77.479,80.366,80.551,81.826,78.38,80.611,78.866,72.703,78.509,80.725,84.384,78.486,97.137,92.472,90.129,86.611,81.442,79.196,78.255,83.555,65.26,83.139,80.318,79.898,79.864,74.465,88.515,77.581,83.416,84.124,88.741,86.268,85.318,88.462,80.98,77.474,88.408,71.328,79.026,77.408,80.316,63.313,73.452,71.117,70.914,71.248,-,84.954,94.729,87.408,85.933,85.321,80.946,76.719,81.205,79.695,74.8,75.899,76.626,81.762,83.004,77.101,86.881,81.724,85.752,68.507,70.408,68.913,68.354,68.482,72.864,68.402,76.3,76.607,75.655,76.383,67.189,72.24,75.971,70.528,69.753,73.312,71.557,72.403,70.156,70.517,69.884,67.087,63.734,68.56,70.436,83.706,75.286,65.21,63.725,66.593,69.473,66.406,77.596,73.073,73.221,72.377,73.738,74.502,82.486,70.393,69.003,69.608,71.632,75.116,-,-,-,-,-,82.683,83.513,85.282,76.757,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82.071,82.095,83.425,81.102,80.05,85.241,81.238,83.21,-,-,-,-,-,-,-,-,83.99,83.791,85.377,82.803,78.059,-,79.59,89.774,91.863,75.254,99.346,-,-,-,-,-,-,-,86.298,86.754,86.819,86.672,80.21,91.926,-,-,-,-,-,-,-,-,93.213,100.248,89.216,90.952,-,93.785,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85.401,81.705,85.434,79.834,-,88.494,89.337,83.395,-,-,-,-,92.33,-,-,-,-,-,-,-,-,-,85.144,83.257,83.019,78.222,86.065,89.282,85.323,89.243,94.799,-,82.74,-,92.868,83.782,-,-,-,-,-,-,-,-,-,-,79.705
2020,5,77.117,77.388,85.364,81.137,80.54,80.552,82.142,78.901,77.657,76.979,74.414,73.114,68.101,76.751,81.968,77.919,75.796,80.209,75.117,74.795,80.585,78.766,77.517,80.461,80.457,81.535,78.278,80.578,78.821,72.837,78.619,80.779,84.368,78.454,97.137,92.472,89.998,86.469,81.391,79.22,78.277,83.379,65.31,83.014,80.278,79.851,79.888,74.557,88.487,77.473,83.482,84.189,88.766,86.614,85.412,88.462,81.048,77.58,88.437,71.615,79.185,77.311,80.562,63.743,73.851,71.416,71.079,71.457,-,84.913,94.788,87.395,85.876,85.221,80.938,76.974,81.683,79.938,75.134,76.03,76.666,81.87,83.129,77.233,86.752,81.862,85.942,68.685,70.583,69.088,68.679,68.663,73.099,68.467,76.351,76.803,75.877,76.374,67.211,72.416,76.238,70.662,70.3,73.455,71.633,72.394,70.718,71.123,70.412,67.085,63.877,68.611,70.201,83.541,75.403,65.753,63.957,66.634,69.913,66.662,77.949,73.253,73.215,72.73,73.782,74.384,82.498,70.54,69.038,69.675,71.692,75.023,-,-,-,-,-,82.536,83.504,84.953,76.747,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82.087,82.148,83.359,81.111,80.192,85.325,81.116,83.162,-,-,-,-,-,-,-,-,84.105,83.838,85.388,82.873,77.977,-,80.04,89.681,91.863,75.368,99.09,-,-,-,-,-,-,-,86.289,86.722,86.762,86.672,80.31,91.858,-,-,-,-,-,-,-,-,93.192,100.141,89.216,90.965,-,93.793,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85.282,81.686,85.434,79.806,-,88.217,89.117,83.206,-,-,-,-,92.25,-,-,-,-,-,-,-,-,-,85.099,83.257,83.019,78.222,86.065,89.282,85.323,89.198,94.78,-,82.843,-,92.423,83.649,-,-,-,-,-,-,-,-,-,-,79.586
2020,6,77.489,77.788,85.577,81.435,80.593,80.643,82.882,79.179,77.72,77.561,75.127,73.239,68.954,76.967,82.395,78.573,76.257,80.802,75.555,75.352,81.682,79.145,77.797,80.77,80.568,81.775,78.514,80.663,79.167,73.313,78.932,81.031,84.599,78.509,97.116,92.475,89.998,86.205,81.356,79.365,78.225,83.264,65.616,82.98,80.289,79.851,79.938,75.151,88.337,77.354,83.759,84.596,89.037,87.304,85.49,88.42,81.428,78.03,88.502,72.13,79.457,77.311,80.806,64.656,74.496,71.707,71.272,72.116,-,84.897,94.967,87.375,85.947,85.158,80.909,77.719,82.305,80.588,76.336,76.398,76.939,82.256,83.864,77.956,86.373,82.164,86.068,70.23,71.092,69.626,69.251,69.412,73.545,68.858,76.604,77.184,76.583,76.511,67.319,72.989,76.9,71.194,71.231,73.907,72.257,72.369,71.658,72.064,71.352,67.401,64.547,68.761,70.175,83.486,75.584,66.941,64.136,67.124,70.579,67.137,78.623,74.047,73.362,73.561,74.673,74.335,82.498,71.038,69.081,70.024,72.295,74.94,-,-,-,-,-,82.464,83.386,84.858,76.781,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83.274,83.727,83.61,81.937,82.667,87.757,81.245,83.127,-,-,-,-,-,-,-,-,84.218,83.954,85.436,83.032,77.977,-,80.258,89.603,91.839,75.548,99.09,-,-,-,-,-,-,-,86.214,86.583,86.642,86.509,80.404,91.762,-,-,-,-,-,-,-,-,93.261,99.881,89.547,91.004,-,93.968,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85.369,82.034,85.649,80.22,-,86.856,88.993,83.527,-,-,-,-,92.131,-,-,-,-,-,-,-,-,-,85.133,83.336,83.381,78.285,86.065,89.282,85.323,89.147,94.738,-,82.901,-,92.494,83.608,-,-,-,-,-,-,-,-,-,-,79.423
2020,7,78.35,79.452,86.231,82.763,81.36,81.693,84.529,80.497,78.664,79.831,77.424,74.855,71.606,78.167,83.708,79.974,77.985,82.461,77.376,76.867,82.744,81.294,79.141,82.451,81.568,83.372,80.819,81.282,80.772,74.528,79.421,81.468,84.994,78.847,97.116,92.529,90.114,86.151,81.706,79.769,78.771,83.33,66.246,83.002,80.388,79.962,80.621,76.346,88.323,77.275,84.314,85.25,89.343,88.288,85.799,88.418,82.249,79,88.581,72.788,79.689,77.311,81.278,65.827,74.835,72.605,71.536,72.865,-,84.893,95.087,87.362,86.083,85.158,80.822,78.582,83.563,81.089,77.067,77.611,77.479,82.682,84.592,78.597,86.341,82.568,86.193,73.362,72.183,70.641,70.069,70.261,74.351,70.169,78.197,78.138,78.13,78.221,68.01,74.746,78.443,73.049,72.217,76.271,72.504,72.358,72.465,73.077,72.002,68.414,65.954,69.194,71.096,83.923,76.89,69.297,64.88,67.462,71.785,67.869,79.898,75.387,73.726,74.996,76.118,74.784,82.546,71.209,69.912,70.948,73.128,75.23,-,-,-,-,-,82.623,83.583,84.981,76.951,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83.519,83.963,83.92,82.321,82.86,87.797,81.566,83.318,-,-,-,-,-,-,-,-,84.591,84.563,85.969,83.687,77.947,-,80.415,89.412,91.839,77.056,99.09,-,-,-,-,-,-,-,86.278,86.671,86.735,86.588,80.472,91.762,-,-,-,-,-,-,-,-,93.676,99.652,90.328,91.537,-,94.503,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85.637,82.503,85.871,80.813,-,86.594,88.774,84.052,-,-,-,-,92.044,-,-,-,-,-,-,-,-,-,85.443,84.003,85.342,79.272,85.985,89.401,85.327,88.786,94.738,-,82.973,-,93.189,83.727,-,-,-,-,-,-,-,-,-,-,79.329
2020,8,79.08,81.083,87.519,83.925,82.154,83.112,85.759,81.574,80.733,81.834,79.846,77.485,74.129,79.638,84.698,81.164,79.815,84.255,78.636,79.041,83.919,82.865,80.611,83.608,82.857,84.601,82.317,82.367,82.225,75.525,79.83,81.864,85.386,79.214,97.116,92.608,90.148,86.025,81.796,80.072,79.101,83.55,67.549,83.043,80.434,80.629,80.778,76.609,88.31,77.102,84.918,85.472,89.707,88.833,85.946,88.429,82.855,80.285,88.805,73.238,79.822,77.311,81.407,66.531,75.102,73.503,71.885,73.154,-,84.913,95.141,87.378,86.113,85.082,80.939,79.101,84.268,81.399,77.689,77.995,78.045,83.057,84.815,79.162,86.092,82.971,86.765,79.085,72.952,71.455,70.444,70.649,74.985,71.6,79.402,78.885,78.746,79.625,68.733,75.536,79.243,73.836,73.071,78.009,72.513,72.358,72.681,73.425,72.12,69.262,67.135,69.53,71.887,84.689,78.928,70.696,65.201,67.792,72.196,68.463,81.021,76.316,73.825,75.822,77.321,75.175,82.658,71.254,70.516,71.456,74.048,75.303,-,-,-,-,-,82.737,83.932,84.878,77.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83.593,84.052,84.025,82.351,83.051,87.802,81.599,83.332,-,-,-,-,-,-,-,-,84.755,84.672,86.006,83.842,78.475,-,80.534,89.466,92.106,78.512,98.988,-,-,-,-,-,-,-,86.327,86.747,86.836,86.632,80.498,91.762,-,-,-,-,-,-,-,-,94.005,99.49,90.88,92.184,-,94.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85.788,82.902,86.343,81.176,-,86.561,88.445,84.203,-,-,-,-,92.043,-,-,-,-,-,-,-,-,-,85.599,84.394,86.491,79.972,85.746,89.401,85.316,88.748,94.738,-,83.136,-,92.943,83.715,-,-,-,-,-,-,-,-,-,-,79.211
2020,9,79.878,82.701,88.786,84.909,83.118,85.156,87.223,82.996,82.49,83.477,82.167,79.558,76.654,81.848,85.833,82.525,81.681,85.642,80.254,80.977,85.577,84.132,81.925,84.527,83.811,85.969,83.83,83.635,83.62,76.574,80.319,82.398,85.812,79.577,97.088,92.639,90.24,85.676,81.868,80.546,79.221,83.654,68.88,83.069,80.589,81.134,81.057,77.035,88.234,77.051,85.835,86.298,89.957,90.001,86.609,88.577,84.007,82.034,89.05,73.582,79.914,77.302,81.515,67.091,75.381,73.862,72.123,73.605,-,84.955,95.188,87.336,86.224,85.082,81.055,79.869,84.759,82.127,78.728,78.597,78.598,83.596,85.12,80.368,86.046,83.325,86.911,84.538,73.846,72.595,71.153,71.411,75.483,73.453,80.531,79.487,79.623,80.896,69.666,76.444,80.193,74.724,74.285,80.505,72.515,72.292,73.093,73.893,72.49,70.153,68.284,70.081,72.691,85.307,80.36,71.724,65.356,68.199,72.81,68.996,82.569,76.96,73.928,76.331,78.21,76.083,82.671,71.366,71.486,72.585,75.411,75.591,-,-,-,-,-,82.96,84.313,84.898,77.504,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83.558,84.001,83.883,82.351,83.056,87.682,81.56,83.428,-,-,-,-,-,-,-,-,85.043,85.05,86.556,84.112,79.09,-,80.729,89.564,92.281,79.585,98.692,-,-,-,-,-,-,-,86.425,86.923,86.991,86.836,80.493,91.762,-,-,-,-,-,-,-,-,94.296,99.283,91.198,92.812,-,94.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86.001,83.352,86.983,81.531,-,86.523,88.181,84.428,-,-,-,-,92.123,-,-,-,-,-,-,-,-,-,85.819,84.784,87.064,80.645,85.901,89.402,85.552,88.785,94.749,-,83.43,-,92.657,83.882,-,-,-,-,-,-,-,-,-,-,79.203
2020,10,80.338,83.317,89.16,85.396,83.523,85.787,87.8,83.569,83.166,84.112,82.87,80.132,77.3,82.443,86.4,83.223,82.292,86.095,80.999,81.56,86.251,84.959,82.546,85.09,84.129,86.793,84.442,84.161,84.24,77.097,80.714,82.832,86.134,79.972,97.088,92.656,90.27,85.482,81.974,80.776,79.774,83.787,69.907,83.093,81.559,81.592,81.407,77.724,88.205,77.005,86.493,86.539,90.086,90.3,87.163,88.685,85.062,83.21,89.282,73.85,80.215,77.302,81.829,67.251,75.557,74.217,72.522,73.904,-,84.99,95.188,87.364,86.241,85.066,81.161,80.505,85.476,82.643,79.558,79.095,78.946,83.901,85.679,80.704,86.016,83.498,87.351,87.588,74.375,72.929,71.459,71.596,75.566,73.985,81.143,79.879,80.296,81.532,70.008,77.126,80.67,75.499,74.669,81.566,72.51,72.276,73.328,74.044,72.788,70.951,69.213,70.953,73.257,85.666,81.275,72.66,65.717,68.571,73.136,69.567,83.443,77.397,74.094,76.666,78.806,76.689,82.7,71.435,72.463,73.201,76.006,75.66,-,-,-,-,-,83.138,84.382,84.988,77.997,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83.733,84.129,83.878,82.484,83.341,87.687,81.91,83.682,-,-,-,-,-,-,-,-,85.194,85.255,86.626,84.401,79.357,-,80.771,89.743,92.546,80.128,98.547,-,-,-,-,-,-,-,86.573,87.175,87.267,87.057,80.522,91.762,-,-,-,-,-,-,-,-,94.44,98.607,91.498,93.369,-,95.279,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86.224,83.883,87.548,82.045,-,86.555,88.154,84.514,-,-,-,-,92.202,-,-,-,-,-,-,-,-,-,86.084,85.288,87.932,81.526,86.198,89.402,85.626,89.053,94.749,-,83.557,-,92.623,83.998,-,-,-,-,-,-,-,-,-,-,79.178
