년도,월,나이,전라남도 여수시,전라남도 여수시 돌산읍,전라남도 여수시 돌산읍우두출장소,전라남도 여수시 돌산읍죽포출장소,전라남도 여수시 소라면,전라남도 여수시 율촌면,전라남도 여수시 화양면,전라남도 여수시 남면,전라남도 여수시 화정면,전라남도 여수시 화정면개도출장소,전라남도 여수시 삼산면,전라남도 여수시 동문동,전라남도 여수시 한려동,전라남도 여수시 중앙동,전라남도 여수시 충무동,전라남도 여수시 광림동,전라남도 여수시 서강동,전라남도 여수시 대교동,전라남도 여수시 국동,전라남도 여수시 월호동,전라남도 여수시 여서동,전라남도 여수시 문수동,전라남도 여수시 미평동,전라남도 여수시 둔덕동,전라남도 여수시 만덕동,전라남도 여수시 쌍봉동,전라남도 여수시 시전동,전라남도 여수시 여천동,전라남도 여수시 주삼동,전라남도 여수시 삼일동,전라남도 여수시 묘도동
2021,1,총,"280,497","2,695","8,597","1,931","20,457","6,292","6,542","2,834","1,335",823,"2,047","4,759","3,200","4,437","4,045","6,179","3,831","5,463","11,584","6,982","18,897","21,406","11,837","10,329","10,511","32,688","37,448","21,559","8,183","2,426","1,180"
2021,1,0,"20,796",53,581,32,"2,076",262,136,63,13,21,56,240,112,148,106,232,150,169,719,450,"1,213","1,831",660,765,"1,047","2,711","4,654","1,222",985,66,23
2021,1,10,"26,391",92,650,78,"2,053",312,299,136,36,39,80,286,201,296,232,294,251,266,904,634,"1,891","2,306","1,077","1,204",933,"3,920","4,541","2,062","1,127",127,64
2021,1,20,"33,792",191,740,140,"2,225",470,576,142,57,54,153,476,376,413,350,676,426,456,"1,258",736,"2,534","2,693","1,782","1,418","1,074","5,138","4,635","3,363",873,256,111
2021,1,30,"30,945",122,813,85,"2,577",434,373,120,58,28,132,465,314,351,287,571,298,437,"1,124",695,"1,977","2,565","1,242","1,152","1,380","3,990","5,679","2,279","1,153",180,64
2021,1,40,"41,902",239,"1,279",151,"3,199",733,616,247,93,86,215,576,343,560,483,757,442,621,"1,580",936,"2,766","3,516","1,788","1,711","1,578","5,503","6,525","3,310","1,653",273,123
2021,1,50,"48,531",460,"1,401",316,"3,512","1,038","1,228",450,184,135,456,706,471,722,665,"1,036",609,913,"2,082","1,148","3,416","3,502","2,229","1,870","1,560","5,953","6,131","4,551","1,072",479,236
2021,1,60,"41,052",620,"1,605",458,"2,570","1,249","1,400",657,309,166,476,978,609,969,850,"1,274",803,"1,229","2,106","1,352","3,038","2,820","1,701","1,387","1,540","3,348","3,348","2,802",701,466,221
2021,1,70,"24,634",569,997,384,"1,399","1,067","1,129",607,333,175,293,750,542,713,763,959,563,973,"1,319",770,"1,365","1,475",919,603,975,"1,466","1,276","1,278",441,341,190
2021,1,80,"10,712",302,465,243,748,615,651,359,205,100,153,238,208,234,274,332,247,346,438,226,615,590,385,186,365,554,555,600,156,199,123
2021,1,90,"1,635",46,64,42,93,108,129,51,45,18,29,37,23,24,30,42,40,46,46,31,80,108,53,32,52,99,102,91,20,29,25
2021,1,100,107,1,2,2,5,4,5,2,2,1,4,7,1,7,5,6,2,7,8,4,2,0,1,1,7,6,2,1,2,10,0
2021,2,총,"280,213","2,680","8,576","1,922","20,438","6,306","6,534","2,826","1,338",818,"2,058","4,788","3,206","4,406","4,057","6,149","3,809","5,461","11,528","6,975","18,864","21,548","11,822","10,292","10,507","32,592","37,436","21,518","8,165","2,428","1,166"
2021,2,0,"20,653",51,570,29,"2,064",268,136,61,13,20,59,242,113,145,106,229,149,167,703,451,"1,183","1,851",648,760,"1,039","2,690","4,642","1,204",973,66,21
2021,2,10,"26,283",88,653,73,"2,059",312,287,126,36,39,83,290,202,293,235,296,243,265,904,635,"1,885","2,331","1,072","1,193",933,"3,880","4,515","2,041","1,122",129,63
2021,2,20,"33,665",185,737,144,"2,226",463,584,142,58,50,147,475,378,410,350,663,423,463,"1,242",728,"2,528","2,711","1,793","1,402","1,071","5,108","4,612","3,343",864,257,108
2021,2,30,"30,760",122,798,83,"2,561",438,371,120,59,28,134,471,316,343,294,562,302,435,"1,105",670,"1,954","2,557","1,230","1,137","1,377","3,983","5,675","2,266","1,130",176,63
2021,2,40,"41,926",235,"1,283",147,"3,210",735,616,247,90,82,217,581,348,552,478,748,434,623,"1,584",950,"2,770","3,575","1,792","1,696","1,578","5,485","6,520","3,290","1,667",272,121
2021,2,50,"48,540",455,"1,393",317,"3,511","1,041","1,218",450,184,139,462,710,467,722,665,"1,028",603,905,"2,060","1,141","3,416","3,513","2,223","1,879","1,561","5,958","6,157","4,568","1,076",484,234
2021,2,60,"41,157",620,"1,611",456,"2,569","1,248","1,408",652,312,165,477,980,604,963,845,"1,276",798,"1,235","2,117","1,366","3,049","2,826","1,705","1,391","1,543","3,352","3,370","2,831",704,464,220
2021,2,70,"24,662",570,994,383,"1,387","1,063","1,127",611,331,175,293,753,543,709,770,964,567,965,"1,320",766,"1,372","1,482",918,612,978,"1,472","1,277","1,283",448,343,186
2021,2,80,"10,798",308,467,244,751,624,650,359,208,101,152,243,211,239,279,334,247,349,439,234,618,595,390,187,366,562,561,596,159,198,127
2021,2,90,"1,662",45,68,44,95,110,132,56,45,18,30,36,23,23,30,43,41,47,46,30,87,107,50,34,54,96,105,95,20,29,23
2021,2,100,107,1,2,2,5,4,5,2,2,1,4,7,1,7,5,6,2,7,8,4,2,0,1,1,7,6,2,1,2,10,0
2021,3,총,"279,844","2,680","8,572","1,929","20,416","6,315","6,508","2,798","1,334",814,"2,054","4,786","3,192","4,391","4,031","6,148","3,807","5,453","11,477","6,928","18,911","21,563","11,821","10,302","10,512","32,598","37,274","21,446","8,204","2,419","1,161"
2021,3,0,"20,533",53,562,29,"2,059",268,132,62,14,18,58,241,112,145,104,224,144,168,696,440,"1,177","1,841",640,753,"1,042","2,680","4,631","1,182",975,65,18
2021,3,10,"26,151",87,651,72,"2,047",311,287,121,34,38,82,291,195,284,226,299,239,264,896,627,"1,880","2,331","1,074","1,191",931,"3,868","4,488","2,017","1,128",130,62
2021,3,20,"33,621",184,748,144,"2,233",463,579,132,59,51,148,477,374,413,346,660,428,461,"1,217",716,"2,526","2,705","1,805","1,415","1,065","5,145","4,576","3,305",889,248,109
2021,3,30,"30,590",123,793,86,"2,537",436,370,117,60,27,132,470,314,339,290,561,300,437,"1,102",652,"1,979","2,527","1,221","1,136","1,379","3,954","5,629","2,264","1,120",176,59
2021,3,40,"41,810",235,"1,278",148,"3,210",734,600,244,89,81,216,575,348,549,473,748,433,626,"1,570",947,"2,771","3,598","1,793","1,684","1,572","5,479","6,482","3,267","1,668",270,122
2021,3,50,"48,447",453,"1,387",317,"3,516","1,041","1,210",444,181,137,456,707,464,717,651,"1,028",606,900,"2,043","1,141","3,408","3,516","2,219","1,878","1,562","5,969","6,151","4,553","1,075",485,232
2021,3,60,"41,311",618,"1,615",458,"2,576","1,253","1,415",653,315,165,483,984,602,960,844,"1,267",801,"1,228","2,125","1,364","3,080","2,851","1,707","1,402","1,544","3,367","3,373","2,869",709,464,219
2021,3,70,"24,745",572,996,385,"1,377","1,069","1,125",612,327,173,296,758,542,708,776,976,568,963,"1,327",770,"1,388","1,482",921,621,987,"1,469","1,278","1,291",453,345,190
2021,3,80,"10,848",309,470,243,760,623,657,354,209,105,150,237,217,243,287,333,246,353,444,240,613,600,388,187,367,567,563,596,162,198,127
2021,3,90,"1,686",45,71,44,95,113,129,57,44,18,32,39,23,26,29,46,40,46,49,28,87,112,53,34,56,93,102,101,23,28,23
2021,3,100,102,1,1,3,6,4,4,2,2,1,1,7,1,7,5,6,2,7,8,3,2,0,0,1,7,7,1,1,2,10,0
2021,4,총,"279,613","2,679","8,599","1,935","20,410","6,302","6,499","2,800","1,337",812,"2,051","4,789","3,175","4,375","4,046","6,130","3,783","5,429","11,475","6,926","18,919","21,619","11,836","10,271","10,505","32,544","37,101","21,474","8,200","2,425","1,167"
2021,4,0,"20,399",52,554,29,"2,034",264,134,63,14,18,58,241,106,146,112,215,144,164,687,434,"1,180","1,842",627,752,"1,027","2,659","4,619","1,168",969,66,21
2021,4,10,"26,086",85,660,74,"2,069",317,282,125,31,38,83,287,191,282,221,299,235,260,904,628,"1,861","2,324","1,083","1,191",929,"3,843","4,455","2,004","1,134",130,61
2021,4,20,"33,572",183,753,142,"2,213",459,572,134,62,51,144,484,370,414,353,662,423,458,"1,226",718,"2,525","2,732","1,790","1,406","1,078","5,142","4,531","3,297",891,250,109
2021,4,30,"30,511",124,796,85,"2,519",433,366,117,61,28,132,467,315,337,298,550,295,433,"1,085",645,"1,979","2,554","1,234","1,120","1,378","3,948","5,578","2,269","1,124",178,63
2021,4,40,"41,702",235,"1,279",150,"3,219",729,600,237,89,77,209,573,344,550,473,747,434,627,"1,572",945,"2,759","3,578","1,793","1,665","1,567","5,466","6,469","3,278","1,650",268,120
2021,4,50,"48,396",457,"1,390",313,"3,516","1,032","1,210",446,181,137,454,705,467,707,648,"1,028",599,893,"2,047","1,139","3,407","3,507","2,225","1,889","1,557","5,958","6,117","4,565","1,081",488,233
2021,4,60,"41,507",619,"1,624",465,"2,603","1,255","1,415",650,318,163,487,982,598,959,839,"1,262",798,"1,223","2,132","1,378","3,110","2,882","1,712","1,409","1,546","3,397","3,396","2,891",705,468,221
2021,4,70,"24,715",570,987,383,"1,369","1,069","1,123",616,326,174,298,757,539,704,778,979,570,960,"1,316",768,"1,395","1,480",929,620,991,"1,465","1,273","1,294",454,340,188
2021,4,80,"10,923",308,481,246,766,621,664,354,209,106,154,247,223,242,288,337,244,355,448,241,615,606,390,183,372,565,559,605,165,201,128
2021,4,90,"1,700",45,74,45,96,119,129,56,44,19,31,39,21,27,31,45,39,49,50,27,86,114,53,35,53,94,103,102,25,26,23
2021,4,100,102,1,1,3,6,4,4,2,2,1,1,7,1,7,5,6,2,7,8,3,2,0,0,1,7,7,1,1,2,10,0
2021,5,총,"278,999","2,678","8,617","1,936","20,394","6,303","6,461","2,781","1,331",808,"2,042","4,723","3,140","4,297","4,044","6,119","3,756","5,349","11,391","6,903","18,887","21,617","11,783","10,313","10,578","32,503","36,993","21,480","8,199","2,404","1,169"
2021,5,0,"20,316",52,550,31,"2,028",262,130,61,14,18,58,236,111,145,108,206,145,162,681,427,"1,167","1,845",616,757,"1,032","2,656","4,608","1,156",971,61,22
2021,5,10,"26,018",85,664,72,"2,061",316,278,122,30,37,84,291,189,270,222,306,231,258,900,625,"1,863","2,313","1,073","1,179",943,"3,843","4,436","2,001","1,136",132,58
2021,5,20,"33,519",181,759,144,"2,207",460,570,125,61,51,144,482,371,412,355,656,429,455,"1,207",713,"2,516","2,730","1,785","1,412","1,110","5,126","4,522","3,288",892,247,109
2021,5,30,"30,339",124,791,86,"2,507",427,359,120,60,26,130,466,317,331,297,537,291,428,"1,077",630,"1,984","2,566","1,207","1,133","1,391","3,922","5,519","2,270","1,108",171,64
2021,5,40,"41,408",237,"1,270",151,"3,203",730,590,231,85,74,202,560,330,532,467,747,426,615,"1,548",943,"2,731","3,546","1,780","1,650","1,573","5,421","6,454","3,281","1,651",262,118
2021,5,50,"48,383",458,"1,405",313,"3,531","1,030","1,200",440,183,140,453,691,461,696,654,"1,030",596,884,"2,017","1,143","3,407","3,519","2,222","1,900","1,544","5,964","6,132","4,561","1,088",484,237
2021,5,60,"41,531",618,"1,627",462,"2,606","1,269","1,409",646,313,161,484,966,585,945,838,"1,264",787,"1,200","2,124","1,381","3,116","2,889","1,719","1,430","1,559","3,429","3,396","2,911",706,470,221
2021,5,70,"24,756",567,991,383,"1,382","1,060","1,122",621,329,175,302,742,533,701,774,977,569,952,"1,334",773,"1,397","1,488",940,623,996,"1,474","1,276","1,295",454,337,189
2021,5,80,"10,965",311,483,246,764,628,673,360,209,106,155,249,223,239,296,344,241,349,449,242,615,609,389,192,370,564,548,611,168,204,128
2021,5,90,"1,694",44,76,45,99,117,125,54,45,19,29,40,19,25,29,46,41,46,50,24,89,112,52,36,53,98,101,106,25,26,23
2021,5,100,70,1,1,3,6,4,5,1,2,1,1,0,1,1,4,6,0,0,4,2,2,0,0,1,7,6,1,0,0,10,0
2021,6,총,"278,481","2,665","8,586","1,931","20,408","6,290","6,443","2,764","1,331",808,"2,045","4,705","3,130","4,301","4,038","6,075","3,743","5,318","11,376","6,859","18,905","21,562","11,760","10,335","10,558","32,474","36,853","21,504","8,205","2,348","1,161"
2021,6,0,"20,191",51,546,31,"2,029",259,131,59,14,17,58,237,109,144,105,201,146,163,680,414,"1,161","1,827",608,756,"1,031","2,650","4,586","1,132",967,59,20
2021,6,10,"25,983",84,666,72,"2,071",315,275,120,30,38,85,288,188,270,222,316,226,253,895,619,"1,860","2,311","1,070","1,182",954,"3,812","4,417","2,012","1,134",136,62
2021,6,20,"33,387",177,753,148,"2,182",458,560,122,60,51,142,478,368,414,350,650,428,447,"1,200",704,"2,518","2,699","1,783","1,412","1,099","5,154","4,492","3,289",897,245,107
2021,6,30,"30,192",126,788,85,"2,504",429,359,121,61,27,129,457,314,324,298,523,284,423,"1,071",628,"1,978","2,566","1,199","1,137","1,388","3,908","5,464","2,263","1,112",167,59
2021,6,40,"41,338",234,"1,269",147,"3,219",729,590,223,88,71,206,565,325,530,469,745,426,604,"1,542",931,"2,731","3,551","1,759","1,650","1,583","5,382","6,474","3,279","1,640",257,119
2021,6,50,"48,228",455,"1,405",312,"3,526","1,006","1,194",439,183,142,444,687,462,703,644,"1,021",595,870,"2,010","1,141","3,406","3,486","2,238","1,913","1,523","5,958","6,096","4,560","1,098",475,236
2021,6,60,"41,661",615,"1,605",461,"2,623","1,283","1,412",644,311,160,492,962,587,940,847,"1,268",789,"1,206","2,129","1,375","3,125","2,906","1,722","1,436","1,570","3,458","3,402","2,948",706,460,219
2021,6,70,"24,757",565,993,381,"1,380","1,059","1,121",619,326,176,304,739,534,712,769,971,572,951,"1,343",777,"1,416","1,491",939,618,983,"1,476","1,270","1,301",458,325,188
2021,6,80,"10,994",313,483,246,768,627,674,360,210,105,155,251,223,237,300,338,237,356,452,243,619,613,391,194,373,570,551,609,168,200,128
2021,6,90,"1,699",44,77,45,100,121,122,56,46,20,29,41,19,26,30,40,40,45,50,25,89,112,51,36,52,100,100,111,25,24,23
2021,6,100,51,1,1,3,6,4,5,1,2,1,1,0,1,1,4,2,0,0,4,2,2,0,0,1,2,6,1,0,0,0,0
2021,7,총,"278,123","2,647","8,593","1,917","20,397","6,287","6,413","2,766","1,333",804,"2,042","4,688","3,118","4,293","4,029","6,058","3,735","5,302","11,376","6,851","18,896","21,547","11,744","10,316","10,576","32,359","36,850","21,468","8,224","2,334","1,160"
2021,7,0,"20,080",50,542,31,"2,012",259,129,58,12,17,58,237,112,143,105,199,144,161,676,405,"1,153","1,824",600,745,"1,033","2,656","4,554","1,135",952,58,20
2021,7,10,"25,901",82,671,67,"2,082",318,274,123,32,37,85,285,186,268,221,309,226,255,893,617,"1,861","2,303","1,061","1,181",952,"3,762","4,411","2,003","1,147",129,60
2021,7,20,"33,297",178,756,148,"2,173",452,558,121,61,52,139,469,362,418,353,643,426,438,"1,205",700,"2,521","2,697","1,790","1,401","1,111","5,125","4,471","3,275",897,250,107
2021,7,30,"30,108",124,793,86,"2,488",429,354,125,60,25,136,458,315,322,296,519,284,430,"1,054",630,"1,962","2,561","1,189","1,135","1,382","3,890","5,453","2,272","1,109",166,61
2021,7,40,"41,155",220,"1,255",141,"3,215",726,579,223,89,71,205,568,323,530,462,752,423,605,"1,538",935,"2,724","3,544","1,745","1,634","1,586","5,329","6,467","3,247","1,647",253,119
2021,7,50,"48,159",458,"1,410",307,"3,525","1,008","1,188",432,186,139,445,674,456,695,642,"1,009",590,845,"2,019","1,134","3,410","3,479","2,239","1,926","1,516","5,956","6,108","4,555","1,107",468,233
2021,7,60,"41,800",613,"1,606",464,"2,637","1,285","1,409",647,310,162,492,951,586,946,850,"1,272",790,"1,212","2,130","1,376","3,133","2,917","1,730","1,432","1,575","3,481","3,450","2,952",712,462,218
2021,7,70,"24,827",561,"1,000",379,"1,383","1,055","1,121",620,322,174,299,749,536,708,763,972,575,949,"1,356",778,"1,421","1,497",940,628,992,"1,483","1,288","1,312",455,322,189
2021,7,80,"11,042",316,481,245,777,625,677,360,213,106,153,255,222,236,303,339,237,362,450,250,621,614,400,197,374,571,548,606,173,201,130
2021,7,90,"1,699",44,78,46,98,126,119,56,47,20,28,42,19,26,30,42,40,45,51,24,88,111,50,36,53,98,99,110,25,25,23
2021,7,100,55,1,1,3,7,4,5,1,1,1,2,0,1,1,4,2,0,0,4,2,2,0,0,1,2,8,1,1,0,0,0
2021,8,총,"277,752","2,645","8,607","1,916","20,353","6,266","6,406","2,765","1,331",803,"2,052","4,664","3,124","4,286","4,009","6,039","3,713","5,301","11,350","6,818","18,905","21,528","11,727","10,330","10,564","32,328","36,727","21,487","8,227","2,324","1,157"
2021,8,0,"19,946",54,535,32,"2,008",255,129,57,12,17,57,229,111,142,100,193,145,158,669,396,"1,158","1,798",595,740,"1,043","2,643","4,515","1,131",949,57,18
2021,8,10,"25,846",82,680,65,"2,067",315,275,121,30,38,85,290,189,263,222,304,218,254,899,613,"1,849","2,305","1,051","1,181",945,"3,768","4,414","1,995","1,141",128,59
2021,8,20,"33,189",176,754,151,"2,160",448,554,122,61,50,138,468,361,414,344,634,427,437,"1,196",694,"2,510","2,695","1,791","1,399","1,096","5,118","4,432","3,291",907,252,109
2021,8,30,"29,939",125,788,84,"2,469",425,354,122,59,25,136,451,315,320,296,524,280,430,"1,048",624,"1,960","2,545","1,186","1,132","1,374","3,851","5,412","2,271","1,106",167,60
2021,8,40,"41,015",219,"1,262",141,"3,215",725,576,224,85,70,208,564,326,531,456,749,417,603,"1,535",924,"2,713","3,536","1,724","1,629","1,585","5,298","6,439","3,246","1,647",251,117
2021,8,50,"48,151",459,"1,412",306,"3,510","1,001","1,179",430,188,139,447,673,453,687,640,"1,005",593,841,"2,005","1,132","3,424","3,490","2,248","1,941","1,520","5,972","6,118","4,540","1,105",459,234
2021,8,60,"41,924",609,"1,611",462,"2,657","1,288","1,411",646,315,164,495,945,587,951,851,"1,268",783,"1,207","2,130","1,377","3,153","2,921","1,745","1,439","1,577","3,507","3,459","2,972",713,463,218
2021,8,70,"24,869",554,999,381,"1,378","1,055","1,124",626,322,173,303,750,540,714,767,975,575,955,"1,354",773,"1,416","1,507",930,631,991,"1,487","1,291","1,330",459,318,191
2021,8,80,"11,121",322,489,244,781,627,682,362,211,106,153,253,222,236,301,341,236,371,458,257,631,622,408,202,377,576,547,598,176,203,129
2021,8,90,"1,696",44,76,47,101,123,117,54,47,20,28,41,19,27,28,44,39,45,52,26,89,108,49,35,54,100,99,112,24,26,22
2021,8,100,56,1,1,3,7,4,5,1,1,1,2,0,1,1,4,2,0,0,4,2,2,1,0,1,2,8,1,1,0,0,0
2021,9,총,"277,356","2,635","8,614","1,920","20,334","6,239","6,409","2,756","1,329",797,"2,043","4,644","3,111","4,277","3,998","6,023","3,704","5,269","11,321","6,816","18,911","21,485","11,710","10,310","10,560","32,233","36,653","21,499","8,275","2,322","1,159"
2021,9,0,"19,863",53,530,33,"2,018",252,129,57,12,17,57,226,102,138,100,192,147,159,658,402,"1,156","1,788",589,729,"1,037","2,620","4,509","1,127",954,55,17
2021,9,10,"25,764",82,680,63,"2,064",307,270,121,29,37,81,291,191,261,216,303,221,247,898,606,"1,846","2,281","1,057","1,175",953,"3,746","4,402","1,984","1,167",126,59
2021,9,20,"32,972",175,749,152,"2,148",444,551,118,61,47,137,463,355,412,344,632,412,431,"1,194",686,"2,499","2,683","1,784","1,391","1,091","5,069","4,395","3,291",892,256,110
2021,9,30,"29,835",124,786,82,"2,468",423,349,123,57,26,135,443,315,316,301,517,286,419,"1,052",626,"1,957","2,536","1,174","1,129","1,371","3,846","5,370","2,271","1,109",165,59
2021,9,40,"40,834",215,"1,260",140,"3,195",724,573,220,87,69,206,565,324,529,449,736,413,599,"1,518",918,"2,705","3,527","1,708","1,616","1,581","5,262","6,428","3,243","1,661",247,116
2021,9,50,"48,142",454,"1,402",303,"3,508",986,"1,181",432,187,137,444,672,451,681,634,"1,005",589,834,"1,992","1,132","3,438","3,488","2,245","1,961","1,522","5,971","6,136","4,551","1,110",461,235
2021,9,60,"42,104",610,"1,628",467,"2,660","1,290","1,421",646,314,162,500,938,582,951,858,"1,266",787,"1,208","2,136","1,384","3,162","2,938","1,760","1,437","1,583","3,541","3,480","2,995",717,465,218
2021,9,70,"24,893",553,"1,006",384,"1,381","1,046","1,122",621,319,175,298,747,550,719,765,977,571,956,"1,359",777,"1,424","1,513",935,635,985,"1,489","1,288","1,326",463,320,189
2021,9,80,"11,197",324,498,245,785,639,689,361,215,105,155,258,221,242,298,347,239,373,459,256,634,622,408,203,381,581,546,601,178,201,133
2021,9,90,"1,696",44,74,48,100,124,118,56,47,21,28,41,19,27,29,46,39,43,51,27,89,108,50,33,54,100,98,109,24,26,23
2021,9,100,56,1,1,3,7,4,6,1,1,1,2,0,1,1,4,2,0,0,4,2,1,1,0,1,2,8,1,1,0,0,0
2021,10,총,"277,008","2,642","8,607","1,920","20,337","6,194","6,402","2,759","1,327",792,"2,041","4,644","3,100","4,280","3,943","5,997","3,685","5,254","11,282","6,817","18,869","21,429","11,693","10,303","10,536","32,191","36,657","21,546","8,282","2,325","1,154"
2021,10,0,"19,756",53,528,33,"2,006",245,132,56,11,15,58,224,101,136,100,191,145,160,640,405,"1,143","1,779",585,723,"1,032","2,596","4,501","1,142",944,55,17
2021,10,10,"25,686",84,672,62,"2,081",296,264,119,31,38,78,290,186,265,209,298,214,251,883,609,"1,844","2,269","1,056","1,179",963,"3,734","4,398","1,964","1,166",124,59
2021,10,20,"32,888",174,747,154,"2,146",448,551,120,60,46,134,462,356,408,350,623,409,429,"1,189",685,"2,489","2,653","1,776","1,403","1,077","5,031","4,403","3,306",897,253,109
2021,10,30,"29,768",125,788,78,"2,452",417,346,123,58,26,140,447,312,310,285,517,292,413,"1,053",620,"1,946","2,534","1,171","1,119","1,358","3,847","5,367","2,286","1,110",170,58
2021,10,40,"40,695",213,"1,256",139,"3,211",712,572,219,86,68,203,562,327,535,436,730,413,604,"1,508",916,"2,688","3,503","1,708","1,609","1,572","5,222","6,423","3,235","1,659",249,117
2021,10,50,"48,114",456,"1,401",307,"3,501",982,"1,177",437,185,135,437,678,449,682,632,998,582,827,"1,980","1,136","3,419","3,484","2,240","1,967","1,520","5,995","6,146","4,553","1,122",457,229
2021,10,60,"42,147",609,"1,624",457,"2,672","1,287","1,429",646,317,164,504,934,577,945,840,"1,270",778,"1,194","2,149","1,379","3,174","2,940","1,758","1,431","1,593","3,567","3,480","3,021",719,468,221
2021,10,70,"24,975",555,"1,012",391,"1,378","1,039","1,120",620,315,174,301,743,552,728,765,975,575,954,"1,359",783,"1,444","1,528",941,633,987,"1,503","1,303","1,323",462,324,188
2021,10,80,"11,249",327,503,248,783,645,688,364,217,104,157,263,221,242,298,348,238,380,467,255,628,627,409,206,380,596,541,605,178,198,133
2021,10,90,"1,686",45,75,48,101,121,119,54,46,21,27,41,18,28,28,45,39,42,50,27,93,111,49,32,52,94,95,110,25,27,23
2021,10,100,44,1,1,3,6,2,4,1,1,1,2,0,1,1,0,2,0,0,4,2,1,1,0,1,2,6,0,1,0,0,0
2021,11,총,"276,747","2,627","8,612","1,916","20,411","6,182","6,380","2,754","1,332",794,"2,038","4,625","3,085","4,270","3,927","5,976","3,652","5,249","11,258","6,793","18,743","21,313","11,684","10,226","10,504","32,083","37,115","21,489","8,241","2,311","1,157"
2021,11,0,"19,638",48,533,32,"2,001",240,133,54,11,16,57,216,102,134,100,187,141,158,633,405,"1,126","1,760",593,699,"1,021","2,568","4,537","1,126",939,52,16
2021,11,10,"25,625",83,677,62,"2,079",296,259,120,28,39,79,292,183,260,207,293,214,252,884,612,"1,821","2,247","1,046","1,170",948,"3,704","4,474","1,962","1,151",123,60
2021,11,20,"32,737",174,735,152,"2,166",450,550,118,62,45,131,454,353,406,345,612,403,423,"1,170",677,"2,452","2,631","1,767","1,395","1,070","4,996","4,449","3,291",900,250,110
2021,11,30,"29,673",125,774,80,"2,452",414,342,122,58,26,137,445,303,316,280,513,284,415,"1,047",614,"1,936","2,515","1,169","1,096","1,346","3,835","5,433","2,278","1,089",169,60
2021,11,40,"40,638",207,"1,257",136,"3,220",709,570,218,85,66,203,555,330,533,434,734,412,599,"1,513",907,"2,681","3,475","1,687","1,594","1,568","5,185","6,524","3,218","1,657",245,116
2021,11,50,"48,106",452,"1,409",307,"3,529",979,"1,171",433,183,136,436,679,444,685,626,999,574,822,"1,957","1,127","3,385","3,479","2,250","1,956","1,521","6,003","6,226","4,545","1,115",452,226
2021,11,60,"42,271",606,"1,628",457,"2,684","1,294","1,434",649,326,165,506,936,574,937,837,"1,266",772,"1,200","2,159","1,380","3,173","2,935","1,768","1,441","1,604","3,574","3,513","3,036",719,471,227
2021,11,70,"25,066",562,"1,019",391,"1,392","1,038","1,121",622,314,175,302,744,557,730,771,973,575,952,"1,371",785,"1,444","1,537",944,632,985,"1,516","1,316","1,316",469,325,188
2021,11,80,"11,257",324,504,249,781,639,680,362,218,105,159,264,217,241,299,352,238,384,473,258,632,622,409,208,384,604,542,606,176,196,131
2021,11,90,"1,699",45,75,47,101,121,117,56,46,21,26,40,21,28,28,45,39,44,49,26,92,111,51,34,55,93,101,110,26,28,23
2021,11,100,37,1,1,3,6,2,3,0,1,0,2,0,1,0,0,2,0,0,2,2,1,1,0,1,2,5,0,1,0,0,0
2021,12,총,"276,762","2,607","8,573","1,918","21,526","6,161","6,373","2,738","1,331",788,"2,031","4,579","3,071","4,243","3,890","5,927","3,634","5,237","11,140","6,732","18,292","20,904","11,522","10,079","10,497","31,956","38,337","21,111","8,125","2,290","1,150"
2021,12,0,"19,546",47,519,35,"2,152",233,130,55,11,15,53,216,100,131,91,179,135,158,609,408,"1,086","1,729",572,660,"1,021","2,523","4,620","1,084",910,48,16
2021,12,10,"25,624",82,672,64,"2,190",298,259,119,32,40,85,282,182,255,204,282,212,250,879,599,"1,759","2,179","1,031","1,156",944,"3,700","4,649","1,901","1,143",118,58
2021,12,20,"32,673",168,730,148,"2,311",446,544,113,56,43,131,444,348,401,342,624,394,424,"1,148",663,"2,398","2,571","1,741","1,371","1,081","4,936","4,620","3,231",888,249,109
2021,12,30,"29,664",124,763,80,"2,661",406,340,121,59,24,135,441,300,304,270,500,280,410,"1,029",606,"1,866","2,436","1,115","1,066","1,335","3,807","5,700","2,211","1,052",165,58
2021,12,40,"40,592",205,"1,258",135,"3,370",704,567,212,86,64,203,544,323,524,431,724,411,600,"1,482",896,"2,613","3,419","1,658","1,564","1,564","5,167","6,730","3,152","1,633",240,113
2021,12,50,"48,140",446,"1,403",306,"3,754",985,"1,172",431,185,135,433,673,452,686,618,989,570,813,"1,938","1,119","3,283","3,413","2,239","1,935","1,509","5,996","6,398","4,467","1,107",458,227
2021,12,60,"42,319",607,"1,626",461,"2,781","1,290","1,436",649,325,165,501,925,570,937,836,"1,252",777,"1,194","2,140","1,366","3,117","2,898","1,748","1,448","1,604","3,602","3,629","3,024",717,468,226
2021,12,70,"25,130",558,"1,019",393,"1,417","1,036","1,124",621,309,174,304,741,555,736,766,976,572,955,"1,380",789,"1,433","1,534",956,635,991,"1,524","1,333","1,322",469,320,188
2021,12,80,"11,312",322,504,247,782,636,680,362,221,107,159,273,218,241,301,353,242,389,485,257,641,609,412,209,390,602,556,609,179,196,130
2021,12,90,"1,724",47,78,46,102,125,119,55,46,21,25,40,22,28,30,46,41,44,48,27,95,115,50,34,56,94,102,108,27,28,25
2021,12,100,38,1,1,3,6,2,2,0,1,0,2,0,1,0,1,2,0,0,2,2,1,1,0,1,2,5,0,2,0,0,0
