년도,월,나이,전라북도 군산시,전라북도 군산시 옥구읍,전라북도 군산시 옥산면,전라북도 군산시 회현면,전라북도 군산시 임피면,전라북도 군산시 서수면,전라북도 군산시 대야면,전라북도 군산시 개정면,전라북도 군산시 성산면,전라북도 군산시 나포면,전라북도 군산시 옥도면,전라북도 군산시 옥서면,전라북도 군산시 해신동,전라북도 군산시 월명동,전라북도 군산시 신풍동,전라북도 군산시 삼학동,전라북도 군산시 중앙동,전라북도 군산시 흥남동,전라북도 군산시 조촌동,전라북도 군산시 경암동,전라북도 군산시 구암동,전라북도 군산시 개정동,전라북도 군산시 수송동,전라북도 군산시 나운1동,전라북도 군산시 나운2동,전라북도 군산시 나운3동,전라북도 군산시 소룡동,전라북도 군산시 미성동
2021,3,10,"12,838",57,191,153,48,57,97,68,72,40,78,74,68,186,291,168,97,539,969,231,333,113,"3,728",506,"1,462","2,041",785,386
2021,3,20,"13,298",90,156,98,91,60,149,97,90,49,124,111,91,181,331,241,220,644,"1,206",329,508,115,"3,129",684,"1,303","1,913",794,494
2021,3,30,"14,348",65,366,105,59,58,150,75,88,57,95,82,95,214,264,182,266,790,"1,780",316,430,116,"3,899",571,"1,091","1,724",839,571
2021,3,40,"20,565",113,324,193,85,91,202,126,112,86,165,140,113,317,450,261,259,915,"1,724",463,531,170,"5,599",923,"2,033","3,036","1,331",803
2021,3,50,"20,898",249,314,234,210,183,344,261,264,148,312,192,170,440,516,463,323,975,"1,498",591,767,239,"3,870","1,225","2,087","2,751","1,330",942
2021,3,60,"19,351",353,300,280,307,293,596,325,320,239,329,310,259,597,736,615,420,971,"1,376",767,645,264,"2,369","1,115","1,751","1,829","1,081",904
2021,3,70,"12,609",291,207,273,228,229,486,251,237,211,221,289,242,459,534,570,329,685,740,575,334,177,"1,257",639,950,"1,021",606,568
2021,3,80,"6,732",222,146,200,199,214,343,174,162,173,105,187,96,210,248,274,145,281,339,222,139,96,594,273,598,496,254,342
2021,3,90,"1,255",46,41,46,48,52,75,29,34,29,19,27,20,34,36,45,26,41,71,38,39,17,106,53,90,74,72,47
2021,3,100,51,0,1,0,5,5,6,4,2,2,2,2,0,1,0,0,2,0,4,0,0,1,3,1,3,1,3,3
2021,4,총,"131,960","1,529","2,336","1,662","1,298","1,264","2,514","1,454","1,440","1,051","1,499","1,470","1,219","2,713","3,560","2,877","2,185","6,356","10,951","3,715","4,025","1,395","27,817","6,312","12,201","16,130","7,618","5,369"
2021,4,0,"10,008",44,290,89,23,30,68,39,54,20,48,53,57,84,168,71,106,507,"1,254",186,257,90,"3,215",316,832,"1,244",529,334
2021,4,10,"12,815",55,190,156,46,59,97,69,70,39,77,73,70,188,287,168,92,534,968,232,338,111,"3,746",508,"1,459","2,022",776,385
2021,4,20,"13,268",92,153,96,90,59,150,96,91,50,123,112,95,179,326,241,218,637,"1,199",330,519,114,"3,116",685,"1,289","1,914",798,496
2021,4,30,"14,283",69,366,103,60,55,149,75,89,57,95,82,91,207,261,174,262,804,"1,761",310,441,117,"3,892",562,"1,088","1,717",832,564
2021,4,40,"20,560",107,327,188,86,92,197,126,109,84,165,143,114,318,441,259,262,913,"1,738",459,537,168,"5,610",927,"2,028","3,035","1,332",795
2021,4,50,"20,929",249,315,236,206,179,346,260,268,148,316,192,169,432,515,462,322,972,"1,494",593,765,237,"3,888","1,221","2,105","2,763","1,331",945
2021,4,60,"19,397",355,296,279,306,291,600,325,323,236,329,307,265,601,740,613,424,980,"1,379",764,653,266,"2,381","1,120","1,745","1,840","1,087",892
2021,4,70,"12,623",289,212,273,225,232,481,257,239,210,219,291,241,456,535,569,326,690,742,578,332,174,"1,262",642,954,"1,020",607,567
2021,4,80,"6,762",222,145,198,202,208,345,174,160,175,106,187,97,213,251,276,145,277,342,224,143,100,600,275,606,498,253,340
2021,4,90,"1,265",47,41,44,49,54,75,29,35,30,19,28,20,34,36,44,26,42,71,39,40,17,104,55,92,76,70,48
2021,4,100,50,0,1,0,5,5,6,4,2,2,2,2,0,1,0,0,2,0,3,0,0,1,3,1,3,1,3,3
2021,5,총,"131,609","1,520","2,341","1,651","1,290","1,262","2,475","1,455","1,429","1,048","1,492","1,464","1,192","2,625","3,533","2,858","2,193","6,375","10,983","3,714","4,039","1,398","27,787","6,299","12,168","16,185","7,604","5,229"
2021,5,0,"9,965",42,295,88,22,30,65,40,54,19,48,54,57,83,160,71,111,519,"1,263",183,261,90,"3,210",305,821,"1,228",520,326
2021,5,10,"12,799",57,188,156,47,59,96,67,69,38,77,72,74,189,285,168,93,530,969,228,334,109,"3,728",513,"1,468","2,022",777,386
2021,5,20,"13,273",93,155,94,86,60,147,98,92,52,125,114,95,179,326,242,216,634,"1,199",329,525,115,"3,098",685,"1,271","1,941",794,508
2021,5,30,"14,234",67,364,105,60,55,149,76,88,53,92,83,87,196,262,169,264,807,"1,774",302,441,120,"3,876",554,"1,083","1,717",835,555
2021,5,40,"20,472",107,334,186,87,89,188,125,105,85,163,142,106,300,431,257,265,922,"1,733",463,540,165,"5,598",922,"2,012","3,035","1,322",790
2021,5,50,"20,843",245,309,232,205,173,335,255,260,145,315,185,161,412,511,461,317,971,"1,503",594,768,231,"3,922","1,215","2,111","2,776","1,322",909
2021,5,60,"19,360",353,299,278,306,294,595,329,322,240,328,307,262,578,736,602,425,974,"1,378",773,658,274,"2,389","1,132","1,742","1,866","1,096",824
2021,5,70,"12,597",289,211,272,226,231,481,261,243,210,214,289,235,441,532,564,330,700,754,580,334,171,"1,263",639,954,"1,020",607,546
2021,5,80,"6,745",220,145,196,198,212,341,170,159,172,108,187,96,212,253,276,141,277,340,224,139,103,595,276,609,504,257,335
2021,5,90,"1,274",47,40,44,48,54,76,30,35,32,20,29,19,34,37,48,29,41,67,37,39,19,104,57,94,75,71,48
2021,5,100,47,0,1,0,5,5,2,4,2,2,2,2,0,1,0,0,2,0,3,1,0,1,4,1,3,1,3,2
2021,6,총,"131,603","1,510","2,347","1,652","1,291","1,259","2,464","1,459","1,428","1,043","1,476","1,451","1,190","2,606","3,528","2,861","2,195","6,394","11,032","3,722","4,033","1,388","27,810","6,290","12,155","16,189","7,609","5,221"
2021,6,0,"9,927",40,290,89,23,30,66,39,55,17,47,52,54,84,158,69,112,521,"1,267",187,264,87,"3,198",307,806,"1,223",520,322
2021,6,10,"12,761",56,196,156,44,59,95,64,67,39,71,71,77,186,280,171,92,532,974,226,331,109,"3,731",505,"1,460","2,006",775,388
2021,6,20,"13,280",89,160,92,88,60,143,101,93,51,127,114,94,174,332,236,219,632,"1,204",328,515,112,"3,106",685,"1,271","1,954",793,507
2021,6,30,"14,195",65,359,105,58,55,153,74,90,48,91,82,88,197,262,172,259,810,"1,785",301,445,119,"3,862",551,"1,071","1,710",832,551
2021,6,40,"20,463",110,333,185,91,87,188,125,104,86,162,137,104,299,428,253,271,928,"1,738",465,538,164,"5,601",920,"2,000","3,034","1,322",790
2021,6,50,"20,794",245,311,231,205,171,329,252,259,145,307,184,158,401,508,464,312,973,"1,509",593,761,227,"3,934","1,206","2,115","2,772","1,325",897
2021,6,60,"19,483",349,299,282,306,297,598,337,324,240,329,308,263,578,737,602,428,979,"1,381",777,661,278,"2,401","1,142","1,757","1,880","1,115",835
2021,6,70,"12,603",287,213,270,226,227,475,264,243,208,211,289,235,441,529,568,331,700,760,579,335,170,"1,269",638,969,"1,022",601,543
2021,6,80,"6,765",221,145,198,196,211,342,167,158,175,109,183,98,212,256,278,139,275,344,228,144,102,595,279,607,513,253,337
2021,6,90,"1,287",48,40,44,49,57,73,32,34,32,20,29,19,33,38,48,30,44,67,37,39,19,109,56,96,74,71,49
2021,6,100,45,0,1,0,5,5,2,4,1,2,2,2,0,1,0,0,2,0,3,1,0,1,4,1,3,1,2,2
2021,7,총,"131,483","1,513","2,361","1,653","1,293","1,257","2,450","1,458","1,435","1,045","1,472","1,452","1,189","2,595","3,524","2,854","2,184","6,382","11,070","3,724","4,023","1,394","27,756","6,283","12,135","16,170","7,617","5,194"
2021,7,0,"9,860",39,291,89,25,30,64,42,53,16,50,54,52,83,155,69,114,524,"1,263",180,267,90,"3,170",307,800,"1,209",504,320
2021,7,10,"12,742",54,198,160,45,59,96,63,71,38,69,68,77,184,280,168,94,529,980,229,332,108,"3,721",505,"1,453","2,003",781,377
2021,7,20,"13,234",87,166,92,90,60,136,98,94,53,126,114,93,174,329,242,212,632,"1,213",327,503,116,"3,081",672,"1,272","1,941",796,515
2021,7,30,"14,138",66,354,107,59,56,150,76,89,50,93,83,89,196,263,170,257,814,"1,787",302,447,118,"3,844",549,"1,061","1,689",825,544
2021,7,40,"20,410",109,339,182,88,85,193,124,105,85,162,134,107,296,425,252,272,912,"1,737",464,534,160,"5,607",918,"1,991","3,028","1,325",776
2021,7,50,"20,790",247,314,231,203,172,327,248,260,146,297,189,155,404,511,460,308,972,"1,518",588,760,228,"3,930","1,199","2,111","2,785","1,328",899
2021,7,60,"19,539",352,298,281,307,294,593,341,322,237,330,306,262,567,736,600,425,982,"1,395",782,664,280,"2,423","1,149","1,770","1,889","1,125",829
2021,7,70,"12,660",289,213,270,228,230,479,265,246,211,214,289,239,444,530,565,333,699,768,582,336,169,"1,271",643,970,"1,025",605,547
2021,7,80,"6,768",220,146,198,194,210,337,167,159,176,110,185,98,212,256,279,139,275,338,231,143,105,593,284,606,522,251,334
2021,7,90,"1,297",50,41,43,49,56,73,30,35,31,19,28,17,34,39,49,28,43,68,38,37,19,112,56,98,78,75,51
2021,7,100,45,0,1,0,5,5,2,4,1,2,2,2,0,1,0,0,2,0,3,1,0,1,4,1,3,1,2,2
2021,8,총,"131,349","1,516","2,358","1,652","1,285","1,251","2,448","1,454","1,434","1,043","1,467","1,445","1,184","2,589","3,541","2,844","2,184","6,358","11,073","3,726","4,024","1,390","27,743","6,268","12,119","16,137","7,632","5,184"
2021,8,0,"9,783",38,293,89,24,30,61,42,50,17,47,53,53,81,157,65,120,510,"1,260",185,268,88,"3,165",306,789,"1,189",494,309
2021,8,10,"12,710",55,197,161,44,57,98,63,74,38,69,69,78,182,283,169,89,533,971,227,333,108,"3,713",502,"1,443","1,993",780,381
2021,8,20,"13,195",87,164,91,87,58,133,99,92,52,124,111,92,176,328,246,207,619,"1,217",320,506,112,"3,075",668,"1,271","1,947",801,512
2021,8,30,"14,090",66,350,106,59,56,150,76,91,49,90,81,88,189,266,165,261,809,"1,794",308,441,122,"3,817",553,"1,058","1,672",829,544
2021,8,40,"20,355",110,346,182,88,84,193,125,102,85,162,131,104,296,426,251,272,917,"1,726",464,533,157,"5,599",911,"1,975","3,014","1,327",775
2021,8,50,"20,794",242,309,232,204,174,329,244,262,145,300,190,153,403,516,460,305,965,"1,523",581,757,227,"3,951","1,184","2,115","2,788","1,341",894
2021,8,60,"19,607",358,299,282,302,292,597,345,322,238,330,306,258,566,738,592,425,987,"1,396",788,666,279,"2,433","1,164","1,784","1,904","1,120",836
2021,8,70,"12,690",288,213,268,235,230,478,259,248,208,213,289,243,445,527,566,335,700,773,584,340,171,"1,276",643,976,"1,026",608,548
2021,8,80,"6,775",221,147,198,187,210,336,165,156,178,111,183,98,218,258,278,139,278,340,232,139,104,598,280,612,522,254,333
2021,8,90,"1,304",51,39,43,50,55,72,32,36,31,19,30,17,32,42,52,29,40,70,36,41,21,110,56,94,80,76,50
2021,8,100,46,0,1,0,5,5,1,4,1,2,2,2,0,1,0,0,2,0,3,1,0,1,6,1,2,2,2,2
2021,9,총,"131,233","1,510","2,350","1,659","1,285","1,245","2,437","1,458","1,432","1,038","1,466","1,442","1,183","2,588","3,527","2,832","2,180","6,360","11,077","3,728","4,016","1,391","27,742","6,270","12,062","16,120","7,660","5,175"
2021,9,0,"9,713",40,291,90,25,28,61,42,49,17,46,53,53,82,153,62,120,505,"1,247",181,269,90,"3,149",308,783,"1,170",495,304
2021,9,10,"12,688",53,196,162,44,57,97,64,72,37,70,67,78,179,274,168,89,536,981,227,332,107,"3,716",501,"1,435","1,989",777,380
2021,9,20,"13,179",83,160,89,86,55,130,101,94,52,127,114,95,179,338,244,205,616,"1,217",325,493,113,"3,079",660,"1,253","1,956",805,510
2021,9,30,"14,000",65,349,103,58,56,149,74,90,47,90,78,85,183,262,164,262,804,"1,779",306,449,122,"3,790",555,"1,053","1,659",832,536
2021,9,40,"20,288",109,341,190,86,81,195,126,103,86,158,131,103,298,421,250,268,909,"1,738",466,525,154,"5,593",905,"1,957","2,989","1,328",778
2021,9,50,"20,818",244,313,231,201,175,324,244,257,144,295,187,151,398,512,459,310,977,"1,521",576,755,229,"3,976","1,189","2,103","2,814","1,341",892
2021,9,60,"19,664",358,301,284,303,294,590,347,326,234,334,312,260,564,738,590,420,989,"1,400",794,668,280,"2,445","1,165","1,789","1,903","1,136",840
2021,9,70,"12,713",288,206,271,237,229,483,260,249,212,214,289,241,451,523,560,337,704,778,579,341,173,"1,277",644,981,"1,028",607,551
2021,9,80,"6,814",219,154,195,190,210,333,164,156,174,110,180,101,220,263,283,137,281,341,238,142,102,602,283,613,529,261,333
2021,9,90,"1,311",51,39,44,50,55,74,33,35,33,20,29,16,33,43,52,30,39,72,35,42,20,109,59,93,81,75,49
2021,9,100,45,0,0,0,5,5,1,3,1,2,2,2,0,1,0,0,2,0,3,1,0,1,6,1,2,2,3,2
2021,10,총,"131,096","1,514","2,355","1,646","1,279","1,247","2,445","1,446","1,438","1,044","1,446","1,437","1,165","2,599","3,533","2,815","2,180","6,324","11,081","3,716","4,015","1,393","27,735","6,267","12,036","16,102","7,699","5,139"
2021,10,0,"9,645",39,289,89,24,31,61,42,47,16,42,53,50,80,149,59,120,502,"1,248",179,267,90,"3,146",302,772,"1,155",499,294
2021,10,10,"12,655",55,199,161,42,56,97,62,71,39,67,68,73,185,278,166,89,521,984,224,334,108,"3,698",501,"1,433","1,992",776,376
2021,10,20,"13,137",83,161,87,85,56,130,101,98,53,123,112,95,180,340,239,204,619,"1,204",327,487,113,"3,083",654,"1,250","1,945",799,509
2021,10,30,"13,930",67,345,104,59,57,147,75,90,48,89,77,83,184,259,161,263,796,"1,776",300,452,122,"3,769",561,"1,041","1,643",834,528
2021,10,40,"20,240",112,343,185,83,81,197,122,107,85,152,131,102,300,422,248,268,905,"1,744",458,522,156,"5,583",909,"1,942","2,974","1,345",764
2021,10,50,"20,873",239,316,229,202,172,325,244,256,146,295,188,147,396,517,453,312,973,"1,525",577,759,228,"4,005","1,181","2,117","2,831","1,347",893
2021,10,60,"19,679",356,298,285,304,294,591,342,325,235,332,310,259,566,735,590,417,981,"1,400",795,669,279,"2,458","1,167","1,796","1,911","1,143",841
2021,10,70,"12,747",291,208,268,236,229,490,263,250,212,212,287,241,451,524,564,335,708,784,580,343,175,"1,274",647,975,"1,036",614,550
2021,10,80,"6,820",218,153,193,187,212,330,161,157,174,111,182,99,223,267,286,140,278,340,240,143,101,603,283,612,531,263,333
2021,10,90,"1,324",54,43,45,52,54,76,31,36,34,21,27,16,33,42,48,30,41,73,35,39,20,110,61,96,82,76,49
2021,10,100,46,0,0,0,5,5,1,3,1,2,2,2,0,1,0,1,2,0,3,1,0,1,6,1,2,2,3,2
2021,11,총,"131,065","1,513","2,338","1,641","1,274","1,243","2,448","1,440","1,431","1,038","1,439","1,438","1,162","2,589","3,524","2,819","2,161","6,292","11,471","3,701","4,033","1,385","27,655","6,231","11,966","16,018","7,700","5,115"
2021,11,0,"9,585",40,280,90,26,31,60,42,46,16,43,52,47,77,148,57,121,493,"1,339",171,259,88,"3,095",293,755,"1,135",492,289
2021,11,10,"12,663",56,197,161,41,53,100,61,74,38,65,67,73,186,274,169,87,516,"1,022",223,326,109,"3,715",499,"1,420","1,979",778,374
2021,11,20,"13,079",84,160,81,83,59,130,94,94,54,120,115,95,183,336,237,197,603,"1,223",320,509,114,"3,072",650,"1,258","1,914",790,504
2021,11,30,"13,875",63,345,106,59,55,144,77,91,47,86,78,80,177,258,160,257,793,"1,875",292,457,120,"3,723",550,"1,015","1,621",834,512
2021,11,40,"20,233",114,338,186,86,77,195,121,106,78,151,130,104,300,418,249,267,904,"1,819",455,518,152,"5,579",898,"1,919","2,963","1,340",766
2021,11,50,"20,906",239,312,224,202,172,330,246,254,147,294,190,144,392,516,448,310,968,"1,552",580,759,227,"4,013","1,183","2,122","2,836","1,354",892
2021,11,60,"19,754",355,299,289,304,297,589,342,324,233,337,310,259,568,738,590,418,982,"1,427",801,670,276,"2,468","1,166","1,793","1,916","1,156",847
2021,11,70,"12,743",289,209,265,236,228,490,258,249,212,212,284,245,445,524,569,335,710,795,580,348,177,"1,274",647,975,"1,033",611,543
2021,11,80,"6,853",217,154,195,184,214,331,166,151,174,110,183,98,227,270,288,140,282,343,243,147,102,601,280,616,537,266,334
2021,11,90,"1,336",56,44,44,52,53,78,30,41,37,19,27,17,33,41,51,29,41,73,35,40,20,109,64,92,82,76,52
2021,11,100,38,0,0,0,1,4,1,3,1,2,2,2,0,1,1,1,0,0,3,1,0,0,6,1,1,2,3,2
2021,12,총,"131,014","1,504","2,305","1,634","1,279","1,243","2,442","1,443","1,429","1,032","1,437","1,432","1,157","2,599","3,498","2,797","2,143","6,274","11,923","3,672","4,045","1,377","27,488","6,219","11,933","15,927","7,727","5,055"
2021,12,0,"9,554",37,271,90,26,32,58,40,48,17,44,51,46,77,154,56,114,485,"1,443",166,253,81,"3,035",293,739,"1,126",493,279
2021,12,10,"12,620",56,196,161,40,53,99,59,71,40,63,66,73,183,265,161,85,518,"1,075",221,329,111,"3,688",497,"1,410","1,954",775,371
2021,12,20,"13,043",86,158,80,84,58,129,96,93,54,120,118,96,188,328,237,196,605,"1,232",307,515,111,"3,071",645,"1,251","1,892",795,498
2021,12,30,"13,834",64,331,104,60,53,149,76,93,45,87,79,78,179,253,157,253,776,"1,970",285,458,119,"3,677",547,"1,009","1,605",831,496
2021,12,40,"20,231",113,341,184,87,80,191,121,104,78,146,128,103,300,411,240,265,895,"1,917",456,511,151,"5,552",890,"1,913","2,942","1,351",761
2021,12,50,"20,944",232,305,224,207,175,330,247,255,148,292,190,144,392,523,442,305,969,"1,614",572,771,226,"3,990","1,192","2,127","2,826","1,367",879
2021,12,60,"19,765",355,301,289,304,297,590,339,322,232,339,310,258,566,732,596,421,983,"1,428",807,667,274,"2,491","1,168","1,787","1,920","1,149",840
2021,12,70,"12,703",285,206,258,232,225,482,260,250,205,214,283,245,445,518,564,331,713,812,576,350,179,"1,264",644,976,"1,033",613,540
2021,12,80,"6,945",223,153,199,184,211,338,170,151,177,110,182,97,233,274,292,143,289,357,245,153,104,601,279,625,544,276,335
2021,12,90,"1,339",53,43,45,54,55,75,32,41,35,20,25,15,35,39,51,30,41,73,35,37,21,114,64,95,83,74,54
2021,12,100,36,0,0,0,1,4,1,3,1,1,2,0,2,1,1,1,0,0,2,2,1,0,5,0,1,2,3,2
