년도,월,나이,부산광역시 해운대구,부산광역시 해운대구 우제1동,부산광역시 해운대구 우제2동,부산광역시 해운대구 우제3동,부산광역시 해운대구 중제1동,부산광역시 해운대구 중제2동,부산광역시 해운대구 좌제1동,부산광역시 해운대구 좌제2동,부산광역시 해운대구 좌제3동,부산광역시 해운대구 좌제4동,부산광역시 해운대구 송정동,부산광역시 해운대구 반여제1동,부산광역시 해운대구 반여제2동,부산광역시 해운대구 반여제3동,부산광역시 해운대구 반여제4동,부산광역시 해운대구 반송제1동,부산광역시 해운대구 반송제2동,부산광역시 해운대구 재송제1동,부산광역시 해운대구 재송제2동
2021,5,0,"13,519",626,"1,378","1,406",993,639,619,973,531,827,224,"1,249",245,106,604,179,422,"1,886",612
2021,5,10,"18,125",755,"1,523","1,558","1,188",568,939,"1,404",863,"1,445",228,"1,972",296,229,751,366,687,"2,393",960
2021,5,20,"22,955","1,510","1,675","1,313","1,639",807,"1,473","2,693",878,"1,404",530,"1,889",639,432,967,685,"1,067","1,946","1,408"
2021,5,30,"23,557","1,456","2,057","1,959","1,781","1,168","1,123","2,343",851,"1,271",580,"1,875",669,338,967,466,855,"2,455","1,343"
2021,5,40,"34,147","1,769","2,879","2,715","2,461","1,410","1,828","2,771","1,409","2,260",624,"3,269",799,527,"1,317",730,"1,402","4,083","1,894"
2021,5,50,"36,374","2,035","2,812","2,595","2,451","1,504","1,599","3,185","1,592","2,253",933,"3,128","1,217",834,"1,576","1,277","2,113","2,768","2,502"
2021,5,60,"31,193","1,979","2,127","2,036","1,830","1,324","1,005","2,098","1,216","1,416","1,080","2,411","1,415","1,038","1,311","1,446","2,723","2,276","2,462"
2021,5,70,"17,259","1,156","1,127",995,"1,048",637,657,"1,168",724,796,580,"1,175",899,626,519,"1,219","1,830","1,046","1,057"
2021,5,80,"8,596",485,555,475,496,266,422,669,465,491,314,568,419,321,232,549,909,434,526
2021,5,90,"1,344",84,111,83,72,55,44,96,73,72,54,108,39,38,34,81,145,73,82
2021,5,100,51,4,3,3,14,5,2,1,1,1,1,0,1,0,1,3,4,4,3
2021,6,총,"207,030","11,855","16,217","15,135","14,147","8,384","9,704","17,341","8,609","12,232","5,151","17,636","6,613","4,456","8,242","6,994","12,124","19,360","12,830"
2021,6,0,"13,444",634,"1,371","1,399","1,017",642,608,962,522,818,225,"1,245",246,99,596,175,415,"1,863",607
2021,6,10,"18,091",754,"1,522","1,567","1,194",564,938,"1,394",857,"1,447",224,"1,956",285,226,747,367,686,"2,401",962
2021,6,20,"22,938","1,499","1,664","1,304","1,674",805,"1,481","2,696",885,"1,389",526,"1,899",638,429,953,683,"1,063","1,948","1,402"
2021,6,30,"23,497","1,456","2,053","1,953","1,823","1,165","1,109","2,336",848,"1,274",580,"1,876",661,324,958,455,842,"2,444","1,340"
2021,6,40,"34,113","1,769","2,874","2,711","2,480","1,407","1,805","2,757","1,412","2,259",627,"3,253",800,526,"1,313",740,"1,401","4,087","1,892"
2021,6,50,"36,334","2,033","2,797","2,591","2,469","1,508","1,630","3,166","1,585","2,252",935,"3,132","1,206",828,"1,570","1,267","2,095","2,767","2,503"
2021,6,60,"31,335","1,990","2,142","2,048","1,854","1,332","1,008","2,098","1,227","1,431","1,084","2,409","1,421","1,039","1,321","1,446","2,731","2,291","2,463"
2021,6,70,"17,252","1,145","1,126",995,"1,048",634,657,"1,165",720,798,578,"1,191",895,625,519,"1,221","1,829","1,050","1,056"
2021,6,80,"8,612",486,554,481,503,265,421,667,477,489,317,564,419,322,230,557,909,432,519
2021,6,90,"1,364",85,111,84,71,57,45,99,75,74,54,111,40,38,34,80,149,74,83
2021,6,100,50,4,3,2,14,5,2,1,1,1,1,0,2,0,1,3,4,3,3
2021,7,총,"206,872","11,853","16,192","15,165","14,240","8,390","9,669","17,331","8,601","12,235","5,142","17,601","6,586","4,439","8,226","6,982","12,093","19,344","12,783"
2021,7,0,"13,382",631,"1,367","1,403","1,027",642,597,959,521,813,226,"1,230",245,100,591,174,411,"1,846",599
2021,7,10,"18,052",756,"1,512","1,567","1,203",560,932,"1,395",856,"1,448",223,"1,961",284,225,743,363,680,"2,388",956
2021,7,20,"22,884","1,507","1,654","1,303","1,677",815,"1,467","2,674",885,"1,389",519,"1,886",623,424,948,681,"1,059","1,970","1,403"
2021,7,30,"23,434","1,448","2,053","1,947","1,839","1,173","1,110","2,348",842,"1,266",585,"1,859",674,320,954,446,822,"2,422","1,326"
2021,7,40,"34,002","1,762","2,859","2,708","2,499","1,398","1,794","2,754","1,398","2,259",624,"3,232",791,519,"1,310",739,"1,398","4,076","1,882"
2021,7,50,"36,335","2,030","2,807","2,601","2,485","1,506","1,632","3,152","1,582","2,260",931,"3,142","1,198",827,"1,564","1,255","2,084","2,777","2,502"
2021,7,60,"31,478","2,002","2,145","2,072","1,875","1,340","1,013","2,116","1,240","1,435","1,083","2,425","1,416","1,031","1,328","1,456","2,739","2,300","2,462"
2021,7,70,"17,237","1,140","1,125",994,"1,040",631,657,"1,166",719,800,580,"1,185",892,633,521,"1,217","1,835","1,059","1,043"
2021,7,80,"8,648",488,555,483,508,262,419,669,483,486,315,572,421,323,229,569,911,430,525
2021,7,90,"1,367",85,112,84,73,58,46,96,74,78,55,108,40,37,37,79,150,73,82
2021,7,100,53,4,3,3,14,5,2,2,1,1,1,1,2,0,1,3,4,3,3
2021,8,총,"206,634","11,834","16,138","15,163","14,277","8,355","9,680","17,305","8,610","12,228","5,130","17,578","6,562","4,418","8,217","6,974","12,055","19,333","12,777"
2021,8,0,"13,345",625,"1,361","1,408","1,026",638,588,967,520,813,221,"1,228",245,100,591,171,406,"1,839",598
2021,8,10,"17,982",758,"1,491","1,562","1,206",559,938,"1,387",855,"1,450",219,"1,945",281,221,754,352,668,"2,387",949
2021,8,20,"22,748","1,495","1,649","1,299","1,668",803,"1,457","2,676",880,"1,370",515,"1,881",605,422,935,683,"1,054","1,959","1,397"
2021,8,30,"23,378","1,442","2,027","1,942","1,861","1,161","1,117","2,324",849,"1,281",582,"1,860",672,317,945,446,820,"2,397","1,335"
2021,8,40,"33,850","1,752","2,850","2,711","2,495","1,392","1,783","2,736","1,388","2,243",623,"3,202",789,506,"1,303",740,"1,392","4,081","1,864"
2021,8,50,"36,405","2,035","2,810","2,597","2,498","1,499","1,654","3,155","1,587","2,261",924,"3,158","1,205",831,"1,565","1,248","2,077","2,794","2,507"
2021,8,60,"31,543","2,006","2,153","2,078","1,882","1,351","1,014","2,123","1,241","1,440","1,092","2,420","1,405","1,026","1,331","1,457","2,733","2,317","2,474"
2021,8,70,"17,243","1,142","1,120",997,"1,043",622,657,"1,162",727,797,580,"1,197",895,630,517,"1,225","1,836","1,056","1,040"
2021,8,80,"8,700",486,558,481,509,266,424,673,483,496,318,577,423,328,238,571,911,427,531
2021,8,90,"1,388",89,116,86,76,59,46,100,79,76,54,109,40,37,37,78,154,73,79
2021,8,100,52,4,3,2,13,5,2,2,1,1,2,1,2,0,1,3,4,3,3
2021,9,총,"206,614","11,840","16,121","15,185","14,305","8,321","9,686","17,341","8,627","12,222","5,142","17,582","6,569","4,406","8,209","6,983","12,022","19,320","12,733"
2021,9,0,"13,284",619,"1,364","1,405","1,027",638,584,962,525,807,222,"1,227",248,100,579,179,399,"1,808",591
2021,9,10,"18,002",766,"1,483","1,565","1,209",556,943,"1,391",849,"1,449",218,"1,945",281,218,756,352,660,"2,418",943
2021,9,20,"22,720","1,505","1,652","1,306","1,657",795,"1,461","2,685",887,"1,363",517,"1,872",604,426,934,693,"1,038","1,947","1,378"
2021,9,30,"23,301","1,433","2,013","1,938","1,864","1,159","1,105","2,327",849,"1,291",584,"1,847",676,315,943,445,818,"2,370","1,324"
2021,9,40,"33,779","1,741","2,836","2,718","2,514","1,389","1,784","2,725","1,382","2,223",622,"3,206",779,495,"1,300",741,"1,384","4,086","1,854"
2021,9,50,"36,393","2,042","2,813","2,593","2,499","1,483","1,653","3,165","1,592","2,264",921,"3,149","1,209",830,"1,562","1,238","2,069","2,796","2,515"
2021,9,60,"31,677","2,017","2,164","2,086","1,892","1,352","1,025","2,144","1,252","1,450","1,097","2,441","1,405","1,022","1,332","1,453","2,741","2,326","2,478"
2021,9,70,"17,250","1,139","1,113",994,"1,041",618,654,"1,165",732,800,578,"1,199",894,630,525,"1,232","1,839","1,063","1,034"
2021,9,80,"8,748",483,563,487,512,267,427,676,479,496,326,587,431,333,239,568,912,427,535
2021,9,90,"1,408",91,115,91,77,59,49,99,79,78,55,108,40,37,38,79,159,76,78
2021,9,100,52,4,5,2,13,5,1,2,1,1,2,1,2,0,1,3,3,3,3
2021,10,총,"206,362","11,811","16,080","15,201","14,328","8,321","9,678","17,334","8,603","12,214","5,138","17,575","6,552","4,396","8,180","6,957","11,994","19,300","12,700"
2021,10,0,"13,248",617,"1,356","1,406","1,023",643,587,971,521,802,223,"1,224",248,99,577,177,392,"1,798",584
2021,10,10,"17,951",762,"1,478","1,571","1,218",553,930,"1,381",848,"1,447",214,"1,934",277,218,754,346,652,"2,428",940
2021,10,20,"22,646","1,508","1,651","1,316","1,662",801,"1,444","2,684",874,"1,361",516,"1,863",602,420,923,688,"1,025","1,941","1,367"
2021,10,30,"23,165","1,409","2,000","1,909","1,856","1,155","1,103","2,325",840,"1,299",578,"1,834",666,315,947,443,815,"2,343","1,328"
2021,10,40,"33,680","1,741","2,815","2,713","2,518","1,389","1,792","2,714","1,383","2,205",621,"3,212",767,489,"1,286",735,"1,380","4,085","1,835"
2021,10,50,"36,417","2,034","2,823","2,595","2,513","1,481","1,654","3,179","1,595","2,269",921,"3,148","1,215",827,"1,559","1,233","2,061","2,802","2,508"
2021,10,60,"31,758","2,017","2,153","2,107","1,891","1,355","1,030","2,139","1,250","1,458","1,104","2,456","1,405","1,030","1,337","1,457","2,741","2,335","2,493"
2021,10,70,"17,260","1,142","1,114","1,001","1,037",621,658,"1,161",734,805,576,"1,199",896,628,523,"1,223","1,848","1,068","1,026"
2021,10,80,"8,778",485,570,490,522,258,431,675,476,487,330,597,433,333,237,572,921,422,539
2021,10,90,"1,406",93,115,91,75,60,48,103,81,80,53,106,41,37,36,79,155,76,77
2021,10,100,53,3,5,2,13,5,1,2,1,1,2,2,2,0,1,4,4,2,3
2021,11,총,"206,138","11,816","16,038","15,214","14,364","8,329","9,688","17,335","8,589","12,181","5,110","17,532","6,537","4,381","8,172","6,913","11,974","19,291","12,674"
2021,11,0,"13,192",621,"1,352","1,404","1,022",639,580,973,519,790,216,"1,217",242,94,577,177,390,"1,802",577
2021,11,10,"17,938",763,"1,479","1,575","1,217",563,942,"1,373",851,"1,446",217,"1,917",277,217,752,336,648,"2,423",942
2021,11,20,"22,575","1,520","1,640","1,311","1,667",795,"1,443","2,671",872,"1,357",513,"1,859",596,411,923,683,"1,010","1,948","1,356"
2021,11,30,"23,074","1,398","1,975","1,914","1,864","1,152","1,110","2,328",842,"1,287",558,"1,817",662,310,942,434,815,"2,337","1,329"
2021,11,40,"33,556","1,736","2,810","2,707","2,521","1,391","1,781","2,707","1,378","2,194",622,"3,202",765,485,"1,279",722,"1,372","4,058","1,826"
2021,11,50,"36,396","2,037","2,815","2,599","2,523","1,482","1,652","3,180","1,590","2,277",910,"3,158","1,205",823,"1,555","1,224","2,056","2,818","2,492"
2021,11,60,"31,845","2,024","2,154","2,121","1,911","1,367","1,029","2,153","1,247","1,460","1,114","2,450","1,403","1,044","1,345","1,460","2,738","2,326","2,499"
2021,11,70,"17,284","1,143","1,124",997,"1,037",617,667,"1,162",730,800,572,"1,209",903,628,517,"1,217","1,856","1,076","1,029"
2021,11,80,"8,821",477,570,491,523,258,434,681,477,490,330,597,438,333,244,579,930,424,545
2021,11,90,"1,415",94,115,93,77,60,49,106,82,79,56,104,44,36,36,77,155,76,76
2021,11,100,42,3,4,2,2,5,1,1,1,1,2,2,2,0,2,4,4,3,3
2021,12,총,"205,814","11,769","16,035","15,200","14,420","8,337","9,679","17,290","8,565","12,160","5,132","17,491","6,510","4,359","8,146","6,896","11,955","19,224","12,646"
2021,12,0,"13,118",613,"1,346","1,406","1,031",634,575,975,518,786,218,"1,203",244,86,572,175,389,"1,774",573
2021,12,10,"17,903",753,"1,478","1,592","1,215",558,938,"1,363",842,"1,444",220,"1,924",277,210,748,331,644,"2,423",943
2021,12,20,"22,407","1,515","1,628","1,288","1,680",804,"1,433","2,638",859,"1,343",515,"1,842",589,412,906,674,"1,006","1,924","1,351"
2021,12,30,"22,974","1,377","1,974","1,907","1,858","1,138","1,122","2,321",843,"1,297",555,"1,809",657,304,938,432,816,"2,309","1,317"
2021,12,40,"33,449","1,727","2,803","2,709","2,538","1,395","1,766","2,695","1,359","2,181",626,"3,181",756,482,"1,277",713,"1,355","4,062","1,824"
2021,12,50,"36,408","2,042","2,821","2,589","2,516","1,482","1,660","3,178","1,605","2,272",914,"3,174","1,195",817,"1,555","1,227","2,057","2,816","2,488"
2021,12,60,"31,879","2,019","2,168","2,121","1,928","1,374","1,033","2,168","1,242","1,464","1,118","2,443","1,395","1,043","1,346","1,460","2,735","2,324","2,498"
2021,12,70,"17,322","1,148","1,125","1,002","1,040",625,664,"1,155",731,798,575,"1,210",909,629,521,"1,221","1,859","1,086","1,024"
2021,12,80,"8,883",483,573,491,531,261,439,686,487,494,330,603,439,340,244,580,931,423,548
2021,12,90,"1,430",91,115,93,81,61,48,109,78,80,59,99,47,36,37,79,159,80,78
2021,12,100,41,1,4,2,2,5,1,2,1,1,2,3,2,0,2,4,4,3,2
