년도,월,나이,안산시,상록구,일동,이동,사동,사이동,해양동,본오1동,본오2동,본오3동,부곡동,월피동,성포동,반월동,안산동,단원구,와동,고잔동,중앙동,호수동,원곡동,백운동,신길동,초지동,선부1동,선부2동,선부3동,대부동
2020,12,60,"34,038","18,271","1,270","1,271","1,394","1,659","1,337","1,754","1,391","1,115","1,125","2,004","1,646","1,551",754,"15,767","1,838","1,233","1,346","1,850",436,"1,119","1,241","2,150","1,033",886,"1,613","1,022"
2020,12,70,"16,481","9,421",830,712,908,718,393,"1,033",840,656,639,913,604,824,351,"7,060",987,629,446,621,301,441,499,"1,037",447,408,729,515
2020,12,80,"9,618","5,505",405,366,774,423,222,565,459,358,374,612,397,350,200,"4,113",558,363,271,431,157,189,283,601,271,245,426,318
2020,12,90,"1,654",954,80,67,137,68,53,82,70,52,48,94,85,74,44,700,90,47,69,86,19,28,54,114,40,30,61,62
2020,12,100,100,53,4,6,10,5,0,0,4,0,3,8,5,3,5,47,6,2,4,3,5,9,3,5,1,2,4,3
2021,1,총,"319,468","172,889","12,233","11,125","15,695","16,284","19,176","18,359","13,507","10,086","10,604","18,908","13,623","8,942","4,347","146,579","18,427","10,967","12,611","21,923","2,665","9,076","10,522","22,858","8,694","7,508","17,123","4,205"
2021,1,0,"21,770","11,629",851,533,868,"1,214","2,256","1,287",750,458,709,"1,097",804,563,239,"10,141","1,296",580,780,"1,695",146,642,783,"1,835",623,452,"1,173",136
2021,1,10,"30,997","16,729","1,250",763,"1,385","1,772","2,261","1,913","1,444",858,"1,069","1,792","1,230",626,366,"14,268","1,851",930,"1,063","2,493",150,865,"1,231","2,344",690,741,"1,730",180
2021,1,20,"49,864","27,235","1,856","2,075","2,720","2,508","2,824","2,803","2,116","1,731","1,634","3,220","2,250","1,006",492,"22,629","2,727","2,088","2,547","3,688",190,"1,323","1,343","3,428","1,226","1,105","2,658",306
2021,1,30,"38,997","20,308","1,376","1,524","1,912","1,976","2,903","2,098","1,381","1,110","1,068","1,994","1,545","1,005",416,"18,689","2,250","1,401","1,814","2,723",250,"1,149","1,240","3,218","1,290",793,"2,281",280
2021,1,40,"52,840","28,535","2,088","1,730","2,599","2,731","3,549","3,324","2,288","1,572","1,732","3,073","1,998","1,232",619,"24,305","3,298","1,646","1,919","3,827",401,"1,411","1,798","3,998","1,322","1,250","3,016",419
2021,1,50,"62,509","33,900","2,204","2,056","2,963","3,183","3,284","3,472","2,745","2,165","2,186","4,061","3,026","1,700",855,"28,609","3,491","2,044","2,332","4,483",601,"1,878","2,017","4,078","1,737","1,593","3,407",948
2021,1,60,"34,488","18,532","1,281","1,288","1,413","1,666","1,408","1,785","1,412","1,125","1,136","2,035","1,678","1,554",751,"15,956","1,868","1,235","1,359","1,873",442,"1,131","1,258","2,190","1,038",887,"1,636","1,039"
2021,1,70,"16,546","9,455",835,715,905,735,402,"1,029",836,654,640,917,600,827,360,"7,091",989,634,446,624,299,449,503,"1,040",456,406,730,515
2021,1,80,"9,700","5,552",407,365,782,426,235,565,460,363,380,614,401,353,201,"4,148",561,359,279,429,162,192,292,609,272,249,424,320
2021,1,90,"1,657",961,81,70,138,68,54,83,70,50,47,97,87,73,43,696,89,48,68,84,19,27,54,113,40,30,64,60
2021,1,100,100,53,4,6,10,5,0,0,5,0,3,8,4,3,5,47,7,2,4,4,5,9,3,5,0,2,4,2
2021,2,총,"319,375","172,873","12,211","11,149","15,633","16,263","19,474","18,318","13,456","10,051","10,587","18,860","13,623","8,918","4,330","146,502","18,405","10,940","12,632","21,893","2,668","9,077","10,507","22,896","8,692","7,508","17,096","4,188"
2021,2,0,"21,603","11,544",839,535,852,"1,206","2,270","1,268",744,454,704,"1,077",805,554,236,"10,059","1,278",567,769,"1,697",147,639,780,"1,826",616,443,"1,167",130
2021,2,10,"30,809","16,625","1,236",758,"1,362","1,768","2,307","1,904","1,419",847,"1,056","1,766","1,214",622,366,"14,184","1,847",913,"1,065","2,488",151,859,"1,220","2,332",687,731,"1,713",178
2021,2,20,"49,814","27,222","1,856","2,070","2,710","2,492","2,869","2,802","2,122","1,718","1,619","3,230","2,249","1,004",481,"22,592","2,725","2,093","2,582","3,643",186,"1,322","1,327","3,425","1,224","1,109","2,659",297
2021,2,30,"38,895","20,259","1,372","1,534","1,902","1,962","2,928","2,071","1,360","1,110","1,062","1,999","1,548",997,414,"18,636","2,240","1,397","1,794","2,714",248,"1,146","1,236","3,246","1,284",792,"2,257",282
2021,2,40,"52,678","28,459","2,070","1,724","2,588","2,743","3,619","3,309","2,272","1,557","1,722","3,031","1,979","1,233",612,"24,219","3,273","1,636","1,916","3,805",401,"1,402","1,794","3,984","1,313","1,258","3,017",420
2021,2,50,"62,574","33,954","2,207","2,067","2,949","3,180","3,341","3,478","2,738","2,158","2,199","4,076","3,034","1,677",850,"28,620","3,499","2,040","2,330","4,502",598,"1,880","2,027","4,094","1,742","1,578","3,400",930
2021,2,60,"34,920","18,742","1,295","1,297","1,427","1,679","1,437","1,804","1,428","1,144","1,159","2,047","1,699","1,565",761,"16,178","1,902","1,248","1,381","1,901",451,"1,151","1,265","2,210","1,050",903,"1,660","1,056"
2021,2,70,"16,495","9,434",835,712,909,725,409,"1,027",833,649,636,913,599,827,360,"7,061",981,633,445,622,298,447,498,"1,041",459,405,724,508
2021,2,80,"9,811","5,608",416,373,780,433,240,570,465,365,382,617,405,360,202,"4,203",566,363,278,431,164,194,301,617,275,256,432,326
2021,2,90,"1,674",971,80,72,144,70,54,85,70,49,45,96,87,76,43,703,87,48,68,87,18,28,56,116,42,31,63,59
2021,2,100,102,55,5,7,10,5,0,0,5,0,3,8,4,3,5,47,7,2,4,3,6,9,3,5,0,2,4,2
2021,3,총,"319,317","173,067","12,212","11,112","15,596","16,272","20,103","18,295","13,417","9,999","10,524","18,801","13,553","8,883","4,300","146,250","18,348","10,881","12,656","21,914","2,636","9,044","10,490","22,850","8,724","7,466","17,041","4,200"
2021,3,0,"21,470","11,487",844,542,837,"1,200","2,288","1,264",745,445,689,"1,059",800,545,229,"9,983","1,254",563,756,"1,690",143,636,773,"1,818",622,441,"1,157",130
2021,3,10,"30,796","16,715","1,234",742,"1,353","1,752","2,520","1,875","1,410",841,"1,048","1,750","1,209",615,366,"14,081","1,831",901,"1,053","2,479",149,858,"1,214","2,306",685,718,"1,708",179
2021,3,20,"50,060","27,447","1,858","2,062","2,700","2,491","3,156","2,824","2,129","1,707","1,608","3,236","2,206",996,474,"22,613","2,710","2,077","2,640","3,655",186,"1,319","1,323","3,432","1,234","1,110","2,630",297
2021,3,30,"38,812","20,231","1,366","1,521","1,904","1,974","2,940","2,070","1,347","1,103","1,042","2,011","1,542",997,414,"18,581","2,223","1,389","1,788","2,723",247,"1,140","1,233","3,237","1,292",779,"2,247",283
2021,3,40,"52,303","28,265","2,071","1,708","2,565","2,734","3,651","3,287","2,237","1,543","1,699","2,985","1,956","1,225",604,"24,038","3,264","1,616","1,896","3,788",392,"1,391","1,781","3,953","1,310","1,240","2,987",420
2021,3,50,"62,481","33,899","2,197","2,067","2,945","3,182","3,360","3,473","2,738","2,153","2,203","4,070","3,013","1,659",839,"28,582","3,482","2,036","2,344","4,504",597,"1,864","2,023","4,109","1,736","1,574","3,396",917
2021,3,60,"35,342","18,963","1,314","1,309","1,443","1,703","1,478","1,816","1,444","1,146","1,174","2,059","1,729","1,577",771,"16,379","1,943","1,255","1,392","1,932",451,"1,169","1,274","2,218","1,067",913,"1,689","1,076"
2021,3,70,"16,454","9,407",828,710,904,725,411,"1,031",822,647,632,917,599,825,356,"7,047",974,634,443,621,296,438,504,"1,032",460,407,724,514
2021,3,80,"9,850","5,643",418,376,794,433,244,571,469,368,384,609,404,368,205,"4,207",570,361,277,430,159,197,303,623,277,252,436,322
2021,3,90,"1,677",969,78,72,143,73,55,84,71,46,42,99,91,74,41,708,91,49,63,90,16,25,59,118,41,31,65,60
2021,3,100,72,41,4,3,8,5,0,0,5,0,3,6,4,2,1,31,6,0,4,2,0,7,3,4,0,1,2,2
2021,4,총,"319,337","173,176","12,175","11,125","15,577","16,260","20,382","18,245","13,403","9,995","10,535","18,770","13,579","8,847","4,283","146,161","18,289","10,862","12,633","21,946","2,613","9,044","10,456","22,902","8,756","7,451","17,007","4,202"
2021,4,0,"21,362","11,420",835,533,836,"1,186","2,288","1,240",748,443,691,"1,058",799,536,227,"9,942","1,249",564,752,"1,685",140,632,761,"1,822",624,438,"1,144",131
2021,4,10,"30,712","16,713","1,229",761,"1,343","1,747","2,592","1,868","1,406",833,"1,052","1,725","1,197",605,355,"13,999","1,811",886,"1,045","2,481",147,855,"1,208","2,287",685,716,"1,700",178
2021,4,20,"50,161","27,573","1,839","2,057","2,695","2,514","3,299","2,821","2,115","1,708","1,604","3,245","2,203",996,477,"22,588","2,699","2,086","2,641","3,664",179,"1,312","1,312","3,427","1,234","1,112","2,627",295
2021,4,30,"38,747","20,165","1,360","1,519","1,908","1,944","2,943","2,054","1,350","1,097","1,035","1,998","1,560",987,410,"18,582","2,198","1,379","1,792","2,730",249,"1,144","1,235","3,253","1,303",783,"2,233",283
2021,4,40,"52,088","28,118","2,065","1,695","2,520","2,732","3,659","3,274","2,214","1,535","1,705","2,966","1,937","1,214",602,"23,970","3,251","1,599","1,891","3,798",381,"1,383","1,778","3,947","1,315","1,220","2,982",425
2021,4,50,"62,511","33,939","2,198","2,080","2,982","3,167","3,387","3,466","2,748","2,156","2,203","4,053","3,027","1,643",829,"28,572","3,488","2,045","2,334","4,495",593,"1,869","2,011","4,125","1,740","1,579","3,378",915
2021,4,60,"35,671","19,141","1,323","1,311","1,439","1,732","1,499","1,829","1,457","1,163","1,179","2,090","1,750","1,591",778,"16,530","1,955","1,261","1,400","1,958",452,"1,178","1,290","2,252","1,073",913,"1,720","1,078"
2021,4,70,"16,430","9,419",831,714,913,729,409,"1,035",819,635,631,920,601,827,355,"7,011",976,632,437,612,298,438,497,"1,032",462,401,716,510
2021,4,80,"9,888","5,671",413,378,793,428,251,570,469,378,391,610,412,370,208,"4,217",567,361,272,429,158,197,303,635,276,255,439,325
2021,4,90,"1,697",979,78,74,141,78,55,88,72,47,41,99,89,76,41,718,89,49,65,92,16,29,58,117,44,33,66,60
2021,4,100,70,38,4,3,7,3,0,0,5,0,3,6,4,2,1,32,6,0,4,2,0,7,3,5,0,1,2,2
2021,5,총,"319,252","173,156","12,157","11,131","15,616","16,305","20,446","18,189","13,371","9,951","10,539","18,788","13,566","8,823","4,274","146,096","18,251","10,860","12,664","21,952","2,625","9,028","10,463","22,897","8,730","7,425","16,980","4,221"
2021,5,0,"21,240","11,327",823,528,834,"1,181","2,278","1,234",744,434,681,"1,056",791,525,218,"9,913","1,242",565,751,"1,678",140,635,766,"1,810",619,437,"1,142",128
2021,5,10,"30,552","16,621","1,224",757,"1,333","1,729","2,587","1,858","1,395",830,"1,054","1,707","1,193",599,355,"13,931","1,796",876,"1,032","2,478",146,853,"1,201","2,288",678,711,"1,696",176
2021,5,20,"50,072","27,573","1,827","2,047","2,713","2,539","3,341","2,798","2,108","1,691","1,596","3,272","2,186",986,469,"22,499","2,676","2,082","2,658","3,661",179,"1,286","1,315","3,421","1,228","1,095","2,602",296
2021,5,30,"38,764","20,205","1,365","1,525","1,902","1,961","2,931","2,049","1,345","1,100","1,040","2,012","1,584",980,411,"18,559","2,190","1,369","1,800","2,724",254,"1,153","1,236","3,229","1,303",779,"2,235",287
2021,5,40,"51,806","27,959","2,051","1,695","2,523","2,725","3,666","3,244","2,184","1,519","1,699","2,925","1,919","1,210",599,"23,847","3,231","1,596","1,893","3,771",378,"1,381","1,775","3,928","1,295","1,214","2,961",424
2021,5,50,"62,608","33,984","2,195","2,075","3,000","3,178","3,402","3,475","2,763","2,146","2,212","4,064","3,014","1,631",829,"28,624","3,503","2,056","2,337","4,510",600,"1,861","2,005","4,128","1,740","1,576","3,389",919
2021,5,60,"36,006","19,313","1,342","1,325","1,455","1,742","1,517","1,836","1,464","1,171","1,197","2,103","1,767","1,608",786,"16,693","1,968","1,271","1,415","1,989",455,"1,188","1,304","2,288","1,085",915,"1,726","1,089"
2021,5,70,"16,429","9,408",827,718,908,727,412,"1,035",815,635,625,917,607,826,356,"7,021",980,628,431,613,298,437,497,"1,041",459,409,716,512
2021,5,80,"9,986","5,735",417,384,800,443,253,573,473,378,390,624,408,379,213,"4,251",569,367,278,432,158,199,303,642,276,255,445,327
2021,5,90,"1,719",993,82,74,141,77,59,87,75,47,42,102,93,77,37,726,90,50,65,94,17,28,58,118,46,33,66,61
2021,5,100,70,38,4,3,7,3,0,0,5,0,3,6,4,2,1,32,6,0,4,2,0,7,3,4,1,1,2,2
2021,6,총,"319,064","172,959","12,132","11,144","15,589","16,268","20,413","18,148","13,380","9,937","10,546","18,759","13,544","8,812","4,287","146,105","18,233","10,862","12,650","21,965","2,615","9,025","10,474","22,929","8,737","7,402","16,972","4,241"
2021,6,0,"21,142","11,251",819,528,822,"1,169","2,262","1,215",748,434,683,"1,042",785,525,219,"9,891","1,225",565,743,"1,685",138,631,758,"1,820",616,438,"1,143",129
2021,6,10,"30,424","16,530","1,225",755,"1,313","1,711","2,564","1,876","1,379",826,"1,051","1,687","1,192",593,358,"13,894","1,799",875,"1,040","2,466",147,851,"1,196","2,273",678,702,"1,695",172
2021,6,20,"49,968","27,481","1,820","2,054","2,712","2,521","3,317","2,777","2,109","1,683","1,584","3,277","2,168",987,472,"22,487","2,677","2,091","2,632","3,649",173,"1,294","1,320","3,413","1,235","1,099","2,601",303
2021,6,30,"38,710","20,192","1,356","1,530","1,904","1,968","2,927","2,040","1,346","1,104","1,042","2,012","1,580",971,412,"18,518","2,174","1,369","1,811","2,711",256,"1,142","1,235","3,226","1,309",773,"2,223",289
2021,6,40,"51,672","27,855","2,051","1,688","2,494","2,722","3,679","3,233","2,177","1,501","1,689","2,908","1,909","1,207",597,"23,817","3,218","1,596","1,889","3,778",373,"1,379","1,775","3,929","1,298","1,211","2,952",419
2021,6,50,"62,560","33,974","2,185","2,070","3,006","3,164","3,404","3,477","2,763","2,138","2,228","4,072","3,007","1,631",829,"28,586","3,503","2,051","2,324","4,514",600,"1,863","2,005","4,130","1,725","1,564","3,382",925
2021,6,60,"36,293","19,467","1,347","1,336","1,467","1,762","1,537","1,830","1,486","1,185","1,209","2,114","1,790","1,614",790,"16,826","1,981","1,275","1,430","2,011",453,"1,200","1,314","2,309","1,095",920,"1,742","1,096"
2021,6,70,"16,438","9,425",831,721,909,723,416,"1,037",817,636,621,918,609,828,359,"7,013",976,623,431,618,301,431,500,"1,047",459,404,715,508
2021,6,80,"10,052","5,750",414,385,812,447,250,574,475,382,391,621,406,378,215,"4,302",584,366,282,435,157,199,309,651,276,258,449,336
2021,6,90,"1,734",996,80,74,143,78,57,89,75,48,45,102,94,76,35,738,90,51,64,96,17,27,59,127,45,32,68,62
2021,6,100,71,38,4,3,7,3,0,0,5,0,3,6,4,2,1,33,6,0,4,2,0,8,3,4,1,1,2,2
2021,7,총,"318,928","172,856","12,153","11,153","15,561","16,255","20,386","18,109","13,364","9,931","10,558","18,750","13,531","8,792","4,313","146,072","18,225","10,858","12,621","21,929","2,623","9,050","10,478","22,961","8,723","7,392","16,956","4,256"
2021,7,0,"21,027","11,184",811,527,814,"1,158","2,255","1,200",742,431,683,"1,036",783,526,218,"9,843","1,218",565,735,"1,666",140,630,749,"1,818",617,435,"1,145",125
2021,7,10,"30,342","16,474","1,231",748,"1,301","1,706","2,542","1,869","1,369",827,"1,047","1,692","1,187",594,361,"13,868","1,790",876,"1,039","2,463",152,857,"1,197","2,267",678,695,"1,685",169
2021,7,20,"49,822","27,393","1,829","2,047","2,701","2,519","3,291","2,766","2,107","1,673","1,585","3,269","2,156",976,474,"22,429","2,667","2,077","2,629","3,629",175,"1,297","1,313","3,415","1,234","1,104","2,582",307
2021,7,30,"38,689","20,174","1,355","1,539","1,901","1,976","2,919","2,022","1,349","1,098","1,045","2,013","1,585",961,411,"18,515","2,169","1,374","1,801","2,722",255,"1,144","1,223","3,227","1,313",774,"2,224",289
2021,7,40,"51,489","27,766","2,044","1,691","2,480","2,715","3,698","3,224","2,159","1,483","1,679","2,903","1,895","1,197",598,"23,723","3,208","1,596","1,869","3,769",372,"1,377","1,767","3,909","1,291","1,207","2,940",418
2021,7,50,"62,582","33,983","2,201","2,073","3,013","3,158","3,401","3,486","2,774","2,145","2,240","4,029","3,001","1,627",835,"28,599","3,507","2,056","2,319","4,507",600,"1,874","2,014","4,151","1,710","1,553","3,382",926
2021,7,60,"36,620","19,634","1,356","1,340","1,474","1,768","1,556","1,851","1,488","1,199","1,212","2,147","1,811","1,630",802,"16,986","2,010","1,276","1,448","2,029",455,"1,206","1,332","2,334","1,103",926,"1,756","1,111"
2021,7,70,"16,457","9,425",821,719,908,725,417,"1,030",821,641,625,919,611,827,361,"7,032",978,623,432,619,300,434,510,"1,051",455,407,714,509
2021,7,80,"10,094","5,793",424,389,820,449,253,573,476,388,391,633,404,377,216,"4,301",581,365,282,431,157,196,308,653,275,258,457,338
2021,7,90,"1,735",991,77,76,142,78,54,88,74,46,48,103,94,75,36,744,91,50,64,92,17,27,62,132,46,32,69,62
2021,7,100,71,39,4,4,7,3,0,0,5,0,3,6,4,2,1,32,6,0,3,2,0,8,3,4,1,1,2,2
2021,8,총,"318,776","172,440","12,110","11,185","15,533","16,175","20,371","18,070","13,324","9,896","10,537","18,676","13,460","8,778","4,325","146,336","18,182","10,826","12,570","21,871","2,620","9,819","10,418","22,847","8,651","7,341","16,919","4,272"
2021,8,0,"20,896","11,046",796,525,808,"1,132","2,251","1,179",727,418,678,"1,017",772,528,215,"9,850","1,217",556,727,"1,662",138,702,741,"1,806",610,432,"1,133",126
2021,8,10,"30,139","16,358","1,228",749,"1,303","1,693","2,519","1,862","1,360",811,"1,043","1,660","1,179",592,359,"13,781","1,782",868,"1,030","2,442",155,908,"1,172","2,239",664,677,"1,674",170
2021,8,20,"49,758","27,297","1,815","2,058","2,700","2,499","3,286","2,754","2,104","1,662","1,571","3,260","2,151",965,472,"22,461","2,668","2,064","2,626","3,598",176,"1,421","1,310","3,394","1,234","1,097","2,572",301
2021,8,30,"38,649","20,096","1,352","1,540","1,873","1,970","2,912","2,011","1,340","1,090","1,060","2,009","1,569",962,408,"18,553","2,144","1,374","1,799","2,701",253,"1,303","1,209","3,212","1,295",763,"2,211",289
2021,8,40,"51,252","27,612","2,030","1,682","2,471","2,682","3,699","3,207","2,144","1,473","1,670","2,888","1,879","1,186",601,"23,640","3,199","1,575","1,847","3,733",376,"1,473","1,753","3,865","1,274","1,196","2,932",417
2021,8,50,"62,677","33,975","2,208","2,083","3,010","3,158","3,412","3,480","2,776","2,155","2,240","4,012","2,979","1,627",835,"28,702","3,482","2,064","2,312","4,530",593,"2,010","2,011","4,147","1,701","1,541","3,384",927
2021,8,60,"36,971","19,770","1,354","1,346","1,483","1,786","1,563","1,878","1,501","1,205","1,212","2,172","1,817","1,633",820,"17,201","2,029","1,286","1,458","2,057",456,"1,293","1,339","2,342","1,106",937,"1,770","1,128"
2021,8,70,"16,483","9,433",824,719,912,724,424,"1,038",819,640,621,909,614,828,361,"7,050",975,619,429,621,297,463,512,"1,057",446,410,712,509
2021,8,80,"10,130","5,815",420,401,822,451,251,573,475,395,390,638,405,378,216,"4,315",587,367,278,432,159,207,306,651,275,253,460,340
2021,8,90,"1,747",997,79,77,144,76,54,88,73,47,49,105,91,77,37,750,93,53,61,93,17,31,63,130,44,33,69,63
2021,8,100,74,41,4,5,7,4,0,0,5,0,3,6,4,2,1,33,6,0,3,2,0,8,2,4,2,2,2,2
2021,9,총,"318,696","172,263","12,108","11,153","15,548","16,125","20,380","18,017","13,280","9,864","10,538","18,695","13,470","8,757","4,328","146,433","18,116","10,777","12,490","21,831","2,600","10,295","10,434","22,790","8,627","7,300","16,912","4,261"
2021,9,0,"20,742","10,942",789,516,797,"1,116","2,237","1,160",716,418,675,"1,013",767,524,214,"9,800","1,209",550,717,"1,653",133,738,738,"1,792",601,427,"1,118",124
2021,9,10,"30,041","16,305","1,227",754,"1,300","1,688","2,521","1,849","1,354",797,"1,042","1,643","1,185",586,359,"13,736","1,767",870,"1,018","2,433",155,935,"1,170","2,216",663,669,"1,670",170
2021,9,20,"49,742","27,246","1,809","2,059","2,717","2,489","3,278","2,746","2,082","1,659","1,565","3,272","2,143",956,471,"22,496","2,643","2,071","2,623","3,583",177,"1,503","1,303","3,399","1,216","1,095","2,579",304
2021,9,30,"38,621","20,059","1,354","1,524","1,877","1,959","2,918","2,014","1,338","1,081","1,056","2,008","1,574",956,400,"18,562","2,138","1,354","1,796","2,690",253,"1,394","1,207","3,189","1,293",763,"2,202",283
2021,9,40,"51,041","27,459","2,014","1,670","2,452","2,658","3,692","3,174","2,120","1,474","1,661","2,885","1,877","1,183",599,"23,582","3,164","1,565","1,830","3,732",370,"1,516","1,748","3,856","1,283","1,177","2,924",417
2021,9,50,"62,775","34,027","2,221","2,075","3,030","3,169","3,427","3,496","2,776","2,145","2,243","4,010","2,977","1,621",837,"28,748","3,492","2,052","2,286","4,517",588,"2,108","2,021","4,149","1,694","1,531","3,390",920
2021,9,60,"37,193","19,896","1,360","1,355","1,482","1,787","1,571","1,884","1,519","1,206","1,226","2,197","1,835","1,647",827,"17,297","2,036","1,284","1,453","2,075",453,"1,361","1,351","2,343","1,107",936,"1,772","1,126"
2021,9,70,"16,525","9,437",829,709,914,726,428,"1,035",819,641,624,911,612,826,363,"7,088",980,609,428,619,292,480,517,"1,056",452,414,726,515
2021,9,80,"10,176","5,845",423,409,829,453,250,572,476,395,394,645,402,380,217,"4,331",584,369,276,433,163,220,314,654,271,253,455,339
2021,9,90,"1,766","1,006",78,77,143,76,58,87,75,48,49,105,94,76,40,760,97,53,60,94,16,32,63,132,45,33,74,61
2021,9,100,74,41,4,5,7,4,0,0,5,0,3,6,4,2,1,33,6,0,3,2,0,8,2,4,2,2,2,2
2021,10,총,"318,609","172,167","12,098","11,114","15,514","16,123","20,552","17,980","13,232","9,869","10,519","18,650","13,460","8,722","4,334","146,442","18,094","10,791","12,387","21,830","2,584","10,462","10,442","22,815","8,606","7,295","16,858","4,278"
2021,10,0,"20,629","10,848",786,500,791,"1,112","2,229","1,139",703,419,676,"1,004",755,519,215,"9,781","1,210",548,708,"1,642",132,757,737,"1,795",598,426,"1,103",125
2021,10,10,"29,963","16,284","1,231",746,"1,292","1,681","2,579","1,846","1,350",793,"1,038","1,618","1,174",578,358,"13,679","1,750",871,995,"2,447",154,948,"1,165","2,206",653,668,"1,649",173
2021,10,20,"49,715","27,238","1,795","2,055","2,707","2,490","3,377","2,725","2,063","1,649","1,559","3,254","2,136",952,476,"22,477","2,630","2,059","2,623","3,552",175,"1,532","1,312","3,401","1,215","1,095","2,582",301
2021,10,30,"38,684","20,066","1,359","1,508","1,882","1,945","2,909","2,017","1,339","1,083","1,046","2,026","1,597",953,402,"18,618","2,140","1,358","1,788","2,702",251,"1,443","1,200","3,212","1,286",764,"2,186",288
2021,10,40,"50,840","27,312","2,005","1,656","2,426","2,664","3,697","3,157","2,111","1,476","1,652","2,857","1,851","1,162",598,"23,528","3,145","1,567","1,818","3,724",367,"1,530","1,742","3,848","1,289","1,183","2,899",416
2021,10,50,"62,754","34,031","2,225","2,078","3,035","3,164","3,433","3,494","2,761","2,139","2,239","4,024","2,979","1,625",835,"28,723","3,492","2,062","2,250","4,510",582,"2,131","2,022","4,140","1,687","1,526","3,397",924
2021,10,60,"37,429","20,034","1,367","1,364","1,492","1,795","1,594","1,904","1,535","1,219","1,244","2,203","1,842","1,648",827,"17,395","2,055","1,289","1,449","2,097",456,"1,385","1,363","2,348","1,109",930,"1,782","1,132"
2021,10,70,"16,515","9,432",824,707,907,731,425,"1,036",812,641,624,910,621,829,365,"7,083",988,614,417,622,288,472,520,"1,063",451,411,722,515
2021,10,80,"10,217","5,856",426,411,830,457,250,576,478,401,389,640,406,378,214,"4,361",581,368,276,436,164,225,317,667,271,255,461,340
2021,10,90,"1,789","1,025",76,84,145,80,59,86,75,49,49,108,95,76,43,764,97,55,60,96,15,31,62,131,45,35,75,62
2021,10,100,74,41,4,5,7,4,0,0,5,0,3,6,4,2,1,33,6,0,3,2,0,8,2,4,2,2,2,2
2021,11,총,"318,458","172,061","12,078","11,112","15,476","16,129","20,575","17,936","13,227","9,834","10,525","18,656","13,456","8,713","4,344","146,397","18,047","10,776","12,320","21,829","2,582","10,569","10,438","22,825","8,614","7,267","16,839","4,291"
2021,11,0,"20,525","10,771",768,491,793,"1,100","2,228","1,128",699,408,670,"1,011",748,509,218,"9,754","1,203",535,706,"1,646",131,766,733,"1,795",598,422,"1,090",129
2021,11,10,"29,850","16,220","1,232",739,"1,288","1,679","2,573","1,837","1,339",787,"1,034","1,605","1,169",579,359,"13,630","1,754",866,977,"2,457",155,948,"1,171","2,200",644,665,"1,623",170
2021,11,20,"49,561","27,184","1,796","2,061","2,661","2,485","3,396","2,711","2,053","1,631","1,561","3,267","2,136",948,478,"22,377","2,599","2,045","2,611","3,515",171,"1,552","1,304","3,371","1,221","1,100","2,590",298
2021,11,30,"38,739","20,092","1,360","1,503","1,904","1,945","2,911","2,019","1,356","1,079","1,043","2,023","1,600",944,405,"18,647","2,123","1,366","1,788","2,703",250,"1,474","1,195","3,240","1,288",754,"2,178",288
2021,11,40,"50,652","27,187","1,987","1,655","2,414","2,654","3,681","3,130","2,102","1,480","1,649","2,844","1,837","1,163",591,"23,465","3,155","1,540","1,809","3,711",366,"1,535","1,739","3,840","1,290","1,167","2,894",419
2021,11,50,"62,831","34,089","2,233","2,087","3,024","3,189","3,437","3,505","2,756","2,126","2,251","4,030","2,990","1,624",837,"28,742","3,479","2,080","2,224","4,531",589,"2,146","2,025","4,138","1,682","1,523","3,400",925
2021,11,60,"37,634","20,129","1,370","1,362","1,498","1,800","1,617","1,902","1,545","1,235","1,243","2,220","1,851","1,658",828,"17,505","2,059","1,299","1,453","2,104",453,"1,406","1,368","2,368","1,123",929,"1,802","1,141"
2021,11,70,"16,532","9,430",818,713,909,730,428,"1,035",811,635,631,904,623,826,367,"7,102",990,618,409,626,288,476,521,"1,064",450,417,726,517
2021,11,80,"10,264","5,894",436,412,831,465,245,583,483,404,388,640,404,385,218,"4,370",580,372,278,436,165,228,321,670,273,253,454,340
2021,11,90,"1,795","1,023",74,83,148,79,59,85,78,49,52,105,94,75,42,772,99,55,62,98,13,30,60,135,43,35,80,62
2021,11,100,75,42,4,6,6,3,0,1,5,0,3,7,4,2,1,33,6,0,3,2,1,8,1,4,2,2,2,2
2021,12,총,"318,080","171,725","12,085","11,062","15,466","16,090","20,489","17,896","13,197","9,829","10,516","18,655","13,425","8,679","4,336","146,355","18,049","10,767","12,279","21,799","2,574","10,621","10,410","22,831","8,602","7,328","16,791","4,304"
2021,12,0,"20,406","10,696",768,484,793,"1,091","2,218","1,115",689,400,671,"1,000",744,509,214,"9,710","1,183",542,698,"1,635",131,766,730,"1,788",599,421,"1,088",129
2021,12,10,"29,747","16,129","1,228",733,"1,285","1,673","2,543","1,822","1,321",781,"1,035","1,599","1,166",580,363,"13,618","1,758",861,973,"2,462",152,959,"1,170","2,196",642,656,"1,621",168
2021,12,20,"49,360","27,051","1,792","2,048","2,654","2,476","3,359","2,693","2,067","1,631","1,556","3,246","2,110",942,477,"22,309","2,604","2,046","2,596","3,486",165,"1,544","1,290","3,358","1,205","1,139","2,573",303
2021,12,30,"38,697","20,023","1,370","1,490","1,896","1,941","2,887","2,038","1,338","1,069","1,038","2,037","1,590",940,389,"18,674","2,117","1,374","1,781","2,690",246,"1,504","1,190","3,254","1,290",769,"2,170",289
