년도,월,나이,경기도 수원시,경기도 수원시 장안구,경기도 수원시 장안구 파장동,경기도 수원시 장안구 율천동,경기도 수원시 장안구 정자1동,경기도 수원시 장안구 정자2동,경기도 수원시 장안구 정자3동,경기도 수원시 장안구 영화동,경기도 수원시 장안구 송죽동,경기도 수원시 장안구 조원1동,경기도 수원시 장안구 조원2동,경기도 수원시 장안구 연무동,경기도 수원시 권선구,경기도 수원시 권선구 세류1동,경기도 수원시 권선구 세류2동,경기도 수원시 권선구 세류3동,경기도 수원시 권선구 평동,경기도 수원시 권선구 서둔동,경기도 수원시 권선구 구운동,경기도 수원시 권선구 금곡동,경기도 수원시 권선구 호매실동,경기도 수원시 권선구 권선1동,경기도 수원시 권선구 권선2동,경기도 수원시 권선구 곡선동,경기도 수원시 권선구 입북동,경기도 수원시 팔달구,경기도 수원시 팔달구 매교동,경기도 수원시 팔달구 매산동,경기도 수원시 팔달구 고등동,경기도 수원시 팔달구 화서1동,경기도 수원시 팔달구 화서2동,경기도 수원시 팔달구 지동,경기도 수원시 팔달구 우만1동,경기도 수원시 팔달구 우만2동,경기도 수원시 팔달구 인계동,경기도 수원시 팔달구 행궁동,경기도 수원시 영통구,경기도 수원시 영통구 매탄1동,경기도 수원시 영통구 매탄2동,경기도 수원시 영통구 매탄3동,경기도 수원시 영통구 매탄4동,경기도 수원시 영통구 원천동,경기도 수원시 영통구 영통1동,경기도 수원시 영통구 영통2동,경기도 수원시 영통구 영통3동,경기도 수원시 영통구 망포1동,경기도 수원시 영통구 망포2동,경기도 수원시 영통구 광교1동,경기도 수원시 영통구 광교2동
2021,8,20,"87,921","19,565","1,528","3,894","1,858","2,084","2,997","1,272","1,460","1,985","1,364","1,123","25,445",724,"1,676","1,228","2,835","2,766","1,848","2,949","2,459","2,481","3,095","2,424",960,"14,831",409,798,"1,407","1,558","1,949",603,"1,521","1,627","4,188",771,"28,080","1,343","1,219","2,860","1,763","3,162","2,337","2,373","3,067","2,043","1,633","4,656","1,624"
2021,8,30,"84,366","15,052","1,385","2,613","1,696","1,710","2,185","1,038","1,219","1,442","1,013",751,"26,942",787,"1,485","1,128","2,716","2,374","1,473","3,240","4,478","2,032","3,983","2,194","1,052","12,275",426,693,"1,538","1,255","1,720",488,"1,269","1,046","3,281",559,"30,097","1,097",883,"2,431","1,484","3,522","2,726","2,936","2,019","2,460","2,799","4,987","2,753"
2021,8,40,"99,229","22,146","1,734","3,174","2,752","2,553","4,645","1,284","1,490","2,098","1,497",919,"29,374",690,"1,663","1,427","2,898","2,788","1,719","4,108","4,055","1,766","4,621","2,117","1,522","13,486",332,608,"1,388","1,869","2,277",685,"1,335","1,382","3,070",540,"34,223","1,462","1,171","3,355","1,925","3,498","3,589","2,038","3,139","2,921","2,817","5,449","2,859"
2021,8,50,"98,351","24,319","2,153","3,363","2,706","2,677","3,627","1,900","1,854","2,709","2,045","1,285","31,123",945,"2,065","1,667","3,810","3,337","2,381","3,951","3,170","2,010","4,160","2,177","1,450","15,339",471,858,"1,583","2,060","2,599",925,"1,837","1,372","2,816",818,"27,570","1,631","1,437","2,776","1,964","2,337","2,911","1,594","2,650","2,582","1,850","3,571","2,267"
2021,8,60,"65,183","16,558","1,770","1,989","1,689","1,873","1,429","1,881","1,407","2,007","1,077","1,436","21,558",694,"1,848","1,520","2,657","2,710","1,773","2,309","2,083","1,454","2,481","1,073",956,"12,454",468,780,"1,319","1,685","1,355","1,071","1,671",950,"2,200",955,"14,613","1,151",958,"1,472","1,328","1,693","1,284",666,"1,069","1,108",830,"1,524","1,530"
2021,8,70,"31,299","8,774",937,952,832,"1,143",776,955,678,"1,082",571,848,"9,485",353,878,787,"1,168","1,339",742,"1,109",883,593,809,427,397,"6,659",264,413,719,952,660,663,937,457,995,599,"6,381",492,461,643,578,738,637,357,463,452,294,631,635
2021,8,80,"16,935","4,959",517,599,475,565,462,426,346,654,413,502,"5,142",180,436,378,656,646,456,634,498,311,445,274,228,"3,362",140,214,295,436,410,343,459,232,541,292,"3,472",219,247,409,337,383,356,198,291,241,170,302,319
2021,8,90,"3,083",947,86,100,101,106,82,84,65,122,93,108,906,36,71,61,138,104,76,115,70,54,81,72,28,538,13,34,45,66,64,52,68,50,90,56,692,60,54,67,55,78,61,35,70,53,30,65,64
2021,8,100,161,47,7,6,3,3,1,5,4,1,1,16,47,1,8,3,10,4,3,3,3,2,5,3,2,34,2,4,4,3,4,2,6,1,5,3,33,3,4,3,2,3,4,2,1,2,3,2,4
2021,9,총,"588,211","135,297","11,570","20,096","14,794","16,874","20,918","9,776","9,811","13,982","9,701","7,775","180,465","5,078","11,435","9,325","19,920","18,638","12,070","23,043","23,285","12,094","24,795","12,588","8,194","90,695","2,788","4,831","9,856","11,618","13,192","5,303","10,087","8,433","19,691","4,896","181,754","8,834","7,470","17,423","11,025","19,208","17,807","12,396","15,982","15,463","13,973","27,003","15,170"
2021,9,0,"44,880","8,541",603,"1,436","1,130","1,264","1,562",387,532,667,640,320,"14,776",413,531,457,"1,430","1,120",646,"2,273","3,217",587,"2,564",769,769,"5,026",116,202,812,722,890,177,395,560,"1,022",130,"16,537",537,364,"1,290",549,"2,039","1,652","1,188","1,179","1,631","1,991","2,505","1,612"
2021,9,10,"56,028","13,397",869,"1,952","1,570","1,700","3,240",563,786,"1,247",998,472,"15,702",266,754,677,"1,641","1,455",956,"2,358","2,359",771,"2,574","1,047",844,"6,754",145,222,686,"1,028","1,376",305,625,761,"1,409",197,"20,175",871,682,"2,100","1,073","1,758","2,254","1,017","2,011","1,956","1,573","3,364","1,516"
2021,9,20,"88,026","19,714","1,522","3,920","1,857","2,290","2,976","1,262","1,437","1,991","1,342","1,117","25,398",720,"1,667","1,220","2,810","2,774","1,851","2,962","2,442","2,498","3,080","2,413",961,"14,844",413,795,"1,415","1,558","1,933",608,"1,514","1,626","4,224",758,"28,070","1,331","1,220","2,873","1,740","3,169","2,332","2,387","3,111","2,047","1,622","4,631","1,607"
2021,9,30,"84,369","15,397","1,361","2,631","1,686","2,082","2,168","1,034","1,224","1,435","1,023",753,"26,824",778,"1,488","1,121","2,702","2,377","1,458","3,224","4,435","2,038","3,970","2,202","1,031","12,273",426,694,"1,563","1,250","1,689",487,"1,263","1,041","3,289",571,"29,875","1,096",874,"2,429","1,470","3,476","2,714","2,907","1,999","2,448","2,780","4,943","2,739"
2021,9,40,"99,184","22,290","1,734","3,135","2,738","2,869","4,587","1,287","1,471","2,068","1,491",910,"29,303",690,"1,681","1,417","2,880","2,773","1,703","4,084","4,090","1,753","4,606","2,115","1,511","13,374",332,608,"1,388","1,857","2,225",685,"1,318","1,370","3,067",524,"34,217","1,446","1,174","3,339","1,924","3,506","3,587","2,042","3,127","2,931","2,832","5,445","2,864"
2021,9,50,"98,547","24,453","2,153","3,362","2,700","2,858","3,615","1,880","1,859","2,705","2,040","1,281","31,136",945,"2,062","1,668","3,811","3,336","2,384","3,942","3,174","2,014","4,164","2,177","1,459","15,349",468,854,"1,592","2,065","2,583",920,"1,836","1,381","2,827",823,"27,609","1,640","1,433","2,768","1,973","2,344","2,913","1,597","2,655","2,582","1,843","3,592","2,269"
2021,9,60,"65,578","16,718","1,775","2,000","1,694","1,956","1,445","1,890","1,402","2,019","1,091","1,446","21,680",697,"1,851","1,532","2,669","2,706","1,784","2,328","2,111","1,462","2,493","1,086",961,"12,472",468,790,"1,324","1,675","1,357","1,074","1,672",953,"2,207",952,"14,708","1,144",961,"1,497","1,326","1,710","1,304",666,"1,076","1,117",838,"1,531","1,538"
2021,9,70,"31,293","8,786",941,948,835,"1,155",773,955,674,"1,086",566,853,"9,506",353,881,788,"1,167","1,344",743,"1,112",885,596,808,429,400,"6,652",265,414,726,954,654,658,935,451,"1,003",592,"6,349",482,462,643,580,736,629,353,460,448,292,622,642
2021,9,80,"17,044","4,994",516,603,480,588,464,428,356,643,417,499,"5,169",176,442,383,660,639,464,641,498,316,449,274,227,"3,389",141,215,303,441,416,335,458,241,548,291,"3,492",224,244,412,334,387,358,202,293,248,170,304,316
2021,9,90,"3,096",957,89,103,101,108,87,85,67,119,92,106,922,39,69,59,140,110,78,116,71,57,81,73,29,526,12,33,43,65,63,52,66,48,89,55,691,60,52,69,54,81,61,35,70,52,29,65,63
2021,9,100,166,50,7,6,3,4,1,5,3,2,1,18,49,1,9,3,10,4,3,3,3,2,6,3,2,36,2,4,4,3,6,2,5,1,6,3,31,3,4,3,2,2,3,2,1,3,3,1,4
2021,10,총,"588,413","135,899","11,555","20,020","14,759","17,780","20,851","9,762","9,796","13,979","9,654","7,743","180,364","5,041","11,432","9,314","19,953","18,657","12,001","23,069","23,260","12,109","24,764","12,567","8,197","90,512","2,788","4,814","9,878","11,620","13,087","5,262","10,065","8,413","19,699","4,886","181,638","8,835","7,459","17,404","10,999","19,191","17,768","12,395","15,965","15,458","13,957","27,048","15,159"
2021,10,0,"44,681","8,597",590,"1,416","1,119","1,400","1,548",388,520,659,636,321,"14,660",406,523,445,"1,428","1,118",635,"2,255","3,190",582,"2,552",756,770,"4,983",112,198,817,717,878,177,384,554,"1,013",133,"16,441",541,367,"1,276",549,"2,020","1,624","1,181","1,187","1,617","1,990","2,486","1,603"
2021,10,10,"55,975","13,401",868,"1,934","1,562","1,783","3,210",561,780,"1,248",989,466,"15,707",272,759,674,"1,643","1,453",947,"2,363","2,373",775,"2,568","1,043",837,"6,711",148,219,684,"1,025","1,356",298,619,767,"1,399",196,"20,156",860,677,"2,090","1,064","1,773","2,256","1,016","1,998","1,962","1,565","3,375","1,520"
2021,10,20,"87,925","19,769","1,513","3,899","1,852","2,407","2,980","1,263","1,436","1,981","1,333","1,105","25,341",712,"1,661","1,226","2,804","2,765","1,836","2,966","2,424","2,510","3,060","2,414",963,"14,822",409,785,"1,407","1,559","1,918",596,"1,513","1,622","4,264",749,"27,993","1,342","1,212","2,885","1,727","3,161","2,342","2,381","3,095","2,031","1,621","4,615","1,581"
2021,10,30,"84,462","15,585","1,352","2,633","1,662","2,310","2,172","1,019","1,227","1,451","1,013",746,"26,786",772,"1,488","1,111","2,701","2,381","1,442","3,235","4,431","2,046","3,952","2,195","1,032","12,270",425,691,"1,563","1,253","1,686",479,"1,261","1,038","3,298",576,"29,821","1,093",871,"2,416","1,465","3,462","2,692","2,893","2,001","2,459","2,760","4,969","2,740"
2021,10,40,"99,084","22,345","1,732","3,116","2,733","3,026","4,540","1,285","1,465","2,061","1,483",904,"29,253",685,"1,677","1,420","2,891","2,768","1,683","4,074","4,088","1,753","4,600","2,109","1,505","13,297",335,607,"1,394","1,850","2,183",682,"1,320","1,356","3,047",523,"34,189","1,447","1,168","3,316","1,922","3,491","3,564","2,061","3,118","2,925","2,851","5,446","2,880"
2021,10,50,"98,662","24,565","2,153","3,350","2,719","2,975","3,634","1,875","1,856","2,702","2,028","1,273","31,128",933,"2,059","1,652","3,811","3,342","2,375","3,938","3,186","2,018","4,171","2,179","1,464","15,303",465,855,"1,591","2,058","2,557",915,"1,819","1,388","2,833",822,"27,666","1,642","1,430","2,785","1,974","2,348","2,933","1,595","2,664","2,574","1,840","3,604","2,277"
2021,10,60,"65,876","16,780","1,786","2,007","1,692","1,990","1,445","1,890","1,405","2,017","1,095","1,453","21,791",694,"1,868","1,541","2,689","2,724","1,790","2,351","2,112","1,452","2,517","1,085",968,"12,512",474,792,"1,341","1,682","1,376","1,072","1,679",949,"2,198",949,"14,793","1,142",970,"1,507","1,323","1,726","1,306",680,"1,079","1,127",842,"1,549","1,542"
2021,10,70,"31,334","8,809",941,951,836,"1,170",764,960,680,"1,092",566,849,"9,536",350,878,793,"1,170","1,346",749,"1,126",886,599,803,433,403,"6,648",262,413,731,952,651,650,944,452,"1,006",587,"6,341",478,456,648,585,737,626,348,458,450,286,633,636
2021,10,80,"17,154","5,028",521,605,482,604,468,431,355,644,415,503,"5,202",178,445,393,669,642,467,643,494,318,455,276,222,"3,410",143,217,305,453,415,339,455,243,546,294,"3,514",229,253,406,335,390,360,204,291,254,170,305,317
2021,10,90,"3,103",970,93,103,98,111,88,86,69,122,95,105,914,38,70,56,137,113,74,114,73,54,80,74,31,522,13,33,42,68,63,52,66,43,89,53,697,59,52,72,53,81,63,34,73,56,29,65,60
2021,10,100,157,50,6,6,4,4,2,4,3,2,1,18,46,1,4,3,10,5,3,4,3,2,6,3,2,34,2,4,3,3,4,2,5,1,6,4,27,2,3,3,2,2,2,2,1,3,3,1,3
2021,11,총,"588,192","136,049","11,527","19,938","14,713","18,206","20,791","9,772","9,779","13,968","9,639","7,716","180,202","5,019","11,438","9,290","19,953","18,652","11,989","23,082","23,240","12,079","24,708","12,575","8,177","90,453","2,780","4,784","9,889","11,588","13,081","5,225","10,078","8,410","19,730","4,888","181,488","8,781","7,459","17,376","10,978","19,132","17,726","12,368","15,932","15,473","13,964","27,105","15,194"
2021,11,0,"44,436","8,580",575,"1,404","1,108","1,461","1,512",393,518,653,638,318,"14,540",402,518,453,"1,425","1,103",632,"2,239","3,163",574,"2,514",754,763,"4,953",113,199,819,707,883,176,374,552,"1,001",129,"16,363",536,371,"1,276",544,"1,991","1,596","1,180","1,184","1,612","1,995","2,481","1,597"
2021,11,10,"55,946","13,413",871,"1,904","1,566","1,827","3,208",565,781,"1,247",978,466,"15,669",269,759,666,"1,641","1,447",949,"2,374","2,370",760,"2,562","1,042",830,"6,694",147,220,682,"1,019","1,339",300,619,767,"1,398",203,"20,170",850,678,"2,090","1,059","1,770","2,253","1,011","1,988","1,970","1,575","3,389","1,537"
2021,11,20,"87,720","19,742","1,508","3,890","1,840","2,456","2,976","1,255","1,425","1,964","1,332","1,096","25,312",716,"1,646","1,233","2,774","2,777","1,818","2,972","2,430","2,525","3,038","2,414",969,"14,804",406,770,"1,415","1,548","1,918",596,"1,519","1,610","4,275",747,"27,862","1,334","1,208","2,866","1,706","3,170","2,342","2,368","3,079","2,021","1,610","4,604","1,554"
2021,11,30,"84,365","15,604","1,335","2,628","1,657","2,389","2,154","1,019","1,226","1,451","1,010",735,"26,690",759,"1,499","1,100","2,722","2,375","1,436","3,220","4,392","2,035","3,925","2,202","1,025","12,286",425,692,"1,549","1,242","1,700",465,"1,268","1,043","3,326",576,"29,785","1,083",870,"2,419","1,467","3,436","2,683","2,894","2,000","2,459","2,739","4,989","2,746"
2021,11,40,"98,996","22,346","1,729","3,094","2,718","3,116","4,519","1,286","1,453","2,052","1,470",909,"29,197",688,"1,670","1,412","2,869","2,762","1,681","4,079","4,096","1,744","4,595","2,103","1,498","13,250",331,600,"1,402","1,846","2,155",684,"1,318","1,355","3,041",518,"34,203","1,444","1,178","3,302","1,920","3,481","3,552","2,060","3,112","2,921","2,870","5,447","2,916"
2021,11,50,"98,828","24,628","2,154","3,337","2,712","3,039","3,647","1,867","1,860","2,713","2,034","1,265","31,163",929,"2,054","1,646","3,825","3,347","2,370","3,944","3,191","2,025","4,173","2,187","1,472","15,327",462,844,"1,601","2,058","2,582",905,"1,822","1,391","2,843",819,"27,710","1,636","1,417","2,788","1,981","2,359","2,935","1,592","2,667","2,589","1,842","3,626","2,278"
2021,11,60,"66,095","16,857","1,791","2,016","1,695","2,026","1,451","1,904","1,407","2,017","1,100","1,450","21,904",691,"1,885","1,544","2,714","2,732","1,805","2,357","2,136","1,448","2,543","1,086",963,"12,517",478,795,"1,332","1,688","1,374","1,059","1,677",956,"2,199",959,"14,817","1,136",977,"1,512","1,319","1,720","1,315",674,"1,083","1,134",840,"1,563","1,544"
2021,11,70,"31,316","8,798",944,950,826,"1,167",761,963,683,"1,096",559,849,"9,542",349,881,784,"1,164","1,344",756,"1,129",889,593,814,437,402,"6,633",262,411,732,952,645,651,946,449,994,591,"6,343",480,452,644,590,737,623,348,456,448,289,638,638
2021,11,80,"17,225","5,054",525,604,488,609,471,429,355,647,423,503,"5,239",178,454,395,674,647,466,651,498,321,457,274,224,"3,420",141,215,307,454,416,334,461,242,557,293,"3,512",226,254,403,335,387,360,207,290,258,171,302,319
2021,11,90,"3,118",983,93,105,99,113,90,88,68,126,94,107,904,38,68,55,136,114,73,113,72,52,81,73,29,535,13,34,47,71,65,53,69,44,90,49,696,54,51,73,55,79,65,32,72,58,30,65,62
2021,11,100,147,44,2,6,4,3,2,3,3,2,1,18,42,0,4,2,9,4,3,4,3,2,6,3,2,34,2,4,3,3,4,2,5,1,6,4,27,2,3,3,2,2,2,2,1,3,3,1,3
2021,12,총,"587,781","135,974","11,506","19,844","14,694","18,364","20,749","9,741","9,802","13,955","9,623","7,696","180,211","5,028","11,433","9,288","19,933","18,631","11,976","23,068","23,233","12,059","24,628","12,769","8,165","90,395","2,777","4,767","9,926","11,576","13,058","5,198","10,064","8,400","19,770","4,859","181,201","8,746","7,434","17,326","10,952","19,161","17,677","12,333","15,898","15,414","13,950","27,097","15,213"
2021,12,0,"44,187","8,548",570,"1,389","1,098","1,477","1,489",387,525,656,637,320,"14,461",409,512,448,"1,415","1,102",625,"2,226","3,147",568,"2,481",772,756,"4,953",112,198,822,712,887,175,373,551,996,127,"16,225",529,367,"1,256",546,"1,976","1,576","1,151","1,181","1,601","1,977","2,471","1,594"
2021,12,10,"55,806","13,352",869,"1,880","1,562","1,836","3,199",557,779,"1,240",972,458,"15,677",268,761,671,"1,635","1,434",943,"2,370","2,391",753,"2,553","1,064",834,"6,664",144,219,688,"1,010","1,323",303,618,767,"1,392",200,"20,113",843,669,"2,078","1,046","1,785","2,243","1,012","1,988","1,958","1,589","3,364","1,538"
2021,12,20,"87,575","19,724","1,501","3,861","1,846","2,481","2,967","1,250","1,433","1,957","1,331","1,097","25,245",712,"1,644","1,237","2,749","2,769","1,811","2,956","2,439","2,511","3,036","2,420",961,"14,794",408,764,"1,417","1,530","1,907",589,"1,521","1,597","4,321",740,"27,812","1,341","1,208","2,849","1,715","3,172","2,315","2,380","3,056","2,016","1,597","4,613","1,550"
2021,12,30,"84,188","15,623","1,338","2,616","1,657","2,431","2,131","1,023","1,231","1,446","1,011",739,"26,653",761,"1,502","1,091","2,720","2,378","1,422","3,228","4,348","2,039","3,887","2,256","1,021","12,278",423,683,"1,553","1,248","1,705",452,"1,278","1,048","3,313",575,"29,634","1,076",869,"2,392","1,450","3,437","2,683","2,882","1,990","2,440","2,720","4,970","2,725"
2021,12,40,"98,949","22,290","1,721","3,077","2,707","3,139","4,525","1,265","1,444","2,043","1,465",904,"29,212",692,"1,655","1,411","2,866","2,758","1,685","4,079","4,120","1,738","4,589","2,127","1,492","13,232",334,602,"1,407","1,838","2,136",679,"1,318","1,352","3,051",515,"34,215","1,426","1,176","3,314","1,908","3,473","3,550","2,055","3,107","2,903","2,887","5,473","2,943"
2021,12,50,"98,910","24,652","2,151","3,338","2,706","3,070","3,644","1,859","1,873","2,709","2,033","1,269","31,208",925,"2,056","1,643","3,845","3,351","2,379","3,948","3,183","2,010","4,170","2,222","1,476","15,315",467,833,"1,608","2,062","2,579",898,"1,811","1,393","2,846",818,"27,735","1,635","1,399","2,798","1,986","2,378","2,929","1,591","2,667","2,594","1,849","3,624","2,285"
2021,12,60,"66,350","16,905","1,784","2,014","1,703","2,033","1,464","1,913","1,407","2,030","1,102","1,455","22,024",697,"1,891","1,552","2,720","2,741","1,815","2,368","2,135","1,469","2,552","1,118",966,"12,536",472,803,"1,337","1,689","1,391","1,063","1,673",956,"2,199",953,"14,885","1,134",994,"1,512","1,318","1,727","1,328",675,"1,092","1,139",839,"1,580","1,547"
2021,12,70,"31,276","8,800",946,953,820,"1,174",759,968,686,"1,100",552,842,"9,516",349,883,781,"1,163","1,337",753,"1,119",894,590,809,435,403,"6,622",255,412,734,960,638,652,948,448,992,583,"6,338",485,446,647,592,740,624,345,456,448,288,626,641
2021,12,80,"17,295","5,061",528,602,489,607,479,429,352,645,426,504,"5,265",179,454,396,675,645,465,661,501,327,463,277,222,"3,448",148,215,313,456,424,332,455,244,562,299,"3,521",222,254,402,335,393,361,209,289,254,170,311,321
2021,12,90,"3,125",989,96,109,102,112,90,87,69,127,93,104,909,36,71,56,136,112,75,109,73,52,82,75,32,530,13,36,45,68,65,53,65,44,93,48,697,54,50,75,54,78,66,31,71,57,31,64,66
2021,12,100,120,30,2,5,4,4,2,3,3,2,1,4,41,0,4,2,9,4,3,4,2,2,6,3,2,23,1,2,2,3,3,2,4,0,5,1,26,1,2,3,2,2,2,2,1,4,3,1,3
