년도,월,나이,강원도 원주시,강원도 원주시 문막읍,강원도 원주시 소초면,강원도 원주시 호저면,강원도 원주시 지정면,강원도 원주시 부론면,강원도 원주시 귀래면,강원도 원주시 흥업면,강원도 원주시 판부면,강원도 원주시 신림면,강원도 원주시 중앙동,강원도 원주시 원인동,강원도 원주시 개운동,강원도 원주시 명륜1동,강원도 원주시 명륜2동,강원도 원주시 단구동,강원도 원주시 일산동,강원도 원주시 학성동,강원도 원주시 단계동,강원도 원주시 우산동,강원도 원주시 태장1동,강원도 원주시 태장2동,강원도 원주시 봉산동,강원도 원주시 행구동,강원도 원주시 무실동,강원도 원주시 반곡관설동
2021,3,10,"17,207",791,260,64,"1,233",51,44,309,304,50,47,166,592,382,819,"2,544",269,123,"1,180",533,542,"1,255",290,426,"2,016","2,917"
2021,3,20,"21,202",897,348,120,"1,481",58,67,577,419,86,82,356,767,500,990,"2,998",861,238,"2,177",862,494,"1,394",402,424,"1,906","2,698"
2021,3,30,"22,251",822,308,105,"3,430",37,39,354,363,66,84,258,584,386,676,"2,695",403,186,"1,999",742,545,"1,318",255,355,"2,266","3,975"
2021,3,40,"28,848","1,354",427,130,"2,360",55,77,509,534,110,97,290,925,598,"1,200","4,249",501,264,"2,157",992,851,"2,042",512,636,"3,370","4,608"
2021,3,50,"30,185","1,538",798,305,"1,658",161,199,702,645,348,215,486,"1,261",887,"1,558","3,946",733,452,"2,920","1,065",809,"2,279",773,739,"2,656","3,052"
2021,3,60,"23,668","1,281",865,431,"1,099",305,275,724,495,491,281,483,"1,063",750,"1,233","2,384",714,506,"2,073",921,718,"1,763",792,566,"1,760","1,695"
2021,3,70,"11,979",772,447,240,408,199,196,356,239,297,194,279,625,421,605,"1,228",420,296,776,489,424,904,501,266,699,698
2021,3,80,"8,030",518,352,268,290,179,125,301,177,215,175,202,399,250,442,741,258,197,487,269,246,595,347,185,393,419
2021,3,90,"1,427",86,72,42,53,27,30,41,41,39,39,24,74,42,75,109,46,42,90,54,29,91,67,44,91,79
2021,3,100,51,2,1,1,5,2,0,1,1,1,0,2,3,1,1,4,2,1,4,0,3,2,3,5,2,4
2021,4,총,"178,673","8,633","4,032","1,749","14,415","1,105","1,069","4,083","3,420","1,734","1,235","2,644","6,634","4,436","7,989","22,501","4,413","2,382","14,867","6,407","5,023","12,414","4,062","3,915","16,726","22,785"
2021,4,0,"13,698",552,155,45,"2,369",23,18,199,200,31,20,101,324,212,385,"1,627",197,72,973,480,371,828,131,236,"1,543","2,606"
2021,4,10,"17,173",792,262,60,"1,249",52,44,304,301,50,49,166,597,387,817,"2,524",267,121,"1,177",529,536,"1,246",288,428,"2,009","2,918"
2021,4,20,"21,171",897,345,121,"1,447",57,64,584,428,87,82,349,767,496,"1,002","2,988",855,243,"2,168",858,494,"1,394",398,424,"1,931","2,692"
2021,4,30,"22,221",814,302,106,"3,435",38,39,354,363,66,80,254,580,381,678,"2,698",414,183,"2,005",737,542,"1,309",259,370,"2,252","3,962"
2021,4,40,"28,831","1,361",422,129,"2,376",56,75,507,539,112,97,290,926,604,"1,189","4,224",494,266,"2,172",987,846,"2,029",507,646,"3,369","4,608"
2021,4,50,"30,176","1,555",795,307,"1,662",157,198,709,636,344,213,489,"1,263",878,"1,559","3,951",732,447,"2,914","1,071",810,"2,258",756,732,"2,663","3,077"
2021,4,60,"23,886","1,280",882,432,"1,116",312,276,728,497,493,285,488,"1,067",761,"1,229","2,407",726,510,"2,100",929,721,"1,772",805,575,"1,775","1,720"
2021,4,70,"11,939",767,441,235,403,201,198,353,235,295,195,276,631,421,613,"1,227",418,295,782,490,422,891,496,267,696,691
2021,4,80,"8,076",522,353,271,298,177,127,304,179,217,175,206,403,253,440,739,261,202,483,273,248,594,350,185,393,423
2021,4,90,"1,452",91,74,42,55,30,30,40,41,38,39,23,73,42,76,112,48,42,89,53,30,91,69,47,93,84
2021,4,100,50,2,1,1,5,2,0,1,1,1,0,2,3,1,1,4,1,1,4,0,3,2,3,5,2,4
2021,5,총,"178,759","8,639","4,015","1,751","14,453","1,109","1,066","4,091","3,432","1,728","1,234","2,634","6,623","4,410","8,007","22,538","4,427","2,370","14,884","6,365","5,018","12,399","4,056","3,931","16,786","22,793"
2021,5,0,"13,648",557,154,49,"2,376",23,18,204,196,31,21,100,323,212,379,"1,618",197,72,973,466,369,821,129,235,"1,535","2,590"
2021,5,10,"17,159",786,262,58,"1,271",53,43,305,304,48,48,165,597,379,812,"2,520",266,117,"1,186",521,529,"1,240",284,430,"2,013","2,922"
2021,5,20,"21,101",885,338,121,"1,434",56,64,572,428,86,84,351,758,492,"1,021","2,982",865,240,"2,142",845,490,"1,396",399,424,"1,943","2,685"
2021,5,30,"22,187",811,299,109,"3,438",39,36,352,359,64,78,252,584,380,674,"2,705",410,181,"2,013",728,527,"1,306",263,368,"2,255","3,956"
2021,5,40,"28,821","1,369",418,128,"2,390",56,76,518,537,110,94,285,926,596,"1,194","4,212",496,266,"2,158",979,855,"2,015",503,649,"3,384","4,607"
2021,5,50,"30,200","1,558",786,303,"1,669",155,194,706,639,344,212,482,"1,256",876,"1,557","3,981",726,444,"2,918","1,077",812,"2,251",747,732,"2,671","3,104"
2021,5,60,"24,066","1,289",883,435,"1,116",315,277,736,504,493,290,492,"1,074",762,"1,240","2,428",737,511,"2,119",929,730,"1,791",807,583,"1,794","1,731"
2021,5,70,"11,952",769,445,234,398,201,199,352,240,292,191,276,627,419,614,"1,234",418,291,791,492,423,896,495,268,700,687
2021,5,80,"8,113",522,354,271,300,176,127,305,184,222,174,206,405,251,440,744,262,203,488,274,249,592,356,191,394,423
2021,5,90,"1,461",91,75,42,56,33,32,40,40,37,41,23,70,42,76,110,49,44,92,53,31,89,70,46,95,84
2021,5,100,51,2,1,1,5,2,0,1,1,1,1,2,3,1,0,4,1,1,4,1,3,2,3,5,2,4
2021,6,총,"178,889","8,630","4,023","1,752","14,477","1,114","1,069","4,089","3,451","1,732","1,221","2,620","6,609","4,404","7,983","22,621","4,434","2,363","14,880","6,388","5,011","12,394","4,039","3,946","16,811","22,828"
2021,6,0,"13,606",553,154,49,"2,375",22,20,210,196,31,20,101,318,210,368,"1,611",197,71,975,472,367,817,123,236,"1,533","2,577"
2021,6,10,"17,150",780,257,59,"1,273",53,42,303,304,48,48,164,600,373,814,"2,532",270,117,"1,168",520,529,"1,233",285,430,"2,022","2,926"
2021,6,20,"21,078",884,341,116,"1,433",57,64,563,434,85,82,349,745,492,"1,009","2,995",862,240,"2,137",844,488,"1,396",393,418,"1,946","2,705"
2021,6,30,"22,172",805,299,110,"3,436",39,37,354,358,64,80,248,592,380,662,"2,697",407,186,"2,018",738,520,"1,301",259,382,"2,247","3,953"
2021,6,40,"28,800","1,372",417,129,"2,396",56,74,521,536,109,93,284,905,596,"1,198","4,223",501,264,"2,145",985,857,"2,001",503,640,"3,390","4,605"
2021,6,50,"30,173","1,558",780,298,"1,667",153,194,699,648,345,203,478,"1,264",874,"1,554","3,996",716,439,"2,928","1,073",809,"2,248",743,735,"2,666","3,105"
2021,6,60,"24,292","1,292",897,444,"1,131",320,278,746,505,494,295,494,"1,080",764,"1,248","2,461",750,507,"2,134",937,731,"1,810",810,593,"1,816","1,755"
2021,6,70,"11,923",772,442,231,400,202,201,350,240,292,189,268,617,417,616,"1,243",417,291,786,483,427,893,492,264,704,686
2021,6,80,"8,171",521,361,272,303,177,126,302,187,227,170,209,414,254,439,747,265,204,490,280,248,603,357,198,393,424
2021,6,90,"1,469",91,74,43,57,33,33,40,41,36,40,23,71,43,75,112,48,42,95,55,32,90,71,45,92,87
2021,6,100,55,2,1,1,6,2,0,1,2,1,1,2,3,1,0,4,1,2,4,1,3,2,3,5,2,5
2021,7,총,"179,135","8,642","4,023","1,747","14,532","1,108","1,072","4,075","3,459","1,740","1,219","2,607","6,606","4,421","7,970","22,708","4,429","2,359","14,899","6,393","5,016","12,394","4,048","3,928","16,816","22,924"
2021,7,0,"13,592",546,155,47,"2,395",22,20,209,191,30,22,98,319,207,372,"1,624",200,69,982,468,365,810,123,230,"1,513","2,575"
2021,7,10,"17,149",787,256,60,"1,280",53,42,289,304,45,46,160,596,384,805,"2,532",263,118,"1,158",525,525,"1,233",280,432,"2,041","2,935"
2021,7,20,"21,084",889,339,116,"1,414",56,65,568,432,88,81,348,741,496,"1,005","3,018",860,237,"2,139",840,492,"1,380",395,411,"1,951","2,723"
2021,7,30,"22,179",792,295,107,"3,458",39,37,351,362,65,80,251,582,374,666,"2,696",414,186,"2,023",736,512,"1,309",262,387,"2,223","3,972"
2021,7,40,"28,771","1,381",421,129,"2,400",54,73,522,539,107,91,276,909,597,"1,188","4,222",496,265,"2,136",990,856,"1,979",502,630,"3,403","4,605"
2021,7,50,"30,230","1,546",776,294,"1,680",150,190,694,649,350,205,479,"1,269",875,"1,547","4,024",714,438,"2,924","1,070",812,"2,267",740,727,"2,670","3,140"
2021,7,60,"24,479","1,317",902,449,"1,134",321,282,746,513,501,293,493,"1,084",767,"1,255","2,480",754,509,"2,158",946,742,"1,823",818,603,"1,827","1,762"
2021,7,70,"11,911",764,444,233,404,197,201,345,237,287,189,267,619,420,617,"1,245",415,292,787,484,427,892,495,260,703,687
2021,7,80,"8,219",530,361,270,304,181,128,310,188,229,171,208,413,256,441,748,265,203,495,279,250,611,358,198,393,429
2021,7,90,"1,467",88,73,41,59,33,34,40,42,35,40,25,71,44,74,115,47,40,94,54,32,88,72,45,90,91
2021,7,100,54,2,1,1,4,2,0,1,2,3,1,2,3,1,0,4,1,2,3,1,3,2,3,5,2,5
2021,8,총,"179,315","8,644","4,026","1,744","14,594","1,110","1,065","4,094","3,462","1,749","1,214","2,591","6,628","4,409","7,982","22,774","4,437","2,350","14,851","6,403","5,027","12,372","4,041","3,936","16,842","22,970"
2021,8,0,"13,569",539,154,49,"2,406",23,19,210,194,30,22,97,321,206,370,"1,622",198,72,974,466,357,808,122,229,"1,505","2,576"
2021,8,10,"17,127",787,260,61,"1,283",53,41,292,297,46,47,158,593,385,795,"2,532",262,112,"1,153",528,527,"1,227",279,429,"2,051","2,929"
2021,8,20,"21,049",890,339,115,"1,395",56,64,569,438,89,82,341,740,493,"1,013","3,026",859,239,"2,110",838,496,"1,355",396,415,"1,956","2,735"
2021,8,30,"22,195",792,293,105,"3,453",41,37,359,367,68,81,257,585,374,666,"2,716",419,184,"2,026",741,505,"1,312",257,387,"2,204","3,966"
2021,8,40,"28,788","1,375",412,127,"2,447",52,74,520,533,109,88,266,913,594,"1,187","4,213",495,263,"2,122","1,006",858,"1,976",498,633,"3,402","4,625"
2021,8,50,"30,284","1,552",786,295,"1,683",144,188,700,649,353,203,481,"1,274",870,"1,551","4,043",714,437,"2,914","1,062",814,"2,260",731,734,"2,687","3,159"
2021,8,60,"24,611","1,317",898,453,"1,150",326,279,749,513,497,291,494,"1,083",769,"1,266","2,505",762,507,"2,171",945,756,"1,839",829,605,"1,839","1,768"
2021,8,70,"11,902",764,445,230,409,200,202,342,236,289,190,264,628,418,610,"1,243",415,290,784,487,427,890,490,256,708,685
2021,8,80,"8,264",539,365,267,303,179,126,313,190,230,171,205,418,255,452,756,265,202,498,277,251,615,363,200,397,427
2021,8,90,"1,473",87,73,41,61,34,35,39,43,35,38,26,70,44,72,115,47,42,96,52,33,88,73,43,91,95
2021,8,100,53,2,1,1,4,2,0,1,2,3,1,2,3,1,0,3,1,2,3,1,3,2,3,5,2,5
2021,9,총,"179,476","8,646","4,007","1,731","14,680","1,111","1,063","4,091","3,455","1,753","1,206","2,569","6,630","4,395","7,986","22,805","4,447","2,353","14,856","6,415","5,043","12,356","4,042","3,930","16,902","23,004"
2021,9,0,"13,556",532,152,46,"2,420",22,18,207,192,30,22,97,319,201,367,"1,627",196,72,976,474,356,808,120,224,"1,511","2,567"
2021,9,10,"17,085",779,257,56,"1,288",51,41,293,292,45,47,158,594,376,792,"2,514",264,110,"1,155",526,525,"1,217",278,429,"2,052","2,946"
2021,9,20,"20,990",895,326,113,"1,407",58,65,563,445,87,83,343,730,493,"1,010","3,027",866,240,"2,085",829,502,"1,337",393,413,"1,957","2,723"
2021,9,30,"22,201",787,297,103,"3,453",39,36,355,366,71,75,250,591,372,661,"2,722",422,178,"2,040",740,505,"1,313",260,381,"2,223","3,961"
2021,9,40,"28,813","1,370",407,129,"2,472",54,74,522,535,106,91,274,915,583,"1,194","4,210",497,263,"2,107","1,011",852,"1,977",495,630,"3,408","4,637"
2021,9,50,"30,351","1,558",786,289,"1,693",144,186,697,651,353,202,471,"1,271",874,"1,550","4,062",713,444,"2,915","1,063",826,"2,258",732,740,"2,696","3,177"
2021,9,60,"24,763","1,331",902,455,"1,169",327,281,760,508,501,285,489,"1,087",774,"1,274","2,520",766,512,"2,187",950,762,"1,847",832,608,"1,855","1,781"
2021,9,70,"11,897",770,439,229,410,200,200,343,232,292,190,257,631,416,611,"1,245",414,291,793,488,428,889,485,254,706,684
2021,9,80,"8,279",537,366,267,301,180,127,310,190,230,172,202,420,258,456,756,262,200,499,281,251,620,369,201,397,427
2021,9,90,"1,491",86,74,43,63,35,35,40,42,35,38,26,69,47,71,120,46,41,97,52,33,88,75,44,95,96
2021,9,100,50,1,1,1,4,1,0,1,2,3,1,2,3,1,0,2,1,2,2,1,3,2,3,6,2,5
2021,10,총,"179,759","8,677","3,997","1,727","14,723","1,104","1,056","4,310","3,458","1,747","1,207","2,525","6,636","4,384","8,007","22,856","4,442","2,357","14,861","6,427","5,045","12,369","4,024","3,925","16,864","23,031"
2021,10,0,"13,511",526,149,44,"2,414",22,18,223,196,31,22,94,319,198,379,"1,613",196,72,978,470,359,796,120,222,"1,481","2,569"
2021,10,10,"17,095",776,259,53,"1,302",50,38,323,289,42,46,151,592,376,794,"2,519",266,111,"1,150",530,524,"1,214",274,426,"2,046","2,944"
2021,10,20,"20,990",895,325,113,"1,405",55,64,600,437,85,80,336,734,489,"1,006","3,056",854,237,"2,061",828,508,"1,348",388,411,"1,958","2,717"
2021,10,30,"22,254",799,292,103,"3,457",37,35,401,378,71,79,256,590,371,678,"2,700",422,179,"2,050",744,497,"1,310",262,379,"2,200","3,964"
2021,10,40,"28,794","1,372",401,127,"2,479",55,73,549,535,105,90,268,907,580,"1,190","4,214",493,264,"2,109","1,016",849,"1,982",483,627,"3,397","4,629"
2021,10,50,"30,422","1,564",782,288,"1,705",140,182,739,652,346,204,460,"1,265",867,"1,546","4,075",712,445,"2,930","1,061",827,"2,253",737,738,"2,704","3,200"
2021,10,60,"24,940","1,342",912,459,"1,187",328,282,775,512,506,286,484,"1,097",776,"1,276","2,548",770,513,"2,189",958,770,"1,861",829,617,"1,873","1,790"
2021,10,70,"11,883",772,439,227,411,200,200,345,231,290,187,246,629,421,606,"1,242",417,296,795,487,424,886,480,255,712,685
2021,10,80,"8,304",542,360,267,296,182,128,311,185,233,176,205,428,259,455,765,262,197,498,278,250,629,374,202,395,427
2021,10,90,"1,514",88,77,45,63,34,36,43,41,35,37,23,72,46,77,122,49,41,98,54,34,88,74,41,96,100
2021,10,100,52,1,1,1,4,1,0,1,2,3,0,2,3,1,0,2,1,2,3,1,3,2,3,7,2,6
2021,11,총,"180,094","8,729","3,980","1,724","14,753","1,096","1,049","4,381","3,485","1,755","1,202","2,430","6,652","4,363","8,013","22,802","4,453","2,359","14,793","6,430","5,035","12,370","4,031","3,935","17,265","23,009"
2021,11,0,"13,499",529,148,42,"2,416",21,17,225,197,30,22,90,326,187,372,"1,587",200,76,978,470,364,794,121,222,"1,514","2,551"
2021,11,10,"17,102",772,252,52,"1,305",49,38,324,294,42,44,151,585,375,789,"2,512",265,111,"1,146",529,518,"1,217",274,428,"2,081","2,949"
2021,11,20,"20,975",901,326,111,"1,386",56,60,618,442,87,82,325,736,490,"1,012","3,056",840,235,"2,039",834,503,"1,342",389,416,"1,997","2,692"
2021,11,30,"22,274",809,290,103,"3,460",37,32,412,379,74,77,242,594,359,662,"2,695",427,178,"2,038",733,494,"1,305",265,376,"2,291","3,942"
2021,11,40,"28,861","1,370",400,128,"2,510",50,74,556,545,106,89,263,894,575,"1,200","4,203",485,260,"2,116","1,019",842,"1,985",483,626,"3,459","4,623"
2021,11,50,"30,486","1,575",783,285,"1,700",140,181,750,648,348,208,443,"1,263",867,"1,560","4,055",723,445,"2,907","1,055",826,"2,246",738,743,"2,783","3,214"
2021,11,60,"25,112","1,359",908,465,"1,203",328,282,790,516,506,286,464,"1,113",771,"1,279","2,575",769,517,"2,185",965,770,"1,874",837,619,"1,922","1,809"
2021,11,70,"11,853",773,435,226,409,197,200,347,235,290,182,233,632,422,602,"1,222",431,293,790,490,427,882,473,257,714,691
2021,11,80,"8,362",550,359,266,299,184,128,314,186,233,176,198,433,269,459,773,263,200,489,278,251,639,375,203,406,431
2021,11,90,"1,520",89,78,45,62,33,37,44,41,36,36,20,73,47,78,121,49,42,101,56,37,85,73,39,96,102
2021,11,100,50,2,1,1,3,1,0,1,2,3,0,1,3,1,0,3,1,2,4,1,3,1,3,6,2,5
2021,12,총,"180,361","8,738","3,968","1,723","14,774","1,092","1,049","4,383","3,497","1,747","1,199","2,386","6,647","4,359","8,015","22,785","4,442","2,359","14,776","6,401","5,150","12,382","4,014","3,948","17,545","22,982"
2021,12,0,"13,487",528,147,44,"2,432",21,18,225,203,30,21,90,321,186,373,"1,572",198,72,977,459,374,786,119,227,"1,528","2,536"
2021,12,10,"17,087",766,245,50,"1,313",50,37,324,298,41,43,144,583,376,797,"2,508",264,113,"1,151",524,518,"1,211",270,423,"2,087","2,951"
2021,12,20,"20,979",900,325,111,"1,353",54,60,616,439,88,81,326,734,489,"1,009","3,045",832,236,"2,027",822,558,"1,341",384,427,"2,042","2,680"
2021,12,30,"22,294",806,290,104,"3,445",35,35,407,382,74,77,235,595,360,663,"2,701",428,177,"2,035",732,512,"1,304",262,375,"2,345","3,915"
2021,12,40,"28,892","1,370",394,126,"2,542",48,73,565,542,103,91,259,897,567,"1,200","4,181",483,262,"2,118","1,014",835,"1,982",477,624,"3,511","4,628"
2021,12,50,"30,570","1,584",788,285,"1,698",142,181,752,650,350,206,437,"1,253",873,"1,558","4,062",718,443,"2,889","1,062",840,"2,247",738,750,"2,837","3,227"
2021,12,60,"25,206","1,365",912,467,"1,214",326,281,786,520,502,287,446,"1,129",766,"1,272","2,591",770,517,"2,195",959,778,"1,893",839,616,"1,961","1,814"
2021,12,70,"11,839",769,430,225,410,194,197,349,232,288,184,230,625,424,600,"1,224",426,293,785,488,437,891,472,258,719,689
2021,12,80,"8,422",556,358,265,301,183,131,311,186,232,173,198,437,271,464,776,272,201,492,285,257,641,376,203,418,435
2021,12,90,"1,537",91,78,45,63,38,36,47,44,36,36,20,71,46,79,122,50,43,103,55,39,85,74,39,95,102
2021,12,100,48,3,1,1,3,1,0,1,1,3,0,1,2,1,0,3,1,2,4,1,2,1,3,6,2,5
