년도,월,나이,부평구,부평1동,부평2동,부평3동,부평4동,부평5동,부평6동,산곡1동,산곡2동,산곡3동,산곡4동,청천1동,청천2동,갈산1동,갈산2동,삼산1동,삼산2동,부개1동,부개2동,부개3동,일신동,십정1동,십정2동
2021,1,100,206,14,11,11,16,13,10,17,9,16,2,12,6,5,4,9,3,5,8,3,6,12,14
2021,2,총,"493,610","37,222","15,727","13,107","36,475","33,070","14,988","13,421","31,818","22,312","18,014","6,977","34,992","16,509","19,231","34,193","29,322","16,582","18,777","31,753","12,777","12,839","23,504"
2021,2,0,"32,295","2,318",842,612,"2,472","2,451","1,033",644,"2,711","1,198","1,205",331,"2,741",864,"1,188","2,353","2,435",842,"1,277","1,892","1,058",672,"1,156"
2021,2,10,"42,805","2,923","1,207",869,"2,377","2,320",879,"1,021","3,759","2,024","1,749",507,"2,947","1,262","1,466","3,563","4,212","1,095","1,705","3,316","1,037","1,015","1,552"
2021,2,20,"69,662","6,034","2,111","1,665","5,845","5,217","2,168","1,719","4,085","2,907","2,651",898,"4,889","2,568","2,535","4,753","3,727","2,145","2,608","4,800","1,614","1,650","3,073"
2021,2,30,"66,855","5,952","2,194","1,686","6,439","5,980","2,364","1,589","3,716","2,342","2,153",809,"5,185","2,175","2,703","3,907","2,977","2,048","2,494","4,040","1,777","1,400","2,925"
2021,2,40,"76,914","5,700","2,443","1,895","5,604","5,326","2,207","1,841","5,528","3,129","2,778","1,071","5,290","2,375","2,538","5,650","5,832","2,394","2,969","5,178","1,833","1,931","3,402"
2021,2,50,"89,867","6,177","2,798","2,388","6,093","5,389","2,566","2,596","5,714","4,032","3,384","1,464","6,411","3,313","3,574","6,572","5,318","2,972","3,411","6,220","2,180","2,516","4,779"
2021,2,60,"67,194","4,680","2,276","2,159","4,439","3,733","2,174","2,280","3,843","3,596","2,400","1,161","4,636","2,387","3,123","4,283","2,904","2,869","2,514","3,772","2,041","2,057","3,867"
2021,2,70,"31,520","2,191","1,281","1,199","2,160","1,751","1,015","1,123","1,656","1,920","1,050",499,"1,918","1,060","1,350","1,897","1,240","1,556","1,227","1,637",846,"1,074","1,870"
2021,2,80,"14,148","1,059",484,532,907,767,506,506,689,980,561,185,865,435,636,"1,032",571,587,510,772,339,448,777
2021,2,90,"2,145",174,80,90,123,123,66,85,110,168,82,40,104,66,114,173,103,68,54,123,47,63,89
2021,2,100,205,14,11,12,16,13,10,17,7,16,1,12,6,4,4,10,3,6,8,3,5,13,14
2021,3,총,"491,370","37,091","15,496","12,930","36,337","32,855","15,057","13,296","31,665","22,291","17,956","7,011","34,956","16,391","19,141","34,028","29,182","16,443","18,845","31,633","12,646","12,717","23,403"
2021,3,0,"32,072","2,319",831,610,"2,473","2,436","1,036",646,"2,685","1,195","1,203",336,"2,724",852,"1,164","2,328","2,399",829,"1,293","1,875","1,038",666,"1,134"
2021,3,10,"42,616","2,916","1,196",857,"2,357","2,312",896,"1,009","3,750","2,016","1,746",502,"2,970","1,244","1,449","3,535","4,182","1,087","1,711","3,283","1,032","1,012","1,554"
2021,3,20,"69,244","5,990","2,094","1,655","5,839","5,187","2,156","1,700","4,067","2,900","2,618",903,"4,858","2,555","2,517","4,704","3,725","2,124","2,584","4,769","1,588","1,654","3,057"
2021,3,30,"66,592","5,907","2,156","1,674","6,422","5,919","2,378","1,595","3,709","2,328","2,140",819,"5,168","2,165","2,707","3,878","2,961","2,025","2,543","4,049","1,765","1,366","2,918"
2021,3,40,"76,327","5,663","2,409","1,860","5,545","5,280","2,234","1,834","5,504","3,114","2,764","1,065","5,289","2,335","2,499","5,627","5,756","2,364","2,988","5,135","1,803","1,894","3,365"
2021,3,50,"89,288","6,185","2,746","2,348","6,048","5,347","2,564","2,549","5,663","4,030","3,362","1,476","6,377","3,296","3,545","6,528","5,318","2,935","3,404","6,173","2,163","2,496","4,735"
2021,3,60,"67,518","4,700","2,259","2,158","4,466","3,735","2,180","2,265","3,856","3,620","2,414","1,167","4,685","2,394","3,155","4,328","2,925","2,865","2,542","3,812","2,031","2,051","3,910"
2021,3,70,"31,352","2,180","1,257","1,163","2,157","1,754","1,025","1,115","1,638","1,915","1,057",506,"1,904","1,054","1,345","1,896","1,234","1,560","1,205","1,634",840,"1,058","1,855"
2021,3,80,"14,150","1,061",478,516,908,757,515,496,685,988,570,185,875,431,638,"1,028",574,580,517,777,340,457,774
2021,3,90,"2,100",163,69,87,120,119,63,84,106,170,82,40,102,63,118,172,105,71,52,123,45,59,87
2021,3,100,111,7,1,2,2,9,10,3,2,15,0,12,4,2,4,4,3,3,6,3,1,4,14
2021,4,총,"490,968","37,072","15,397","12,935","36,317","32,728","15,089","13,261","31,576","22,270","17,962","7,005","35,076","16,367","19,060","34,020","29,205","16,385","18,931","31,575","12,687","12,679","23,371"
2021,4,0,"31,886","2,298",823,615,"2,458","2,406","1,039",640,"2,644","1,185","1,194",330,"2,734",841,"1,154","2,318","2,388",827,"1,314","1,864","1,033",666,"1,115"
2021,4,10,"42,448","2,882","1,185",856,"2,348","2,283",906,"1,011","3,768","2,012","1,723",503,"2,965","1,241","1,437","3,522","4,164","1,075","1,720","3,263","1,036","1,004","1,544"
2021,4,20,"69,129","5,991","2,082","1,642","5,832","5,167","2,131","1,681","4,049","2,899","2,622",908,"4,860","2,559","2,494","4,716","3,748","2,101","2,574","4,771","1,593","1,645","3,064"
2021,4,30,"66,497","5,911","2,135","1,685","6,384","5,898","2,397","1,597","3,671","2,314","2,146",810,"5,226","2,174","2,682","3,874","2,962","2,008","2,587","4,013","1,777","1,346","2,900"
2021,4,40,"76,219","5,664","2,395","1,870","5,538","5,286","2,235","1,832","5,491","3,104","2,741","1,061","5,286","2,339","2,485","5,608","5,725","2,358","2,982","5,152","1,798","1,893","3,376"
2021,4,50,"89,007","6,166","2,725","2,331","6,061","5,293","2,569","2,528","5,628","4,023","3,374","1,468","6,391","3,258","3,521","6,511","5,335","2,913","3,396","6,145","2,160","2,485","4,726"
2021,4,60,"67,999","4,745","2,262","2,166","4,498","3,749","2,187","2,277","3,890","3,643","2,440","1,184","4,714","2,407","3,182","4,365","2,962","2,881","2,564","3,836","2,053","2,064","3,930"
2021,4,70,"31,324","2,173","1,240","1,157","2,151","1,747","1,035","1,110","1,643","1,913","1,059",504,"1,914","1,049","1,345","1,901","1,235","1,564","1,212","1,623",855,"1,049","1,845"
2021,4,80,"14,231","1,070",481,522,925,768,519,497,680,990,576,188,874,433,636,"1,028",577,585,525,784,338,465,770
2021,4,90,"2,116",165,68,89,120,121,61,85,109,173,87,37,108,64,119,173,106,70,51,121,43,59,87
2021,4,100,112,7,1,2,2,10,10,3,3,14,0,12,4,2,5,4,3,3,6,3,1,3,14
2021,5,총,"490,970","37,013","15,311","12,905","36,304","32,479","15,169","13,201","31,541","22,271","17,958","6,992","35,135","16,319","18,987","34,004","29,095","16,375","18,984","31,494","12,676","13,502","23,255"
2021,5,0,"31,783","2,273",818,616,"2,444","2,383","1,046",637,"2,640","1,172","1,183",326,"2,739",837,"1,137","2,292","2,361",823,"1,323","1,852","1,008",766,"1,107"
2021,5,10,"42,326","2,870","1,168",848,"2,341","2,252",916,988,"3,766","2,016","1,727",504,"2,962","1,235","1,424","3,501","4,138","1,067","1,728","3,237","1,047","1,063","1,528"
2021,5,20,"68,938","5,999","2,090","1,634","5,844","5,112","2,111","1,667","4,044","2,890","2,615",894,"4,852","2,528","2,494","4,713","3,714","2,096","2,560","4,734","1,589","1,732","3,026"
2021,5,30,"66,488","5,885","2,116","1,699","6,351","5,867","2,419","1,594","3,644","2,297","2,147",809,"5,222","2,166","2,664","3,881","2,956","1,997","2,600","4,017","1,760","1,526","2,871"
2021,5,40,"76,051","5,628","2,366","1,867","5,536","5,270","2,272","1,829","5,490","3,095","2,733","1,046","5,284","2,317","2,467","5,567","5,680","2,346","2,992","5,111","1,788","2,035","3,332"
2021,5,50,"89,052","6,154","2,713","2,312","6,058","5,224","2,579","2,515","5,604","4,024","3,380","1,492","6,420","3,262","3,507","6,508","5,342","2,908","3,402","6,146","2,169","2,600","4,733"
2021,5,60,"68,414","4,777","2,254","2,161","4,521","3,733","2,198","2,267","3,925","3,661","2,446","1,183","4,748","2,425","3,184","4,432","2,981","2,901","2,580","3,856","2,074","2,162","3,945"
2021,5,70,"31,420","2,183","1,242","1,155","2,168","1,742","1,034","1,114","1,646","1,917","1,061",501,"1,919","1,046","1,355","1,901","1,231","1,579","1,215","1,636",854,"1,081","1,840"
2021,5,80,"14,270","1,074",477,520,924,767,522,501,675,"1,008",581,189,871,436,623,"1,036",587,586,528,780,341,470,774
2021,5,90,"2,113",162,66,91,115,118,62,86,103,177,85,36,114,64,126,170,102,69,50,123,45,64,85
2021,5,100,115,8,1,2,2,11,10,3,4,14,0,12,4,3,6,3,3,3,6,2,1,3,14
2021,6,총,"490,609","36,985","15,236","12,871","36,408","32,311","15,192","13,173","31,490","22,256","17,889","6,966","35,132","16,367","18,974","33,890","29,082","16,370","19,010","31,344","12,645","13,809","23,209"
2021,6,0,"31,652","2,265",811,610,"2,420","2,389","1,047",625,"2,631","1,164","1,173",323,"2,734",827,"1,148","2,270","2,346",818,"1,313","1,834","1,010",784,"1,110"
2021,6,10,"42,171","2,863","1,172",851,"2,335","2,233",913,979,"3,746","2,002","1,726",506,"2,957","1,239","1,406","3,479","4,145","1,064","1,724","3,203","1,039","1,079","1,510"
2021,6,20,"68,810","5,968","2,063","1,629","5,888","5,079","2,118","1,669","4,030","2,878","2,594",888,"4,830","2,530","2,484","4,682","3,710","2,090","2,576","4,703","1,586","1,789","3,026"
2021,6,30,"66,422","5,889","2,107","1,692","6,382","5,821","2,410","1,593","3,634","2,293","2,147",804,"5,220","2,190","2,665","3,851","2,940","1,991","2,594","4,001","1,752","1,576","2,870"
2021,6,40,"75,946","5,626","2,366","1,862","5,548","5,259","2,283","1,819","5,495","3,082","2,710","1,045","5,272","2,311","2,459","5,547","5,645","2,353","3,004","5,080","1,777","2,094","3,309"
2021,6,50,"88,810","6,143","2,685","2,296","6,043","5,163","2,583","2,504","5,582","4,023","3,364","1,471","6,423","3,277","3,502","6,468","5,375","2,889","3,382","6,111","2,157","2,650","4,719"
2021,6,60,"68,808","4,796","2,248","2,163","4,563","3,744","2,205","2,282","3,944","3,688","2,457","1,189","4,777","2,438","3,199","4,479","2,992","2,925","2,616","3,863","2,078","2,203","3,959"
2021,6,70,"31,431","2,179","1,244","1,153","2,173","1,729","1,039","1,116","1,649","1,922","1,056",502,"1,924","1,046","1,358","1,900","1,232","1,581","1,219","1,636",858,"1,084","1,831"
2021,6,80,"14,331","1,083",475,523,938,767,521,495,676,"1,015",579,190,874,441,622,"1,046",589,587,525,787,341,481,776
2021,6,90,"2,112",164,64,89,116,116,63,88,101,175,83,36,117,64,125,165,104,70,51,124,46,66,85
2021,6,100,116,9,1,3,2,11,10,3,2,14,0,12,4,4,6,3,4,2,6,2,1,3,14
2021,7,총,"490,138","36,924","15,159","12,819","36,636","32,104","15,144","13,063","31,470","22,230","17,873","6,935","35,180","16,486","18,940","33,825","29,029","16,319","19,039","31,190","12,669","13,925","23,179"
2021,7,0,"31,440","2,248",805,608,"2,424","2,365","1,034",612,"2,610","1,145","1,171",319,"2,722",830,"1,135","2,269","2,310",811,"1,305","1,810","1,002",805,"1,100"
2021,7,10,"42,075","2,849","1,163",843,"2,336","2,219",903,968,"3,760","2,007","1,721",493,"2,956","1,250","1,398","3,464","4,155","1,072","1,720","3,177","1,041","1,083","1,497"
2021,7,20,"68,651","5,912","2,056","1,624","6,025","5,067","2,108","1,657","3,989","2,866","2,581",884,"4,831","2,539","2,472","4,646","3,693","2,075","2,582","4,674","1,593","1,785","2,992"
2021,7,30,"66,400","5,895","2,093","1,679","6,436","5,787","2,399","1,562","3,605","2,292","2,144",804,"5,233","2,226","2,662","3,849","2,922","1,963","2,619","3,954","1,758","1,610","2,908"
2021,7,40,"75,739","5,616","2,349","1,851","5,567","5,224","2,278","1,809","5,482","3,059","2,695","1,039","5,271","2,323","2,452","5,531","5,623","2,345","3,001","5,025","1,792","2,117","3,290"
2021,7,50,"88,582","6,140","2,661","2,273","6,038","5,097","2,577","2,477","5,580","4,024","3,375","1,458","6,439","3,279","3,483","6,440","5,396","2,875","3,372","6,098","2,152","2,650","4,698"
2021,7,60,"69,175","4,819","2,247","2,169","4,582","3,734","2,216","2,289","3,992","3,701","2,475","1,197","4,799","2,474","3,214","4,511","2,998","2,938","2,625","3,895","2,084","2,230","3,986"
2021,7,70,"31,451","2,184","1,246","1,151","2,181","1,725","1,031","1,105","1,670","1,919","1,050",505,"1,920","1,054","1,365","1,899","1,230","1,573","1,225","1,644",849,"1,095","1,830"
2021,7,80,"14,393","1,086",475,529,929,763,526,497,681,"1,025",579,186,884,442,628,"1,049",594,594,531,783,352,480,780
2021,7,90,"2,117",166,63,89,116,112,62,84,99,178,82,38,120,66,125,165,104,71,53,128,45,67,84
2021,7,100,115,9,1,3,2,11,10,3,2,14,0,12,5,3,6,2,4,2,6,2,1,3,14
2021,8,총,"489,178","36,775","15,088","12,761","36,836","31,886","15,126","12,981","31,411","22,186","17,873","6,917","35,162","16,502","18,913","33,692","28,908","16,288","19,123","31,052","12,632","13,937","23,129"
2021,8,0,"31,166","2,223",789,603,"2,413","2,348","1,030",603,"2,587","1,141","1,161",314,"2,691",834,"1,122","2,227","2,271",812,"1,313","1,782",995,802,"1,105"
2021,8,10,"41,988","2,831","1,162",840,"2,357","2,199",902,962,"3,756","1,998","1,717",491,"2,964","1,241","1,396","3,439","4,156","1,073","1,719","3,160","1,038","1,090","1,497"
2021,8,20,"68,277","5,848","2,056","1,600","6,097","5,036","2,095","1,645","3,935","2,853","2,564",872,"4,811","2,525","2,463","4,634","3,663","2,054","2,569","4,646","1,587","1,771","2,953"
2021,8,30,"66,234","5,866","2,078","1,668","6,486","5,740","2,396","1,554","3,587","2,291","2,150",816,"5,235","2,230","2,631","3,813","2,908","1,962","2,657","3,921","1,737","1,617","2,891"
2021,8,40,"75,505","5,573","2,336","1,840","5,585","5,191","2,271","1,789","5,474","3,043","2,692","1,026","5,270","2,345","2,458","5,520","5,561","2,333","3,012","4,995","1,796","2,108","3,287"
2021,8,50,"88,410","6,139","2,633","2,265","6,048","5,064","2,587","2,459","5,571","4,009","3,373","1,457","6,420","3,281","3,480","6,429","5,405","2,860","3,389","6,082","2,146","2,648","4,665"
2021,8,60,"69,425","4,844","2,256","2,170","4,606","3,712","2,218","2,285","4,032","3,718","2,498","1,193","4,817","2,482","3,228","4,522","3,007","2,957","2,639","3,913","2,080","2,240","4,008"
2021,8,70,"31,469","2,188","1,244","1,159","2,181","1,711","1,026","1,099","1,681","1,908","1,052",509,"1,946","1,040","1,370","1,890","1,236","1,566","1,235","1,644",845,"1,102","1,837"
2021,8,80,"14,453","1,087",473,526,946,761,530,496,689,"1,029",580,186,881,454,633,"1,050",594,597,532,778,360,489,782
2021,8,90,"2,136",167,60,88,114,114,61,86,96,182,86,41,122,67,126,166,103,72,52,129,47,67,90
2021,8,100,115,9,1,2,3,10,10,3,3,14,0,12,5,3,6,2,4,2,6,2,1,3,14
2021,9,총,"488,683","36,704","15,047","12,744","36,966","31,768","15,055","12,849","31,314","22,154","17,858","6,908","35,105","16,518","18,856","33,583","28,871","16,213","19,659","30,943","12,575","13,923","23,070"
2021,9,0,"30,980","2,201",781,599,"2,390","2,342","1,023",593,"2,573","1,133","1,153",306,"2,692",824,"1,101","2,203","2,262",810,"1,369","1,756",982,793,"1,094"
2021,9,10,"41,841","2,819","1,167",834,"2,368","2,180",890,955,"3,725","1,991","1,712",491,"2,940","1,238","1,399","3,425","4,144","1,051","1,758","3,147","1,030","1,093","1,484"
2021,9,20,"68,083","5,828","2,044","1,591","6,123","5,034","2,068","1,616","3,915","2,839","2,573",869,"4,783","2,522","2,446","4,615","3,653","2,025","2,629","4,619","1,577","1,757","2,957"
2021,9,30,"66,129","5,846","2,067","1,649","6,522","5,732","2,383","1,537","3,542","2,274","2,141",806,"5,216","2,233","2,607","3,779","2,903","1,949","2,825","3,916","1,729","1,614","2,859"
2021,9,40,"75,387","5,567","2,319","1,836","5,610","5,171","2,253","1,767","5,469","3,051","2,696","1,028","5,244","2,351","2,457","5,478","5,541","2,328","3,093","4,942","1,785","2,114","3,287"
2021,9,50,"88,303","6,142","2,639","2,264","6,021","5,056","2,592","2,428","5,558","3,997","3,338","1,462","6,425","3,283","3,469","6,430","5,407","2,854","3,464","6,067","2,130","2,640","4,637"
2021,9,60,"69,683","4,848","2,246","2,176","4,647","3,698","2,218","2,278","4,058","3,728","2,515","1,192","4,846","2,494","3,238","4,541","3,019","2,969","2,683","3,938","2,082","2,242","4,027"
2021,9,70,"31,495","2,188","1,245","1,171","2,199","1,694","1,025","1,091","1,685","1,915","1,060",510,"1,946","1,046","1,364","1,889","1,235","1,552","1,238","1,647",855,"1,102","1,838"
2021,9,80,"14,504","1,089",477,534,958,746,532,494,692,"1,034",583,191,880,454,641,"1,052",600,601,538,776,357,495,780
2021,9,90,"2,160",167,61,87,124,106,61,86,95,178,87,41,128,70,127,169,102,72,56,133,47,70,93
2021,9,100,118,9,1,3,4,9,10,4,2,14,0,12,5,3,7,2,5,2,6,2,1,3,14
2021,10,총,"488,092","36,675","14,996","12,716","36,973","31,689","15,019","12,668","31,278","22,129","17,826","6,896","35,093","16,546","18,821","33,505","28,899","16,152","19,877","30,861","12,554","13,901","23,018"
2021,10,0,"30,760","2,186",763,594,"2,361","2,317","1,016",580,"2,557","1,137","1,150",305,"2,677",826,"1,089","2,176","2,246",808,"1,396","1,733",963,789,"1,091"
2021,10,10,"41,725","2,815","1,169",830,"2,362","2,169",891,930,"3,726","1,992","1,710",486,"2,918","1,251","1,400","3,396","4,139","1,033","1,774","3,126","1,033","1,093","1,482"
2021,10,20,"67,793","5,825","2,042","1,583","6,088","5,025","2,046","1,581","3,903","2,810","2,544",860,"4,793","2,522","2,414","4,577","3,667","2,013","2,654","4,605","1,569","1,740","2,932"
2021,10,30,"66,143","5,826","2,057","1,648","6,565","5,718","2,373","1,524","3,535","2,265","2,130",813,"5,221","2,218","2,608","3,792","2,902","1,941","2,880","3,916","1,734","1,616","2,861"
2021,10,40,"75,090","5,546","2,296","1,827","5,608","5,154","2,250","1,744","5,442","3,032","2,692","1,025","5,212","2,359","2,470","5,439","5,509","2,323","3,140","4,893","1,769","2,096","3,264"
2021,10,50,"88,253","6,156","2,637","2,263","6,025","5,031","2,593","2,395","5,542","4,006","3,337","1,450","6,446","3,284","3,438","6,434","5,430","2,847","3,493","6,065","2,126","2,639","4,616"
2021,10,60,"69,949","4,847","2,241","2,178","4,658","3,720","2,227","2,258","4,082","3,741","2,518","1,200","4,871","2,515","3,257","4,573","3,048","2,961","2,702","3,964","2,092","2,239","4,057"
2021,10,70,"31,555","2,202","1,253","1,164","2,209","1,699","1,021","1,081","1,694","1,916","1,071",508,"1,945","1,038","1,364","1,893","1,248","1,551","1,243","1,651",854,"1,114","1,836"
2021,10,80,"14,560","1,090",476,541,970,742,533,487,693,"1,037",589,197,879,461,649,"1,054",602,601,537,773,366,499,784
2021,10,90,"2,163",174,62,85,124,107,59,84,102,180,85,39,126,68,125,168,103,72,54,133,47,73,93
2021,10,100,101,8,0,3,3,7,10,4,2,13,0,13,5,4,7,3,5,2,4,2,1,3,2
2021,11,총,"487,201","36,601","14,953","12,707","36,958","31,751","14,995","12,196","31,221","22,109","17,759","6,897","35,172","16,571","18,779","33,364","28,860","16,122","19,955","30,802","12,534","13,909","22,986"
2021,11,0,"30,554","2,169",756,594,"2,346","2,333","1,009",561,"2,530","1,120","1,134",300,"2,659",815,"1,083","2,156","2,231",794,"1,406","1,730",957,784,"1,087"
2021,11,10,"41,625","2,810","1,159",823,"2,360","2,171",900,899,"3,719","1,996","1,701",485,"2,924","1,252","1,394","3,387","4,117","1,022","1,780","3,112","1,035","1,100","1,479"
2021,11,20,"67,444","5,774","2,042","1,579","6,044","5,032","2,033","1,505","3,868","2,794","2,530",867,"4,792","2,516","2,400","4,544","3,669","2,011","2,643","4,587","1,557","1,737","2,920"
2021,11,30,"66,058","5,824","2,055","1,645","6,621","5,729","2,357","1,484","3,510","2,274","2,117",812,"5,211","2,217","2,607","3,755","2,891","1,930","2,889","3,918","1,735","1,613","2,864"
2021,11,40,"74,961","5,548","2,286","1,835","5,576","5,182","2,260","1,676","5,444","3,026","2,674","1,023","5,239","2,366","2,470","5,404","5,496","2,297","3,177","4,859","1,775","2,088","3,260"
2021,11,50,"88,117","6,150","2,631","2,260","6,015","5,015","2,600","2,304","5,550","3,996","3,331","1,458","6,474","3,293","3,426","6,419","5,429","2,851","3,489","6,067","2,115","2,648","4,596"
2021,11,60,"70,117","4,865","2,225","2,180","4,688","3,734","2,227","2,191","4,085","3,763","2,527","1,206","4,887","2,529","3,261","4,581","3,070","2,991","2,728","3,974","2,093","2,252","4,060"
2021,11,70,"31,516","2,198","1,261","1,158","2,199","1,696","1,017","1,033","1,707","1,917","1,066",508,"1,962","1,050","1,364","1,896","1,250","1,547","1,244","1,645",857,"1,104","1,837"
2021,11,80,"14,575","1,081",476,547,981,748,532,458,702,"1,035",590,196,890,465,650,"1,051",601,603,538,771,364,508,788
2021,11,90,"2,160",175,62,84,125,105,60,82,103,179,89,40,128,64,119,167,101,74,57,136,46,72,92
2021,11,100,74,7,0,2,3,6,0,3,3,9,0,2,6,4,5,4,5,2,4,3,0,3,3
2021,12,총,"486,765","36,682","14,921","12,746","36,983","31,745","14,975","11,697","31,200","22,079","17,762","6,913","35,302","16,570","18,724","33,290","28,818","16,165","20,059","30,754","12,565","13,933","22,882"
2021,12,0,"30,404","2,178",751,603,"2,339","2,327","1,000",537,"2,509","1,119","1,134",299,"2,663",815,"1,076","2,125","2,218",790,"1,400","1,719",951,782,"1,069"
2021,12,10,"41,454","2,799","1,160",809,"2,361","2,157",895,853,"3,705","1,985","1,696",484,"2,949","1,238","1,388","3,376","4,095","1,027","1,785","3,093","1,044","1,098","1,457"
2021,12,20,"67,235","5,766","2,034","1,591","6,041","5,036","2,029","1,427","3,875","2,788","2,515",867,"4,779","2,506","2,373","4,514","3,666","2,010","2,650","4,575","1,555","1,733","2,905"
2021,12,30,"66,031","5,847","2,038","1,669","6,605","5,733","2,352","1,434","3,482","2,278","2,119",820,"5,239","2,219","2,600","3,761","2,872","1,936","2,921","3,917","1,732","1,616","2,841"
2021,12,40,"74,842","5,542","2,281","1,833","5,607","5,144","2,259","1,615","5,446","3,018","2,672","1,022","5,266","2,364","2,465","5,388","5,474","2,304","3,184","4,836","1,786","2,085","3,251"
2021,12,50,"87,957","6,178","2,630","2,267","6,020","5,032","2,592","2,204","5,554","3,989","3,324","1,462","6,472","3,292","3,405","6,381","5,420","2,860","3,496","6,061","2,109","2,647","4,562"
2021,12,60,"70,399","4,890","2,229","2,182","4,693","3,754","2,242","2,102","4,107","3,770","2,547","1,215","4,919","2,547","3,276","4,621","3,095","2,993","2,762","3,995","2,120","2,276","4,064"
2021,12,70,"31,540","2,213","1,261","1,154","2,204","1,695","1,016",989,"1,709","1,910","1,064",505,"1,968","1,052","1,368","1,895","1,260","1,554","1,258","1,648",858,"1,107","1,852"
2021,12,80,"14,661","1,085",478,552,988,757,529,450,709,"1,032",600,197,911,467,651,"1,054",612,613,545,770,364,511,786
2021,12,90,"2,171",177,59,84,123,107,61,82,101,180,91,40,130,66,117,171,101,76,55,137,46,75,92
2021,12,100,71,7,0,2,2,3,0,4,3,10,0,2,6,4,5,4,5,2,3,3,0,3,3
