년도,월,나이,안동시,풍산읍,와룡면,북후면,서후면,풍천면,일직면,남후면,남선면,임하면,길안면,임동면,예안면,도산면,녹전면,중구동,명륜동,용상동,서구동,태화동,평화동,안기동,옥동,송하동,강남동
2021,5,100,39,5,4,1,0,2,3,0,0,2,1,3,1,0,0,0,0,0,3,4,1,1,3,3,2
2021,6,총,"79,689","3,164","1,947","1,414","1,644","3,356","1,395",877,"1,015","1,337","1,342",829,884,773,831,"2,634","2,606","11,127","4,701","6,614","3,242","3,132","11,244","8,306","5,275"
2021,6,0,"4,912",86,41,26,41,216,18,12,25,28,27,10,20,9,11,99,139,891,286,445,183,157,921,697,524
2021,6,10,"6,471",120,74,32,51,179,51,23,43,52,37,27,15,22,32,165,216,"1,107",435,444,245,265,"1,273",847,716
2021,6,20,"7,490",188,119,47,112,463,55,34,48,68,51,26,29,28,25,276,243,"1,312",388,601,283,307,"1,243",910,634
2021,6,30,"7,293",153,82,51,76,476,48,20,53,56,44,24,34,22,21,255,211,"1,231",399,694,253,256,"1,221","1,032",581
2021,6,40,"10,520",226,124,104,120,338,91,56,56,83,46,47,40,35,42,273,334,"1,772",677,860,433,413,"1,950","1,333","1,067"
2021,6,50,"12,516",471,273,208,244,393,181,116,191,200,213,106,158,114,114,381,447,"1,695",706,"1,102",537,591,"1,854","1,445",776
2021,6,60,"13,659",727,436,333,415,520,330,191,250,327,322,215,232,214,215,517,477,"1,519",850,"1,217",671,634,"1,461","1,086",500
2021,6,70,"9,108",581,382,282,282,394,299,194,165,255,312,192,176,168,177,403,316,925,553,780,381,336,760,528,267
2021,6,80,"6,506",512,351,277,239,317,270,187,153,217,252,164,162,137,172,209,196,575,353,404,209,145,476,355,174
2021,6,90,"1,175",95,61,53,64,58,49,44,31,49,37,15,17,24,22,56,27,100,50,63,46,27,82,70,35
2021,6,100,39,5,4,1,0,2,3,0,0,2,1,3,1,0,0,0,0,0,4,4,1,1,3,3,1
2021,7,총,"79,663","3,157","1,941","1,420","1,644","3,377","1,394",875,"1,019","1,341","1,337",831,883,771,822,"2,628","2,604","11,127","4,707","6,602","3,236","3,146","11,235","8,303","5,263"
2021,7,0,"4,899",86,40,25,40,219,18,12,26,28,26,10,19,9,10,100,138,889,285,445,183,151,923,697,520
2021,7,10,"6,438",116,74,33,51,183,50,24,43,51,38,29,15,22,33,160,217,"1,100",435,439,239,267,"1,274",837,708
2021,7,20,"7,502",186,118,48,110,468,55,32,49,67,48,28,28,27,24,275,242,"1,320",399,598,288,311,"1,233",913,635
2021,7,30,"7,283",152,78,51,76,487,51,20,52,58,47,24,34,22,21,256,202,"1,224",395,692,251,256,"1,220","1,035",579
2021,7,40,"10,498",221,127,104,122,335,90,54,60,84,46,49,41,34,41,271,338,"1,764",675,861,429,420,"1,940","1,328","1,064"
2021,7,50,"12,490",469,268,212,241,390,179,117,190,196,211,105,157,113,112,384,446,"1,695",709,"1,094",536,592,"1,845","1,447",782
2021,7,60,"13,713",731,438,333,417,520,328,194,253,331,321,215,231,214,214,516,480,"1,537",844,"1,217",674,636,"1,474","1,094",501
2021,7,70,"9,119",583,382,282,282,399,301,193,166,256,311,188,178,168,174,403,316,922,561,782,379,336,762,528,267
2021,7,80,"6,512",512,352,279,241,317,271,187,151,219,253,164,161,138,171,209,198,576,350,404,209,148,478,353,171
2021,7,90,"1,169",96,60,52,64,57,48,42,29,49,35,16,18,24,22,54,27,100,50,66,46,28,83,68,35
2021,7,100,40,5,4,1,0,2,3,0,0,2,1,3,1,0,0,0,0,0,4,4,2,1,3,3,1
2021,8,총,"79,599","3,144","1,932","1,408","1,635","3,414","1,383",875,"1,020","1,340","1,342",834,879,766,823,"2,619","2,592","11,120","4,690","6,605","3,240","3,151","11,238","8,302","5,247"
2021,8,0,"4,892",85,36,24,40,223,18,11,25,28,26,10,19,11,10,96,136,890,281,448,185,152,927,697,514
2021,8,10,"6,404",116,75,31,50,191,49,26,44,52,38,27,15,20,33,158,211,"1,094",434,437,233,265,"1,271",826,708
2021,8,20,"7,506",184,116,50,108,475,53,34,49,65,46,30,27,28,24,277,243,"1,313",394,598,296,314,"1,230",920,632
2021,8,30,"7,261",154,75,50,75,498,51,21,53,58,46,23,34,21,21,247,201,"1,235",392,688,248,252,"1,213","1,027",578
2021,8,40,"10,479",215,125,103,119,335,87,52,61,82,46,50,40,36,41,274,334,"1,755",678,859,433,426,"1,942","1,329","1,057"
2021,8,50,"12,472",466,269,210,240,396,176,118,189,198,212,106,155,109,111,384,447,"1,686",700,"1,094",534,593,"1,843","1,455",781
2021,8,60,"13,735",728,437,326,415,522,327,192,255,329,331,218,230,212,216,516,481,"1,550",846,"1,211",673,635,"1,486","1,096",503
2021,8,70,"9,135",578,381,283,282,403,302,194,167,255,310,188,179,168,174,403,314,927,561,793,379,337,760,529,268
2021,8,80,"6,504",517,355,276,242,313,271,184,149,224,248,163,160,138,170,210,200,566,350,405,211,149,480,350,173
2021,8,90,"1,172",96,60,54,64,56,46,43,28,47,38,16,19,23,23,54,25,104,50,68,46,27,83,70,32
2021,8,100,39,5,3,1,0,2,3,0,0,2,1,3,1,0,0,0,0,0,4,4,2,1,3,3,1
2021,9,총,"79,542","3,138","1,936","1,408","1,628","3,413","1,379",872,"1,010","1,339","1,340",833,878,768,823,"2,619","2,573","11,109","4,678","6,575","3,230","3,147","11,221","8,299","5,326"
2021,9,0,"4,887",84,38,23,35,224,17,11,23,27,27,10,20,10,9,97,133,893,277,443,179,151,934,700,522
2021,9,10,"6,384",114,77,31,47,189,48,24,44,53,37,27,15,20,33,159,209,"1,081",439,433,233,261,"1,262",827,721
2021,9,20,"7,454",187,114,47,111,466,52,33,50,61,48,29,26,26,24,278,235,"1,299",386,597,291,316,"1,217",923,638
2021,9,30,"7,240",155,73,52,75,504,50,20,49,59,46,22,35,24,22,248,196,"1,236",388,679,246,245,"1,202","1,021",593
2021,9,40,"10,466",210,128,100,116,335,88,52,59,80,44,50,41,36,39,274,332,"1,745",671,850,434,425,"1,949","1,326","1,082"
2021,9,50,"12,470",467,265,213,238,400,174,120,187,197,214,106,155,107,110,376,446,"1,687",709,"1,094",534,595,"1,837","1,448",791
2021,9,60,"13,750",725,443,327,413,523,330,191,256,333,329,218,226,213,218,512,475,"1,564",840,"1,212",672,638,"1,490","1,102",500
2021,9,70,"9,150",581,379,279,281,400,303,197,162,258,312,189,180,169,174,409,315,926,563,791,381,332,768,529,272
2021,9,80,"6,530",516,356,281,248,311,270,182,151,222,245,163,160,139,172,211,205,576,353,403,214,155,478,345,174
2021,9,90,"1,172",95,59,54,64,59,45,42,29,47,38,16,19,24,22,55,27,102,48,69,44,28,80,74,32
2021,9,100,39,4,4,1,0,2,2,0,0,2,0,3,1,0,0,0,0,0,4,4,2,1,4,4,1
2021,10,총,"79,505","3,151","1,932","1,410","1,632","3,424","1,380",871,"1,010","1,338","1,340",832,884,762,825,"2,602","2,571","11,103","4,667","6,563","3,232","3,134","11,220","8,288","5,334"
2021,10,0,"4,858",90,38,24,35,226,18,11,23,26,27,10,21,10,10,95,127,888,274,441,179,146,920,701,518
2021,10,10,"6,379",117,74,31,48,187,48,24,45,52,38,26,15,20,32,155,216,"1,076",444,432,231,265,"1,264",823,716
2021,10,20,"7,433",185,117,45,110,466,52,33,48,59,48,30,26,25,25,279,237,"1,294",379,602,288,310,"1,220",920,635
2021,10,30,"7,215",158,73,51,72,514,49,20,51,60,47,22,34,23,21,245,195,"1,232",380,668,252,244,"1,199","1,011",594
2021,10,40,"10,457",211,126,99,120,331,89,51,57,79,42,51,43,36,40,274,323,"1,742",680,852,428,420,"1,947","1,328","1,088"
2021,10,50,"12,481",470,263,215,234,405,173,122,187,198,217,106,155,104,111,375,449,"1,692",690,"1,088",538,591,"1,847","1,452",799
2021,10,60,"13,758",722,444,330,418,520,325,192,256,335,325,219,229,210,218,506,471,"1,569",854,"1,215",668,638,"1,492","1,101",501
2021,10,70,"9,163",578,382,279,281,401,309,196,163,257,311,186,180,172,172,408,317,927,563,790,385,336,766,530,274
2021,10,80,"6,548",521,353,283,250,313,269,181,149,222,248,165,162,138,171,211,207,580,347,403,219,154,483,343,176
2021,10,90,"1,177",95,59,52,64,58,46,41,31,49,37,16,18,24,25,54,29,103,52,69,42,29,78,75,31
2021,10,100,36,4,3,1,0,3,2,0,0,1,0,1,1,0,0,0,0,0,4,3,2,1,4,4,2
2021,11,총,"79,435","3,144","1,931","1,408","1,636","3,424","1,375",865,"1,012","1,337","1,341",829,874,757,826,"2,606","2,572","11,099","4,664","6,561","3,239","3,133","11,193","8,284","5,325"
2021,11,0,"4,828",89,37,23,34,228,19,10,23,26,26,11,20,10,11,94,124,879,271,444,177,143,918,694,517
2021,11,10,"6,359",117,74,33,51,184,47,24,45,53,38,25,15,19,31,157,214,"1,074",445,427,238,263,"1,254",821,710
2021,11,20,"7,445",183,119,43,109,467,52,32,46,59,45,28,22,25,26,281,244,"1,296",382,603,286,317,"1,221",923,636
2021,11,30,"7,182",162,72,49,72,508,47,21,50,61,47,22,32,22,21,243,191,"1,231",380,671,255,242,"1,192","1,006",585
2021,11,40,"10,462",206,120,100,122,337,89,50,58,77,41,49,43,36,38,276,328,"1,735",682,854,434,417,"1,948","1,334","1,088"
2021,11,50,"12,455",468,267,212,228,411,177,121,188,199,215,104,153,104,115,376,446,"1,699",684,"1,084",534,588,"1,841","1,442",799
2021,11,60,"13,768",722,446,333,424,512,324,192,259,334,327,221,232,207,218,509,475,"1,571",854,"1,210",663,638,"1,484","1,104",509
2021,11,70,"9,174",575,381,278,279,404,304,197,158,257,312,187,178,171,172,404,318,930,567,790,391,338,775,532,276
2021,11,80,"6,537",522,353,283,249,311,270,176,152,223,250,164,158,139,168,213,206,581,342,402,216,158,478,349,174
2021,11,90,"1,190",97,59,53,68,59,45,42,33,47,40,17,20,24,26,53,26,102,53,73,43,28,78,75,29
2021,11,100,35,3,3,1,0,3,1,0,0,1,0,1,1,0,0,0,0,1,4,3,2,1,4,4,2
2021,12,총,"79,382","3,146","1,934","1,408","1,633","3,443","1,385",861,"1,010","1,341","1,340",823,874,749,833,"2,612","2,550","11,075","4,655","6,556","3,237","3,119","11,179","8,289","5,330"
2021,12,0,"4,778",86,36,22,34,230,19,10,23,27,26,11,21,7,10,94,117,867,268,441,174,144,908,694,509
2021,12,10,"6,360",121,75,36,51,186,47,24,43,52,36,24,15,19,31,156,211,"1,066",443,433,233,263,"1,260",824,711
2021,12,20,"7,435",182,124,43,110,472,52,31,49,61,49,28,21,25,27,285,234,"1,296",391,600,292,303,"1,208",911,641
2021,12,30,"7,120",163,73,49,70,517,44,20,50,61,46,22,31,20,21,237,189,"1,209",374,662,254,240,"1,181","1,006",581
2021,12,40,"10,496",208,119,102,117,339,91,51,59,76,41,46,43,35,40,282,332,"1,745",678,855,431,418,"1,957","1,341","1,090"
2021,12,50,"12,463",461,273,211,232,399,179,119,188,198,214,105,154,103,116,381,441,"1,707",686,"1,083",533,587,"1,846","1,440",807
2021,12,60,"13,778",730,442,332,420,518,329,193,258,335,332,224,232,206,219,498,478,"1,568",854,"1,215",663,631,"1,484","1,111",506
2021,12,70,"9,175",572,380,279,281,405,307,193,159,259,308,182,178,171,173,409,314,931,566,787,392,346,770,535,278
2021,12,80,"6,546",523,352,275,249,312,270,179,149,223,249,164,160,139,171,217,206,583,342,408,217,159,475,349,175
2021,12,90,"1,200",96,57,58,69,62,46,41,32,48,39,16,19,24,25,53,28,102,51,69,46,28,86,75,30
2021,12,100,31,4,3,1,0,3,1,0,0,1,0,1,0,0,0,0,0,1,2,3,2,0,4,3,2
